Id;Letter Grade;Name;School Type;Street;City;State;Zip;Phone;Email;Mon;Tue;Wed;Thu;Fri;Website;Twitter;Facebook;District Name;Principal;License Type;License Number;Transportation;Before Care;After Care;CCAP;Star Rating;Grades Available;Enrollment;Capacity;Academic Offerings;Music Art;Opportunities & Clubs;Sports
9070;F;Werner Park Elementary School;Traditional public school;2715 Corbitt Street;Shreveport;LA;71108;318-635-9633;;;;;;;http://wernerparkacademy.org;;;Caddo Parish;Shunda M Huff;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;332;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other;Football, Soccer, Basketball, Spirit
EE-50646;;Peggy E Jackson;Exempt Center;1323 Julia Street;Baton Rouge;LA;70802;225-344-9523;PEGGYJ473@GMAIL.COM;07:00am to 06:00pm;07:00am to 06:00pm;07:00am to 06:00pm;07:00am to 06:00pm;07:00am to 06:00pm;;;;East Baton Rouge Parish;Information Coming Soon!;R (Family Home);50646;No;;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-1566;;Apple Tree Preschool;Licensed Center;360 Robert Blvd.;Slidell;LA;70458;985-641-0184;appletreeslidell@gmail.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;St. Tammany Parish;Ms. Cheryl Mann;I;1566;No;;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;159;;;;
EE-10346;;A Plus Daycare and Learning Center;Licensed Center;201 Catalon ave;Maurice;LA;70555;337-893-7887;phyljohn67@gmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Vermilion Parish;Ms. phyllis johnson;I;10346;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;99;;;;
EE-15290;;Imagination Station Preschool & Learning Center;Licensed Center;50587 Rivers Rd;Tickfaw;LA;70466;985-429-0100;dai_melaniedaisy@yahoo.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Tangipahoa Parish;Mrs. Melanie M Tallo;II;15290;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;67;;;;
EE-13950;;The Center of Attention;Licensed Center;1279 Del Este Avenue;Denham Springs;LA;70726;225-664-0908;thecenterofatten@bellsouth.net;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Livingston Parish;Ms. Amber Price;I;13950;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;70;;;;
9051;D;Queensborough Elementary School;Traditional public school;2701 Catherine Street;Shreveport;LA;71109;318-631-8784;;;;;;;;;;Caddo Parish;Marco French;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;297;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, STEM, Peer Tutoring or Mentoring, Adult Mentoring, School Community Organizations, Other;Basketball, Golf, Spirit, Other Sports
9029;F;Caddo Middle Career and Technology School;Traditional public school;6310 Clift Street;Shreveport;LA;71106;318-868-2753;;;;;;;http://www.cmcts17-18.wixsite.com/cmcts;;;Caddo Parish;Monte Demars;;;;;;;;Grade 6, Grade 7, Grade 8;496;;;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other;Football, Basketball, Softball, Outdoor Track and Field, Spirit
9106;D;Magnolia School of Excellence;Public charter school;2290 Clyde Fant Parkway Service Road;Shreveport;LA;71105;318-703-5585;;;;;;;http://magnoliacharter.org;;;Caddo Parish;Kim Derrick;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11;991;;Advanced Placement Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming, Other;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Gymnastics, Golf, Outdoor Track and Field, Baseball, Bowling, Tennis, Other Sports
EE-50657;;Verline M Damond;Exempt Center;1114 North Ave B;Crowley;LA;70526;337-783-2435;YOSHA100@GMAIL.COM;06:00am to 07:00pm;06:00am to 07:00pm;06:00am to 07:00pm;06:00am to 07:00pm;06:00am to 07:00pm;;;;Acadia Parish;Information Coming Soon!;R (Family Home);50657;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-15769;;Best Child Care at Live Oak;Licensed Center;36013 La Highway 16;Denham Springs;LA;70706;225-664-2299;bestcareliveoak@gmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Livingston Parish;Mrs. June Kinchen;II;15769;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;142;;;;
EE-10931;;Joan's Daycare & PreSchool;Licensed Center;1708 Carrollwood Dr;LaPlace;LA;70068;985-652-2221;joansdaycarela@gmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;St. John the Baptist Parish;Mrs. Joan Ancker;I;10931;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;90;;;;
EE-15512;;First Baptist Church Weekday Early Education (WEE) Center;Licensed Center;117-A South 12th Street;Oakdale;LA;71463;318-335-1930;laceyl@bellsouth.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Allen Parish;Mrs. Lacey M Linder;I;15512;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;86;;;;
EE-14313;;Clara's Little Lambs Preschool #5;Early Head Start/Head Start;1904 Casa Calvo Street;New Orleans;LA;70114;504-362-7710;sonjiajoseph@yahoo.com;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;;;;Orleans Parish;Ms. Clara J Washington;III;14313;YES;;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;104;;;;
9062;D;Summer Grove Elementary School;Traditional public school;2955 Bert Kouns Industrial Loop;Shreveport;LA;71118;318-686-1754;;;;;;;http://www.summergroveelementary.com;;;Caddo Parish;Pamela S Bloomer;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;550;;;Music, Art;Clubs, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, School Community Organizations, Speech and Debate, Games and Gaming;
905001;;QuesTECH Learning;Scholarship;2401 Oliver Road;Monroe;LA;71201;318-322-6000;;;;;;;http://questechlearning.org/;;https://www.facebook.com/questechlearning;QuesTECH Learning;Donna Underwood;;;;;;;;Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;6;;;;Clubs, Adult Mentoring;
958001;;Montessori School of Baton Rouge;Licensed Center;8227 Wimbledon Avenue;Baton Rouge;LA;70810;225-766-9942;montessorischoolofbr@gmail.com;7:30 am to 5:30 pm;7:30 am to 5:30 pm;7:30 am to 5:30 pm;7:30 am to 5:30 pm;7:30 am to 5:30 pm;;;;East Baton Rouge Parish;Ms. Molly Williams;I;16003;No;;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;51;;;;
EE-50712;;Patricia Lattier Holmes;Exempt Center;809 York Street;Shreveport;LA;71106;318-869-3315;PLATTIER@BELLSOUTH.NET;07:00am to 05:30pm;07:00am to 05:30pm;07:00am to 05:30pm;07:00am to 05:30pm;07:00am to 05:30pm;;;;Caddo Parish;Information Coming Soon!;R (Family Home);50712;No;;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-15807;;Early Steps Child Development Center LLC;Licensed Center;1673 East Mt. Pleasant Road;Zachary;LA;70791;225-654-9918;Director@escdc.net;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;East Baton Rouge Parish;Ms. Lisa Mudge;III;15807;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;128;;;;
EE-11703;;Ascension Christian Early Learning Center;Licensed Center;10473 Airline Hwy;Gonzales;LA;70737;225-644-3110;nreed@aclions.org;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Ascension Parish;Ms. Nicole D Reed;I;11703;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;235;;;;
EE-15652;;Celebration Christian Daycare and Learning Center;Licensed Center;2001 Airline Drive;Metairie;LA;70001;504-834-2273;audrad@celebrationchurch.org;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Jefferson Parish;Audra Detillier;I;15652;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;114;;;;
EE-14476;;3 Steps, Inc.;Licensed Center;10935 Laird Lane;Denham Springs;LA;70726;225-791-1185;kell_2114@yahoo.com;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;;;;Livingston Parish;Ms. Kelly Juban;II;14476;YES;Yes;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;90;;;;
9073;C;Woodlawn Leadership Academy;Traditional public school;7340 Wyngate Drive;Shreveport;LA;71106;318-686-3161;;;;;;;http://www.woodlawnknights.com;http://www.twitter.com/WLAknights1;;Caddo Parish;Grady Smith;;;;;Yes;;;Toddler (ages 1-2), PK (ages 3-4), Grade 9, Grade 10, Grade 11, Grade 12;834;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, STEM, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming;Cross-Country, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Tennis
9064;F;Sunset Acres Elementary School;Traditional public school;6514 West Canal Boulevard;Shreveport;LA;71108;318-631-7121;;;;;;;http://www.sunsetacres.caddoschools.org;;;Caddo Parish;William Fields;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;259;;;Art;Clubs, Music, Peer Tutoring or Mentoring, School Community Organizations;
9BG001;;Madison STEAM Academy;Scholarship;1012 Beech Street;Tallulah;LA;71282;318-493-5068;;;;;;;;;;Step by Step Performing Arts Academy;Janet Kline-Clark;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;;;;;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus;Football, Basketball, Golf, Spirit, Bowling
EE-50755;;Tracey L Thompson;Exempt Center;3619 Paul St;New Orleans;LA;70131;504-392-5430;T.THOMPSON69@COX.NET;06:30am to 12:00am;06:30am to 12:00am;06:30am to 12:00am;06:30am to 12:00am;06:30am to 12:00am;;;;Orleans Parish;Information Coming Soon!;R (Family Home);50755;No;Yes;;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-15904;;Learning Express Child Development Center;Licensed Center;4516 Moss Street;Lafayette;LA;70507;337-235-9095;learningexpresscdc@outlook.com;6:45am to 5:30pm;6:45am to 5:30pm;6:45am to 5:30pm;6:45am to 5:30pm;6:45am to 5:30pm;;;;Lafayette Parish;Mrs. Melissa A Plumbar;II;15904;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;142;;;;
EE-12302;;Kids in Motion Daycare Inc.;Licensed Center;11026 Laird Ln.;Denham Springs;LA;70726;225-665-7931;kellyjub@yahoo.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Livingston Parish;Ms. Kelly Juban;II;12302;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;93;;;;
EE-15664;;Adventureland Kids III;Licensed Center;39629 Tommy Moore Road;Gonzales;LA;70737;225-744-2227;adventureland_postoffice@yahoo.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Ascension Parish;Leslie Schexnayder;I;15664;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;89;;;;
EE-1518;;Froggie's Child Care Inc.;Licensed Center;606  Goodnews Ave;Belle Chasse;LA;70037;504-391-0050;Frogdana@aol.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Plaquemines Parish;Mrs. Dana H Newsom;II;1518;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;68;;;;
9091;F;Midway Professional Development Center;Traditional public school;3840 Greenwood Road;Shreveport;LA;71109;318-636-1861;;;;;;;http://www.midwayprek3mustangs.com;;;Caddo Parish;Christopher Jackson;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;329;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations, Games and Gaming;Basketball
9068;C;Walnut Hill Elementary/Middle School;Traditional public school;9360 Woolworth Road;Shreveport;LA;71129;318-687-6610;;;;;;;http://www.walnuthillhornets.com;;;Caddo Parish;Julie Smith O`Neal;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;1669;;Foreign Language Details, Gifted programs;Band Details, Music, Art;Athletics, Clubs, Music, Literature and the Humanities, Affinity Associations, Honor Society, School Community Organizations, Career Focus;Football, Basketball, Softball, Outdoor Track and Field, Spirit
EE-10497;;CHASE Ministries;Licensed Center;9856 Royal Street;St Francisville;LA;70775;225-784-0024;chase_ministries@bellsouth.net;6:30am to 6:15pm;6:30am to 6:15pm;6:30am to 6:15pm;6:30am to 6:15pm;6:30am to 6:15pm;;;;West Feliciana Parish;Ms. Ann F Andries;I;10497;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;47;;;;
EE-50776;;Penny Stearns;Exempt Center;1418 Southport Boulevard;New Iberia;LA;70560;337-579-7103;pennystearns771@gmail.com;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;;;;Iberia Parish;Information Coming Soon!;R (Family Home);50776;No;Yes;;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-16281;;St. Peter Daycare;Licensed Center;188 West 7th Street;Reserve;LA;70084;985-536-7764;mcomeaux@stpeterreserve.org;7:30am to 3:05pm;7:30am to 3:05pm;7:30am to 3:05pm;7:30am to 3:05pm;7:30am to 3:05pm;;;;St. John the Baptist Parish;Mrs. Marie G Comeaux;I;16281;No;;;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;20;;;;
EE-12906;;Family Christian Academy Preschool;Licensed Center;8919 World Ministry Ave.;Baton Rouge;LA;70810;225-768-3024;fcapreschool@jsm.org;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;East Baton Rouge Parish;Mrs. Shandi Floyd;I;12906;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;328;;;;
EE-15679;;The Montessori School of West Monroe;Licensed Center;206 Stella Street;West Monroe;LA;71291;318-398-1998;holtonvance@aol.com;8:00am to 2:30 pm;8:00am to 2:30 pm;8:00am to 2:30 pm;8:00am to 2:30pm;8:00am to 2:30 pm;;;;Ouachita Parish;Ms. Cindy H Vance;I;15679;No;;;;;Toddler (ages 1-2), PK (ages 3-4);;74;;;;
EE-15302;;Westbank Cathedral Preschool;Licensed Center;7301 Lapalco Blvd;Marrero;LA;70072;504-304-8373;info@westbankcathedralpreschool.com;6:30 am to 5:30 pm;6:30 am to 5:30 pm;6:30 am to 5:30 pm;6:30 am to 5:30 pm;6:30 am to 5:30 pm;;;;Jefferson Parish;Ms. Stacey Schouest;I;15302;No;Yes;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;76;;;;
9109;F;Pathways in Education - North market;Public charter school;1909 N. Market;Shreveport;LA;71107;708-772-2616;;;;;;;http://www.pathwaysedu.org/index.html;https://twitter.com/pielouisiana;https://www.facebook.com/PathwaysInEducationLA/?ref=br_tf;Caddo Parish;Jonathan Keith;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;113;;Gifted programs, Jump Start Pathways (career focused) Details;;Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other;Softball
907001;;Brighter Horizon School of Baton Rouge;Scholarship;1896 Wooddale Boulevard;Baton Rouge;LA;70806;225-927-2521;;;;;;;http://www.brighterhorizonschool.org/;;;Brighter Horizon School;Naser Elayan;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;48;;;;;
EE-10845;;Family Daycare Center, LLC dba Mini Me Learning Center;Licensed Center;3044 Verot School Road;Lafayette;LA;70508;337-856-5969;info@minimelafayette.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Lafayette Parish;Mrs. Jackie M Cassidy;I;10845;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;99;;;;
EE-50802;;Shawne S Henry;Exempt Center;212 Northpointe Drive;Carencro;LA;70520;337-852-1443;SINERSHAWNE@YAHOO.COM;06:00am to 05:30pm;06:00am to 05:30pm;06:00am to 05:30pm;06:00am to 05:30pm;06:00am to 05:30pm;;;;Lafayette Parish;Information Coming Soon!;R (Family Home);50802;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-212;;First Baptist WEE Center;Licensed Center;921 Paul Maillard Rd.;Luling;LA;70070;985-785-6528;fbcweecenter@gmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;St. Charles Parish;Mrs. Vanessa Pierre;I;212;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;83;;;;
EE-13008;;Primary Colors Learning Center of Mandeville, LLC;Licensed Center;330 Lakeview Court;Covington;LA;70433;985-674-0086;terri@primarycolorspreschool.com;6:30am to 6:30pm;6:30am to 6:30pm;6:30am to 6:30pm;6:30am to 6:30pm;6:30am to 6:30pm;;;;St. Tammany Parish;Ms. Terri Abney;II;13008;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;231;;;;
EE-15750;;City On A Hill Learning Center;Licensed Center;612 Highway 531;Minden;LA;71055;318-377-0390;bowerst69@yahoo.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Webster Parish;Ms. Teresa W Bowers;I;15750;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;126;;;;
EE-15369;;The Learning Curve Daycare;Licensed Center;28635 James Chapel Road North;Holden;LA;70744;225-567-0000;jbaker@thelearningcurvedaycare.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30pm to 6:00pm;6:30pm to 6:00pm;6:30am to 6:00pm;;;;Livingston Parish;Ms. Jessica H Baker;I;15369;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;154;;;;
962001;;Covington Montessori Preschool;Licensed Center;116 North Monroe Street;Covington;LA;70433;985-893-0676;covingtonmontessori@gmail.com;8:00am to 3:00pm;8:00am to 3:00pm;8:00am to 3:00pm;8:00am to 3:00pm;8:00am to 3:00pm;;;;St. Tammany Parish;Dr. Nancy Carter;I;14579;No;;;;;Toddler (ages 1-2), PK (ages 3-4);;12;;;;
9075;D;Turner Elementary Middle School;Traditional public school;5904 West 70th Street;Shreveport;LA;71129;318-688-4380;;;;;;;http://www.turnerlive.org;http://twitter.com/turnerpride2017;;Caddo Parish;Darrell L Webb;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;1397;;Foreign Language Details, Gifted programs;Band Details, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming;Football, Soccer, Basketball, Softball, Outdoor Track and Field, Spirit, Tennis, Other Sports
EE-11588;;George Cottage at St. Martin's Episcopal;Licensed Center;225 Green Acres Rd;Metairie;LA;70003;504-736-9901;holly.dalferes@stmsaints.com;7:30am to 6:00pm;7:30am to 6:00pm;7:30am to 6:00pm;7:30am to 6:00pm;7:30am to 6:00pm;;;;Jefferson Parish;Ms. Holly C Dalferes;II;11588;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;155;;;;
EE-50894;;LSU Early Learning Center;Licensed Center;411 S. Prieur Street;New Orleans;LA;70112;504-556-7593;elc@lsuhsc.edu;7:30am to 5:00pm;7:30am to 5:00pm;7:30am to 5:00pm;7:30am to 5:00pm;7:30am to 5:00pm;;;;Orleans Parish;Ms. Kisha Petty;II;50894;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;40;;;;
EE-242;;First Baptist Church Daycare;Licensed Center;201 East Court Street;Winnfield;LA;71483;318-628-6996;linda.keyes@fbcwinn.com;7:15am to 5:15pm;7:15am to 5:15pm;7:15am to 5:15pm;7:15am to 5:15pm;7:15am to 5:15pm;;;;Winn Parish;Mrs. Linda Keyes;I;242;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;98;;;;
