"License Number";"Provider Name";"County";"Address";"City";"State";"Zip";"Contact Name";"Telephone";"Program Type";"Class Code";"Night Time Care";"Transportation";"Monday";"Tuesday";"Wednsday";"Thirsday";"Friday";"Saturday";"Sunday";"Subprograms";"NAEYC Accreditation";"Star Rating";"ID";"DetailsURL"
16048;"Coteau's Little Cuties";"Iberia";"4703 Coteau Road";"New Iberia";"LA";70560;"Eula Williams, Director";"337-366-7268";"Child Day Care";"Class A";"No";"No";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16048;"http://carefacility.doe.louisiana.gov/view.aspx?id=16048"
16149;"Excel to Excellence Early Christian Training Center, Inc";"Iberia";"547 Charles Street";"New Iberia";"LA";70560;"Nazara Darby, Director";"337-967-6852";"Child Day Care";"Class A";"No";"No";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"Closed";"Closed";"Child Care";"No";"1 Star";16149;"http://carefacility.doe.louisiana.gov/view.aspx?id=16149"
11775;"Ginger Bread House, Inc";"Iberia";"116 West Washington Street";"New Iberia";"LA";70560;"Carol Gros, DirectorJulie Thibeaux, Director DesigneeAnna Davis, Director Designee";"337-364-5072";"Child Day Care";"Class A";"No";"No";"7:15a - 5:45p";"7:15a - 5:45p";"7:15a - 5:45p";"7:15a - 5:45p";"7:15a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";11775;"http://carefacility.doe.louisiana.gov/view.aspx?id=11775"
16219;"Ms. Laurie's Learning Center";"Iberia";"518 South Evangeline Street";"New Iberia";"LA";70560;"Laurie Viator, Director";"337-359-8974";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16219;"http://carefacility.doe.louisiana.gov/view.aspx?id=16219"
14890;"SMILE - Second Street Early Head Start/Head Start";"Iberia";"3712 Second Street";"New Iberia";"LA";70560;"Stella Collins, Director";"337-560-0910";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:00p";"7:00a - 5:00p";"7:00p - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14890;"http://carefacility.doe.louisiana.gov/view.aspx?id=14890"
14765;"SMILE New Iberia Head Start Center/Early Head Start Center";"Iberia";"201 Gilbert Street";"New Iberia";"LA";70560;"Vanessa Espree, Director";"337-365-0751";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"1 Star";14765;"http://carefacility.doe.louisiana.gov/view.aspx?id=14765"
10362;"St. Anne's Child Care Center and Preschool";"Iberia";"202 East Thompson Street";"New Iberia";"LA";70560;"Eve Talley, Director";"337-367-2770";"Child Day Care";"Class A";"No";"Yes";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";10362;"http://carefacility.doe.louisiana.gov/view.aspx?id=10362"
6830;"Creative Learning Center of Highland Baptist Church";"Iberia";"607 Victory Drive";"New Iberia";"LA";70563;"Leah Touchet, Director";"337-365-5459";"Child Day Care";"Class B";"No";"No";"8:30a - 3:30p";"8:30a - 3:30p";"8:30a - 3:30p";"8:30a - 3:30p";"Closed";"Closed";"Closed";"Child Care";"No";"No Star Rating";6830;"http://carefacility.doe.louisiana.gov/view.aspx?id=6830"
8075;"Little People Place, Early Developmental Center";"Iberia";"915 Dartez Drive";"New Iberia";"LA";70563;"Mary Boutte, Director DesigneeJackie LeCompte, Director";"337-367-7034";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";8075;"http://carefacility.doe.louisiana.gov/view.aspx?id=8075"
11889;"My Friends and Yours Learning Land";"Iberia";"1275 South Estate Drive";"New Iberia";"LA";70563;"Nicole Gaspard, Director";"337-364-0150";"Child Day Care";"Class B";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";11889;"http://carefacility.doe.louisiana.gov/view.aspx?id=11889"
11879;"Ree's Anointed Child Care";"Iberia";"127 Monterey Street";"New Iberia";"LA";70563;"Sheree Lavalais, Director";"337-365-0088";"Child Day Care";"Class A";"No";"No";"5:00a - 6:00p";"5:00a - 6:00p";"5:00a - 6:00p";"5:00a - 6:00p";"5:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";11879;"http://carefacility.doe.louisiana.gov/view.aspx?id=11879"
14776;"The Gingerbread House Childhood Learning Center";"Iberia";"517 Vicnaire Street";"New Iberia";"LA";70563;"Krystal Stephens, Director";"337-364-2054";"Child Day Care";"Class B";"No";"No";"7:15a - 5:45p";"7:15a - 5:45p";"7:15a - 5:45p";"7:15a - 5:45p";"7:15a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14776;"http://carefacility.doe.louisiana.gov/view.aspx?id=14776"
10044;"First Steps Developmental Center";"St. Landry";"503 North Walnut Street";"Opelousas";"LA";70570;"Deadra Smith, Director";"337-943-1900";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";10044;"http://carefacility.doe.louisiana.gov/view.aspx?id=10044"
15775;"Fran's Day Care & Pre School";"St. Landry";"6925 Hwy 31";"Opelousas";"LA";70570;"Francisca Gobert, Director";"337-948-4500";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30p - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15775;"http://carefacility.doe.louisiana.gov/view.aspx?id=15775"
15939;"Frank's Day Care Inc.";"St. Landry";"171 Frank Road";"Opelousas";"LA";70570;"Agnes Frank, DirectorKarla West, Director Designee";"337-543-7000";"Child Day Care";"Class A";"No";"Yes";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";15939;"http://carefacility.doe.louisiana.gov/view.aspx?id=15939"
13231;"Futures Unlimited Preschool and Daycare";"St. Landry";"4758 I-49 North Service Road";"Opelousas";"LA";70570;"Diane Doucet, Director DesigneeHalie Joubert, DirectorNeverly Smith, Director Designee";"337-948-7055";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13231;"http://carefacility.doe.louisiana.gov/view.aspx?id=13231"
15255;"God's Future Scholars Christian Childcare";"St. Landry";"505 Park Avenue";"Opelousas";"LA";70570;"Chasity Davis, DirectorJessica Johnson, Director Designee";"337-678-0614";"Child Day Care";"Class A";"No";"No";"6:30a - 8:30p";"6:30a - 8:30p";"6:30a - 8:30p";"6:30a - 8:30p";"6:30a - 8:30p";"Closed";"Closed";"Child Care";"No";"1 Star";15255;"http://carefacility.doe.louisiana.gov/view.aspx?id=15255"
15980;"Heavenly Angels Childcare Center";"St. Landry";"808 Jerome Loop";"Opelousas";"LA";70570;"LaShonda Thomas, Director";"337-678-3100";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15980;"http://carefacility.doe.louisiana.gov/view.aspx?id=15980"
1175;"Jen's Infant and Toddler Center,Inc.";"St. Landry";"525 East North Street";"Opelousas";"LA";70570;"Jeanette Collins, Director";"337-942-3436";"Child Day Care";"Class A";"No";"No";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";1175;"http://carefacility.doe.louisiana.gov/view.aspx?id=1175"
16223;"Just For Kids";"St. Landry";"120 E. Jefferson Street";"Opelousas";"LA";70570;"Tina Charles, Director";"337-942-4448";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 3:00p";"Closed";"Child Care";"No";"No Star Rating";16223;"http://carefacility.doe.louisiana.gov/view.aspx?id=16223"
16044;"Lots of Love Christian Academy, LLC";"St. Landry";"8626 Hwy 182";"Opelousas";"LA";70570;"Rynette Roberson, Director";"337-678-35008";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16044;"http://carefacility.doe.louisiana.gov/view.aspx?id=16044"
1826;"Opelousas Head Start/Early Head Start Center";"St. Landry";"910 Martin Luther King Drive";"Opelousas";"LA";70570;"Clara Hicks, Director DesigneeBarbara Pickney, Director";"337-948-3821";"Child Day Care";"Class A";"No";"Yes";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";1826;"http://carefacility.doe.louisiana.gov/view.aspx?id=1826"
13803;"St. Theresa Little Flower School of Early Learning";"St. Landry";"1233 Attakapas Drive";"Opelousas";"LA";70570;"Pamela Olson, DirectorCharmaine Miller, Director Designee";"337-948-0036";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13803;"http://carefacility.doe.louisiana.gov/view.aspx?id=13803"
50057;"TLC Creative Blessings";"St. Landry";"310 Rice Lane";"Opelousas";"LA";70570;"Shanika Andrus, Director";;"Child Day Care";"Class A";"No";"No";"6:00a - 11:59p";"6:00a - 11:59p";"6:00a - 11:59p";"6:00a - 11:59p";"6:00a - 11:59p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50057;"http://carefacility.doe.louisiana.gov/view.aspx?id=50057"
12957;"Tons of Fun Daycare & Preschool, LLC";"St. Landry";"1772 Highway 749";"Opelousas";"LA";70570;"D. Renea Ford, DirectorArika Thompson, Director Designee";"337-942-4386";"Child Day Care";"Class A";"No";"No";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"6:45a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";12957;"http://carefacility.doe.louisiana.gov/view.aspx?id=12957"
12846;"Port Barre Head Start/Early Head Start Center";"St. Landry";"1321 Saizan Street";"Port Barre";"LA";70577;"Barbara Pickney, DirectorAngela Andrus, Director";"337-585-6365";"Child Day Care";"Class A";"No";"Yes";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"Closed";"Closed";"Child Care";"Yes";"4 Stars";12846;"http://carefacility.doe.louisiana.gov/view.aspx?id=12846"
14172;"Jinjer and Pickels LLC";"Acadia";"314 North Arenas";"Rayne";"LA";70578;"Lynnette Scott, DirectorTonya Guidry, Director Designee";"337-334-2329";"Child Day Care";"Class A";"Yes";"Field Trip Only";"6:30a - 12:00a";"6:30a - 12:00a";"6:30a - 12:00a";"6:30a - 12:00a";"6:30a - 12:00a";"Closed";"Closed";"Child Care";"No";"3 Stars";14172;"http://carefacility.doe.louisiana.gov/view.aspx?id=14172"
5199;"Kangaroo's Pouch Day Care Center";"Acadia";"615 East C Street";"Rayne";"LA";70578;"Christa LaCroix, Director";"337-334-2744";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5199;"http://carefacility.doe.louisiana.gov/view.aspx?id=5199"
14956;"Little Friends Childcare & Development Center V";"Acadia";"920 Noon Street";"Rayne";"LA";70578;"April LaFleur, Director";"337-334-6633";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"1 Star";14956;"http://carefacility.doe.louisiana.gov/view.aspx?id=14956"
3964;"Rayne Head Start Center (Our Mother of Mercy/Rayne Head Start)";"Acadia";"600 West Jefferson Davis Street";"Rayne";"LA";70578;"Veronica Bellard, Director";"337-334-4909";"Child Day Care";"Class A";"No";"Yes";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"Closed";"Closed";"Child Care";"No";"1 Star";3964;"http://carefacility.doe.louisiana.gov/view.aspx?id=3964"
6883;"Color My World Early Learning Center";"St. Martin";"2036 Terrace Highway";"St. Martinville";"LA";70582;"Celeste Latiolais, Director";"337-394-8400";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";6883;"http://carefacility.doe.louisiana.gov/view.aspx?id=6883"
15682;"Owens Developmental Learning Center, LLC";"St. Martin";"7052 Main Highway";"St. Martinville";"LA";70582;"Delana Robertson, Director";"337-394-3377";"Child Day Care";"Class A";"No";"No";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";15682;"http://carefacility.doe.louisiana.gov/view.aspx?id=15682"
7978;"SMILE St. Martinville Early Child Development Center";"St. Martin";"501 South Martin Luther King Drive";"St. Martinville";"LA";70582;"Gretta Pickney, Director";"337-394-6295";"Child Day Care";"Class A";"No";"No";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";7978;"http://carefacility.doe.louisiana.gov/view.aspx?id=7978"
4450;"SMILE St. Martinville Head Start Center";"St. Martin";"310 South Theatre Street";"St. Martinville";"LA";70582;"Sasha Minix, Director";"337-394-6424";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"5 Stars";4450;"http://carefacility.doe.louisiana.gov/view.aspx?id=4450"
1102;"St. Martin Sunshine Playschool Inc.";"St. Martin";"113 Resweber Highway";"St. Martinville";"LA";70582;"Leanner Hypolite, DirectorKaSandra Lewis, Director Designee";"337-394-9615";"Child Day Care";"Class A";"No";"No";"6:00a - 5:30p";"6:00a - 5:30p";"6:00a - 5:30p";"6:00a - 5:30p";"6:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";1102;"http://carefacility.doe.louisiana.gov/view.aspx?id=1102"
15431;"The Growing Patch";"St. Martin";"613 1/2 North Theater Street";"St. Martinville";"LA";70582;"Brandy Primeaux, Director";"337-394-4513";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";15431;"http://carefacility.doe.louisiana.gov/view.aspx?id=15431"
7216;"Little Acres Day Care Center, Inc.";"Lafayette";"1836 Roper Drive";"Scott";"LA";70583;"Renee' Frawley, Director";"337-593-0210";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";7216;"http://carefacility.doe.louisiana.gov/view.aspx?id=7216"
15999;"Little Blessings Childcare & Preschool LLC";"Lafayette";"3109 West Willow Street";"Scott";"LA";70583;"Stephanie Moore, Director";"337-232-5565";"Child Day Care";"Class B";"No";"Yes";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15999;"http://carefacility.doe.louisiana.gov/view.aspx?id=15999"
11894;"Mimi's Preschool, LLC";"Lafayette";"1300 Saint Mary Street";"Scott";"LA";70583;"Brenda Bourque, Director";"337-232-6100";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";11894;"http://carefacility.doe.louisiana.gov/view.aspx?id=11894"
15467;"Play & Learn";"Lafayette";"600 Old Spanish Trail";"Scott";"LA";70583;"Lane Hebert, Director";"337-233-2220";"Child Day Care";"Class B";"No";"No";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15467;"http://carefacility.doe.louisiana.gov/view.aspx?id=15467"
1066;"Beech Street Head Start Center";"Evangeline";"1227 Rev. E. D. Alfred Street";"Ville Platte";"LA";70586;"Linda Jack-Fontenot, Director";"337-363-1133";"Child Day Care";"Class A";"No";"Yes";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";1066;"http://carefacility.doe.louisiana.gov/view.aspx?id=1066"
15645;"Camey's Preschool Academy";"Evangeline";"613 Prosper Street";"Ville Platte";"LA";70586;"Camey Fusilier, Director";"337-506-3910";"Child Day Care";"Class B";"No";"Field Trip Only";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15645;"http://carefacility.doe.louisiana.gov/view.aspx?id=15645"
52;"Chicot Head Start";"Evangeline";"4576 U.S. Highway 167 North";"Ville Platte";"LA";70586;"Mary Guillory, Director";"337-461-2965";"Child Day Care";"Class A";"No";"Yes";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";52;"http://carefacility.doe.louisiana.gov/view.aspx?id=52"
7951;"Danyelle's Early Development Center";"Evangeline";"203 North Chataignier Street";"Ville Platte";"LA";70586;"Elizabeth Danyelle Reed, Director";"337-363-4662";"Child Day Care";"Class B";"No";"Field Trip Only";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";7951;"http://carefacility.doe.louisiana.gov/view.aspx?id=7951"
14076;"Head Start Developmental Center";"Evangeline";"1159 Te Mamou Road";"Ville Platte";"LA";70586;"Sherry Lafleur, Director";"337-363-0576";"Child Day Care";"Class A";"No";"Yes";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"7:30a - 3:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";14076;"http://carefacility.doe.louisiana.gov/view.aspx?id=14076"
14784;"Kay's Playhouse";"Evangeline";"701 E. Desoto Street";"Ville Platte";"LA";70586;"Betty Edwards, Director";"337-363-5121";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14784;"http://carefacility.doe.louisiana.gov/view.aspx?id=14784"
15572;"Kidz World Learning Day Care";"Evangeline";"309 Martin Luther King Drive";"Ville Platte";"LA";70586;"Phyllis Thomas, DirectorWendy Jack, Director Designee";"337-506-3699";"Child Day Care";"Class A";"No";"No";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"1 Star";15572;"http://carefacility.doe.louisiana.gov/view.aspx?id=15572"
16081;"Little Giraffes Learn & Grow Early Development Center";"Evangeline";"209 West Jefferson Street";"Ville Platte";"LA";70586;"Linda Poullard, Director DesigneeKimberly Soileau, Director";"337-363-5715";"Child Day Care";"Class A";"No";"No";"6:30a - 5:00p";"6:30a - 5:00p";"6:30a - 5:00p";"6:30a - 5:00p";"6:30a - 5:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";16081;"http://carefacility.doe.louisiana.gov/view.aspx?id=16081"
5339;"Washington Head Start Center";"St. Landry";"688 Highway 10";"Washington";"LA";70589;"Barbara Pickney, DirectorDoris Jones, Director Designee";"337-826-3828";"Child Day Care";"Class A";"No";"Yes";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";5339;"http://carefacility.doe.louisiana.gov/view.aspx?id=5339"
15029;"FUMC Preschool of Welsh";"Jefferson Davis";"306 North Adams St";"Welsh";"LA";70591;"Shelly Leblanc, Director";"337-734-2062";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15029;"http://carefacility.doe.louisiana.gov/view.aspx?id=15029"
1680;"Better Beginnings Early Learning Center, Inc.";"Lafayette";"321 Fortune Road";"Youngsville";"LA";70592;"Paula Schott, Director";"337-856-8404";"Child Day Care";"Class B";"No";"Yes";"7:00a - 5:45p";"7:00a - 5:45p";"7:00a - 5:45p";"7:00a - 5:45p";"7:00a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1680;"http://carefacility.doe.louisiana.gov/view.aspx?id=1680"
11499;"Creative Minds Preschool of Youngsville";"Lafayette";"822 Fortune Road";"Youngsville";"LA";70592;"Amy Roberts, Director";"337-857-7224";"Child Day Care";"Class B";"No";"Yes";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";11499;"http://carefacility.doe.louisiana.gov/view.aspx?id=11499"
16225;"Little Steps Daycare & Learning Center";"Lafayette";"307 Church Street";"Youngsville";"LA";70592;"Amanda Verret, Director";"337-856-1056";"Child Day Care";"Class A";"No";"No";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"6:45a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16225;"http://carefacility.doe.louisiana.gov/view.aspx?id=16225"
50038;"Principal's List Preschool";"Lafayette";"619 Lafayette Street";"Youngsville";"LA";70592;"Gina Cahee, DirectorHillary Nicholas , Director Designee";"337-255-4298";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50038;"http://carefacility.doe.louisiana.gov/view.aspx?id=50038"
