"ID";"Corrective Action Plan Start";"Corrective Action Plan End";"Non Compliance Code";"Outcome Code";"Issue Completed Date"
30224657;"8/3/2022";"8/30/2022";"10.1.d.3. Immunization records are completed and updated according to the schedule recommended by the department.";"Achieved";"8/30/2022"
30224657;"8/3/2022";"8/30/2022";"12.1.b.-d. Notarized emergency information forms are completed on each child prior to the child's entry into the home";"Achieved";"8/30/2022"
30224657;"7/26/2021";"7/30/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"7/30/2021"
30261393;"4/28/2021";"6/1/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"6/1/2021"
30261393;"4/28/2021";"6/1/2021";"10.1.d. The caregiver shall maintain a record of each child's health examinations and immunizations";"Achieved";"6/1/2021"
30261393;"4/28/2021";"6/1/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"6/1/2021"
30261393;"4/28/2021";"6/1/2021";"14.1.a. A family child care home shall post the daily routine";"Achieved";"6/17/2021"
30261393;"4/28/2021";"6/1/2021";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Achieved";"6/1/2021"
30261393;"4/28/2021";"6/1/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"6/17/2021"
30261393;"8/4/2022";"9/1/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"9/1/2022"
30118187;"4/27/2022";"8/29/2022";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";"8/29/2022"
30118187;"4/27/2022";"8/29/2022";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"5/25/2022"
30118187;"4/27/2022";"8/29/2022";"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"5/25/2022"
30118187;"4/27/2021";"5/28/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"5/27/2021"
30118187;"4/27/2021";"5/28/2021";"8.2.b.1. A properly functioning digital carbon monoxide detector has been installed";"Achieved";"5/28/2021"
30118187;"8/29/2022";"9/12/2022";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"9/12/2022"
30118187;"4/27/2022";"8/29/2022";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"5/25/2022"
30040647;"2/16/2021";"4/12/2021";"14.1.a. A family child care home shall post the daily routine";"Achieved";"4/12/2021"
30040647;"1/12/2022";"2/17/2022";"8.1.c. Fire evacuation drills are held monthly";"Achieved";"2/17/2022"
30040647;"2/16/2021";"4/12/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"4/12/2021"
30040647;"2/16/2021";"4/12/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"4/12/2021"
30040647;"2/16/2021";"4/12/2021";"11.3.a.1. Enclose all swimming pools deeper than twenty-four (24) inches with a fence at least four (4) feet high";"Achieved";"4/12/2021"
30040647;"2/16/2021";"4/12/2021";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Achieved";"4/12/2021"
30045105;"5/24/2022";"6/27/2022";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.c. Emergency information for each child";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.2.i. Soap";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.2.c. Blunt tipped scissors";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"8.3.a. One (1) working smoke detector shall be installed on every level of the home";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"8.3.b. Digital carbon monoxide detectors shall be installed in all residences that use gas appliances,";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"8.3.e. An ABC-rated multi-purpose fire extinguisher shall be available in the home at all times";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"6/22/2022"
30045105;"5/24/2022";"6/27/2022";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.1. Police and fire departments";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.2. The child abuse and neglect hotline";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.3. Ambulance service";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.4. A poison control center or the universal poison control center telephone number";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.6. Numbers for each child's health care provider";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.7. An emergency substitute, if applicable";"Achieved";"6/27/2022"
30045105;"5/24/2022";"6/27/2022";"12.1.a.5. Parents' work and home";"Achieved";"6/27/2022"
30059661;"1/22/2021";"3/29/2021";"6.4.a.2. Sign a statement of criminal record";"Achieved";"3/24/2021"
30059661;"1/22/2021";"3/29/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"3/24/2021"
30059661;"1/22/2021";"3/29/2021";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"3/24/2021"
30059661;"7/5/2022";"8/3/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"8/1/2022"
30059661;"7/5/2022";"8/3/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"8/1/2022"
30059661;"7/6/2021";"11/8/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"8/4/2021"
30059661;"7/6/2021";"11/8/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"8/10/2021"
30059661;"7/6/2021";"11/8/2021";"6.4.a.1. Sign a consent to check Department records for child and adult abuse and neglect";"Achieved";"8/10/2021"
30059661;"7/6/2021";"11/8/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"11/8/2021"
30059661;"1/22/2021";"3/29/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"3/29/2021"
30059661;"1/22/2021";"3/29/2021";"16.1.a. Shall provide infants under thirty-five (35) inches tall with a crib, port-a-crib, or playpen";"Achieved";"3/24/2021"
30059661;"1/22/2021";"3/29/2021";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Achieved";"3/29/2021"
30059661;"1/22/2021";"3/29/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"3/24/2021"
30210124;"5/28/2021";"9/29/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";"9/29/2021"
30210124;"9/29/2021";"10/9/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"10/9/2021"
30092535;"9/27/2022";"10/5/2022";"12.1.a.7. An emergency substitute, if applicable";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"12.1.a.2. The child abuse and neglect hotline";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"12.1.a.3. Ambulance service";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"12.1.a.4. A poison control center or the universal poison control center telephone number";"Achieved";"10/5/2022"
30092535;"9/27/2022";"10/5/2022";"12.1.a.1. Police and fire departments";"Achieved";"10/5/2022"
30216841;"9/21/2021";"9/23/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"9/23/2021"
30271609;"12/22/2021";"3/7/2022";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"3/4/2022"
30271609;"12/22/2021";"3/7/2022";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"2/23/2022"
30271609;"12/22/2021";"3/7/2022";"6.3.a.2. Two (2) hours of other approved health and safety training";"Achieved";"2/1/2022"
30271609;"12/22/2021";"3/7/2022";"7.3.b. Store cleaning supplies out of the reach of children under six (6) years of age";"Achieved";"1/26/2022"
30271609;"12/22/2021";"3/7/2022";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"1/26/2022"
30214635;"1/7/2021";"4/26/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"1/25/2021"
30214635;"1/7/2021";"4/26/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"4/26/2021"
30214635;"1/7/2021";"4/26/2021";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"4/19/2021"
30214635;"1/7/2021";"4/26/2021";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"4/19/2021"
30214635;"1/7/2021";"4/26/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"4/19/2021"
30214635;"1/7/2021";"4/26/2021";"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"4/19/2021"
30214635;"1/7/2021";"4/26/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"4/19/2021"
30214635;"1/7/2021";"4/26/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"4/19/2021"
30214635;"1/20/2021";"4/28/2021";"6.4.a.1. Sign a consent to check Department records for child and adult abuse and neglect";"Achieved";"4/28/2021"
30214635;"1/19/2021";"5/18/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";"5/18/2021"
30214635;"1/7/2021";"4/26/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"4/19/2021"
30214635;"5/18/2021";"7/15/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";"7/15/2021"
30214635;"7/29/2021";"9/13/2021";"6.5.c.2. There are children six (6) years of age or younger present";"Achieved";"9/13/2021"
30214635;"7/29/2021";"9/13/2021";"9.2.a.4. Keep pets in an area of the home that is not accessible to children";"Achieved";"9/13/2021"
30277210;"8/10/2022";;"7.2.d. Balconies, decks, porches, ramps, and play or living areas that are elevated";"Pending";
30277210;"8/10/2022";;"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"9/13/2022"
30277210;"8/10/2022";;"8.3.a. One (1) working smoke detector shall be installed on every level of the home";"Achieved";"9/13/2022"
30046449;"8/30/2022";"10/11/2022";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"10/11/2022"
30046449;"9/3/2021";"9/14/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"9/14/2021"
30025466;"11/1/2021";"11/30/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"11/30/2021"
30025466;"11/1/2021";"11/30/2021";"6.4.a.1. Sign a consent to check Department records for child and adult abuse and neglect";"Achieved";"11/30/2021"
30028858;"10/21/2022";;"6.2.a. The care giver has on file a current medical examination and the results of a tuberculosis risk assessment screening.";"Pending";
30028858;"9/29/2021";"10/18/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"10/19/2021"
30028858;"9/29/2021";"10/18/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"10/19/2021"
30034005;"8/15/2022";"8/23/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"8/22/2022"
30034005;"8/15/2022";"8/23/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"8/24/2022"
30261172;"7/13/2021";"8/9/2021";"9.3.d. Trampolines shall not be accessible to the children in care";"Achieved";"8/9/2021"
30261172;"7/13/2021";"8/9/2021";"9.2.a.4. Keep pets in an area of the home that is not accessible to children";"Achieved";"8/9/2021"
