"Faciliy Num";"Visit Date";"Visit_Description"
46002;"05/15/2023";"No Violations Cited"
46002;"04/28/2023";"No Violations Cited"
46002;"02/08/2023";"No Violations Cited"
46002;"12/02/2022";"No Violations Cited"
46002;"11/15/2022";"No Violations Cited"
45300;"09/01/2023";"No Violations Cited"
45300;"08/29/2023";"No Violations Cited"
45300;"08/29/2023";"No Violations Cited"
45300;"08/17/2023";"No Violations Cited"
45300;"06/28/2023";"No Violations Cited"
45300;"05/31/2023";"No Violations Cited"
45300;"05/05/2023";"No Violations Cited"
45300;"04/28/2023";"Safety straps shall be used at all times in high chairs or any other seats designed to be used with straps."
45300;"04/20/2023";"No Violations Cited"
45300;"04/06/2023";"No Violations Cited"
31340;"09/07/2023";"No Violations Cited"
31340;"06/05/2023";"No Violations Cited"
31340;"06/05/2023";"No Violations Cited"
31340;"04/24/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
31340;"11/28/2022";"No Violations Cited"
35489;"08/17/2023";"No Violations Cited"
35489;"04/12/2023";"No Violations Cited"
35489;"12/09/2022";"No Violations Cited"
31307;"10/05/2023";"No Violations Cited"
31307;"06/16/2023";"No Violations Cited"
31307;"05/25/2023";"No Violations Cited"
31307;"03/16/2023";"No Violations Cited"
31307;"11/28/2022";"No Violations Cited"
36100;"07/10/2023";"No Violations Cited"
36100;"07/10/2023";"No Violations Cited"
36100;"05/16/2023";"No Violations Cited"
36100;"04/25/2023";"No Violations Cited"
36100;"11/28/2022";"No Violations Cited"
14180;"09/07/2023";"No Violations Cited"
14180;"05/19/2023";"No Violations Cited"
14180;"03/14/2023";"No Violations Cited"
14180;"03/09/2023";"No Violations Cited"
14180;"02/22/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
14180;"02/22/2023";"The following persons shall apply to the Identification Bureau of the Arkansas State Police for a nationwide criminal record check, to be conducted by the Federal Bureau of Investigation (FBI), which shall include a fingerprint check: (The individual is responsible for the cost of a nationwide check. Each request must be accompanied by a check or money order made out to the Arkansas State Police.) Fingerprints submitted will be used to check the criminal history records of the FBI. Individuals with results showing a prohibited offense shall be advised to contact the Licensing Unit for procedures to obtain the results and for procedures to update or make corrections to the record of their individual history.Direct care staff or staff with routine contact with children Prior to employment and every five (5) years thereafter"
14180;"02/22/2023";"All staff members who work directly with children shall obtain at least fifteen (15) hours of training each year in continuing Early Childhood Education. This training shall be registered with the Division of Child Care and Early Childhood Education (DCCECE) Professional Development Registry, Department of Education, or Department of Higher Education approved and shall be geared toward the age group they spend the majority of their time with."
14180;"02/22/2023";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
14180;"11/18/2022";"No Violations Cited"
29837;"05/22/2023";"No Violations Cited"
29837;"04/19/2023";"No Violations Cited"
29837;"10/21/2022";"No Violations Cited"
30689;"09/11/2023";"No Violations Cited"
30689;"03/16/2023";"No Violations Cited"
30689;"11/28/2022";"No Violations Cited"
29919;"09/14/2023";"Potty chairs shall not be counted in lieu of conventional toilets. If potty chairs are used, they shall be placed in the same area with a conventional toilet and sink and shall be emptied and sanitized immediately after each use."
29919;"09/14/2023";"Safety straps shall be used at all times in high chairs or any other seats designed to be used with straps."
29919;"09/14/2023";"The use of television, Digital Versatile Disc (DVDs), video cassettes, computer or video games, and other screen time activities shall meet the following requirements:Shall be prohibited for children younger than two (2) years of age (the use of DVDs or other video programs for any activities with this age group would have to be approved through an alternative compliance request);"
29919;"09/14/2023";"Bottles and “sippy cups” shall be labeled with the child’s name and shall be refrigerated."
29919;"09/14/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
29919;"09/14/2023";"Arkansas State Police Criminal Background Check The following persons shall be required to have their background reviewed through a fingerprint criminal records check (which includes the Arkansas Sexual Offender Registry) conducted by the Arkansas State Police. A prospective staff member may not begin work until the Arkansas State Police criminal record check result has been returned as satisfactory. Following receipt of the satisfactory result, this individual must be supervised at all times, pending completion of all of the required background check components, by a staff member who has successfully completed all required background checks. A National Sexual Offender Registry check will also be conducted on prospective employees. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a criminal background check and sexual offender registry check in any states where they resided during the past five (5) years.Staff and applicants for employment in a child care facility Prior to employment and every five (5) years thereafter"
29919;"09/14/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
29919;"06/15/2023";"No Violations Cited"
29919;"01/25/2023";"No Violations Cited"
29919;"11/07/2022";"No Violations Cited"
28711;"07/24/2023";"No Violations Cited"
28711;"04/17/2023";"No Violations Cited"
28711;"12/12/2022";"No Violations Cited"
29612;"05/19/2023";"No Violations Cited"
29612;"03/06/2023";"No Violations Cited"
29612;"11/28/2022";"No Violations Cited"
28583;"09/11/2023";"No Violations Cited"
28583;"05/15/2023";"No Violations Cited"
28583;"02/09/2023";"No Violations Cited"
6842;"09/25/2023";"No Violations Cited"
6842;"04/13/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
6842;"04/13/2023";"The child care facility shall maintain a record for each child in care which shall be on site. Records for children no longer enrolled may be maintained off site. Children’s records shall contain the following information:An authorized record of up-to-date immunizations or documentation of a religious, medical, or philosophical exemption from the Arkansas Department of Health (ADH) (Updated immunization schedules will be provided as changes are received from the ADH);"
28338;"08/02/2023";"No Violations Cited"
28338;"04/21/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
28338;"04/21/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 2 ½ - 3 years Number of Staff: 1 Number of Children: 12"
28338;"04/21/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 2 ½ - 3 years Number of Staff: 1 Number of Children: 12"
28338;"04/04/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: Birth – 18 months Number of Staff: 1 Number of Children: 5"
28338;"04/04/2023";"Safety straps shall be used at all times in high chairs or any other seats designed to be used with straps."
