"Faciliy #";"Facility Name";"Address";"City";"State";"Zip";"County";"Site Phone";"Facility_Type";"Website Address";"Contact Persons";"Voucher Participant";"ABC Program";"Head Start";"Better Beginnings";"DCCECE Assigned Staff";"DCCECE Office Address";"DCCECE Office City";"DCCECE Office Zip";"DCCECE Office Phone";"DCCECE Email Address";"Months of Operation";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Facility Rates for Ages Served";"Capacity Infant/Toddler";"Capacity Preschool";"Capacity School Age";"Capacity Sick Care";"DetailsRef"
29746;"Mountain Springs Elementary - Pre K";"3620 Mountain Springs Rd";"Cabot";"AR";"72023-8048";"Lonoke";"(501) 843-3363";"Child Care Center";"-";"Suzie Kelley";"Yes";"Yes";"No";4;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";;;;;40;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NanAAE&language=en_US"
25243;"Cabot Public Schools Pre-K";"36 Pond Street";"Cabot";"AR";72023;"Lonoke";"(501) 743-3564";"Child Care Center";"http://cabot.k12.ar.us";"Suzie Kelley";"Yes";"Yes";"No";4;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";"8:00:00 AM-3:30:00 PM";;;"
Preschool 30 to 72 Months-$19.00 per Day (7 Hours or More)";;100;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NTQAA2&language=en_US"
35465;"Early Impressions";"3655 Highway 367 North";"Austin";"AR";72007;"Lonoke";"(501) 743-6455";"Child Care Center";"-";"Alexis Marcotte";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$35.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$31.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$16.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$24.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$31.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$33.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$24.00 per Day (Less than 7 Hours)";31;30;19;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NhCAAU&language=en_US"
37746;"England Elementary Pre-K";"535 Pine Bluff Hwy";"England";"AR";"72046-2251";"Lonoke";"(501) 842-2041";"Child Care Center";"-";"Melinda Clark";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";;;;;;;;"
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)";;52;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NjZAAU&language=en_US"
35730;"Carousel Learning & Discovery Center";"206 Waggoner St";"Lonoke";"AR";"72086-2920";"Lonoke";"(501) 438-8040";"Child Care Center";"-";"Ariel Hunter";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$45.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$40.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$45.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$45.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$50.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$40.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$50.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$45.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$45.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$40.00 per Day (Less than 7 Hours)";49;55;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NhdAAE&language=en_US"
11768;"Carlisle Public Schools Preschool";"707 East 5th Street";"Carlisle";"AR";72024;"Lonoke";"(870) 552-3261";"Child Care Center";"http://www.carlisle.k12.ma.us/";"Lindsey Thaxton";"No";"Yes";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"8:10:00 AM-3:15:00 PM";"8:10:00 AM-3:15:00 PM";"8:10:00 AM-3:15:00 PM";"8:10:00 AM-3:15:00 PM";"8:10:00 AM-3:15:00 PM";;;;;60;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NMQAA2&language=en_US"
16499;"Cabot Patch Kids LLC";"1273 Campground Road";"Cabot";"AR";72023;"Lonoke";"(501) 941-5010";"Child Care Center";"www.cabotpatchkids.com";"Leah Whitney";"Yes";"No";"No";3;"Hanna Keeney";"1000 E Siebenmorgen Rd";" Conway";72302;"-";"hanna.keeney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$37.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$32.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$32.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$16.80 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$29.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$34.00 per Day (7 Hours or More)";40;29;61;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NP3AAM&language=en_US"
23104;"Ward Central Pre-K";"1570 Wilson Loop";"Ward";"AR";72176;"Lonoke";"(501) 743-3569";"Child Care Center";"http://cabot.k12.ar.us";"Suzie Kelley";"Yes";"Yes";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";;;;;60;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NROAA2&language=en_US"
15016;"Lonoke Primary School";"800 Lincoln Street";"Lonoke";"AR";72086;"Lonoke";"(501) 676-3839";"Child Care Center";"http://lonokeschools.org/";"Maggie Polk";"No";"Yes";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";"7:30:00 AM-3:30:00 PM";;;"
Preschool 30 to 72 Months-$5.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$12.50 per Day (7 Hours or More)";;71;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NNwAAM&language=en_US"
30145;"CAPCA England Head Start Center";"302 South Washington Avenue";"England";"AR";72046;"Lonoke";"(501) 842-0700";"Child Care Center";"-";"Darla Edge";"Yes";"No";"Yes";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"8:00:00 AM-2:30:00 PM";"8:00:00 AM-2:30:00 PM";"8:00:00 AM-2:30:00 PM";"8:00:00 AM-2:30:00 PM";"8:00:00 AM-2:30:00 PM";;;"
Preschool 30 to 72 Months-$0.01 per Day (7 Hours or More)";10;20;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NbuAAE&language=en_US"
30142;"Quality Child Care";"206 W Pheasant Run Dr";"Cabot";"AR";"72023-3651";"Lonoke";"(501) 843-6346";"Child Care Center";"-";"Nicole (Regina) Carr Charbarneau";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$29.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$27.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$28.00 per Day (7 Hours or More)";37;57;97;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NbsAAE&language=en_US"
28863;"CAPCA Lonoke Head Start Center";"215 Waggoner Street";"Lonoke";"AR";72086;"Lonoke";"(501) 676-0072";"Child Care Center";"-";"ASHLEY REED";"Yes";"No";"Yes";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"8:00:00 AM-2:00:00 PM";"8:00:00 AM-2:00:00 PM";"8:00:00 AM-2:00:00 PM";"8:00:00 AM-2:00:00 PM";"8:00:00 AM-2:00:00 PM";;;;26;56;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NYfAAM&language=en_US"
29389;"Early Impressions";"109 West Allison Street";"Austin";"AR";72007;"Lonoke";"(501) 628-1497";"Child Care Center";"-";"Alexis Marcotte";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$34.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$24.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$26.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$24.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$10.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$32.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)";43;24;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NZzAAM&language=en_US"
26256;"BUILDING BRIDGES DEVELOPMENTAL AND COMMUNITY SERVICES, INC - CABOT";"207 W Plaza Boulevard";"Cabot";"AR";72023;"Lonoke";"(501) 628-5580";"Early Intervention Day Treatment (EIDT)";"www.lonokeexceptional.com";"Janie Sexton";"Yes";"No";"No";3;"Angela Johnson";"PO Box 1437Slot 408";" Little Rock";72203;"(501) 320-6408";"angela.johnson@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$16.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$7.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$16.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$7.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$16.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$16.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$7.00 per Day (Less than 7 Hours)";40;56;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OaNAAU&language=en_US"
10645;"BUILDING BRIDGES DEVELOPMENTAL AND COMMUNITY SERVICES, INC - LONOKE";"518 E FRONT ST";"LONOKE";"AR";72086;"Lonoke";"(501) 676-2786";"Early Intervention Day Treatment (EIDT)";"www.lonokeexceptional.com";"Janie Sexton";"Yes";"No";"No";3;"Stacey Morris";"PO Box 1437 Slot S530";" Little Rock";72203;"(501) 320-6408";"stacey.morris@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"8:00:00 AM-4:00:00 PM";"8:00:00 AM-4:00:00 PM";"8:00:00 AM-4:00:00 PM";"8:00:00 AM-4:00:00 PM";"8:00:00 AM-4:00:00 PM";;;"
Infant 0 to 18 Months-$16.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$16.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$15.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$16.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$16.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$16.00 per Day (7 Hours or More)";28;42;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OZRAA2&language=en_US"
7551;"Cabot United Methodist Child Development Center";"2003 S Pine St";"Cabot";"AR";"72023-9386";"Lonoke";"(501) 843-9226";"Child Care Center";"-";"Edith Sharp";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$37.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$31.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$19.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$35.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$37.00 per Day (Less than 7 Hours)";54;89;46;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NKXAA2&language=en_US"
7583;"Day Camp Learning Center";"10084 AR-89 S";"Lonoke";"AR";"72086-8343";"Lonoke";"(501) 676-5110";"Child Care Center";"-";"Gina Gilliam";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$33.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$32.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$16.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$32.00 per Day (7 Hours or More)";59;33;38;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NKaAAM&language=en_US"
28440;"Austin Academy for Kids, LLC";"1680 E Main St";"Austin";"AR";"72007-8009";"Lonoke";"(501) 843-1115";"Child Care Center";"-";"Melisa Thorpe";"Yes";"No";"No";3;"Hanna Keeney";"1000 E Siebenmorgen Rd";" Conway";72302;"-";"hanna.keeney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$37.40 per Day (7 Hours or More)
Preschool 30 to 72 Months-$17.40 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$33.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.40 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$29.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$34.00 per Day (7 Hours or More)";38;39;52;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NXeAAM&language=en_US"
26295;"Lonoke First United Methodist Church Child Care Center";"220 South Center Street";"Lonoke";"AR";72086;"Lonoke";"(501) 676-3118";"Child Care Center";"fumclonoke@sbcglobal.net";"Michell Ligon";"Yes";"No";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$35.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$21.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$19.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$31.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$19.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$15.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$26.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$28.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$33.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (Less than 7 Hours)";46;27;18;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NUkAAM&language=en_US"
24540;"Northside Elementary Pre-K";"814 West Locust Street";"Cabot";"AR";72023;"Lonoke";"(501) 473-3568";"Child Care Center";"http://cabot.k12.ar.us";"Suzie Kelley";"Yes";"Yes";"No";3;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:50:00 AM-3:20:00 PM";"7:50:00 AM-3:20:00 PM";"7:50:00 AM-3:20:00 PM";"7:50:00 AM-3:20:00 PM";"7:50:00 AM-3:20:00 PM";;;"
Preschool 30 to 72 Months-$19.00 per Day (7 Hours or More)";;60;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NSjAAM&language=en_US"
38115;"Kids & Company Child Development Center, LLC";"1722 South Pine Street";"Cabot";"AR";72023;"Lonoke";"(501) 286-4726";"Child Care Center";"-";"Barbara Turner";"Yes";"No";"No";2;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$35.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$23.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$32.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$21.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$19.50 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$19.50 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$34.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$22.00 per Day (Less than 7 Hours)";36;30;36;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NkAAAU&language=en_US"
36220;"Wee Hours Child Development Center";"2792 Suite ABC S 2nd St";"Cabot";"AR";72023;"Lonoke";"(501) 286-5838";"Child Care Center";"-";"Roberta Ryan-Williams";"Yes";"No";"No";2;"Amanda Whitney";"P O Box 1437Slot S150";" Little Rock";72203;"(501) 682-8590";"amanda.whitney@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$27.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$34.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$27.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$32.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$27.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$26.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$27.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$34.00 per Day (7 Hours or More)";23;45;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NiEAAU&language=en_US"
