id;name;facility_type;address;email;state;zip;phone;capacity;accepts_vouchers;food_program;serves_infant;serves_toddler;serves_preschool;serves_school_age;capital_quality_designation;accreditation_type;accreditation_expires;service_schedule;schedule_monday;schedule_tuesday;schedule_wednesday;schedule_thursday;schedule_friday;schedule_saturday;schedule_sunday;ages_served;license_type;license_type_definition;current_license_begin_date;current_license_expiration_date;facility_type_short;contact;languages_spoken;accreditation;mission_statement;original_license_issuance_date;url;lat;lng;region;capital_quality_participant;nontraditional;montessori;PreK_enhancement;early_childhood_education;home_provider;expanded_home_provider;faith_based;charter_school;before_and_after_program;employer_supported;quality_improved_network;early_head_start;head_start;federal_government_facility;dc_government_facility;private_school;private_elementary_and_middle_school;dcps;homeless;play_based_nursery_school
1779;Kinderhaus. LTD;Child Development Center;5307 Connecticut AVE;chevychasekh@aol.com;DC;20015;(202) 244-0719;25;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 02, 2017;December 29, 2020;CDC;Debra Lane;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;January 16, 1991;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1779;38.9594082;-77.0720442;NW;;;;;;;;;;;;;;;;;;;;;
1764;Kingman Boys- Club, Inc.;Child Development Center;1529 Kingman PL;kbgc@starpower.net;DC;20005;(202) 483-1210;100;1;;No;No;No;Yes;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 13, 2017;October 31, 2020;CDC;Aaron Webster;English;None;This facility has no mission statement at this time.;September 01, 1970;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1764;38.9105857;-77.0307206;NW;1;;;;;;;;;;;;;;;;;;;;
2758;KittyFlo Learning Academy/Renessa L. Copeland;Child Development Home Expanded;1740 Allison ST;nessa0987@hotmail.com;DC;20017;(202) 455-8618;9;;;Yes;Yes;Yes;Yes;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 20, 2020;August 31, 2023;CDX;Renessa L. Copeland;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 20, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2758;38.9454825;-76.9798076;NE;;;;;;;;;;;;;;;;;;;;;
2776;KU Kids Deanwood, LLC;Child Development Center;1350 49th ST;nhorizonway@aol.com;DC;20019;(240) 508-5901;32;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 09, 2020;September 30, 2023;CDC;Cassandra Nelson;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 09, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2776;38.9084449;-76.9321555;NE;;;;;;;;;;;;;;;;;;;;;
1801;Kuumba Learning Center;Child Development Center;3328 Martin Luther King Jr. AVE;kuumbateachers@gmail.com;DC;20032;(202) 563-5971;60;1;1;No;Yes;Yes;Yes;Quality;NAEYC;December 31, 2020;All Year;07:00 AM-12:00 AM;07:00 AM-12:00 AM;07:00 AM-12:00 AM;07:00 AM-12:00 AM;07:00 AM-12:00 AM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 21, 2017;December 31, 2020;CDC;Maja T. Rasheed;English;;The purpose of the Kuumba Learning Center's (KLC) program is to provide quality care for infants, toddlers, pre-school and school-age students. KLC's goal is to assist children in developing their character and artistic talent in education. KLC's objective is to reach the whole child by helping them develop in the areas of theatre, music, dance, poetry, and song. We use the arts to stimulate learning. We are able to develop the literate person's self-awareness through historical and cultural linkages that will fulfill their sense of purpose, preparing them for the human stages of life and to successfully play an intricate role in a diverse and socially complex world. We incorporate African Centered concepts into our curriculum of Math, Engineering, Science, Technology, Critical Thinking, Geography, Social Studies, Language Arts, and various Languages, i.e., sign language. Our Intent is 'To develop the Scholar as well as the Artist.;December 09, 1993;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1801;38.8420998;-77.0026252;SE;1;1;;1;1;;;;;;;;;;;;;;;;
2554;La Juanda Hill;Child Development Home Expanded;4634 H ST;lhill4634@gmail.com;DC;20019;(202) 582-2505;9;1;1;Yes;Yes;Yes;Yes;Quality;;;All Year;06:00 AM-06:00 AM;06:00 AM-06:00 AM;06:00 AM-06:00 AM;06:00 AM-06:00 AM;06:00 AM-06:00 AM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 08, 2017;December 29, 2020;CDX;La Juanda D. Hill;English;None;The mission of Step by Step Learning Child Development Home is to provide an inclusive learning environment in which all children and adults feel welcomed, respected, and valued. Our goal is to build cooperative links between the program, children, families, and the communities we serve, to ensure that each child in our program reaches their full potential.;August 12, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2554;38.878849;-76.9332708;SE;1;1;;;;;;;;;;;;;;;;;;;
1821;La Petite Academy, Inc.;Child Development Center;1 Michigan AVE;7122@lapetite.com;DC;20010;(202) 986-5738;144;;;Yes;Yes;Yes;No;Not Participating;NAEYC;April 01, 2024;All Year;06:30 AM-07:00 PM;06:30 AM-07:00 PM;06:30 AM-07:00 PM;06:30 AM-07:00 PM;06:30 AM-07:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 04, 2018;January 31, 2021;CDC;Kaylee Marinan;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;January 15, 2010;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1821;38.9267547;-77.0116945;NW;;;;;;;;;;;;;;;;;;;;;
2336;La'Vel P. Jackson;Child Development Home;4017 13th ST;thereadingroomcdp@gmail.com;DC;20017;(202) 469-2782;5;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-05:30 PM;07:00 AM-05:30 PM;07:00 AM-05:30 PM;07:00 AM-05:30 PM;07:00 AM-05:30 PM;Closed;Closed;0 - 5 years;Expired;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 11, 2019;September 28, 2020;CDH;La'Vel Jackson;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;March 11, 2003;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2336;38.9391292;-76.9880436;NE;;;;;;;;;;;;;;;;;;;;;
2754;Lachan Bush/Little Geniuses Leadership Academy;Child Development Home;1940 Good Hope RD;liincoffc@gmail.com;DC;;(202) 506-8028;6;1;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 16, 2020;January 31, 2023;CDH;Lachan Bush;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;January 16, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2754;38.865176;-76.9769181;SE;;;;;;;;;;;;;;;;;;;;;
2540;Lakeisha Cameron/Blessing CDH;Child Development Home Expanded;3249 Stanton RD;BlessingCDH@gmail.com;DC;20020;(202) 827-6541;9;1;1;Yes;Yes;Yes;Yes;High-Quality;None;January 01, 0001;All Year;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 29, 2020;August 31, 2023;CDX;Lakeisha Cameron;English;;This facility has no mission statement at this time.;April 25, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2540;38.8480231;-76.9809818;SE;1;1;;;;;;;;;;1;;;;;;;;;
2692;LaLeLo Beautiful Beginnings Child Development Center;Child Development Center;3414 18th ST;lalelocenter@gmail.com;DC;20018;(202) 257-4019;8;;;Yes;Yes;No;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 14, 2019;June 30, 2022;CDC;Ashely Cacho;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;June 14, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2692;38.9325512;-76.9798796;NE;;;;;;;;;;;;;;;;;;;;;
2066;Lanier Lullabies Child Development Center;Child Development Center;1844 Columbia RD;lanierlullabies@yahoo.com;DC;20009;(202) 525-1556;22;;;Yes;Yes;Yes;No;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Expired;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 02, 2017;September 28, 2020;CDC;Julie Lujan;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;April 12, 2011;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2066;38.9215002;-77.0431799;NW;;;;;;;;;;;;;;;;;;;;;
2536;Latrell Duncan-Fitchett;Child Development Home Expanded;508 60th ST;duncanlatrell@yahoo.com;DC;20019;(202) 455-9081;12;1;1;Yes;Yes;Yes;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;April 24, 2019;October 28, 2020;CDX;Latrall Duncan-Fitchett;English;None;Our mission is to provide an educational environment for all children that enhances their knowledge by exploring ideas, promoting creativity and innovation, encouraging new perspectives and making connections through meaningful learning experiences in the classroom and in external settings. We believe that by utilizing the theoretical “hands- on” methodology, children are better prepared for kindergarten and elementary school and ultimately, becoming engaged in their communities as they progress along their educational continuums where ever they ultimately reside.;August 03, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2536;38.8961292;-76.9152622;NE;1;1;;;;;;;;;;1;;;;;;;;;
2199;Lena Sears Child Development Center;Child Development Center;3456 Pennsyvania AVE;ANORA.GOLDRING@YAHOO.COM;DC;20020;(202) 584-7761;105;1;1;Yes;Yes;Yes;No;Progressing;;;All Year;06:00 AM-06:00 PM;06:00 AM-06:00 PM;06:00 AM-06:00 PM;06:00 AM-06:00 PM;06:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 16, 2018;March 31, 2021;CDC;Anora Goldring;English;None;Lena Sears mission is to take advantage of the teachable moments that happen everyday by focusing on the creative, social, emotional and physical growth and development. Our children inspire a lifelong commitment to learning. A caring cooperative Daycare center environment promotes cultural values and supports positive relationships and respectful interactions. We will provide an environment that allows children to learn by hands-on-experiences to more abstract concrete development. Our priority is to provide a healthy balance of child-directed and teacher-guided activities, as well as time for children to work individually, in small groups and in large groups. We believe that a stable safe healthy comfortable and culturally relevant environment is crucial to a child's growth, provides a child-centered curriculum directed by teachers in which children are encouraged to construct their own knowledge. We believe that Lena Sears program reflects the need and goals of children and families. We look forward to working closely with our families to provide quality care and learning for the children.;September 04, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2199;38.8669415;-76.9537008;SE;1;;;;;;;1;;;;;;;;;;;;;
2557;Lia's Rainbow;Child Development Center;4428 Ord ST;Taylorroslyn4@yahoo.com;DC;20019;(202) 885-9778;22;1;1;Yes;Yes;Yes;Yes;Progressing;;;All Year;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 06, 2017;January 28, 2021;CDC;Roslyn A. Taylor;English;None;The mission of Lia's Rainbow, LLC is to provide a safe high quality child care an inclusive learning environment in which all children, adults and the community feels welcome. Lia's Rainbow, LLC provides a cognitively based program for children ages six weeks to five years. We provide a home like environment where children are encouraged to develop at their own pace. Lia's Rainbow, LLC and staff goals are to build cooperative links between the program, children, families and the communities we serve, to ensure that each child in our program reaches their full potential .;September 14, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2557;38.9087887;-76.9392274;NE;1;;;;1;;;;;;;;;;;;;;;;
2367;Linda T Waller;Child Development Home;130 Elmira ST;waller130@yahoo.com;DC;20032;(202) 561-1504;5;1;1;Yes;Yes;Yes;Yes;Progressing;None;January 01, 0001;All Year;07:00 AM-12:30 AM;07:00 AM-12:30 AM;07:00 AM-12:30 AM;07:00 AM-12:30 AM;07:00 AM-12:30 AM;Closed;Closed;0 - 5+ years;Restricted;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 30, 2020;October 29, 2020;CDH;Linda Waller;English;;It’s our mission here at NNDC to provide a warm loving environment that will enhance your child’s learning and creativity. It is my intent to provide a home-life and comfortable environment where children are encouraged to explore, discover and create. Each day our learning and playing time will involve developmental skills and activities which are enriching and FUN.;March 26, 2007;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2367;38.8258665;-77.0109071;SW;1;1;;;;;;;;;;;;;;;;;;;
2637;Lisa Fair/Ms. Lisa's Home Day Care;Child Development Home;5862 Eastern AVE;lisaaaron40@gmail.com;DC;20011;(202) 749-4866;6;;;No;Yes;Yes;Yes;Not Participating;;;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 27, 2018;August 31, 2021;CDH;Lisa Fair;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 27, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2637;38.9605822;-76.9962569;NE;;;;;;1;;;;;;;;;;;;;;;
