ServiceType;ProviderName;Building;Street1;Street2;City;State;ZipCode;Building(Mailing);Street1(Mailing);Street2(Mailing);City(Mailing);State(Mailing);ZipCode(Mailing);ContactPerson;Phone;LicenseNo;LicenseName;Capacity;MinimumAge;MaximumAge;LicensePeriodStart;LicensePeriodEnd
GCC;EWA PLAINS ENRICHMENT PROGRAMS, LLC;;91-1258 RENTON ROAD;;EWA BEACH;HI;96706;;91-733 MAKULE ROAD;#D;EWA BEACH;HI;96706;JESSICA LUNING;808-220-3210;15167;EWA PLAINS ENRICHMENT PROGRAMS ;41;3 years;8 years;07/01/2018;06/30/2020
GCC;CALVARY CHAPEL;;98-1016 KOMO MAI DR;;AIEA;HI;96701;;98-1016 KOMO MAI DR;;AIEA;HI;96701;PERLAMAE PELAYO;808-275-5163;15485;CALVARY CHAPEL CHRISTIAN ;48;2 years 8 months;6 years;09/06/2017;09/05/2019
GCC;HONPA HONGWANJI HILO BETSUIN;;398 KILAUEA AVENUE;;HILO;HI;96720;;398 KILAUEA AVENUE;;HILO;HI;96720;MICHELLE KITAGAWA;808-935-1857;15581;HILO HONGWANJI PRESCHOOL;80;2 years;7 years;04/01/2017;03/31/2019
GCC;THE COLE ACADEMY;;1041 10TH AVE;;HONOLULU;HI;96816;;1041 10TH AVE;;HONOLULU;HI;96816;TAIRA QUEYQUEP;808-732-4200;15592;THE COLE ACADEMY KAIMUKI;127;2 years;6 years;02/01/2017;01/31/2019
GCC;HONPA HONGWANJI HAWAII BETSUIN;;1728 PALI HWY;;HONOLULU;HI;96817;;1728 PALI HWY;;HONOLULU;HI;96817;THEODORA YAGI;808-532-0522;15605;HONGWANJI MISSION SCHOOL ;80;2 years;6 years;07/24/2018;07/23/2020
GCC;HONOLULU COMMUNITY COLLEGE;;96-045 ALA IKE;DA 107;PEARL CITY;HI;96782;;96-045 ALA IKE;DA 107;PEARL CITY;HI;96782;EVA MORAVCIK;808-455-0488;13923;LEEWARD COMMUNITY COLLEGE ;19;2 years 9 months;6 years;03/16/2018;03/15/2020
GCC;HAILI CHRISTIAN SCHOOL;;190 ULULANI STREET;;HILO;HI;96720;;190 ULULANI STREET;;HILO;HI;96720;CHARLENE KAMAU;808-961-5026;11133;HAILI CHRISTIAN PRESCHOOL;72;2 years 8 mos;5 years;11/18/2016;11/17/2018
GCC;HAWAII COMMUNITY COLLEGE;;200 W. KAWILI STREET;BUILDING 3393;HILO;HI;96720;;200 W. KAWILI STREET;BUILDING 3393;HILO;HI;96720;CHANNEL BABAGAY;808-934-2630OR 934-2624;11173;HAWAII COMMUNITY COLLEGE ;15;2 years 6 months;6 years;04/09/2018;04/08/2019
GCC;WAILUKU HONGWANJI MISSION;;144 KANIELA ST;;WAILUKU;HI;96793;;1828 VINEYARD ST;;WAILUKU;HI;96793;KAREN YOSHIDA;808-244-9545;14502;WAILUKU HONGWANJI PRESCHOOL;65;2 years;8 years;02/01/2017;01/31/2019
GCC;AHA PUNANA LEO INC;;1313 KAMEHAMEHA IV RD;;HONOLULU;HI;96819;;96 PUUHONU PL;;HILO;HI;96720;JANICE PUALANI  KAHOOHANOHANO;808-935-4303X235 (808);13509;PUNANA LEO O HONOLULU;25;2 years;6 years;06/01/2018;05/31/2020
GCC;HANAHAUOLI SCHOOL;;1922 MAKIKI ST;;HONOLULU;HI;96822;;1922 MAKIKI ST;;HONOLULU;HI;96822;JOANN GUY;808-697-2630;13130;HANAHAUOLI PREKINDERGARTEN;29;4 years 8 months;6 years;01/01/2018;12/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;G-11, G-12;89-195 FARRINGTON HWY;;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;KAREN HANABUSA;808-847-2400;14025;HCAP HEAD START NANAKULI I & II;40;3 years;6 years;12/01/2016;11/30/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;345 PUUHALE ROAD;101A & B;HONOLULU;HI;96819;;1132 BISHOP ST;SUITE 100;HONOLULU;HI;96813;BEVERLY DOMINGO;808-848-0390;15451;HCAP HEAD START PUUHALE ;20;3 years;6 years;12/01/2016;11/30/2018
GCC;ALOHA SCHOOL EARLY LEARNING CENTER;;55344 KUHIO HWY;;HANALEI;HI;96714;;PO BOX 1408;;HANALEI;HI;96714;ASHLEY GUERRERO;808-826-6421;14279;ALOHA SCHOOL EARLY LEARNING ;40;2 years 8 months;12 years;03/04/2018;03/03/2020
GCC;KALIHI UNION CHURCH;KALIHI UNION CHURCH;2214 NORTH KING ST;;HONOLULU;HI;96819;;2214 NORTH KING ST;;HONOLULU;HI;96819;JOY ADDISS;841-702-2723;13216;KALIHI UNION CHURCH PRESCHOOL;49;2 years;6 years;12/01/2017;11/30/2019
GCC;OFFICE OF VP OF STUDENT AFFAIRS UNIVERSITY OF HAWAII;;2320 DOLE ST;;HONOLULU;HI;96822;;2600 CAMPUS RD;QLCSS #407;HONOLULU;HI;96822;LANI AU;808-956-8773;13643;UNIVERSITY OF HAWAII AT MANOA ;100;2 years;6 years;05/01/2018;04/30/2020
GCC;RAINBOW SCHOOL;;45-211 WAIKALUA RD;;KANEOHE;HI;96744;;45-211 WAIKALUA RD;;KANEOHE;HI;96744;DANE FAJARDO;808-247-8840;14104;RAINBOW SCHOOL KANEOHE;120;2 years;7 years;02/01/2017;01/31/2019
GCC;THE PARISH OF ST CLEMENT;;1515 WILDER AVE;;HONOLULU;HI;96822;;1515 WILDER AVE;;HONOLULU;HI;96822;JODI YOSHIOKA;808-949-2082;13582;ST CLEMENTS SCHOOL;112;2 years;7 years;04/01/2018;03/31/2020
GCC;WAIANAE COAST EARLY CHILDHOOD SERVICES, INC;;84-1061 NOHOLIO RD;;WAIANAE;HI;96792;;84-1061 NOHOLIO RD;;WAIANAE;HI;96792;ALEXANDRA ZARELLA;808-695-9656;14208;WAIANAE EARLY EDUCATION CENTER;76;2 years;13 years;06/01/2017;05/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;84-200 ALA NAAUAO PLACE;RM P-21 & P-22;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;SHELDONAIRE HAO-TAMON;808-695-9134;14021;HCAP HEADSTART MAKAHA ;40;3 years;6 years;12/01/2017;11/30/2019
GCC;KAMEHAMEHA SCHOOLS;;89-195 FARRINGTON HWY;;WAIANAE;HI;96792;;89-101 FARRINGTON HWY;;WAIANAE;HI;96792;KAILA LUI-KWAN;808-532-8250;15634;KAMEHAMEHA PRESCHOOL NANAKULI;40;3 years;6 years;09/30/2016;09/29/2018
GCC;KAPAHULU BIBLE CHURCH;;3221 MAKINI ST;;HONOLULU;HI;96815;;3221 MAKINI ST;;HONOLULU;HI;96815;CASSIE TOLENTINO;808-732-1744;13242;KAPAHULU BIBLE CHURCH PRESCHOOL;37;2 years 8 months;6 years;07/01/2017;06/30/2019
GCC;SAINT FRANCIS SCHOOL CORPORATION;;2707 PAMOA RD;801 & 900;HONOLULU;HI;96822;;2707 PAMOA RD;;HONOLULU;HI;96822;FARRAH DERLA;808-988-6528;13382;SAINT MARIANNE COPE PRESCHOOL;49;2 years;6 years;01/01/2017;12/31/2018
GCC;CORNERSTONE FELLOWSHIP - MILILANI MAUKA;;95-1080 UKUWAI ST;;MILILANI TOWN;HI;96789;;95-1080 UKUWAI ST;;MILILANI TOWN;HI;96789;CHRISTINA ROBINSON;808-626-8798;13754;CORNERSTONE EARLY EDUCATION ;70;2 years 8 months;6 years;08/01/2017;07/31/2019
GCC;AHA PUNANA LEO INC;;87-790 KULAUKU ST;PODS A-1 & A-2;WAIANAE;HI;96792;;96 PUUHONU PL;;HILO;HI;96720;PUALANI KAHO'OHANOHANO;808-935-4304;15394;PUNANA LEO O WAIANAE;40;2 years;6 years;10/13/2017;10/12/2019
GCC;CROSSNET MINISTRIES INTERNATIONAL;;1407 KAPIOLANI STREET;;HILO;HI;96720;;782 HO'OLALA PLACE;;HILO;HI;96720;TARA CRAWFORD (HASEGAWA);808-934-0610;15467;JOYLAND PRESCHOOL;40;2 years;7 years;11/12/2016;11/11/2018
GCC;MID-PACIFIC INSTITUTE;;2445 KAALA ST;;HONOLULU;HI;96822;;2445 KAALA ST;;HONOLULU;HI;96822;EDNA HUSSEY;808-441-3800;15401;MIDPACIFIC INSTITUTE PRESCHOOL;34;3 years;6 years;04/01/2017;03/31/2019
GCC;A CARING PLACE, LLP;;260 N KAINALU DR;;KAILUA;HI;96734;;260 N KAINALU DR;;KAILUA;HI;96734;CAREN LEDER;808-261-1388;13614;A CARING PLACE;64;2 years;6 years;05/01/2017;04/30/2019
GCC;KAMAAINA CARE INC;;10 MANINO CIRCLE;BUILDING 26;KIHEI;HI;96753;;156C HAMAKUA DRIVE;;KAILUA;HI;96734;STACY CLARK;808-874-8844;15574;KAMAAINA KIDS PIILANI CHILDREN'S ;68;2 years;9 years;04/01/2017;03/31/2019
GCC;GRACE BIBLE CHURCH MAUI;;635 S HINA AVE, ROOM 101;;KAHULUI;HI;96732;;635 S HINA AVE;;KAHULUI;HI;96732;TASHA RAMOS AND KAMA TEMPO;808-873-0009;15414;GRACE BIBLE CHRISTIAN PRESCHOOL;30;3 years;7 years;09/01/2017;08/31/2019
GCC;TRINITY CHURCH CENTRAL OAHU INC;;95-388 WIKAO ST;;MILILANI TOWN;HI;96789;;95-388 WIKAO ST;;MILILANI TOWN;HI;96789;KATHLEEN MARZAN;808-347-4417;15431;CENTRAL CHRISTIAN SCHOOL;37;2 years 8 months;6 years;09/29/2017;09/28/2019
GCC;HONOLULU COMMUNITY COLLEGE;;4303 DIAMOND HEAD RD;;HONOLULU;HI;96816;;4303 DIAMOND HEAD RD;;HONOLULU;HI;96816;MARK MENDOZA;808-734-9394;15569;ALANI CHILDRENS CENTER;44;2 years;6 years;05/01/2017;04/30/2019
GCC;LIHUE HONGWANJI PRESCHOOL;;33560B KUHIO HWY;;LIHUE;HI;96766;;33560B KUHIO HWY;;LIHUE;HI;96766;SANDRA FUJIMOTO;808-245-7857;15576;LIHUE HONGWANJI PRESCHOOL;48;2 years 8 months;6 years;04/01/2017;03/31/2019
GCC;KILAUEA OHANA PLAYSCHOOL;AINA HAINA ELEMENTRY SCHO;801 WEST HIND DR;E31;HONOLULU;HI;96821;AINA HAINA ELEMENTRY SCHO;801 WEST HIND DR;E31;HONOLULU;HI;96821;KILAUEA OHANA PLAYSCHOOL;808-729-0871;13272;KILAUEA OHANA PLAYSCHOOL;18;2 years;7 years;04/01/2017;03/31/2019
GCC;KAMEHAMEHA SCHOOLS;;1350 WAIANUENUE AVENUE;;HILO;HI;96720;;101 AUPUNI STREET;STE 227;HILO;HI;96720;DARISSA KEKUAWELA;808-935-2165;15586;KAMEHAMEHA PRESCHOOL - PIIHONUA;40;3 years;6 years;09/25/2017;09/24/2019
GCC;SHODAHL HOLDINGS LLC;;91-679 FORT WEAVER RD;;EWA BEACH;HI;96706;;91-679 FORT WEAVER RD;;EWA BEACH;HI;96706;MATT BELL;808-682-0010;16055;BLESSINGS FROM HEAVEN PRESCHOOL;49;2 years;7 years;04/07/2017;04/06/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;94-830 HIKIMOE ST;;WAIPAHU;HI;96797;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;TAMIE MITSUKA;808-671-3056;16430;HCAP HEAD START WAIPAHU ;30;3 years;6 years;04/06/2017;04/05/2019
GCC;KAHULUI HONGWANJI MISSION;;291 S PUUNENE AVENUE;;KAHULUI;HI;96732;;291 S PUUNENE AVENUE;;KAHULUI;HI;96732;DANIELLE GASPAR;808-877-7998;15572;KAHULUI HONGWANJI PRESCHOOL;42;3 years;6 years;11/01/2017;10/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;94-465 WAIPAHU ST;;WAIPAHU;HI;96797;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;CARLINA EDER DA SILVA;808-671-2621;16542;HCAP HEAD START WAIPAHU PRE PLUS;20;3 years;6 years;08/03/2018;08/02/2020
GCC;KA HANA PONO DAYCARE;;66-434 KAMEHAMEHA HWY;COTTAGE 3 & 4;HALEIWA;HI;96712;;P.O. BOX 980;;WAIALUA;HI;96791;ANGELICA FRIEDMANN;808-282-2501;16680;KA HANA PONO DAYCARE;18;2 years;6 years;10/22/2016;10/21/2018
GCC;THE SALVATION ARMY;;845 22ND AVENUE;;HONOLULU;HI;96816;;845 22ND AVENUE;;HONOLULU;HI;96816;CANDACE PANG;808-739-4931;15863;THE SALVATION ARMY DIAMOND HEAD ;16;2 years;6 years;07/20/2017;07/19/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;87-576 KULAAUPUNI ST;;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;LYNNETTE KEA;808-620-9068;16558;HCAP HEAD START ULU KE KUKUI I & II;44;3 years;6 years;06/22/2017;06/21/2019
GCC;KAILUA BAPTIST CHURCH CHRISTIAN PRESCHOOL;;1080 KAILUA RD;;KAILUA;HI;96734;;1080 KAILUA RD;;KAILUA;HI;96734;JAYME WATANABE;808-262-6070;13203;KAILUA BAPTIST CHURCH CHRISTIAN ;49;3 years;6 years;09/16/2016;09/15/2018
GCC;PLAYMATE KINDERGARTEN DAY CARE CENTER & GRADE SCHOOL LTD;;1704 KEEAUMOKU ST;;HONOLULU;HI;96822;;1704 KEEAUMOKU ST;;HONOLULU;HI;96822;MARGARET LEE;808-536-6442;13503;PLAYMATE KINDERGARTEN  DAY CARE ;49;2 years;9 years;12/18/2016;12/17/2018
GCC;STEPPING STONES ACADEMY;;860 HALEKAUWILA ST;103;HONOLULU;HI;96813;;860 HALEKAUWILA ST;103;HONOLULU;HI;96813;HARKIRAN SINGH;808-593-2922;15990;STEPPING STONES ACADEMY KAKAAKO;75;2 years;6 years;04/01/2018;03/31/2020
GCC;SEAGULL SCHOOLS INC;;92-1415 ALIINUI DRIVE;;KAPOLEI;HI;96707;;92-1415 ALIINUI DRIVE;;KAPOLEI;HI;96707;JESSICA INES-KAPUA;808-671-6999;16687;SEAGULL SCHOOL AT KO OLINA;175;2 years;7 years;03/31/2018;03/30/2020
GCC;MOILIILI HONGWANJI MISSION;;902 UNIVERSITY AVENUE;;HONOLULU;HI;96826;;902 UNIVERSITY AVENUE;;HONOLULU;HI;96826;WENDY HARMAN;808-946-4416;13369;MOILIILI HONGWANJI PRESCHOOL;66;2 years;6 years;04/08/2017;04/07/2019
GCC;ALOHA KAI ACADEMY, INC.;;954 BALDWIN AVENUE;;PAIA;HI;96779;;PO BOX 791925;;PAIA;HI;96779;MELANIE ADAMS;808-283-3220;16662;ALOHA KAI ACADEMY, INC.;20;3 years;7 years;02/01/2018;01/31/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;99-795 IWAIWA ST;;AIEA;HI;96701;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;DAWN STEPHENS;808-484-0743;14817;HCAP HEAD START HALAWA;21;3 years;6 years;12/01/2017;11/30/2019
GCC;HAPPY KEIKI PRESCHOOL;;1035 UNIVERSITY AVE;102;HONOLULU;HI;96826;;408 POIPU DR;;HONOLULU;HI;96825;HATSUMI VISAYA;808-381-8185;16523;HAPPY KEIKI PRESCHOOL AT UNIVERSITY ;33;2 years;6 years;10/01/2017;09/30/2019
GCC;POPPINS USA INC;SHERATON WAIKIKI HOTEL;2255 KALAKAUA AVE;435;HONOLULU;HI;96815;SHERATON WAIKIKI HOTEL;2255 KALAKAUA AVE;435;HONOLULU;HI;96815;HUNTER PARKER;808-931-8086;16313;POPPINS KEIKI HAWAII;12;2 years 6 months;13 years;10/01/2017;09/30/2019
GCC;TRACE ACADEMY INC;;94-1388 MOANIANI ST;#205;WAIPAHU;HI;96797;;94-1388 MOANIANI ST;#205;WAIPAHU;HI;96797;JODINE BAUTISTA-SOUZA;808-626-5867;16433;T.R.A.C.E. ACADEMY;54;2 years;13 years;10/05/2017;10/04/2019
GCC;KAMEHAMEHA SCHOOLS;;43-1377 HAWAII BELT ROAD;;PAAUILO;HI;96776;;64-780 MAMALAHOA HIGHWAY;;KAMUELA;HI;96743;TRISHA TOM;808-776-1693;16271;KAMEHAMEHA PRESCHOOL-HAMAKUA;38;2 years 6 months;6 years;11/07/2016;09/09/2018
GCC;LITTLE LEARNERS PRESCHOOL LLC;;160 MOOKUA ST;PRESCHOOL ROOM;KAILUA;HI;96734;;160 MOOKUA ST;;KAILUA;HI;96734;BRENDA LEE;808-927-5489;16219;LITTLE LEARNERS PRESCHOOL LLC;24;3 years;7 years;11/01/2016;10/31/2018
GCC;KEIKI O KA AINA PRESCHOOL INC;;2528 10TH AVE;;HONOLULU;HI;96816;;3097 KALIHI ST;;HONOLULU;HI;96819;ELIZABETH SANTA ANA;808-843-2502;16404;KEIKI O KA AINA PRESCHOOL-PALOLO ;24;3 years;7 years;09/01/2016;08/31/2018
GCC;LITTLE EXPLORERS MAUI PRESCHOOL, LLC;;1050 LOWER MAIN STREET;;WAILUKU;HI;96793;;1050 LOWER MAIN STREET;;WAILUKU;HI;96793;KIMBERLY KULOLOIA;808-244-2112;16405;LITTLE EXPLORERS MAUI PRESCHOOL, ;36;2 years;7 years;04/01/2017;03/31/2019
GCC;KAMAAINA CARE INC;;1965 BOUGAINVILLE AVE.;;KAPOLEI;HI;96707;;156C HAMAKUA DR;;KAILUA;HI;96734;MICHELLE FULLER;808-682-8150;16407;KAMAAINA KIDS KALAELOA PRESCHOOL;45;2 years;6 years;05/01/2018;04/30/2019
GCC;KAMEHAMEHA SCHOOLS;;5060 UAKEA RD;;HANA;HI;96713;;661 KAUMUALII ST;;WAILUKU;HI;96793;"VIRGINIA ""GINA"" ROSA";808-268-2757;14404;KAMEHAMEHA HANA PRESCHOOL;28;3 years;6 years;12/01/2016;11/30/2018
GCC;WAIALAE BAPTIST PRESCHOOL;;1047 21ST AVE;;HONOLULU;HI;96816;;1047 21ST AVE;;HONOLULU;HI;96816;SAM BROWNING;808-732-5558;16230;WAIALAE BAPTIST PRESCHOOL;49;2 years;6 years;11/11/2016;11/10/2018
GCC;KAMAAINA CARE INC;;930 LUNALILO ST;;HONOLULU;HI;96822;;156 HAMAKUA DR;C;KAILUA;HI;96734;ERNESTINE MIRANDA;808-599-2807;13225;KAMAAINA KIDS HONOLULU;107;2 years;12 years;03/01/2017;02/28/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;45-233 KULAULI ST;A3;KANEOHE;HI;96744;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;KIMBERLY ITAGAKI;808-247-8706;16247;HCAP HEAD START PUOHALA ;20;3 years;6 years;12/01/2016;11/30/2018
GCC;MAKIKI CHRISTIAN CHURCH;;829 PENSACOLA ST;;HONOLULU;HI;96814;;829 PENSACOLA ST;;HONOLULU;HI;96814;EILEEN CLARKE;808-594-8916;14650;MAKIKI CHRISTIAN CHURCH PRESCHOOL;105;2 years;6 years;05/01/2018;04/30/2020
GCC;PARENTS AND CHILDREN TOGETHER;;1485 LINAPUNI ST;;HONOLULU;HI;96819;;1485 LINAPUNI ST;105;HONOLULU;HI;96819;JENNIFER FREMGEN;808-842-5996;13470;PACT KPT HEAD START I;82;2 years;6 years;03/01/2017;02/28/2019
GCC;ST PATRICK SCHOOL;KB & KA;3320 HARDING AVE;;HONOLULU;HI;96816;KB & KA;3320 HARDING AVE;;HONOLULU;HI;96816;PATTYE DECOSTA KIM;808-734-8979;16151;ST PATRICK SCHOOL EARLY CHILDHOOD ;79;3 years;6 years 6 months;10/01/2017;09/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;87-412 KAUKAMA RD;DAYCARE RMS 1 & 2;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;CHERYL VIDAL;808-668-0414;16428;HCAP HEAD START KEIKI COUNTRY I;20;3 years;6 years;08/01/2016;07/31/2018
GCC;LE JARDIN ACADEMY;;1004 KAILUA ROAD;;KAILUA;HI;96734;;917 KALANIANAOLE HWY;;KAILUA;HI;96734;FRANCOISE AKINA;808-263-9378;13304;LE JARDIN ACADEMY JUNIOR SCHOOL;81;3 years;6 years;04/01/2018;03/31/2020
GCC;KEIKI CARE CENTER OF HAWAII INC;;757 HOOMALU ST;;PEARL CITY;HI;96782;;757 HOOMALU ST;;PEARL CITY;HI;96782;CHERYL CUDIAMAT;808-455-5545;16252;KEIKI CARE CENTER OF HAWAII;86;2 years;6 years;02/15/2017;02/14/2019
GCC;SOUNDS OF SUCCESS PRESCHOOL AND LEARNING CENTER;BLDG. 5;98-029 HEKAHA ST;#43 - #46;AIEA;HI;96701;BLDG. 5;98-029 HEKAHA ST;#43 - #46;AIEA;HI;96701;LAURIE CASTRO;808-488-2211;16962;SOUNDS OF SUCCESS PRESCHOOL AND ;80;2 years;6 years;12/27/2016;12/26/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;602 MAGELLAN AVE;;HONOLULU;HI;96813;;1132 BISHOP ST;100;HONOLULU;HI;96813;SPENCER TENGAN;808-847-2400;16996;HCAP HEAD START DOLE ELEMENTARY;20;3 years;6 years;12/01/2016;11/30/2018
GCC;NA KAMALII HOALOHA;;670 MAUNALOA HIGHWAY;;KAUNAKAKAI;HI;96748;;PO BOX 1527;;KAUNAKAKAI;HI;96748;MARY KATHERINE BENNETT;808-553-8181;16998;NA KAMALII HOALOHA;20;2 years 8 months;6 years;11/01/2017;10/31/2019
GCC;AHA PUNANA LEO INC;;2331 SEA VIEW AVE;;HONOLULU;HI;96822;;96 PUUHONU PL;;HILO;HI;96720;PUALANI KAHOOHANOHANO;800-498-4979;17011;PUNANA LEO O MANOA;25;2 years;6 years;09/10/2016;09/09/2018
GCC;ST FRANCIS PRESCHOOL;;91-1758 OOHAO ST;CLASSROOMS 1, 2, 3, 4;EWA BEACH;HI;96706;;91-1758 OOHAO ST;CLASSROOMS 1, 2, 3, 4;EWA BEACH;HI;96706;ROCHELLE TAKATA;808-681-0100;17099;ST. FRANCIS PRESCHOOL;60;2 years 8 months;6 years;03/04/2017;03/03/2019
GCC;THE SALVATION ARMY;;91-3257 KUALAKAI PARKWAY;;EWA BEACH;HI;96706;;91-3257 KUALAKAI PARKWAY;;EWA BEACH;HI;96706;DEBBIE LUM;808-693-8336;16973;KROC KEIKI LEARNING CENTER;124;2 years;6 years;03/01/2018;02/28/2020
GCC;KANU O KA AINA LEARNING OHANA;;641043 HIIAKA STREET;;KAMUELA;HI;96743;;PO BOX 398;;KAMUELA;HI;96743;DEBORAH CHILD-LAWRENCE;808-890-2523OR 890-8144;17021;MALAMAPOKII EARLY CHILDHOOD ;38;3 years;7 years;06/01/2018;05/31/2020
GCC;OFFICE OF VP OF STUDENT AFFAIRS UNIVERSITY OF HAWAII;;2759 S KING ST;C1;HONOLULU;HI;96826;;2600 CAMPUS RD QLCSS 407;;HONOLULU;HI;96822;WAYNE WATKINS;808-956-7963;17068;UNIVERSITY OF HAWAII AT MANOA ;20;3 years;6 years;10/22/2017;10/21/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;2301 PAUOA RD;;HONOLULU;HI;96813;;1132 BISHOP STREET;SUITE 100;HONOLULU;HI;96813;SPENCER TENGAN;808-847-2400;17111;PAUOA HEAD START;20;3 years;6 years;11/01/2017;10/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1445 CALIFORNIA AVE;;WAHIAWA;HI;96786;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;PAZ, SUSAN;808-622-5370;17029;HCAP HEAD START WAHIAWA;20;3 years;6 years;10/16/2016;10/15/2018
GCC;PARENTS AND CHILDREN TOGETHER;PACT WAIMEA HEAD START;671225 MAMALAHOA HWY;ROOM V103;KAMUELA;HI;96743;PACT;27 WAIANUENUE AVE;;HILO;HI;96720;SHERRY CRANDALL;808-887-7636(CLASSROOM);17036;PACT WAIMEA ELEMENTARY HEAD START;20;2 years;6 years;05/31/2018;05/30/2020
GCC;ROOTS PRESCHOOL;;740 HAIKU ROAD;;HAIKU;HI;96708;;PO BOX 975;;HAIKU;HI;96708;MELITA CHARAN;808-250-7988;17078;ROOTS PRESCHOOL;19;3 years;6 years;02/01/2018;01/31/2020
GCC;FIRST STEP PRESCHOOL;;17-4025 KUA AINA ROAD;;KURTISTOWN;HI;96760;;82 HOOMALU STREET;;HILO;HI;96720;GYOTOKU, LOLITA;808-498-4316;17080;FIRST STEP PRESCHOOL;19;3 years;6 years;03/19/2018;03/18/2020
GCC;A ROOM TO GROW PRESCHOOL;;3195 ELUA ST;;LIHUE;HI;96766;;3195 ELUA ST;;LIHUE;HI;96766;VALERIE RITA;808-652-7573;17116;A ROOM TO GROW PRESCHOOL;24;2 years 8 months;8 years;07/19/2017;07/18/2018
GCC;KAMEHAMEHA SCHOOLS;;661 KAUMUALII STREET;;WAILUKU;HI;96793;;661 KAUMUALII STREET;;WAILUKU;HI;96793;LISA PAHUKOA;808-760-5000;16731;KAMEHAMEHA PRESCHOOL PAUKUKALO;120;3 years;7 years;06/01/2017;05/31/2019
GCC;HARRIS UNITED METHODIST CHURCH;;20 SOUTH VINEYARD BLVD;;HONOLULU;HI;96813;;20 SOUTH VINEYARD BLVD;;HONOLULU;HI;96813;KAPUA HUSSEY;808-532-4175;16806;HARRIS PRESCHOOL;33;2 years;6 years;06/06/2017;06/05/2019
GCC;PARENTS AND CHILDREN TOGETHER;KEALAKEHE ELEM SCHOOL;745118 KEALAKAA ST;ROOM P-14;KAILUA-KONA;HI;96740;PACT HEAD START;27 WAIANUENUE AVE;;HILO;HI;96720;SHERRY CRANDALL;808-324-0280;16815;PACT KEALAKEHE HEAD START;20;2 years;6 years;11/01/2016;10/31/2018
GCC;PARENTS AND CHILDREN TOGETHER;;786804 MAMALAHOA HIGHWAY;;HOLUALOA;HI;96725;PACT HEAD START;27 WAIANUENUE AVENUE;;HILO;HI;96720;SHERRY CRANDALL;808-324-0280;16817;PACT KEAUHOU HEAD START;39;2 years;6 years;11/01/2016;10/31/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;94-1170 WAIPAHU ST;ROOM I-2;WAIPAHU;HI;96797;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;TRISHA GUSHIKUMA;808-686-7291;16819;HCAP HEAD START AUGUST AHRENS ;30;3 years;6 years;12/01/2017;11/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;770 KEOLU DR;D6 & D5;KAILUA;HI;96734;;1132 BISHOP STREET;SUITE 100;HONOLULU;HI;96813;KIM ITAGAKI;808-847-2400;16872;ENCHANTED LAKE HEAD START;20;3 years;6 years;05/01/2018;04/30/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;87-412 KAUKAMA RD;DAYCARE ROOM 4;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;CYNTHIA SUZUKI;808-668-0412;16747;HCAP HEAD START KEIKI COUNTRY II;17;3 years;6 years;08/01/2016;07/31/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;85-296 ALA HEMA ST;ROOM 3;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 100;WAIPAHU;HI;96797;CARLENE OLGUIN;808-696-9002;16749;HCAP HEAD START KAHIKOLU;15;3 years;6 years;12/09/2017;12/08/2019
GCC;JUMP START PRESCHOOL;;317 LEHUA STREET;;HILO;HI;96720;;317 LEHUA STREET;;HILO;HI;96720;JANICE SHIMIZU;808-854-0734;16751;JUMP START PRESCHOOL HILO;50;2 years;6 years;04/27/2018;04/26/2019
