"Facility";"Telephone";"ID";"Status";"Official";"Daytime Hours";"Nighttime Hours";"Daytime Ages";"Nighttime Ages";"Mailing Address";"Address";"City";"State";"Zip";"Licensee";"Mailing Address State";"Mailing Address City";"Mailing Address Zip";"DetailsURL";"Type of Care";"Star Rating";"Rating Expiration";"Accr Code";"Accreditations";"Accr Exp Date";"County"
"AUBURN DAY SCHOOL";"(334)209-0460";1741;"Licensed";"KATIE MURRAH - Director";"07:30 AM - 04:00 PM";"N/A - N/A";"2 YRS Through 10 YRS";"N/A";"1703 CRESCENT BOULEVARD";"1199 S. DONAHUE DR. STE E";"AUBURN";"AL";36832;"WITTHAUER MURRAH ENTERPRISES LLC";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1741";"Day Care Centers";;;;;;"Lee"
"AUBURN FIRST BAPTIST CHILD DEV. CTR";"(334)821-8125";1463;"Licensed";"MILISSA CLOWERS - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"8 WKS Through 12 YRS";"N/A";"128 EAST GLENN AVENUE";"128 EAST GLENN AVENUE";"AUBURN";"AL";36830;"AUBURN FIRST BAPTIST CHURCH";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1463";"Day Care Centers";1;"Daytime Hours: 07:00 AM - 05:30 PM";"NAC";"NATL ACCREDITATION COMM";"06-12-2022";"Lee"
"BETHESDA LEARNING ACADEMY";"(334)741-7842";845;"Licensed";"CATINA POGUE - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"2 1/2 YRS Through 12 YRS";"N/A";"201 SOUTH 4TH ST";"201 SOUTH 4TH ST";"OPELIKA";"AL";36801;"BETHESDA LEARNING ACADEMY";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=845";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Lee"
"BIG BLUE MARBLE-OPELIKA";"(334)234-2912";265;"Licensed";"ERIKA SATTERWHITE - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"555 EAST THOMASON CIRCLE";"555 EAST THOMASON CIRCLE";"OPELIKA";"AL";36801;"BIG BLUE MARBLE ACADEMY, LLC";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=265";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Lee"
"BRIGHT IDEAS ENRICHMENT CENTER";"(334)887-5730";1654;"Licensed";"ANGELA LEE - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"5251 HWY 153 STE C, SUITE 290";"1675 SHUG JORDAN PKWY";"AUBURN";"AL";36830;"CLEAR CAPITAL LLC DBA BRIGHT IDEAS E.C.";"TN";"HIXON";37343;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1654";"Day Care Centers";;;;;;"Lee"
"BRIGHT START";"(334)759-7123";724;"Licensed";"CASSANDRA ALLEN - Director";"05:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1600 TOUMER STREET";"1600 TOOMER STREET";"OPELIKA";"AL";36801;"CASSANDRA ALLEN";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=724";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 06:00 PM";;;;"Lee"
"BY HIS GRACE D/C & LEARNING CENTER";"(334)750-0309";151;"Licensed";"EBONEE JONES - Director";"05:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"311 SOUTH 6TH STREET";"311 SOUTH 6TH STREET";"OPELIKA";"AL";36801;"TKJ BY HIS GRACE MININTRIES";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=151";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 07:00 PM";;;;"Lee"
"BY HIS GRACE DAYCARE & LEARNING CTR VI";"(334)737-6332";153;"Licensed";"AMY WOODALL - Director";"05:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"1800 CORPORATE DRIVE";"1800 CORPORATE DRIVE";"OPELIKA";"AL";36801;"TKJ BY HIS GRACE MINISTRIES";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=153";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 07:00 PM";;;;"Lee"
"BY HIS GRACE DAYCARE & LEARNING CTR. VII";"(334)363-0419";154;"Licensed";"LASHARECK EDWARDS - Director";"05:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"2 1/2 YRS Through 12 YRS";"2 1/2 YRS Through 12 YRS";"116 COLUMBUS PARKWAY";"116 COLUMBUS PARKWAY";"OPELIKA";"AL";36801;"TKJ BY HIS GRACE MINISTRIES";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=154";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 07:00 PM";;;;"Lee"
"CARE A LOTS CHILD DEVELOPMENT CENTER";"(334)297-7269";919;"Licensed";"PATTI DENZIK - Director";"06:00 AM - 06:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"P. O. BOX 1237";"1515 LEE ROAD 298";"SMITHS STATION";"AL";36877;"P.D.C.GROUP, INC.";"AL";"SMITH'S";36877;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=919";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:30 PM";;;;"Lee"
"CHILDCARE NETWORK #37";"(334)705-3942";1230;"Licensed";"SHERRIE SLATON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 15 YRS";"N/A";"702 SECOND AVENUE";"702 SECOND AVENUE";"OPELIKA";"AL";36803;"CHILD DEVELOPMENT SCHOOLS, INC.";"AL";"OPELIKA";36803;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1230";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Lee"
"CITY CHURCH";"(334)203-1397";2086;"Exempt";"ERICA CHAPMAN - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"2900 WAVERLY PKWY SUITE B";"2900 WAVERLY PKWY SUITE B";"OPELIKA";"AL";36801;"CITY CHURCH";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2086";"Day Care Centers";;;;;;"Lee"
"EMERALD COVE EARLY LEARNING CENTER";"(334)745-0832";535;"Licensed";"ASHLEY MINNIFIELD - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"0 DYS Through 11 YRS";"N/A";"108 NORTH 8TH ST.";"108 NORTH 8TH ST.";"OPELIKA";"AL";36801;"ALLISON JOHNSON";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=535";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Lee"
"GLENWOOD SCHOOL KINDERGARTEN/DAYCARE";"(334)297-3614";2084;"Licensed";"JULIE GRAHAM - Director";"07:00 AM - 06:00 PM";"N/A - N/A";"5 WKS Through 5 YRS";"N/A";"5801 SUMMERVILLE RD";"2730 LEE RD 248";"PHENIX CITY";"AL";36887;"GLENWOOD SCHOOL,INC.";"AL";"SMITHS STATION";36877;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2084";"Day Care Centers";;;;;;"Lee"
"GOD'S GLORY CHILD DEVELOPMENT CENTER";"(334)737-0443";106;"Licensed";"LANEDRA DEAR - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1500 BRUCE AVENUE";"1500 BRUCE AVENUE";"OPELIKA";"AL";36801;"GOD'S GLORY MINISTRIES";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=106";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Lee"
"GOLDEN GOOSE";"(334)757-5515";343;"Licensed";"KANISHA JONES - Director";"05:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 YRS Through 13 YRS";"6 YRS Through 13 YRS";"101 NORTH FIFTH STREET";"101 NORTH FIFTH STREET";"OPELIKA";"AL";36801;"JACQUELINE HOLLOWAY";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=343";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 07:00 PM";;;;"Lee"
"GOLDEN GOOSE LEARNING CENTER";"(334)737-6385";1731;"Licensed";"KANISHA JONES - Director";"05:00 AM - 06:00 PM";"N/A - N/A";"0 WKS Through 5 YRS";"N/A";"105 NORTH THIRD STREET";"105 NORTH THIRD STREET";"OPELIKA";"AL";36801;"JACQUELINE HOLLOWAY";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1731";"Day Care Centers";;;;;;"Lee"
"GREATER PEACE CHILD DEV CENTER";"(334)749-5555";1425;"Licensed";"LISA RAY - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"2 YRS Through 5 YRS";"N/A";"650 JETER AVENUE";"940 FOX RUN PARKWAY";"OPELIKA";"AL";36801;"GREATER PEACE COMMUNITY DEV CORPORATION";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1425";"Day Care Centers";1;"Daytime Hours: 07:00 AM - 05:30 PM";;;;"Lee"
"GROWING ROOM AUBURN";"(334)501-2044";108;"Licensed";"LAURA SMITH - Director";"06:30 AM - 06:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"644 NORTH DEAN RD";"644 NORTH DEAN RD";"AUBURN";"AL";36830;"LARK ASSOCIATES, INC.DBA GROWING ROOM";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=108";"Day Care Centers";;;;;;"Lee"
"GROWING ROOM OPELIKA";"(334)748-9020";109;"Licensed";"HOLLIE AUTREY - Director";"06:30 AM - 06:30 PM";"N/A - N/A";"06 WKS Through 12 YRS";"N/A";"P O BOX 233";"1755 THOMASON DRIVE";"OPELIKA";"AL";36801;"LARK ASSOCIATES, INC. DBA GROWING ROOM";"AL";"AUBURN";36831;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=109";"Day Care Centers";;;;;;"Lee"
"JACOBS LADDER EARLY LEARNING CENTER";"(334)821-5100";110;"Licensed";"GRETA KENNEDY - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"3 WKS Through 12 YRS";"N/A";"954 OPELIKA ROAD";"954 OPELIKA ROAD";"AUBURN";"AL";36830;"DAVID E. JACOBS & GRETA L. KENNEDY";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=110";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Lee"
"JOYLAND CHILD DEVELOPMENT CENTER";"(334)821-7624";1279;"Licensed";"CLARA CARD - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"06 WKS Through 12 YRS";"N/A";"400 BOYKIN ST RM 300";"410 BOYKIN STREET";"AUBURN";"AL";36830;"JOYLAND CHILD DEVELOPMENT CENTER, INC";"AL";"AUBURN";36831;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1279";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Lee"
"JUST FOR KIDS CHILDCARE LEARNING CENTER";"(334)298-9370";112;"Licensed";"JACQUELINE MCGHEE - Director";"05:00 AM - 06:00 PM";"N/A - N/A";"4 WKS Through 12 YRS";"N/A";"5324 PIERCE CHAPEL ROAD";"5009 SUMMERVILLE ROAD";"PHENIX CITY";"AL";36867;"AL JUST FOR KIDS, INC.";"GA";"MIDLAND";31820;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=112";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 06:00 PM";;;;"Lee"
"KINGDOM CHILD CARE, LLC";"(334)749-7051";245;"Licensed";"AMANDA MORRIS - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"12 MOS Through 12 YRS";"N/A";"611 FIRST AVENUE";"611 FIRST AVENUE";"OPELIKA";"AL";36801;"KINGDOM CHILD CARE, LLC";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=245";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Lee"
"LEE-SCOTT ACADEMY AFTER-SCHOOL CARE";"(334)559-2430";1080;"Licensed";"MARY ANNA MARTIN SMITH - Director";"07:30 AM - 02:45 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"1601 ACADEMY DRIVE";"1601 ACADEMY DRIVE";"AUBURN";"AL";36830;"LEE CO EDUCATIONAL FOUNDATION, INC";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1080";"Day Care Centers";;;;;;"Lee"
"MIRACLES CHILD ENRICHMENT CENER";"(334)291-8148";1534;"Licensed";"TAKEITHIA SANKS - Director";"05:30 AM - 07:00 PM";"N/A - N/A";"0 DYS Through 13 YRS";"N/A";"55 LEE RD 212";"55 LEE RD 212";"PHENIX CITY";"AL";36870;"SHANDRA LAWRENCE";"AL";"PHENIX CITY";36870;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1534";"Day Care Centers";1;"Daytime Hours: 05:30 AM - 07:00 PM";;;;"Lee"
"MISS DEANNA'S CHILDCARE";"(334)821-0066";790;"Licensed";"NICOLE RICE - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1745 E. UNIVERSITY DRIVE";"1745 E. UNIVERSITY DRIVE";"AUBURN";"AL";36830;"BDB&N, LLC";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=790";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Lee"
"MISS DEANNA'S CHILDCARE, L.L.C.";"(334)745-7139";1440;"Licensed";"DEANNA HOLLEY - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1901 CORPORATE DR";"1901 CORPORATE DR";"OPELIKA";"AL";36801;"MISS DEANNA'S CHILDCARE, L.L.C.";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1440";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 05:30 PM";;;;"Lee"
"OPELIKA FIRST CLASS PRE-K ACADEMY";"(334)319-0056";21;"Licensed";"CINDY CONWAY - Director";"07:15 AM - 05:30 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"1103 GLENN STREET";"1032 S. RAILROAD AVENUE";"OPELIKA";"AL";36801;"ENVISION OPELIKA FOUNDATION";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=21";"Day Care Centers";1;"Daytime Hours: 07:15 AM - 05:30 PM";;;;"Lee"
"PARKER'S PLACE-CHILDCARE & DEVELOPMENT";"(334)408-2040";1735;"Licensed";"VICTORIA COOLEY - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"60 LEE ROAD 236";"60 LEE ROAD 236";"PHENIX CITY";"AL";36870;"VCO LLC";"AL";"PHENIX CITY";36870;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1735";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Lee"
"PROVIDENCE BAPTIST CHURCH CHILD DEV. CTR";"(334)745-0807";1140;"Licensed";"MANDY STEWARD - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 10 YRS";"N/A";"2807 LEE ROAD 166";"2807 LEE ROAD 166";"OPELIKA";"AL";36804;"PROVIDENCE BAPTIST CHURCH";"AL";"OPELIKA";36804;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1140";"Day Care Centers";;;;;;"Lee"
"SOUL'S HARBOR FULL GOSPEL FAITH MISSIONS";"(334)749-1290";1511;"Licensed";"SHIRLEY HENDERSON - Director";"05:45 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 11 YRS";"N/A";"600 SOUTH EIGHTH STREET";"600 SOUTH EIGHTH STREET";"OPELIKA";"AL";36801;"SOUL'S HARBOR FULL GOSPEL FAITH MISSIONS";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1511";"Day Care Centers";1;"Daytime Hours: 05:45 AM - 06:00 PM";;;;"Lee"
"THE CHILDREN'S HOUSE-AUBURN MONTESSORI";"(334)740-6192";768;"Licensed";"CHARLENE KAM - Director";"07:00 AM - 06:30 PM";"N/A - N/A";"3 YRS Through 18 YRS";"N/A";"231 E. DRAKE AVE";"231 E. DRAKE AVE";"AUBURN";"AL";36830;"AUBURN MONTESSORI SCHOOL LLC.";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=768";"Day Care Centers";2;"Daytime Hours: 07:00 AM - 06:30 PM";;;;"Lee"
"THE FIG TREE C.C. & LEARNING CTR,INC.";"(334)741-9216";57;"Licensed";"GWENDOLYN NEWTON - Director";"07:00 AM - 06:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"44 LEE ROAD 380";"44 LEE ROAD 380";"VALLEY";"AL";36854;"THE FIG TREE C.C. & LEARNING CENTER, INC";"AL";"VALLEY";36854;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=57";"Day Care Centers";1;"Daytime Hours: 07:00 AM - 06:30 PM";;;;"Lee"
"THE OAKS SCHOOL";"(334)887-9947";2087;"Exempt";"GINGER HALLMARK - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"2201 EXECUTIVE PARK DRIVE";"2201 EXECUTIVE PARK DRIVE";"OPELIKA";"AL";36801;"THE OAKS SCHOOL";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2087";"Day Care Centers";;;;;;"Lee"
"TRINITY UNITED METHODIST CHURCH";"(334)745-2632";2085;"Exempt";"HEATHER CUMMINGS - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"800 SECOND AVENUE";"800 SECOND AVENUE";"OPELIKA";"AL";36801;"TRINITY UNITED METHODIST CHURCH";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2085";"Day Care Centers";;;;;;"Lee"
"UNIVERSITY DAYCARE";"(334)203-1234";1645;"Licensed";"DEBORAH HOLLEY - Director";"06:30 AM - 05:45 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1006 N. DEAN RD";"1006 N. DEAN RD";"AUBURN";"AL";36830;"TERRELL UNIVERSITY DAYCARE, LLC";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1645";"Day Care Centers";;;;;;"Lee"
"CARING HANDS";"(334)207-8290";678;"Licensed";"TAMIKKA WOODS - Director";"06:00 AM - 07:00 PM";"N/A - N/A";"12 MOS Through 12 YRS";"N/A";"190 LEE ROAD 2170";"190 LEE ROAD 2170";"PHENIX CITY";"AL";36870;"TAMIKKA WOODS";"AL";"PHENIX CITY";36870;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=678";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Lee"
"CHAT WORLD";"(334)444-0913";443;"Licensed";"CHEALSEA MILLS - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"15 MOS Through 10 YRS";"N/A";"708 DOGWOOD AVENUE";"708 DOGWOOD AVENUE";"OPELIKA";"AL";36801;"CHEALSEA MILLS";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=443";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Lee"
"CICELY KING";"(334)744-3545";120;"Licensed";"CICELY KING - Director";"06:30 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"1111 W. COLLINWOOD CIRCLE";"1111 W. COLLINWOOD CIRCLE";"OPELIKA";"AL";36801;"CICELY KING";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=120";"Family Child Care Homes";1;"Daytime Hours: 06:30 AM - 04:30 PM";;;;"Lee"
"DEE'S DAYCARE";"(334)749-5736";365;"Licensed";"DEDRA EVANS - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"1209 LEE ROAD 165";"1209 LEE ROAD 165";"SALEM";"AL";36874;"DEDRA EVANS";"AL";"SALEM";36874;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=365";"Family Child Care Homes";;;;;;"Lee"
"HANDS ON EARLY LEARNING CENTER";"(334)748-9068";1737;"Licensed";"MIRANDA EDNESOME - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"214 COVE CREEK DRIVE";"214 COVE CREEK DRIVE";"OPELIKA";"AL";36804;"MIRANDA EDNESOME";"AL";"OPELIKA";36804;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1737";"Family Child Care Homes";1;"Daytime Hours: N/A - N/A";;;;"Lee"
"MARY KATHERINE PIERCE";"(334)444-9985";506;"Licensed";"MARY KATHERINE PIERCE - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"205 PRESTON CIRCLE";"205 PRESTON CIRCLE";"OPELIKA";"AL";36801;"MARY KATHERINE PIERCE";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=506";"Family Child Care Homes";;;;;;"Lee"
"MARY'S LITTLE LAMBS";"(334)742-9777";567;"Licensed";"MARY GILLEN - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"307 ETOWAH AVENUE";"307 ETOWAH AVENUE";"OPELIKA";"AL";36801;"MARY GILLEN";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=567";"Family Child Care Homes";;;;;;"Lee"
"MISS KELLY'S CHILD CARE";"(334)319-6288";129;"Licensed";"KELLY METIVIER - Director";"06:00 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"443 LEE ROAD 375";"443 LEE ROAD 375";"VALLEY";"AL";36854;"KELLY METIVIER";"AL";"VALLEY";36854;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=129";"Family Child Care Homes";;;;;;"Lee"
"MRS. GOLI MAZAHERI'S HOME DAY CARE";"(334)740-2399";16;"Licensed";"GOLNA MAZAHERI - Director";"07:30 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 10 YRS";"N/A";"655 SCOTTWOODS DRIVE";"655 SCOTTWOODS DRIVE";"AUBURN";"AL";36830;"GOLNAZ MAZAHERI";"AL";"AUBURN";36830;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=16";"Family Child Care Homes";;;;;;"Lee"
"PAIGE'S HOME DAYCARE";"(334)742-9006";642;"Licensed";"PAIGE WALLER - Director";"07:00 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"1602 PRESTON STREET";"1602 PRESTON STREET";"OPELIKA";"AL";36801;"PAIGE WALLER";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=642";"Family Child Care Homes";;;;;;"Lee"
"PENELOPE DAVIS";"(334)704-0220";439;"Licensed";"PENELOPE DAVIS - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"1 DYS Through 12 YRS";"N/A";"804 LAKESHORE DRIVE";"804 LAKESHORE AVENUE";"OPELIKA";"AL";36801;"PENELOPE DAVIS";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=439";"Family Child Care Homes";;;;;;"Lee"
"PHYLLIS DENNEY";"(706)575-5436";580;"Licensed";"PHYLLIS DENNEY - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"57 LEE ROAD 517";"57 LEE ROAD 517";"PHENIX CITY";"AL";36870;"PHYLLIS DENNEY";"AL";"PHENIX CITY";36870;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=580";"Family Child Care Homes";;;;;;"Lee"
"SHERRIE TATE";"(334)749-0020";628;"Licensed";"SHERRIE TATE - Director";"06:45 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1704 ROCKY BROOK ROAD";"1704 ROCKY BROOK ROAD";"OPELIKA";"AL";36801;"SHERRIE TATE";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=628";"Family Child Care Homes";;;;;;"Lee"
"SISSY'S DAYCARE";"(334)737-6122";420;"Licensed";"MELINDA BROWN - Director";"07:00 AM - 04:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"1305 CORDELIA DRIVE";"1305 CORDELIA DRIVE";"OPELIKA";"AL";36801;"MELINDA BROWN";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=420";"Family Child Care Homes";;;;;;"Lee"
"SUE SUE'S SUNFLOWER PATCH CHILDCARE";"(334)524-9869";130;"Licensed";"SUSAN JACKSON - Director";"07:00 AM - 04:30 PM";"N/A - N/A";"4 WKS Through 10 YRS";"N/A";"303 HIGHLAND AVENUE";"303 HIGHLAND AVENUE";"OPELIKA";"AL";36801;"SUSAN JACKSON";"AL";"OPELIKA";36801;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=130";"Family Child Care Homes";1;"Daytime Hours: 07:00 AM - 04:30 PM";;;;"Lee"
"TERRI'S DAYCARE";"(334)749-6769";419;"Licensed";"TERRI ALLEN - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"128 LEE ROAD 849";"128 LEE ROAD 849";"OPELIKA";"AL";36804;"TERRI ALLEN";"AL";"OPELIKA";36804;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=419";"Family Child Care Homes";;;;;;"Lee"
"THE TOT SPOT";"(334)750-9215";681;"Licensed";"DEBRA PALMER - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"1464 LEE ROAD 112";"1464 LEE ROAD 112";"OPELIKA";"AL";36804;"DEBRA PALMER";"AL";"OPELIKA";36804;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=681";"Family Child Care Homes";;;;;;"Lee"
"BELINDA DOWDELL";"(334)821-3292";98;"Licensed";"BELINDA DOWDELL - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"P.O. BOX 1626";"66 LEE ROAD 449";"AUBURN";"AL";36832;"BELINDA DOWDELL";"AL";"AUBURN";36831;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=98";"Group Child Care Homes";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Lee"
"MRS. MARGARET'S HOME DAYCARE";"(334)821-3284";320;"Licensed";"MARGARET JACKSON - Director";"07:30 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"232 LEE ROAD 22";"232 LEE ROAD 22";"AUBURN";"AL";36832;"MARGARET JACKSON";"AL";"AUBURN";36832;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=320";"Group Child Care Homes";;;;;;"Lee"
