"Provider Name";"Address";"City";"State";"Zip";"Telephone";"License Type";"License Number";"E-Mail";"Web Site";"Progamm Type";"Enrolled in Subsidized Child Care Program";"County";"ID";"DetailsURL"
"PLAY PALACE PRESCHOOL, INC.";"827 EARL ROAD";"SHELBY";"NC";28152;"(704) 482-3066";"Four Star Center License";23000461;"twamarie@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000461;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000461"
"SPRINGMORE ELEMENTARY SCHOOL";"616 MCBRAYER HOMESTEAD ROAD";"SHELBY";"NC";28152;"(704) 476-8235";"Five Star Center License";23000479;"kmbarbee@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000479;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000479"
"TOWNSHIP THREE ELEMENTARY SCHOOL";"526 DAVIS ROAD";"SHELBY";"NC";28152;"(704) 487-7809";"Five Star Center License";23000425;"djbridges@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000425;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000425"
"WESTVIEW BAPTIST DAY CARE CENTER";"500 MELODY LANE";"SHELBY";"NC";28152;"(704) 487-6641";"Three Star Center License";2355004;"westviewbaptistdaycare@gmail.com";"Not Available";"Child Care Center";"Yes";"Cleveland";2355004;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2355004"
"CORNERSTONE CHILD DEVELOPMENT CENTER NORTH";"1010 SOUTH SALISBURY AVENUE";"SPENCER";"NC";28159;"(704) 637-5878";"Five Star Center License";80000318;"north@cornerstonecdc.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000318;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000318"
"SAFARI FAMILY CHILD CARE";"401 N YADKIN AVE";"SPENCER";"NC";28159;"(704) 633-0727";"Three Star Family CC Home License";80000376;"deedeeparker2003@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000376;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000376"
"CARVER HEAD START";"141 CARVER ST";"SPINDALE";"NC";28160;"(828) 286-3901";"Five Star Center License";81000052;"plewis@rcsnc.org";"Not Available";"Child Care Center";"Yes";"Rutherford";81000052;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000052"
"CHOICE CARE ACADEMY";"236 TEXTILE AVENUE";"SPINDALE";"NC";28160;"(828) 375-0055";"Five Star Center License";81000308;"ealane135@aol.com";"Not Available";"Child Care Center";"Yes";"Rutherford";81000308;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000308"
"CHOICE CARE DISCOVERY";"259 WEST STREET";"SPINDALE";"NC";28160;"(828) 375-0110";"Five Star Center License";81000319;"ealane135@aol.com";"Not Available";"Child Care Center";"No";"Rutherford";81000319;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000319"
"SPINDALE ELEMENTARY PRESCHOOL";"161 NORTH OAK STREET";"SPINDALE";"NC";28160;"(828) 286-2861";"Five Star Center License";81000244;"plewis@rcsnc.org";"Not Available";"Child Care Center";"No";"Rutherford";81000244;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000244"
"U AND I CHILD CARE CENTER";"733 OAKLAND ROAD";"SPINDALE";"NC";28160;"(828) 245-0800";"Five Star Center License";81000312;"a2450800@gmail.com";"Not Available";"Child Care Center";"Yes";"Rutherford";81000312;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000312"
"HEART OF HOME DAYCARE";"5522 THOMAS LANE";"STANFIELD";"NC";28163;"(704) 699-6640";"One Star Center License";84000264;"heartofhome15@gmail.com";"Not Available";"Child Care Center";"Yes";"Stanly";84000264;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=84000264"
"A HAPPY HOME CHILD CARE";"6744 LOWESVILLE LANE";"STANLEY";"NC";28164;"(704) 575-8927";"Three Star Family CC Home License";55000133;"ahappyhomechildcare@charter.net";"Not Available";"Family Child Care Home";"No";"Gaston";55000133;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=55000133"
"FIRST BAPTIST DAY CARE CENTER";"409 OLD MT HOLLY ROAD";"STANLEY";"NC";28164;"(704) 263-1166";"GS 110-106";3650311;"childcare@fbcstanley.org";"Not Available";"Child Care Center";"Yes";"Gaston";3650311;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3650311"
"JUDAH CHRISTIAN ACADEMY";"299 S PETERSON ST";"STANLEY";"NC";28164;"(704) 908-8088";"GS 110-106";36000600;"Not Available";"Not Available";"Child Care Center";"No";"Gaston";36000600;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=36000600"
"SPRINGFIELD ELEMENTARY PRE-KINDERGARTEN PROGRAM";"900 SOUTH MAIN STREET";"STANLEY";"NC";28164;"(704) 263-4091";"Five Star Center License";36000399;"dkmurphy@gaston.k12.nc.us";"Not Available";"Child Care Center";"No";"Gaston";36000399;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=36000399"
"THE GRACE SCHOOL CHILD DEVELOPMENT CENTER";"15448 LUCIA RIVERBEND HIGHWAY";"STANLEY";"NC";28164;"(704) 820-9442";"Five Star Center License";36000300;"TheGraceSchool@bellsouth.net";"Not Available";"Child Care Center";"Yes";"Gaston";36000300;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=36000300"
"TINY TOT CHILD DEVELOPMENT CENTER";"580 N C HWY 27 SOUTH";"STANLEY";"NC";28164;"(704) 263-9225";"Five Star Center License";3655257;"tinytotcdc@gmail.com";"Not Available";"Child Care Center";"Yes";"Gaston";3655257;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=3655257"
"HAPPY DAYS CHILD DEVELOPMENT CENTER, INC.";"439 NORTH MAIN STREET";"TROUTMAN";"NC";28166;"(704) 528-4464";"Four Star Center License";49000154;"sherryandkevin@roadrunner.com";"Not Available";"Child Care Center";"Yes";"Iredell";49000154;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=49000154"
"JACOBS LADDER CHILD DEVELOPMENT CENTER";"571 SOUTH MAIN STREET";"TROUTMAN";"NC";28166;"(704) 528-1962";"Three Star Center License";49000392;"jacobsladdercdc@yahoo.com";"Not Available";"Child Care Center";"Yes";"Iredell";49000392;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=49000392"
"LITTLE TOTS #3 EARLY LEARNING CENTER";"135 ELDER LANE";"TROUTMAN";"NC";28166;"(704) 508-1715";"Three Star Center License";49000529;"ronicabowers@yahoo.com";"Not Available";"Child Care Center";"Yes";"Iredell";49000529;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=49000529"
"TROUTMAN PRIME TIME FOR KIDS";"220 MAIN ST S";"TROUTMAN";"NC";28166;"(704) 832-2528";"Four Star Center License";49000253;"grover_linebarger@iss.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Iredell";49000253;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=49000253"
"MARYVALE DAY CARE SCHOOL";"2482 JUNE BUG ROAD";"VALE";"NC";28168;"(704) 276-2660";"GS 110-106";5559001;"mvsrs1961@hughes.net";"Not Available";"Child Care Center";"No";"Lincoln";5559001;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=5559001"
"NORTH BROOK ELEMENTARY PRE-K";"642 HIGHWAY 274";"VALE";"NC";28168;"(704) 276-2479";"Five Star Center License";55000091;"asain@lincoln.k12.nc.us";"Not Available";"Child Care Center";"No";"Lincoln";55000091;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=55000091"
"QUEST AT BANOAK ELEMENTARY";"7651 WEST NC HWY 10";"VALE";"NC";28168;"(704) 462-2849";"Four Star Center License";18000516;"kelly_nicholson@catawbaschools.net";"Not Available";"Child Care Center";"Yes";"Lincoln";18000516;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=18000516"
"ST. KATE'S KORNER";"2482 JUNE BUG ROAD";"VALE";"NC";28168;"(704) 276-2660";"GS 110-106";55000008;"mvsrs1961@hughes.net";"Not Available";"Child Care Center";"No";"Lincoln";55000008;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=55000008"
"THE PA-PAW PATCH, LLC";"3819 CAT SQUARE RD";"VALE";"NC";28168;"(704) 462-2435";"Three Star Center License";18000194;"thepapawpatch1@aol.com";"Not Available";"Child Care Center";"Yes";"Lincoln";18000194;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=18000194"
"UNION ELEMENTARY SCHOOL PRE K";"4875 REEPSVILLE ROAD";"VALE";"NC";28168;"(704) 276-1493";"Five Star Center License";55000171;"kdellinger4@lincoln.k12.nc.us";"Not Available";"Child Care Center";"No";"Lincoln";55000171;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=55000171"
"ALL MY CHILDREN";"1112 CENTER STREET";"WADESBORO";"NC";28170;"(704) 694-2128";"Four Star Family CC Home License";4000143;"ingrambarbara981@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Anson";4000143;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000143"
"C'S & T'S CHILD CARE, INC";"1705 MORVEN RD";"WADESBORO";"NC";28170;"(704) 694-3180";"Prov License";4000229;"mserababygirl@yahoo.com";"Not Available";"Child Care Center";"Yes";"Anson";4000229;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000229"
"CENTRAL CENTER FOR CHILDREN & FAMILIES";"351 WHITE STORE ROAD";"WADESBORO";"NC";28170;"(704) 694-2120";"Five Star Center License";4000140;"shanode.williams@uccainc.org";"Not Available";"Child Care Center";"Yes";"Anson";4000140;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000140"
"JANICE SMITH'S HOME CHILDCARE";"62 JIM HANNA LANE";"WADESBORO";"NC";28170;"(704) 694-2562";"Four Star Family CC Home License";4000185;"jansmith1smith@aol.com";"Not Available";"Family Child Care Home";"Yes";"Anson";4000185;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000185"
"KIM'S DAY CARE";"15 STURDIVANT ROAD";"WADESBORO";"NC";28170;"(704) 695-5287";"Four Star Family CC Home License";4000162;"amyroe91@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Anson";4000162;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000162"
"NEW PARKERS GROVE LITTLE DISCIPLES DAYCARE";"304 SALISBURY ST";"WADESBORO";"NC";28170;"(704) 465-2188";"Four Star Center License";4000221;"ndisciples@yahoo.com";"Not Available";"Child Care Center";"Yes";"Anson";4000221;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000221"
"OPEN DOORS CENTER FOR CHILDREN";"118 EAST MORGAN STREET";"WADESBORO";"NC";28170;"(704) 694-4292";"Five Star Center License";4000187;"cuabove@hotmail.com";"Not Available";"Child Care Center";"No";"Anson";4000187;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000187"
"SHIRLEY SMITH HAPPYFACE CHILDCARE CENTER";"677 FIRETOWER ROAD";"WADESBORO";"NC";28170;"(704) 270-4015";"Four Star Center License";4000201;"ShirlSmith37@gmail.com";"Not Available";"Child Care Center";"Yes";"Anson";4000201;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000201"
"SUSIE'S DAY CARE";"4472 NC 109 N";"WADESBORO";"NC";28170;"(704) 694-5453";"Four Star Center License";4000136;"susiesdaycare@windstream.net";"Not Available";"Child Care Center";"Yes";"Anson";4000136;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000136"
"TINA MAYE'S DAY CARE CENTER #2";"503 NORTH RUTHERFORD STREET";"WADESBORO";"NC";28170;"(704) 695-1148";"Four Star Center License";4000200;"tinamaye64@gmail.com";"Not Available";"Child Care Center";"Yes";"Anson";4000200;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000200"
"W & W #3";"609 SALISBURY STREET";"WADESBORO";"NC";28170;"(704) 694-7572";"Three Star Center License";455023;"auntbunny_71@yahoo.com";"Not Available";"Child Care Center";"Yes";"Anson";455023;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=0455023"
"BIG BLUE MARBLE-WAXHAW";"3930 PROVIDENCE RD";"WAXHAW";"NC";28173;"(704) 843-0925";"Three Star Center License";90000499;"center31@bbmacademy.com";"Not Available";"Child Care Center";"Yes";"Union";90000499;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000499"
"CHILDRENS LIGHTHOUSE";"9917 REA ROAD";"WAXHAW";"NC";28173;"(704) 841-7777";"Five Star Center License";90000419;"anna@childrenslighthousenc.com";"Not Available";"Child Care Center";"Yes";"Union";90000419;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000419"
"DUCKLINGS CHILD CARE SERVICES AT WAXHAW";"401 SOUTH JACKSON AVENUE";"WAXHAW";"NC";28173;"(704) 843-2317";"One Star Center License";90000389;"ducklingspreschool@hotmail.com";"Not Available";"Child Care Center";"No";"Union";90000389;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000389"
"KENSINGTON ELEMENTARY AFTER SCHOOL";"8701 KENSINGTON DRIVE";"WAXHAW";"NC";28173;"(704) 290-1675";"Five Star Center License";90000290;"latasha.richardson@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000290;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000290"
"LAURELWOOD COMMUNITY PRESCHOOL";"4710 WAXHAW-MARVIN ROAD";"WAXHAW";"NC";28173;"(704) 243-8580";"Five Star Center License";90000480;"kgartner@lcpwaxhaw.com";"laurelwoodcommunitypreschool.com";"Child Care Center";"No";"Union";90000480;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000480"
"MARVIN ELEMENTARY AFTER SCHOOL PROGRAM";"9700 MARVIN WEDDINGTON ROAD";"WAXHAW";"NC";28173;"(704) 843-9466";"Five Star Center License";90000226;"mary.sampson@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000226;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000226"
"NEW TOWN ELEMENTARY AFTER SCHOOL";"1100 WAXHAW INDIANTRAIL RD";"WAXHAW";"NC";28173;"(704) 320-3057";"Five Star Center License";90000340;"lurdes.ricketts@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000340;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000340"
"REA VIEW ELEMENTARY AFTER SCHOOL";"320 REID DAIRY ROAD";"WAXHAW";"NC";28173;"(704) 290-1534";"Five Star Center License";90000342;"sheila.floyd@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000342;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000342"
"SANDY RIDGE ELEMENTARY AFTER SCHOOL";"10101 WAXHAW MANOR DRIVE";"WAXHAW";"NC";28173;"(704) 290-1676";"Five Star Center License";90000291;"girija.iyer@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000291;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000291"
"THE GODDARD SCHOOL";"1528 PROVIDENCE ROAD SOUTH";"WAXHAW";"NC";28173;"(704) 243-0120";"Five Star Center License";90000396;"dwaxhawnc2@goddardschools.com";"Not Available";"Child Care Center";"Yes";"Union";90000396;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000396"
"WAXHAW ELEMENTARY";"1101 OLD PROVIDENCE ROAD";"WAXHAW";"NC";28173;"(704) 290-1590";"Five Star Center License";90000441;"yubely.zolke@ucps.k12.nc.us";"Not Available";"Child Care Center";"No";"Union";90000441;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000441"
"WAXHAW ELEMENTARY AFTER SCHOOL CARE PROGRAM";"1101 OLD PROVIDENCE ROAD";"WAXHAW";"NC";28173;"(704) 290-1592";"Five Star Center License";90000021;"tamika.miles@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000021;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000021"
"WAXHAW PRESBYTERIAN CHURCH CHILD DEV CTR";"8100 OLD WAXHAW MONROE RD";"WAXHAW";"NC";28173;"(704) 843-5577";"GS 110-106";90000177;"waxhawpresbcdc@windstream.net";"www.waxhawpc.org";"Child Care Center";"Yes";"Union";90000177;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000177"
"WESTERN UNION ELEMENTARY AFTER SCHOOL CARE";"411 WESTERN UNION SCHOOL RD";"WAXHAW";"NC";28173;"(704) 296-6334";"Five Star Center License";90000064;"virginia.ceasar@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";90000064;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000064"
"LITTLE SCHOLARS QUALITY FAMILY CHILDCARE";"103 BIG DIPPER COURT";"WINGATE";"NC";28174;"(704) 635-5967";"Three Star Family CC Home License";90000393;"lashaunda2009@hotmail.com";"Not Available";"Family Child Care Home";"Yes";"Union";90000393;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=90000393"
"TERESA POLK'S DAY CARE HOME";"1702 MUSSELLWHITE ROAD";"WINGATE";"NC";28174;"(704) 283-8932";"Four Star Family CC Home License";9005146;"Not Available";"teresaanngriff@aol.com";"Family Child Care Home";"Yes";"Union";9005146;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=9005146"
"WINGATE BAPTIST CHURCH DAY CARE";"108 EAST ELM STREET";"WINGATE";"NC";28174;"(704) 233-4419";"Four Star Center License";9051990;"wbcdaycare@charlotte.twcbc.com";"Not Available";"Child Care Center";"Yes";"Union";9051990;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=9051990"
"WINGATE ELEMENTARY AFTER SCHOOL CARE PROGRAM";"301 BIVENS ST";"WINGATE";"NC";28174;"(704) 233-9414";"Five Star Center License";9055094;"jill.jordan@ucps.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Union";9055094;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=9055094"
"BRIGHT HORIZONS FAMILY SOLUTIONS EARLY EDUCATION";"227 WEST TRADE STREET SUITE 410";"CHARLOTTE";"NC";28202;"(704) 333-3513";"Five Star Center License";60002195;"sonya.brendle@brighthorizons.com";"Not Available";"Child Care Center";"Yes";"Mecklenburg";60002195;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60002195"
"DORIS CAMPBELL DAY CARE HOME";"1009 GREENLEAF AVE";"CHARLOTTE";"NC";28202;"(704) 334-5843";"Four Star Family CC Home License";6006045;"campbellladybug@aol.com";"Not Available";"Family Child Care Home";"Yes";"Mecklenburg";6006045;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=6006045"
"FIRST PRESBYTERIAN CHURCH SCHOOLS";"200 W TRADE ST";"CHARLOTTE";"NC";28202;"(704) 376-8302";"Five Star Center License";60001762;"kdeal@firstpres-charlotte.org";"Not Available";"Child Care Center";"Yes";"Mecklenburg";60001762;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60001762"
"FIRST UNITED METHODIST CHILD DEVELOPMENT CENTER";"501 N TRYON STREET";"CHARLOTTE";"NC";28202;"(704) 333-4882";"Five Star Center License";6050428;"jpfumcdc@aol.com";"www.firstcharlottecdc.org";"Child Care Center";"Yes";"Mecklenburg";6050428;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=6050428"
"FIRST WARD ASEP";"715 NORTH CALDWELL STREET";"CHARLOTTE";"NC";28202;"(980) 343-5485";"Five Star Center License";60000885;"yolanda.wilson@cms.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Mecklenburg";60000885;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60000885"
"FIRST WARD CHILD DEVELOPMENT CENTER";"600 EAST 7TH ST";"CHARLOTTE";"NC";28202;"(704) 379-7924";"Five Star Center License";60001347;"etoliver@fwcdc.org";"www.fwcdc.org";"Child Care Center";"Yes";"Mecklenburg";60001347;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60001347"
"IRWIN ACADEMIC CENTER AFTER SCHOOL ENRICHMENT PROG";"329 N IRWIN AVE";"CHARLOTTE";"NC";28202;"(980) 343-5480";"Five Star Center License";60000735;"montangim.blount@cms.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Mecklenburg";60000735;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60000735"
"METRO SCHOOL";"405 SOUTH DAVIDSON STREET";"CHARLOTTE";"NC";28202;"(980) 343-5450";"Five Star Center License";60003464;"fermandis.dyson@cms.k12.nc.us";"Not Available";"Child Care Center";"No";"Mecklenburg";60003464;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60003464"
"BETHLEHEM CENTER SOUTHSIDE HEAD START";"2617 BALTIMORE AVE";"CHARLOTTE";"NC";28203;"(704) 371-6470";"Five Star Center License";60000829;"twalker@bethlehemcenter.org";"www.bethlehemcenter.org";"Child Care Center";"Yes";"Mecklenburg";60000829;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60000829"
"CHARLOTTE MONTESSORI SCHOOL";"219 EAST BLVD";"CHARLOTTE";"NC";28203;"(704) 332-7733";"Three Star Center License";60000557;"vtucker@charlottemontessori.com";"www.charlottemontessori.com";"Child Care Center";"No";"Mecklenburg";60000557;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60000557"
"CHARLOTTE MONTESSORI SCHOOL KINGSTON";"220 EAST KINGSTON AVENUE";"CHARLOTTE";"NC";28203;"(704) 332-7733";"Three Star Center License";60003682;"vtucker@charlottemontessori.com";"www.charlottemontessori.com";"Child Care Center";"No";"Mecklenburg";60003682;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60003682"
