ID;Title;Notice;Type;License_ID;Contact_Name;Street_Address;City;State;Zip;Lat;Lon;Phone;Url;Ages_Served;Monday_Hours;Tuesday_Hours;Wednesday_Hours;Thursday_Hours;Friday_Hours;Saturday_Hours;Sunday_Hours;Regulation;Total_Capacity;Licensed_Capacity;In_Operation;Total_Openings;Openings_As_Of;Staff_Languages_Offered;Environment;Meals;Program_Elements/Offerings;Provider_Primary_Language;Policies;Schedule;Year_Schedule;Extended_Hour_Care;Behavior_Related;Special_Needs;Special_Skills;Transportation;DHS_Subsidy;Spark_Rating
1526466;CAP Periwinkle;Accepting Children During COV19 Reopen;License Center;CC501754;;2196 21st Avenue SE;Albany;OR;97322;44.6212178;-123.0781876;(541) 967-9322;http://www.communityafterschoolprogram.org;5 Years 0 Months - 11 Years 12 Months;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;;;;Licensed Child Care Center;60;60;12 Years and 5 Months;0;9/1/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;USDA Food Program, Snacks Provided;Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Temp/Emergency, Part-time, Before School, After School;School Year Only;;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;C2Q
1527562;Flutterby;Accepting Children During COV19 Reopen;Licensed Home;RF520078;Paula;;Albany;OR;97322;;;(541) 971-8089;;0 Years 6 Months - 10 Years 12 Months;6:00am - 11:00pm;6:00am - 11:00pm;6:00am - 11:00pm;6:00am - 11:00pm;6:00am - 11:00pm;;;Registered Family Child Care;10;10;17 Years and 9 Months;3;12/2/2020;;Completely Fenced Yard;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities;;Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Rotating;Full Year;Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Flexible am, Flexible pm;;;;Near public transportation, Near school bus;Willing to accept DHS, DHS listed;C2Q
1525931;Good Shepherd Lutheran School and Child Care;Accepting Children During COV19 Reopen;License Center;CC501519;;1910 34th Avenue SE;Albany;OR;97322;44.6099808;-123.0801959;(541) 926-0246;;0 Years 1 Months - 5 Years 12 Months;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;;;Licensed Child Care Center;130;130;14 Years and 0 Months;4;10/12/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Center With Separate Preschool Enrollment;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Diabetes, Mobility Assistance, Accessible Bathroom, Asthma, Socialization Supports, Medication Monitoring;;;Willing to accept DHS, DHS listed;C2Q
1527266;KB Family Care;Accepting Children During COV19 Reopen;Licensed Home;RF523169;Kori-Lin;;Albany;OR;97322;;;(541) 207-8835;;1 Years 0 Months - 12 Years 12 Months;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;;;Registered Family Child Care;10;10;10 Years and 10 Months;0;11/23/2020;;Covered Outdoor Play, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, Open Holidays, After School;Full Year;;ADD/ADHD, No Experience/Willing To Learn;Diapering/Toileting Assistance, Asthma;;Near public transportation, Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1524957;Little People's Childcare;Accepting Children During COV19 Reopen;Licensed Home;CF502313;Julie;;Albany;OR;97322;;;(541) 223-1681;;1 Years 0 Months - 6 Years 0 Months;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;;;Certified Family Child Care;16;16;12 Years and 9 Months;3;10/30/2020;;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, 24-Hour, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Overnight (Between 10pm and 3am), Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;;Medication Monitoring, Specialized Equipment;;;Willing to accept DHS, DHS listed;C2Q
1526747;Ni�os AJC;;Licensed Home;RF523962;Clementina;;Albany;OR;97322;;;(541) 730-5792;;0 Years 1 Months - 12 Years 12 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Registered Family Child Care;10;10;15 Years and 5 Months;3;9/25/2019;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Dual Languages, Scheduled Activities, Organized Outdoor Activities;Spanish;Have References, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;;No Experience/Willing To Learn;;;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1526677;Stepping Stones;Accepting Children During COV19 Reopen;Licensed Home;RF017400;Sheryl;;Albany;OR;97322;;;(541) 974-9740;;0 Years 1 Months - 17 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Registered Family Child Care;10;10;22 Years and 10 Months;0;10/6/2020;;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Drop-in, Before School, Rotating, Open Holidays, After School;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;Near public transportation, Near school bus;NOT willing to accept DHS;C2Q
1525746;Galyna;Accepting Children During COV19 Reopen;Licensed Home;RF520998;Galyna;;Albany;OR;97322;;;(541) 928-6837;;0 Years 1 Months - 12 Years 12 Months;;;;;;;;Registered Family Child Care;10;10;10 Years and 9 Months;0;4/21/2020;Russian;;;;Russian;;Full-time, Part-time;Full Year;;;;;;Willing to accept DHS;
1526457;Vicki;Accepting Children During COV19 Reopen;License Exempt Home;;Vicki;;Albany;OR;97322;;;(541) 401-1890;;0 Years 3 Months - 11 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;;3;3;17 Years and 2 Months;0;9/24/2020;;Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have References, Pay When Child Is In Care Or Not, Needs Payment In Advance;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, Open Holidays, After School;Full Year;Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Asthma;;Near public transportation, Near school bus;NOT willing to accept DHS;
1528550;Silvia;Accepting Children During COV19 Reopen;Licensed Home;RF522203;Silvia;;Albany;OR;97322;;;(503) 707-5194;;0 Years 1 Months - 11 Years 12 Months;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;Registered Family Child Care;10;10;4 Years and 9 Months;6;9/18/2020;Spanish;Covered Outdoor Play, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Homework Assistance;Spanish;Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, 24-Hour, Open Holidays, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Overnight (Between 10pm and 3am), Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, No Experience/Willing To Learn;;;Near public transportation, Transports to/from Sports/Activities, Near school bus, Transports to/from child's home;Willing to accept DHS, DHS listed;
1526989;Animal Crackers Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF032879;Shelly;;Albany;OR;97322;;;(541) 936-4889;;0 Years 2 Months - 12 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Registered Family Child Care;10;10;14 Years and 1 Months;0;12/3/2020;;Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Drop-in, Before School, Rotating, After School;Full Year;Flexible am, Flexible pm;Challenging Behavior Supervision/Supports;;;Walking distance to school;Willing to accept DHS, DHS listed;
1531464;Boys & Girls Club of Albany;Accepting Children During COV19 Reopen;License Exempt Center;RA3378;;1215 SE Hill St;Albany;OR;97322;44.6297153;-123.0905362;(541) 926-6666;http://www.bgc-albany.org;6 Years 0 Months - 18 Years 12 Months;7:30am - 4:00pm;7:30am - 4:00pm;7:30am - 4:00pm;7:30am - 4:00pm;7:30am - 4:00pm;;;;135;135;13 Years and 5 Months;10;9/9/2020;;;Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities;;;Full-time, Part-time, Drop-in, Before School, After School;School Year Only;;;;;Near school bus;Willing to accept DHS;
1527783;Charity's Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF521357;Charity;;Albany;OR;97322;;;(541) 981-2746;;0 Years 1 Months - 5 Years 12 Months;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;;;Registered Family Child Care;10;10;12 Years and 4 Months;2;9/18/2020;Spanish;Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;Flexible am;;Diapering/Toileting Assistance, Asthma, Socialization Supports, Medication Monitoring;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;NOT willing to accept DHS;
1527557;Debi's Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF518111;Debora;;Albany;OR;97322;;;(541) 974-3588;;0 Years 1 Months - 11 Years 12 Months;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;Registered Family Child Care;10;10;15 Years and 1 Months;0;10/27/2020;;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Outdoor Play Area;Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have References, Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, 24-Hour, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Overnight (Between 10pm and 3am), Weekend (regular care on Saturday and/or Sunday);Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Communication Supports, Socialization Supports;;Near school bus;Willing to accept DHS, DHS listed;
1528659;Elizabeth's Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF524125;Elizabeth;;Albany;OR;97322;;;(541) 979-6229;;0 Years 1 Months - 12 Years 12 Months;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;;;Registered Family Child Care;10;10;4 Years and 3 Months;0;10/6/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, After School;Full Year;;Autism;Diapering/Toileting Assistance, Medication Monitoring;Domestic violence/abuse training, Medical support training, Diversity training;Near school bus;Willing to accept DHS, DHS listed;
1526768;Erin's Home Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF522302;Erin;;Albany;OR;97322;;;(541) 990-9572;;0 Years 1 Months - 12 Years 12 Months;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;;;Registered Family Child Care;10;10;8 Years and 7 Months;0;8/4/2020;;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Must Be Potty Trained, Liability Insurance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;No Experience/Willing To Learn;;;Walking distance to school, Near school bus;NOT willing to accept DHS;
1530494;Heather's Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF521263;Heather;;Albany;OR;97322;;;(541) 979-4600;;0 Years 1 Months - 12 Years 0 Months;7:00am - 5:00pm;7:00am - 5:00pm;7:00am - 5:00pm;7:00am - 5:00pm;7:00am - 5:00pm;;;Registered Family Child Care;10;10;10 Months;0;10/5/2020;;;;;;;Full-time;Full Year;;;;;;NOT willing to accept DHS;
1525266;KB Sitting;Accepting Children During COV19 Reopen;Licensed Home;RF520040;Kely;;Albany;OR;97322;;;(541) 999-8572;;0 Years 1 Months - 10 Years 12 Months;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;;;Registered Family Child Care;10;10;12 Years and 10 Months;0;10/6/2020;;Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have References, Written Contract, Pay When Child Is In Care Or Not;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;;No Experience/Willing To Learn;Diapering/Toileting Assistance, Accessible Bathroom;;Transports to/from child's home;Willing to accept DHS, DHS listed;
1529574;Perkins Playpen;;License Exempt Home;;Cynthia;;Brownsville;OR;97327;;;(541) 401-1968;;0 Years 1 Months - 12 Years 0 Months;5:00am - 9:00pm;5:00am - 9:00pm;5:00am - 9:00pm;5:00am - 9:00pm;5:00am - 9:00pm;5:00am - 9:00pm;;;3;3;2 Years and 3 Months;3;4/29/2020;;Pets Separate From Children, Outdoor Play Structure, Outdoor Play Area;Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional weekend, Flexible am, Flexible pm;;Diapering/Toileting Assistance, Accessible Bathroom, Medication Monitoring;;Near school bus;Willing to accept DHS;
