"License Number";"License Type";"Name of Program";"AddressLine1";"AddressLine2";"AddressLine3";"City";"State";"Zip";"County";"Phone";"License Status";"License Holder";"Capacity";"Type Of License";"Restrictions";"Services";"Licensing Authority";"Initial Effective Date";"Current Effective Date";"Expiration Date";"License Holder Lives Onsite"
1025915;"Child Care Center";"Kootasca Head Start I.C.C.";"1851 Highway 169E";;;"Grand Rapids";"MN";55744;"Itasca";"(218) 327-4478";"Active";"Kootasca Community Action, Inc.";42;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/09/2003";"09/22/2020";"12/31/2020";"   "
1048346;"Child Care Center";"Krayola Kids Childcare Center";"750 Golden Way NE";;;"Isanti";"MN";55040;"Isanti";"(763) 444-8228";"Active";"Krayola Kids Childcare Center";121;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/30/2007";"01/01/2020";"12/31/2020";"   "
1095339;"Child Care Center";"L.O.V.E Christian Childcare";"5590 Babcock Trail";;;"Inver Grove Heights";"MN";"55077-0000";"Dakota";"(651) 414-9756";"Active";"Crossroads United Methodist Church";102;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/04/2019";"01/01/2020";"12/31/2020";"   "
801317;"Child Care Center";"La Creche Early Childhood Centers, Inc.";"1800 Olson Memorial Hwy";;;"Minneapolis";"MN";55411;"Hennepin";"(612) 377-1786";"Active";"La Creche Early Childhood Centers, Inc.";82;"Infants     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1989";"01/01/2020";"12/31/2020";"   "
1078301;"Child Care Center";"La Creche II Early Childhood Centers Inc";"1120 OLIVER AVE N";;;"Minneapolis";"MN";"55411-3735";"Hennepin";"(612) 521-4384";"Active";"La Creche Early Childhood Centers, Inc.";32;"Infants     Toddlers       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/25/2016";"01/01/2020";"12/31/2020";"   "
1001324;"Child Care Center";"La Petite Academy";"9440 36th AVE N";;;"New Hope";"MN";55427;"Hennepin";"(763) 546-8666";"Active";"La Petite Academy Inc";125;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/24/1999";"01/01/2020";"12/31/2020";"   "
1094109;"Child Care Center";"Ladybug No. 1, LLC ( DBA Ladybug Child Care Center) ";"306 Lake Hazeltine Dr";;;"Chaska";"MN";55318;"Carver";"(952) 448-7202";"Active";"Ladybug No. 1, LLC ";153;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/21/2019";"01/01/2020";"12/31/2020";"   "
1094113;"Child Care Center";"Ladybug NO. 2, LLC ( DBA Ladybug Child Care Center) ";"859 Vista Blvd";;;"Waconia";"MN";55387;"Carver";"(952) 442-5057";"Active";"Ladybug Child Care Centers Inc. Attn:Michelle Kraus";165;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/21/2019";"01/01/2020";"12/31/2020";"   "
1092355;"Child Care Center";"Ladybug No. 3 LLC. (DBA Ladybug Child Care Center)";"1610 Lusitano St.";;;"Shakopee";"MN";55379;"Scott";"(952) 657-5681";"Active";"Ladybug No. 3. LLC";150;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/05/2018";"01/01/2020";"12/31/2020";"   "
1063518;"Child Care Center";"Lake Area Discovery Center @ Faith Lutheran Church";"886 North Shore Dr";;;"Forest Lake";"MN";55025;"Washington";"(651) 464-3323";"Active";"Lake Area Discovery Center";80;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/04/2012";"01/01/2020";"12/31/2020";"   "
1080972;"Child Care Center";"Lake Area Discovery Center @ Faithful Shepherd Catholic School";"3355 Columbia Dr";;;"Eagan";"MN";55121;"Dakota";"(651) 406-4747";"Active";"Lake Area Discovery Center";60;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/07/2016";"01/01/2020";"12/31/2020";"   "
1029801;"Child Care Center";"Lake Area Discovery Center @ Our Savior's Lutheran Church";"1616 W Olive St";;;"Stillwater";"MN";55082;"Washington";"(651) 439-5704";"Active";"Lake Area Discovery Center";76;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/30/2004";"01/01/2020";"12/31/2020";"   "
1000508;"Child Care Center";"Lake Area Discovery Center @ Redeemer Lutheran";"3770 Bellaire Ave";;;"White Bear Lake";"MN";55110;"Ramsey";"(651) 762-7884";"Active";"Lake Area Discovery Center";65;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/19/1999";"01/01/2020";"12/31/2020";"   "
1078911;"Child Care Center";"Lake Area Discovery Center @ St Barts Catholic School";"630 E Wayzata Blvd";;;"Wayzata";"MN";55391;"Hennepin";"(952) 473-6189";"Active";"Lake Area Discovery Center";54;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/16/2015";"01/01/2020";"12/31/2020";"   "
1080971;"Child Care Center";"Lake Area Discovery Center @ St Helenas Catholic School";"3200 E 44th St";;;"Minneapolis";"MN";55406;"Hennepin";"(612) 729-9301";"Active";"Lake Area Discovery Center";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/19/2016";"01/01/2020";"12/31/2020";"   "
1060112;"Child Care Center";"Lake Area Discovery Center @ St Jude of the Lake";"600 Mahtomedi Ave";;;"Mahtomedi";"MN";55115;"Washington";"(651) 426-2562";"Active";"Lake Area Discovery Center";93;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/2011";"01/01/2020";"12/31/2020";"   "
1075699;"Child Care Center";"Lake Area Discovery Center at Annunciation";"509 W 54th St";;;"Minneapolis";"MN";55419;"Hennepin";"(651) 762-7884";"Active";"Lake Area Discovery Center";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/27/2014";"01/01/2020";"12/31/2020";"   "
1074044;"Child Care Center";"Lake Area Discovery Center at Annunciation School";"525 W 54th St";;;"Minneapolis";"MN";55419;"Hennepin";"(612) 823-4394";"Active";"Lake Area Discovery Center";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/27/2014";"01/01/2020";"12/31/2020";"   "
1013352;"Child Care Center";"Lake Area Discovery Center at Community of Grace Lutheran Church";"4000 Linden St";;;"White Bear Lake";"MN";55110;"Ramsey";"(651) 233-6407";"Active";"Lake Area Discovery Center";85;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2001";"01/01/2020";"12/31/2020";"   "
1098635;"Child Care Center";"Lake Area Discovery Center at Hosanna";"9300 Scandia Trail N";;;"Forest Lake";"MN";55025;"Washington";"(651) 464-5502";"Active";"Lake Area Discovery Center";80;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/03/2019";"09/08/2020";"12/31/2020";"   "
1074042;"Child Care Center";"Lake Area Discovery Center at St Josephs School";"41 E First St";;;"Waconia";"MN";55387;"Carver";"(952) 442-4500";"Active";"Lake Area Discovery Center";54;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/2014";"01/01/2020";"12/31/2020";"   "
1053998;"Child Care Center";"Lake Area Discovery Center at Trinity";"115 N 4th St";;;"Stillwater";"MN";55082;"Washington";"(651) 439-7400";"Active";"Lake Area Discovery Center";86;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/03/2009";"01/01/2020";"12/31/2020";"   "
1103779;"Child Care Center";"Lake Area Discovery Center at Trinity Falls";"5212 41ST AVE S";;;"Minneapolis";"MN";"55417-2206";"Hennepin";"(612) 724-3691";"Active";"Lake Area Discovery Center";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/29/2020";"09/29/2020";"12/31/2020";"   "
1080770;"Child Care Center";"Lake Country School - Montessori Learning Environments";"3755 Pleasant Ave S";;;"Minneapolis";"MN";55409;"Hennepin";"(612) 827-3707";"Active";"Lake Country School - Montessori Learning Environments";90;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/20/2016";"01/01/2020";"12/31/2020";"   "
801330;"Child Care Center";"Lake Harriet Christian Child Care Center";"5009 Beard Ave S";;;"Minneapolis";"MN";55410;"Hennepin";"(612) 926-2283";"Active";"Lake Harriet Christian Child Care Center";69;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/29/1983";"01/01/2020";"12/31/2020";"   "
801332;"Child Care Center";"Lake Harriet Montessori School";"915 W 45TH ST";;;"Minneapolis";"MN";"55419-0000";"Hennepin";"(612) 747-8284";"Active";"Lake Harriet Montessori School, Inc.";40;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1984";"01/01/2020";"12/31/2020";"   "
801331;"Child Care Center";"Lake Harriet United Methodist Preschool";"4901 Chowen Ave S";" ";;"Minneapolis";"MN";55410;"Hennepin";"(612) 926-8043";"Active";"Lake Harriet United Methodist Church";50;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1953";"01/01/2020";"12/31/2020";"   "
1103911;"Child Care Center";"Lake Superior Zoo School";"7210 FREMONT ST";;;"Duluth";"MN";"55807-1854";"St. Louis";"(218) 730-4500";"Active";"Arrowhead Zoological Society, Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/2020";"09/08/2020";"12/31/2020";"   "
1076984;"Child Care Center";"Laker Prep Early Childhood Center";"551 11TH AVE ";;;"Detroit Lakes";"MN";"56501-3720";"Becker";"(218) 844-5600";"Active";"Laker Prep Preschool LLC";83;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/20/2015";"01/01/2020";"12/31/2020";"   "
1059712;"Child Care Center";"Laker Prep Preschool LLC";"807 13th Ave SE";;;"Detroit Lakes";"MN";"56501-0000";"Becker";"(218) 844-5600";"Active";"Laker Prep Preschool LLC";25;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2011";"01/01/2020";"12/31/2020";"   "
1016319;"Child Care Center";"Lakes & Prairies Head Start";"112 1ST AVE SE";;;"Dilworth";"MN";"56529-1466";"Clay";"(218) 512-1531";"Active";"Lakes and Prairies Community Action Partnership";22;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/27/2002";"01/02/2020";"12/31/2020";"   "
1087487;"Child Care Center";"Lakes & Prairies Head Start";"861 Belsly Blvd";;;"Moorhead";"MN";56560;"Clay";"(218) 512-1516";"Active";"Lakes and Prairies Community Action Partnership";34;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/11/2017";"01/01/2020";"12/31/2020";"   "
800542;"Child Care Center";"Lakes & Prairies Head Start";"715 11TH ST N STE 402";;;"Moorhead";"MN";"56560-2071";"Clay";"(218) 512-1500";"Active";"Lakes and Prairies Community Action Partnership";57;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/01/1988";"01/02/2020";"12/31/2020";"   "
1082959;"Child Care Center";"Lakes and Pines Head Start";"28005 Old Towne Rd";;;"Chisago City";"MN";55013;"Chisago";"(320) 679-1800";"Active";"Lakes & Pines Community Action Council Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/2017";"01/01/2020";"12/31/2020";"   "
1082965;"Child Care Center";"Lakes and Pines Head Start Cloquet";"1418 Doddridge Ave";;;"Cloquet";"MN";55720;"Carlton";"(320) 679-1800";"Active";"Lakes & Pines Community Action Council Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/23/2017";"01/01/2020";"12/31/2020";"   "
1082966;"Child Care Center";"Lakes and Pines Head Start Mora";"1700 Maple Ave E";;;"Mora";"MN";"55051-1227";"Kanabec";"(320) 679-1800";"Active";"Lakes & Pines Community Action Council Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/23/2017";"01/01/2020";"12/31/2020";"   "
801342;"Child Care Center";"Lakes Head Start";"1790 11th St SE";" ";;"Forest Lake";"MN";55025;"Washington";"(651) 464-7505";"Active";"Anoka County Community Action Program,  Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/05/1984";"01/01/2020";"12/31/2020";"   "
1105717;"Child Care Center";"Lakeside Early Learning";"4628 PITT ST";;;"Duluth";"MN";"55804-1557";"St. Louis";"(218) 591-6482";"Active";"Lakeside Early Learning";110;"Toddlers     Preschool       ";"Toddler rooms ages 2.5 or less limited to 10 children";"Child Care Center";"Minnesota Department of Human Services";"08/31/2020";"08/31/2020";"12/31/2020";"   "
801349;"Child Care Center";"Lakeside Presbyterian Nursery School";"4430 McCulloch St";" ";;"Duluth";"MN";55804;"St. Louis";"(218) 525-1967";"Active";"Lakeside Presbyterian Church";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/01/1965";"10/08/2020";"12/31/2020";"   "
801352;"Child Care Center";"Lakeview Christian Academy Preschool";"155 W Central Entrance";" ";" ";"Duluth";"MN";55811;"St. Louis";"(218) 723-8844";"Active";"Lakeview Christian Academy, Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/13/1989";"06/08/2020";"12/31/2020";"   "
1093452;"Child Care Center";"Lakewood Little Lynx Preschool";"5207 N TISCHER RD";;;"Duluth";"MN";"55804-3010";"St. Louis";"(218) 336-8870";"Pending Reopening";"Lakewood Elementary School Foundation ";20;;"None";"Child Care Center";"Minnesota Department of Human Services";"09/04/2018";"01/01/2020";"12/31/2020";"   "
1006246;"Child Care Center";"Lambs Christian Day Care and Preschool";"5939 Oliver Ave SW";;;"Cokato";"MN";55321;"Wright";"(320) 286-2861";"Active";"Good Shepherd Free Lutheran Church";35;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/07/2000";"01/01/2020";"12/31/2020";"   "
801356;"Child Care Center";"Lanesboro Child Care Center";"100 Kirkwood";" ";;"Lanesboro";"MN";55949;"Fillmore";"(507) 467-2175";"Active";"Lanesboro Public School District 0229-01";106;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/1988";"09/22/2020";"12/31/2020";"   "
1077905;"Child Care Center";"Language of Love Spanish Immersion LLC";"14100 Valley View Rd";;;"Eden Prairie";"MN";55344;"Hennepin";"(612) 298-5521";"Active";"Language of Love Spanish Immersion LLC";74;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/23/2015";"01/01/2020";"12/31/2020";"   "
1077022;"Child Care Center";"Language of Love Spanish Immersion LLC";"323 Birch St";;;"Waconia";"MN";55387;"Carver";"(612) 298-5521";"Active";"Language of Love Spanish Immersion LLC";60;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/15/2015";"01/01/2020";"12/31/2020";"   "
1047153;"Child Care Center";"Lasting Impressions Child Care Learning Center";"2515 Wabash Ave Ste 200";;;"Saint Paul";"MN";55114;"Ramsey";"(651) 227-9409";"Active";"Ohana Services Associates, LLC";99;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/03/2007";"01/01/2020";"12/31/2020";"   "
1063994;"Child Care Center";"Laugh & Learn";"1506 Washington Ave";;;"Cloquet";"MN";55720;"Carlton";"(218) 879-6707";"Active";"Laugh & Learn";76;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2013";"01/01/2020";"12/31/2020";"   "
1101179;"Child Care Center";"Laugh & Learn";"4715 HERMANTOWN RD";;;"Hermantown";"MN";"55811-4302";"St. Louis";"(218) 206-7345";"Active";"Laugh & Learn";73;"Infants     Toddlers     Preschool     School-Age       ";"Per Fire Inspector- Fire temporary to 12/30/19";"Child Care Center";"Minnesota Department of Human Services";"10/14/2019";"01/01/2020";"12/31/2020";"   "
1096119;"Child Care Center";"Laurel Academy Early Learning Center";"6558 Laketowne Place";;;"Albertville";"MN";"55301-0000";"Wright";"(763) 269-5003";"Active";"Laurel Academy Early Learning Center";137;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/28/2019";"09/24/2020";"12/31/2020";"   "
