"full_name";"owner_name";"license_no";"license_status";"license_type";"mailing_address_line_1";"mailing_address_city";"mailing_address_state";"mailing_address_zipcode";"mailing_address_county";"mailing_address_phone";"physical_address_line_1";"physical_address_city";"physical_address_state";"physical_address_zipcode";"physical_address_county";"physical_address_phone";"director_first_name";"director_last_name";"capacity";"age_wks_lo";"age_mos_lo";"age_yrs_lo";"age_yrs_hi"
"Girls Incorporated Of New Hampshire, Manchester Division";"Girls Incorporated Of New Hampshire";"CCCB-05507";"Active";"Center Based Program License";"340 Varney Street";"Manchester";"NH";03102;"Hillsborough";(603) 623-1117;"340 Varney Street";"Manchester";"NH";03102;"Hillsborough";(603) 623-1117;"Christine";"Celata";92;;;5;16
"The Family Place Head Start";"Southern New Hampshire Services, Inc.";"CCCB-06605";"Active";"Center Based Program License";"PO Box 5040";"Manchester";"NH";03108;"Hillsborough";(603) 232-7544;"177 Lake Avenue";"Manchester";"NH";03103;"Hillsborough";(603) 232-7544;"Cynthia";"Carlson";20;;9;2;6
"Head Start at MCC";"Southern New Hampshire Services, Inc.";"CCCB-06345";"Active";"Center Based Program License";"P.O. Box 5040";"Manchester";"NH";03108;"Hillsborough";(603) 623-2332;"1066 Front Street";"Manchester";"NH";03104;"Hillsborough";(603) 623-2332;"Haley";"Gardner";14;;;3;6
"Manchester Head Start West";"Southern New Hampshire Services, Inc.";"CCCB-06675";"Active";"Center Based Program License";"PO Box 5040";"Manchester";"NH";03108;"Hillsborough";"6036665982x23";"435 South Main Street";"Manchester";"NH";03102;"Hillsborough";"6036665982 x23";"Donna";"Sargent";19;;;3;6
"Just Like Home Child Care";"Melissa Savary";"CCFB-06523";"Active";"Family Based Program License";"80 Woodbine Avenue";"Manchester";"NH";03109;"Hillsborough";(603) 669-3736;"80 Woodbine Avenue";"Manchester";"NH";03109;"Hillsborough";(603) 669-3736;"Melissa ";"Savary";5;6;;;10
"Elemenope Principles Child Learning Center";"Elemenope Principles Child Learning Center LLC";"CCCB-06424";"Active";"Center Based Program License";"1201 Candia Road";"Manchester";"NH";03109;"Hillsborough";(603) 232-5225;"1201 Candia Road";"Manchester";"NH";03109;"Hillsborough";(603) 232-5225;"Marquetta";"Sophos";65;6;;;12
"Colorful Apples Learning Center";"Colorful Apples Learning Center, LLC";"CCCB-06366";"Active";"Center Based Program License";"91 Penacook Street";"Manchester";"NH";03104;"Hillsborough";(603) 623-0678;"91 Penacook Street";"Manchester";"NH";03104;"Hillsborough";(603) 623-0678;"Amanda";"Amato";11;6;;;12
"Above & Beyond Childcare - Manchester";"Above & Beyond Childcare, Inc.";"CCCB-06700";"Active";"Center Based Program License";"47 Depot Road";"Manchester";"NH";03103;"Hillsborough";(603) 782-5689;"47 Depot Road";"Manchester";"NH";03103;"Hillsborough";(603) 782-5689;"Rebecca ";"Collins";67;6;;;12
"Manchester Child Development Center";"O.S. Education Group, Inc.";"CCCB-06509";"Active";"Center Based Program License";"2020 Goff Falls Road";"Manchester";"NH";03103;"Hillsborough";(603) 629-0037;"2020 Goff Falls Road";"Manchester";"NH";03103;"Hillsborough";(603) 629-0037;"Judith";"Patriquin";81;6;;;12
"The World of Discovery";"The World of Discovery, Inc";"CCCB-06514";"Active";"Center Based Program License";"71 Mooresville Road";"Manchester";"NH";03103;"Hillsborough";(603) 627-7577;"71 Mooresville Road";"Manchester";"NH";03103;"Hillsborough";(603) 627-7577;"Holly";"Noiseux";85;6;;;12
"Easter Seals NH Child Development & Family Resource Center";;"CCCB-06531";"Active";"Center Based Program License";"435 South Main Street";"Manchester";"NH";03102;"Hillsborough";(603) 666-5982;"435 South Main Street";"Manchester";"NH";03102;"Hillsborough";(603) 666-5982;"Kimberly ";"McKenney";227;6;;;12
"New Morning After School Program @ McDonough";"New Morning Schools, LLC";"CCCB-06474";"Active";"Center Based Program License";"23 Back River Road";"Bedford";"NH";03110;"Hillsborough";;"550 Lowell Street";"Manchester";"NH";03104;"Hillsborough";(603) 669-3591;"Stacy";"Rocca";75;;10;4;12
"New Morning Before and After School Programs @ Smyth Road School";"New Morning Schools, LLC";"CCCB-06465";"Active";"Center Based Program License";"23 Back River Road";"Bedford";"NH";03110;"Hillsborough";;"245 Bruce Road";"Manchester";"NH";03104;"Hillsborough";(603) 669-3591;"Diane";"Jones";89;;10;4;12
"New Morning Before and After School Programs @ Northwest";"New Morning Schools, LLC";"CCCB-06471";"Active";"Center Based Program License";"23 Back River Road";"Bedford";"NH";03110;"Hillsborough";(603) 669-3591;"300 Youville Street";"Manchester";"NH";03102;"Hillsborough";(603) 669-3591;"Alycia";"Sprague";75;;10;4;12
"New Morning Before and After School Programs @ Parker Varney";"New Morning Schools, LLC";"CCCB-06470";"Active";"Center Based Program License";"23 Back River Road";"Bedford";"NH";03110;"Hillsborough";(603) 714-8693;"223 James A. Pollock Drive";"Manchester";"NH";03102;"Hillsborough";(603) 714-8693;"Allyson";"Fritz";50;;10;4;12
"Manchester Community College Child Development Center";"Manchester Community College";"CCCB-06501";"Active";"Center Based Program License";"1066 Front Street";"Manchester";"NH";03102;"Hillsborough";(603) 206-8098;"1066 Front Street";"Manchester";"NH";03102;"Hillsborough";(603) 206-8098;"Deborah";"Booker";31;;10;2;12
"YMCA of Downtown Manchester Schools Out @ Polaris";"YMCA of Downtown Manchester Schools Out @ Polaris";"CCCB-06691";"Active";"Center Based Program License";"30 Mechanic Street";"Manchester";"NH";03101;"Hillsborough";(603) 232-8670;"100 Coolidge Avenue";"Manchester";"NH";03102;"Hillsborough";(603) 232-8670;"Caroline";"Doherty";40;;;5;12
"Reach for the Stars Child Development Center";"Reach for the Stars Child Development Center, LLC";"CCCB-06340";"Active";"Center Based Program License";"30 South Elm Street";"Manchester";"NH";03103;"Hillsborough";(603) 568-9466;"30 South Elm Street";"Manchester";"NH";03101;"Hillsborough";(603) 568-9466;"Lisa ";"Pease";50;;;2;12
"North End Montessori School";"North End Montessori School, LLC";"CCCB-06718";"Active";"Center Based Program License";"698 Beech Street";"Manchester";"NH";03104;"Hillsborough";(603) 621-9011;"698 Beech Street";"Manchester";"NH";03104;"Hillsborough";(603) 621-9011;"Susan";"Bradley";120;8;;;13
"ABC Day Nursery";"Dorothy Demers";"CCCB-00626";"Active";"Center Based Program License";"108 Revere Avenue";"Manchester";"NH";03109;"Hillsborough";(603) 668-5460;"108 Revere Avenue";"Manchester";"NH";03109;"Hillsborough";(603) 668-5460;"Dorothy   ";"Demers";20;;;2;14
"Friends-N-Fun";"Cindy Bechard";"CCFB-05374";"Active";"Family Based Program License";"304 Jaffrey Road";"Marlborough";"NH";03455;"Cheshire";(603) 876-4958;"304 Jaffrey Road";"Marlborough";"NH";03455;"Cheshire";(603) 876-4958;"Cindy     ";"Bechard";6;;2;;9
"Inter-Lakes Day Care Center -  ""Seven Upper Club""";"Inter-Lakes Day Care Center, Inc.";"CCCB-02645";"Active";"Center Based Program License";"PO Box 1730";"Meredith";"NH";03253;"Belknap";(603) 279-8903;"25 Laker Lane, Route 25";"Meredith";"NH";03253;"Belknap";(603) 279-8903;"Bryanna   ";"Simpson";30;;;5;12
"Inter-Lakes Day Care Center And Nursery School";"Inter-Lakes Day Care Center, Inc.";"CCCB-00571";"Active";"Center Based Program License";"P.O. Box 1730";"Meredith";"NH";03253;"Belknap";(603) 279-8903;"The Bixby House, 36 Lang Street";"Meredith";"NH";03253;"Belknap";(603) 279-8903;"Constance";"Pelletier";55;6;;;12
"Kidworks Learning Center";"Kidworks Learning Center, Inc.";"CCCB-04890";"Active";"Center Based Program License";"37 Reservoir Road";"Meredith";"NH";03253;"Belknap";(603) 279-6633;"37 Reservoir Road";"Meredith";"NH";03253;"Belknap";(603) 279-6633;"Christiane";"Casserly";88;6;;;12
"Busy Bees Child Care Center";"Busy Bees Child Care Center LLC";"CCCB-06567";"Active";"Center Based Program License";"1284 Route 120";"Meriden";"NH";03770;"Sullivan";(603) 469-3800;"1284 Route 120";"Meriden";"NH";03770;"Sullivan";(603) 469-3800;"Linda";"Barton";23;6;;;6
"Merrimack PTA Preschool";"Merrimack PTA Kindergarten and Preschool";"CCCB-00911";"Active";"Center Based Program License";"10 Depot Street";"Merrimack";"NH";03054;"Hillsborough";(603) 424-3535;"10 Depot Street";"Merrimack";"NH";03054;"Hillsborough";(603) 424-3535;"Beverly   ";"Doolan";48;;;3;6
"St. James Preschool Learning Center";"St. James Preschool Learning Center, Inc.";"CCCB-00821";"Active";"Center Based Program License";"PO Box 608";"Merrimack";"NH";03054;"Hillsborough";(603) 424-4243;"646 Daniel Webster Highway";"Merrimack";"NH";03054;"Hillsborough";(603) 424-4243;"Carol     ";"Sylvia";44;;;3;6
"Kwiatkowski's Little Flowers";"Karen M. Kwiatkowski";"CCFB-05522";"Active";"Family Based Program License";"21 Tanglewood Way";"Merrimack";"NH";03054;"Hillsborough";(603) 320-2826;"21 Tanglewood Way";"Merrimack";"NH";03054;"Hillsborough";(603) 320-2826;"Karen     ";"Kwiatkowski";12;;2;;12
"Apple Blossoms Child Care";"Apple Blossoms Child Center, LLC";"CCCB-06089";"Active";"Center Based Program License";"PO Box 1871";"Merrimack";"NH";03054;"Hillsborough";(603) 424-6000;"628 Daniel Webster Highway";"Merrimack";"NH";03054;"Hillsborough";(603) 424-6000;"Laura";"Catanzano";68;6;;;12
"Carla's Family Day Care";"Carla Piccolo";"CCFB-05080";"Active";"Family Based Program License";"1 Hickory Lane";"Merrimack";"NH";03054;"Hillsborough";(603) 424-0274;"1 Hickory Lane";"Merrimack";"NH";03054;"Hillsborough";(603) 424-0274;"Carla     ";"Piccolo";9;6;;;12
"KinderCare Learning Center";"KinderCare Learning Centers, LLC";"CCCB-05481";"Active";"Center Based Program License";"4 Continental Boulevard";"Merrimack";"NH";03054;"Hillsborough";(603) 423-9779;"4 Continental Boulevard";"Merrimack";"NH";03054;"Hillsborough";(603) 423-9779;"Dawn";"Mayo";155;6;;;12
"Lisa's Tippy Toes";"Lisa's Tippy Toes Day Care And Learning Center, Inc.";"CCCB-05116";"Active";"Center Based Program License";"PO Box 849";"Merrimack";"NH";03054;"Hillsborough";(603) 423-0267;"33 Baboosic Lake Road";"Merrimack";"NH";03054;"Hillsborough";(603) 423-0267;"Lisa      ";"Bailey";64;6;;;12
"Tollhouse Preschool";"Tollhouse Preschool, Inc.";"CCCB-01583";"Active";"Center Based Program License";"322 Daniel Webster Highway";"Merrimack";"NH";03054;"Hillsborough";(603) 429-0337;"322 Daniel Webster Highway";"Merrimack";"NH";03054;"Hillsborough";(603) 429-0337;"Linda     ";"Whitmore";120;6;;;12
"Adult Learning Center - Reeds Ferry";"Nashua Adult Learning Center, Inc.";"CCCB-05616";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080x317";"15 Lyons Road";"Merrimack";"NH";03054;"Hillsborough";"6038829080x317";"Bunny     ";"Milukas";60;;;5;13
"Adult Learning Center - Thornton's Ferry";"Nashua Adult Learning Center, Inc.";"CCCB-05608";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080X319";"134 Camp Sargent Road";"Merrimack";"NH";03054;"Hillsborough";"6038829080 X319";"Claudia   ";"Ferretti";60;;;5;13
"Nashua Adult Learning Center - Mastricola";"Nashua Adult Learning Center, Inc.";"CCCB-05614";"Active";"Center Based Program License";"4 Lake Street";"Nashua";"NH";03060;"Hillsborough";"6038829080 x313";"26 Baboosic Lake Road";"Merrimack";"NH";03054;"Hillsborough";"6038829080x313";"Carol";"Silva";60;;;5;13
"Merrimack YMCA Child Care";"YMCA of Greater Nashua";"CCCB-04404";"Active";"Center Based Program License";"6 Henry Clay Drive";"Merrimack";"NH";03054;"Hillsborough";(603) 881-7778;"6 Henry Clay Drive";"Merrimack";"NH";03054;"Hillsborough";(603) 881-7778;"Beth      ";"Leconte";360;6;;;12
"Lawrence Home Care";"Joy Lawrence";"CCFB-06749";"Permit Issued";"Family Based Program License";"1 Edward Lane";"Merrimack";"NH";03054;"Hillsborough";;"1 Edward Lane";"Merrimack";"NH";03054;"Hillsborough";;"Joy";"Lawrence";6;;5;1;5
"Kid's Creative Cove Learning Center and Child Care";"Kid's Creative Cove Learning Center and Child Care, LLC";"CCCB-06577";"Active";"Center Based Program License";"10 Twin Bridge Road";"Merrimack";"NH";03054;"Hillsborough";(603) 429-2003;"10 Twin Bridge Road";"Merrimack";"NH";03054;"Hillsborough";(603) 429-2003;"Kimberly";"Mattucci";35;6;;;6
"The Children's Greenhouse";"The Children's Greenhouse, LLC";"CCCB-06687";"Active";"Center Based Program License";"6 Ingham Road";"Merrimack";"NH";03054;"Hillsborough";(603) 377-6136;"401 Daniel Webster Highway, Suite 4";"Merrimack";"NH";03054;"Hillsborough";(603) 377-6136;"Alana";"Ferretti";52;6;;;6
"Children's Quest Academy";"Children's Quest Academy, Inc";"CCCB-06579";"Active";"Center Based Program License";"416 Daniel Webster Highway, Suite O";"Merrimack";"NH";03054;"Hillsborough";(603) 377-7638;"416 Daniel Webster Highway, Suite O";"Merrimack";"NH";03054;"Hillsborough";(603) 377-7638;"Alana";"Ferretti";58;6;;;10
"Seed to Sprout Learning Center";"Merrimack Early Educational Collaborative, Inc.";"CCCB-06625";"Active";"Center Based Program License";"4F John Tyler Street";"Merrimack";"NH";03054;"Hillsborough";(603) 598-8803;"4F John Tyler Street";"Merrimack";"NH";03054;"Hillsborough";(603) 598-8803;"Genna";"Beaudoin";51;6;;;12
"The Learning Experience";"Veloz Early Learning Group LLC";"CCCB-06572";"Active";"Center Based Program License";"706 Milford Road";"Merrimack";"NH";03054;"Hillsborough";(603) 864-8324;"706 Milford  Road";"Merrimack";"NH";03054;"Hillsborough";(603) 864-8324;"Alexandra";"Schack";148;6;;;13
"Country Kids Daycare";"Tammy M. Bailey";"CCFB-05994";"Active";"Family Based Program License";"24 Silver Street";"Middleton";"NH";03887;"Strafford";(603) 755-3225;"24 Silver Street";"Middleton";"NH";03887;"Strafford";(603) 755-3225;"Tammy     ";"Bailey";15;;6;;13
"Early Learning Center Of Milford";"Early Learning Center of Milford, LLC";"CCCB-04888";"Active";"Center Based Program License";"352 Elm Street";"Milford";"NH";03055;"Hillsborough";(603) 672-1949;"352 Elm Street";"Milford";"NH";03055;"Hillsborough";(603) 672-1949;"Carol     ";"Lyndon";63;;13;;10
"Growing Imaginations Early Learning Center";"Tammie Paquette and Judy Dexter";"CCCB-02972";"Active";"Center Based Program License";"188 Elm Street";"Milford";"NH";03055;"Hillsborough";(603) 673-9662;"188 Elm Street";"Milford";"NH";03055;"Hillsborough";(603) 673-9662;"Judy      ";"Dexter";40;6;;;12
"Little Arrows Child Care Services";"Little Arrows Child Care Services";"CCCB-04032";"Active";"Center Based Program License";"365 South Street";"Milford";"NH";03055;"Hillsborough";(603) 673-7975;"365 South Street";"Milford";"NH";03055;"Hillsborough";(603) 673-7975;"Cynthia";"Hampson";52;6;;;12
"The Boys and Girls Club of Souhegan Valley - Early Education Program";"The Boys and Girls Club of Souhegan Valley";"CCCB-06158";"Active";"Center Based Program License";"PO Box 916";"Milford";"NH";03055;"Hillsborough";(603) 672-1002;"56 Mont Vernon Street";"Milford";"NH";03055;"Hillsborough";(603) 672-1002;"Catherine ";"Kendall";40;;;3;8
"Jacques Extension School Age Program";"Boys and Girls Club of Souhegan Valley";"CCCB-06350";"Active";"Center Based Program License";"PO Box 916";"Milford";"NH";03055;"Hillsborough";(603) 801-6001;"9 Elm Street";"Milford";"NH";03055;"Hillsborough";(603) 801-6001;"Caitlin";"Hunter";45;;;5;7
"Sue Peters";"Sue Peters";"CCFB-06443";"Active";"Family Based Program License";"1 Lee-An Drive";"Milford";"NH";03055;"Hillsborough";(603) 673-1620;"1 Lee-An Drive";"Milford";"NH";03055;"Hillsborough";(603) 673-1620;"Susan";"Peters";6;6;;;12
"New Morning Before School Program @ Jacques Memorial";"New Morning Schools, LLC";"CCCB-06463";"Active";"Center Based Program License";"23 Back River Road";"Bedford";"NH";03110;"Hillsborough";;"9 Elm Street";"Milford";"NH";03055;"Hillsborough";(603) 669-3591;"Amanda";"Razzaboni";45;;10;4;12
"Kinder Center/FAST @ Hampshire Hills";"Kinder Center/FAST @ Hampshire Hills";"CCCB-06626";"Active";"Center Based Program License";"PO Box 404";"Milford";"NH";03055;"Hillsborough";(603) 673-7123;"50 Emerson Road";"Milford";"NH";03055;"Hillsborough";(603) 673-7123;"Kristin";"Schwab";110;;;5;12
"Smart Kids Daycare";"Barbara Doyle";"CCFB-06588";"Active";"Family Based Program License";"90 Wellesley Drive";"Milford";"NH";03055;"Hillsborough";(603) 673-6983;"90 Wellesley Drive";"Milford";"NH";03055;"Hillsborough";(603) 673-6893;"Barbara";"Doyle";9;;;3;12
"Strafford County Head Start - Milton Children's Center";"Strafford County Community Action Committee, Inc.";"CCCB-05946";"Active";"Center Based Program License";"PO Box 160";"Dover";"NH";03821;"Strafford";(603) 652-0990;"55 Industrial Drive";"Milton";"NH";03851;"Strafford";(603) 652-0990;"Amanda";"Toupin";20;;;3;6
"Milton Learning Center";"Milton Learning Center";"CCCB-00913";"Active";"Center Based Program License";"PO Box 291";"Milton";"NH";03851;"Strafford";(603) 652-9337;"62 Dawson Street";"Milton";"NH";03851;"Strafford";(603) 652-9337;"Jennifer  ";"Decost";45;;;3;13
"Imaginations...A Child's Place";"Moultonborough Child's Place, LLC ";"CCCB-06090";"Active";"Center Based Program License";"81 Driftwood Drive";"Moultonborough";"NH";03254;"Carroll";(603) 476-8400;"903 Whittier Highway";"Moultonborough";"NH";03254;"Belknap";(603) 476-8400;"Elizabeth";"Morin";59;6;;;13
"Moultonborough Learning Center";"Moultonborough Learning Center LLC";"CCCB-06580";"Active";"Center Based Program License";"PO Box 9";"Moultonborough";"NH";03254;"Carroll";(603) 253-4200;"396 Whittier Highway";"Moultonborough";"NH";03254;"Carroll";(603) 707-6233;"Bridget";"Lyle";43;6;;;12
"The Children's Winter Garden";"The Children's Winter Garden, Inc.";"CCCB-00697";"Active";"Center Based Program License";"121 Manchester Street";"Nashua";"NH";03064;"Hillsborough";(603) 882-9490;"121 Manchester Street";"Nashua";"NH";03064;"Hillsborough";(603) 882-9490;"Christine ";"Clanin";45;;;3;5
"Southern NH Services Child Development Center";"Southern New Hampshire Services, Inc.";"CCCB-04819";"Active";"Center Based Program License";"PO Box 5040";"Manchester";"NH";03108;"Hillsborough";(603) 889-7812;"134 Allds Street";"Nashua";"NH";03060;"Hillsborough";(603) 889-7812;"Cathy     ";"Leverone";120;6;;;5
"Southern NH Services - Bronstein Head Start";"Southern New Hampshire Services, Inc.";"CCCB-02923";"Active";"Center Based Program License";"41 Central Street";"Manchester";"NH";03108;"Hillsborough";(603) 882-3384;"41 Central Street";"Nashua";"NH";03060;"Hillsborough";(603) 882-3384;"Deborah";"Anderson";19;;;3;6
"Southern NH Services - 11th Street Head Start";"Southern NH Services, Inc.";"CCCB-04432";"Active";"Center Based Program License";"24 11th Street";"Nashua";"NH";03060;"Hillsborough";(800) 882-6278;"24 Eleventh Street";"Nashua";"NH";03060;"Hillsborough";(800) 882-6278;"Angela";"Cannon";17;;;3;6
"Chapel School";"Christ the King Lutheran Church";"CCCB-00680";"Active";"Center Based Program License";"3 Lutheran Drive";"Nashua";"NH";03063;"Hillsborough";(603) 589-0545;"3 Lutheran Drive";"Nashua";"NH";03063;"Hillsborough";(603) 882-6142;"Deidre    ";"Thurber";45;;12;;6
"White Wing School";"The Unitarian Universalist Church";"CCCB-00966";"Active";"Center Based Program License";"58 Lowell Street";"Nashua";"NH";03064;"Hillsborough";(603) 882-1041;"58 Lowell Street";"Nashua";"NH";03064;"Hillsborough";(603) 882-1041;"Debra";"Castonguay";100;;24;;6
"Almost Angels Preschool";"Trisha Mullin";"CCCB-04934";"Active";"Center Based Program License";"275 Broad Street";"Nashua";"NH";03063;"Hillsborough";(603) 883-0970;"275 Broad Street";"Nashua";"NH";03063;"Hillsborough";(603) 883-0970;"Trisha    ";"Mullin";6;;30;;6
