"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_MCODE";"N_LCODE";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85016";"C.E.S.D.#14 - LARRY C. KENNEDY";"2702 EAST OSBORN ROAD";"CDC-18310";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)381-6180";"(602)381-6192";59;"CDC18310";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"khartsuff@creightonschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85016";"C.E.S.D.#14 - LOMA LINDA SCHOOL";"2002 EAST CLARENDON";"CDC-18312";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)381-6080";"(602)381-6094";132;"CDC18312";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"khartsuff@creightonschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85008";"C.E.S.D.#14 - PAPAGO SCHOOL";"2013 NORTH 36TH STREET";"CDC-18313";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)381-6100";"(   )   -";59;"CDC18313";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"khartsuff@creightonschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85006";"C.E.S.D.#14 - WILLIAM T. MACHAN SCHOOL";"2140 EAST VIRGINIA AVENUE";"CDC-18149";7/24/2018;6/30/2021;"PHOENIX";"MARICOPA";"(602)381-6120";"(602)381-6125";45;"CDC18149";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"tnguyen@creightonschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85924";"C.E.S.D.#6 - CONCHO ELEMENTARY SCHOOL";"HIGHWAY 61 AND CINDER RD";"CDC-6586";5/1/2018;4/30/2021;"CONCHO";"APACHE";"(928)337-4665";"(928)337-2455";52;"CDC6586";-109.641229;34.423761;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"bbell@concho.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85035";"C.E.S.D.#83 - BYRON A. BARRY ECSE";"2533 NORTH 60TH AVENUE";"CDC-18226";4/9/2018;3/31/2021;"PHOENIX";"MARICOPA";"(623)691-5700";"(623)691-5720";305;"CDC18226";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rosalinda.duron@csd83.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85031";"C.E.S.D.#83 - CARTWRIGHT EARLY CHILDHOOD CENTER";"5480 WEST CAMPBELL AVENUE";"CDC-17662";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(623)691-5700";"(623)691-5720";356;"CDC17662";;;;;;"C51";"AZ";"10";"21";"LICENSED";"LICENSED";"N/A";"Kristie.Sharer@csd83.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85033";"C.E.S.D.#83 - CARTWRIGHT EMPLOYEE DAYCARE";"3818 NORTH 67TH AVENUE";"CDC-18641";12/16/2019;11/30/2022;"PHOENIX";"MARICOPA";"(623)691-5900";"(   )   -";63;"CDC18641";;;;;;"C51";"AZ";"10";"14";"LICENSED";"LICENSED";"N/A";"kristie.Scharer@csd83.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85718";"C.F.S.D.#16 - CATALINA FOOTHILLS VALLEY VIEW EARLY LEARNING CENTER";"3435 EAST SUNRISE DR";"CDC-14238";5/1/2020;4/30/2023;"TUCSON";"PIMA";"(520)209-7650";"(   )   -";476;"CDC14238";-110.919646;32.321142;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"mbrevaire@cfsd16.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85122";"C.G.E.S.D.#4 - CHOLLA PRE - K PROGRAMS";"1180 EAST KORTSEN ROAD";"CDC-18536";8/15/2019;7/31/2022;"CASA GRANDE";"PINAL";"(520)836-4719";"(520)836-1963";25;"CDC18536";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"azure.sullivan@cgesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85122";"C.G.E.S.D.#4 - EVERGREEN PRE - K PROGRAM";"1000 NORTH AMARILLO STREET";"CDC-18535";8/15/2019;7/31/2022;"CASA GRANDE";"PINAL";"(520)836-6694";"(520)421-0423";22;"CDC18535";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Scott.raymond@cdesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85122";"C.G.E.S.D.#4 - VILLAGO EARLY CHILDHOOD LEARNING CENTER";"390 EAST LAKESIDE PARKWAY";"CDC-15678";7/1/2020;6/30/2023;"CASA GRANDE";"PINAL";"(520)876-0045";"(   )   -";180;"CDC15678";-111.7452926;32.942798;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lisa.dempsey@cgesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85122";"C.G.U.H.S.D.#82 - COUGAR CLUB PRESCHOOL";"2730 NORTH TREKELL ROAD";"CDC-16760";12/1/2019;11/30/2022;"CASA GRANDE";"PINAL";"(520)836-8500";"(   )   -";25;"CDC16760";-111.739325;32.935741;"S80";"AS0";"040210013052001";"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Ksweeney@Cguhsd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85122";"C.G.U.H.S.D.#82 - SPARTAN SPARKIES PRESCHOOL";"1556 NORTH ARIZOLA ROAD";"CDC-15744";9/1/2020;8/31/2023;"CASA GRANDE";"PINAL";"(520)876-9400";"(520)876-5348";45;"CDC15744";-111.713831;32.892534;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"bharvey@cguhsd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86325";"C.O.C.S.D.#6 - CASPER - OAK CREEK SCHOOL";"11490 PURPLE SAGE ROAD";"CDC-6087";12/1/2018;11/30/2021;"CORNVILLE";"YAVAPAI";"(928)639-5109";"(928)639-5108";59;"CDC6087";-111.90122;34.739435;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"drodriguez@cocsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86326";"C.O.C.S.D.#6 - COTTONWOOD ELEMENTARY SCHOOL";"301 NORTH WILLARD STREET";"CDC-18234";5/31/2018;4/30/2021;"COTTONWOOD";"YAVAPAI";"(928)634-2191";"(   )   -";265;"CDC18234";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dsnyder@cocsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86442";"C.R.U.H.S.D.#2 - TINY-T-BIRDS (MOHAVE HIGH SCHOOL)";"2251 HIGHWAY 95";"CDC-6226";10/1/2019;9/30/2022;"BULLHEAD CITY";"MOHAVE";"(928)788-1314";"(928)758-7145";59;"CDC6226";-114.598196;35.105695;;;;"C51";"AZ";"16";"12";"LICENSED";"LICENSED";"N/A";"mleyendecker@cruhsd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85364";"C.S.D.#13 - GREAT BEGINNINGS PRESCHOOL @ VALLEY HORIZON";"4501 WEST 20TH STREET";"CDC-18897";8/1/2020;7/31/2023;"YUMA";"YUMA";"(928)373-4000";"(   )   -";59;"CDC18897";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"MFORD@CRANESCHOOLS.ORG"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85364";"C.S.D.#13 - SMART START ACADEMY @ H.L.SUVERKRUP";"1590 AVENUE C";"CDC-18896";8/1/2020;7/31/2023;"YUMA";"YUMA";"(928)373-3500";"(   )   -";40;"CDC18896";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"MFORD@CRANESCHOOLS.ORG"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85364";"C.S.D.#13 - SMART START ACADEMY @ RONALD REGAN ELEMENTARY";"3200 WEST 16TH STREET";"CDC-18898";8/1/2020;7/31/2023;"YUMA";"YUMA";"(928)373-3700";"(   )   -";40;"CDC18898";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"MFORD@CRANESCHOOLS.ORG"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85364";"C.S.D.#13 - SMART START ACADEMY AT GARY A. KNOX";"2926 SOUTH 21ST DRIVE";"CDC-18468";1/1/2019;12/31/2021;"YUMA";"YUMA";"(928)373-5500";"(928)373-5599";59;"CDC18468";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"mford@craneschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85364";"C.S.D.#13 - SMART START ACADEMY AT PUEBLO";"2803 WEST 20TH STREET";"CDC-18308";8/6/2018;7/31/2021;"YUMA";"YUMA";"(928)373-3600";"(928)373-3699";59;"CDC18308";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"RHENRY@CRANESCHOOLS.ORG"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85364";"C.S.D.#13 - SMART START ACADEMY AT SALIDA DEL SOL";"910 SOUTH AVENUE C";"CDC-18295";8/6/2018;7/31/2021;"YUMA";"YUMA";"(928)373-5600";"(928)373-5699";33;"CDC18295";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"MFORD@CRANESCHOOLS.ORG"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85614";"C.S.D.#39 - CONTINENTAL SCHOOL DISTRICT #39";"1991 WHITEHOUSE CANYON RD";"CDC-8433";5/1/2018;4/30/2021;"GREEN VALLEY";"PIMA";"(520)625-4581";"(   )   -";59;"CDC8433";-110.959451;31.841597;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"jlichtsinn@csd39.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85228";"C.U.S.D.#21 - C H S MINI BEARS CLUB";"684 WEST NORTHERN AVENUE, RM 308";"CDC-11568";11/1/2019;10/31/2022;"COOLIDGE";"PINAL";"(520)723-2304";"(520)723-2442";38;"CDC11568";-111.527887;32.980837;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"danielle.tucker@coolidgeschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86503";"C.U.S.D.#24 - CANYON DE CHELLY";"HWY 191";"CDC-17786";1/1/2020;12/31/2022;"CHINLE";"APACHE";"(928)674-9200";"(   )   -";20;"CDC17786";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jmdowse@chinleusd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86503";"C.U.S.D.#24 - CHINLE ELEMENTARY SCHOOL PRE SCHOOL";"US HIGHWAY 191 NAVAJO ROUTE 7";"CDC-16351";12/1/2018;11/30/2021;"CHINLE";"APACHE";"(928)674-9300";"(928)674-9399";120;"CDC16351";-109.58161;36.158061;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"CTScott@chinleusd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86538";"C.U.S.D.#24 - MANY FARMS ELEMENTARY SCHOOL";"HWY 191";"CDC-17000";6/1/2020;5/31/2023;"CHINLE";"APACHE";"(928)674-9000";"(928)674-9099";20;"CDC17000";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sdorden@chinle.usd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86556";"C.U.S.D.#24 - TSAILE PUBLIC SCHOOL";"HWY 12";"CDC-17001";6/1/2020;5/31/2023;"CHINLE";"APACHE";"(928)674-9100";"(928)724-3234";40;"CDC17001";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"bolen@chileusd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85224";"C.U.S.D.#80 - ANDERSEN ELEMENTARY - SCHOOL-AGE & PRESCHOOL";"1350 NORTH PENNINGTON DRIVE";"CDC-12103";10/1/2020;9/30/2023;"CHANDLER";"MARICOPA";"(480)204-3451";"(480)224-3910";145;"CDC12103";-111.872157;33.326019;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"C.U.S.D.#80 - AUXIER ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"22700 SOUTH POWER ROAD";"CDC-17295";7/1/2018;6/30/2021;"QUEEN CREEK";"MARICOPA";"(480)241-9705";"(480)224-9128";532;"CDC17295";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85248";"C.U.S.D.#80 - BASHA ELEMENTARY - SCHOOL-AGE";"3535 SOUTH BASHA ROAD";"CDC-8974";12/1/2018;11/30/2021;"CHANDLER";"MARICOPA";"(480)204-3510";"(480)224-9258";345;"CDC8974";-111.858353;33.25336;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85249";"C.U.S.D.#80 - BASHA HIGH SCHOOL LIL' EXPLORERS";"5990 SOUTH VAL VISTA DRIVE";"CDC-10861";9/1/2018;8/31/2021;"CHANDLER";"MARICOPA";"(480)224-2139";"(480)224-9320";124;"CDC10861";-111.758136;33.219293;;;;"C51";"AZ";"15";"24";"LICENSED";"LICENSED";"N/A";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - BOLOGNA ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"1625 EAST FRYE ROAD";"CDC-13528";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)204-7061";"(480)883-4020";265;"CDC13528";-111.813316;33.298891;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85298";"C.U.S.D.#80 - C.T.A. FREEDOM ELEMENTARY - SCHOOL-AGE/ PRESCHOOL";"6040 SOUTH JOSLYN LANE";"CDC-12101";11/1/2020;10/31/2023;"GILBERT";"MARICOPA";"(480)224-2645";"(480)224-9258";295;"CDC12101";-111.722745;33.240313;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85224";"C.U.S.D.#80 - C.T.A. GOODMAN ELEMENTARY - SCHOOL-AGE";"2600 WEST KNOX ROAD";"CDC-12752";7/1/2018;6/30/2021;"CHANDLER";"MARICOPA";"(602)809-3460";"(480)224-9258";345;"CDC12752";-111.88568;33.325563;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - C.T.A. HUMPHREY ELEMENTARY - SCHOOL-AGE";"125 SOUTH 132ND STREET";"CDC-13522";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)812-6800";"(480)224-9257";325;"CDC13522";-111.798192;33.302598;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85248";"C.U.S.D.#80 - C.T.A. INDEPENDENCE ELEMENTARY - SCHOOL-AGE";"1405 WEST LAKE DRIVE";"CDC-12753";9/1/2018;8/31/2021;"CHANDLER";"MARICOPA";"(602)809-3455";"(480)224-2720";305;"CDC12753";-111.868418;33.238366;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - C.T.A. LIBERTY ELEMENTARY - SCHOOL-AGE";"550 NORTH EMMETT DRIVE";"CDC-10421";9/1/2018;8/31/2021;"CHANDLER";"MARICOPA";"(480)204-3748";"(480)224-9156";305;"CDC10421";-111.795947;33.311581;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholtz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85249";"C.U.S.D.#80 - CARLSON ELEMENTARY - SCHOOL-AGE";"5400 SOUTH WHITE DRIVE";"CDC-16256";7/1/2018;6/30/2021;"CHANDLER";"MARICOPA";"(480)224-3836";"(480)812-6320";305;"CDC16256";-111.777255;33.22806;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - CHANDLER HIGH SCHOOL LIL' EXPLORERS";"350 NORTH ARIZONA  AVENUE";"CDC-14922";7/1/2018;6/30/2021;"CHANDLER";"MARICOPA";"(480)812-7846";"(480)224-9262";92;"CDC14922";-111.84162;33.308847;;;;"C51";"AZ";"14";"19";"LICENSED";"LICENSED";"N/A";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85224";"C.U.S.D.#80 - CONLEY  ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"500 SOUTH ARROWHEAD DRIVE";"CDC-13531";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)204-3200";"(480)224-9258";225;"CDC13531";-111.867789;33.297522;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - FRYE ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"801 EAST FRYE ROAD";"CDC-13525";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)812-6440";"(480)224-9251";59;"CDC13525";-111.830575;33.298768;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85248";"C.U.S.D.#80 - FULTON ELEMENTARY - SCHOOL-AGE";"4750 SOUTH SUNLAND DRIVE";"CDC-13529";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)204-7059";"(480)224-6230";329;"CDC13529";-111.845885;33.236312;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - GALVESTON ELEMENTARY - PRESCHOOL";"661 EAST GALVESTON STREET";"CDC-10796";2/1/2019;1/31/2022;"CHANDLER";"MARICOPA";"(480)812-6537";"(480)812-6520";59;"CDC10796";-111.831454;33.313307;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85286";"C.U.S.D.#80 - HALEY ELEMENTARY - SCHOOL-AGE";"3401 SOUTH LAYTON LAKES BOULEVARD";"CDC-14402";10/1/2020;9/30/2023;"CHANDLER";"MARICOPA";"(480)201-9005";"(480)224-9260";225;"CDC14402";-111.776674;33.256549;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85248";"C.U.S.D.#80 - HAMILTON HIGH SCHOOL LIL' EXPLORERS";"3700 SOUTH ARIZONA AVENUE";"CDC-15021";7/1/2018;6/30/2021;"CHANDLER";"MARICOPA";"(480)883-5131";"(480)224-9252";114;"CDC15021";-111.841512;33.252389;;;;"C51";"AZ";"15";"17";"LICENSED";"LICENSED";"N/A";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85286";"C.U.S.D.#80 - HANCOCK ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"2425 SOUTH PLEASANT DRIVE";"CDC-15197";10/1/2018;9/30/2021;"CHANDLER";"MARICOPA";"(602)809-3454";"(480)883-5920";185;"CDC15197";-111.852296;33.271187;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - HARTFORD ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"700 NORTH HARTFORD STREET";"CDC-15018";7/1/2018;6/30/2021;"CHANDLER";"MARICOPA";"(480)812-6732";"(480)812-6720";59;"CDC15018";-111.850482;33.315835;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kim.kleinholz@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85249";"C.U.S.D.#80 - HULL ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"2424 EAST MAREN DRIVE";"CDC-9662";4/1/2018;3/31/2021;"CHANDLER";"MARICOPA";"(480)204-3839";"(480)224-9258";145;"CDC9662";-111.799516;33.210732;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85248";"C.U.S.D.#80 - JACOBSON ELEMENTARY - SCHOOL-AGE";"1515 NW JACARANDA PKWY";"CDC-12755";8/1/2018;7/31/2021;"CHANDLER";"MARICOPA";"(602)809-3465";"(480)224-3951";145;"CDC12755";-111.866119;33.261408;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kim.kleinholz@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - KNOX ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"700 WEST ORCHID LANE";"CDC-13527";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)812-6141";"(480)224-9258";325;"CDC13527";-111.852324;33.324366;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85249";"C.U.S.D.#80 - NAVARRETE ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"6490 SOUTH SUN GROVES BOULEVARD";"CDC-12102";11/1/2020;10/31/2023;"CHANDLER";"MARICOPA";"(480)224-9258";"(480)224-9258";145;"CDC12102";-111.759418;33.211359;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleonholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85298";"C.U.S.D.#80 - PATTERSON ELEMENTARY - SCHOOL-AGE";"7520 SOUTH ADORA BOULEVARD";"CDC-14401";10/1/2020;9/30/2023;"GILBERT";"MARICOPA";"(480)224-3900";"(480)224-9258";105;"CDC14401";-111.738745;33.214631;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85296";"C.U.S.D.#80 - PERRY HIGH SCHOOL LIL' EXPLORERS";"1919 EAST QUEEN CREEK ROAD";"CDC-13384";7/1/2019;6/30/2022;"GILBERT";"MARICOPA";"(480)224-2936";"(480)224-9253";92;"CDC13384";-111.748424;33.262518;;;;"C51";"AZ";"12";"16";"LICENSED";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85298";"C.U.S.D.#80 - RICE ELEMENTARY - SCHOOL-AGE PROGRAM";"1290 EAST OCOTILLO ROAD";"CDC-18919";10/13/2020;9/30/2023;"GILBERT";"MARICOPA";"(480)424-8500";"(   )   -";225;"CDC18919";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85298";"C.U.S.D.#80 - RIGGS ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"6930 SOUTH SEVILLE BOULEVARD WEST";"CDC-13532";7/1/2019;6/30/2022;"GILBERT";"MARICOPA";"(480)204-7058";"(480)224-9251";265;"CDC13532";-111.712351;33.224624;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85249";"C.U.S.D.#80 - RYAN ELEMENTARY - SCHOOL-AGE";"4600 SOUTH BRIGHT ANGEL WAY";"CDC-12746";8/1/2018;7/31/2021;"CHANDLER";"MARICOPA";"(602)809-3450";"(480)224-3220";275;"CDC12746";-111.778679;33.240562;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85224";"C.U.S.D.#80 - SAN MARCOS ELEMENTARY - PRESCHOOL";"451 WEST FRYE ROAD";"CDC-6566";2/1/2019;1/31/2022;"CHANDLER";"MARICOPA";"(480)883-4235";"(480)812-7220";59;"CDC6566";-111.847502;33.298704;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - SANBORN ELEMENTARY - SCHOOL-AGE & PRESCHOOL";"700 NORTH SUPERSTITION BOULEVARD";"CDC-12750";8/1/2018;7/31/2021;"CHANDLER";"MARICOPA";"(480)812-7362";"(480)224-9258";225;"CDC12750";-111.817403;33.31632;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85248";"C.U.S.D.#80 - SANTAN ELEMENTARY - SCHOOL-AGE/PRESCHOOL";"1550 EAST CHANDLER HEIGHTS ROAD";"CDC-12754";8/1/2018;7/31/2021;"CHANDLER";"MARICOPA";"(602)809-3464";"(480)224-9258";265;"CDC12754";-111.83024;33.233329;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85225";"C.U.S.D.#80 - SHUMWAY LEADERSHIP ACADEMY - SCHOOL-AGE/PRESCHOOL";"1325 NORTH SHUMWAY AVENUE";"CDC-13526";7/1/2019;6/30/2022;"CHANDLER";"MARICOPA";"(480)204-7056";"(480)812-7990";160;"CDC13526";-111.819478;33.327269;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kleinholz.kim@cusd80.com"
