"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
3/1/2022;"CHILD CARE CENTER";"85283";"PATHWAYS PRESCHOOL LLC";"1835 EAST GUADALUPE ROAD - SUITE C-103";"CDC-18732";1/6/2020;12/31/2022;"TEMPE";"MARICOPA";"(480)359-6848";"(   )   -";95;"CDC18732";-111.90986;33.363631;40133199061018;"C11";"AZ";"8";"12";"LICENSED";"LICENSED";"LICENSED";"drroz@pathwayspreschooltempe.com"
3/1/2022;"CHILD CARE CENTER";"85541";"PAYSON CHRISTIAN SCHOOL";"1000 EAST FRONTIER STREET";"CDC-16776";10/1/2019;9/30/2022;"PAYSON";"GILA";"(928)474-8050";"(928)474-3252";59;"CDC16776";-111.30985;34.232109;40070005001016;"C11";"AZ";"N/A";"20";"LICENSED";"LICENSED";"LICENSED";"Awalp@pcspayson.org"
3/1/2022;"CHILD CARE CENTER";"85382";"PEACE LUTHERAN PRESCHOOL";"18265 NORTH 89TH AVENUE";"CDC-3398";5/1/2019;4/30/2022;"PEORIA";"MARICOPA";"(623)972-1076";"(623)972-2499";58;"CDC3398";-112.250494;33.649856;40136176002000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"Macon@peaceaz.org"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - ACADEMY OF MATH AND SCIENCE PEORIA ADVANCED";"7785 WEST PEORIA AVENUE";"CDC-18593";10/23/2019;9/30/2022;"PEORIA";"MARICOPA";"(623)773-7108";"(623)773-7180";102;"CDC18593";-112.227187;33.581097;40130719111002;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"Kathleen.Kresl@Peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - ALTA LOMA";"9750 NORTH 87TH AVENUE";"CDC-2066";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)764-0282";"(623)773-7180";59;"CDC2066";-112.246509;33.573173;40130719063000;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Kathleen.Kresi@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - APACHE";"8633 WEST JOHN CABOT ROAD";"CDC-3194";9/1/2020;8/31/2023;"PEORIA";"MARICOPA";"(623)773-7137";"(623)773-7180";225;"CDC3194";-112.244605;33.649146;40136176003000;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"KathleenKresl@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - CHEYENNE";"11806 NORTH 87TH AVENUE";"CDC-6512";9/1/2020;8/31/2023;"PEORIA";"MARICOPA";"(623)773-7137";"(   )   -";105;"CDC6512";-112.246609;33.591218;40130719131012;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Kathleen.Kresl@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - COTTON BOLL";"8540 WEST BUTLER DRIVE";"CDC-2067";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)764-0448";"(623)773-7180";105;"CDC2067";-112.242964;33.559365;40130927092016;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Katherine.Shreeve-Kaylor@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - COUNTRY MEADOWS";"8409 NORTH 111TH AVENUE";"CDC-9003";1/1/2022;12/31/2024;"PEORIA";"MARICOPA";"(623)773-7133";"(623)773-7180";59;"CDC9003";-112.297485;33.557523;40130927231010;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kelli.kincaid@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - COYOTE HILLS";"21180 NORTH 87TH AVENUE";"CDC-9001";2/1/2022;1/31/2025;"PEORIA";"MARICOPA";"(623)773-7133";"(623)773-7180";145;"CDC9001";-112.246581;33.673192;40136137003002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"nikita.uptain@peoriaaz.com"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - DESERT HARBOR";"15585 NORTH 91ST DRIVE";"CDC-5719";9/1/2019;8/31/2022;"PEORIA";"MARICOPA";"(623)764-1072";"(623)773-7180";100;"CDC5719";-112.253674;33.625739;40130715142020;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"nikita.uptain@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - FRONTIER";"21258 NORTH 81ST AVENUE";"CDC-7877";10/1/2019;9/30/2022;"PEORIA";"MARICOPA";"(623)412-4900";"(623)773-7180";165;"CDC7877";-112.231932;33.675559;40136139003006;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"brian.carrico@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - IRA MURPHY";"7231 WEST NORTH LANE";"CDC-2068";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)764-1259";"(623)773-7180";59;"CDC2068";-112.21408;33.580505;40130719141002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"katherine.shreeve-kaylor@peioaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85383";"PEORIA A M/ P M RECREATION PROGRAM - LAKE PLEASANT ELEMENTARY";"31501 NORTH WESTLAND ROAD";"CDC-14986";8/1/2021;7/31/2024;"PEORIA";"MARICOPA";"(623)764-4928";"(623)773-7180";59;"CDC14986";-112.345641;33.768858;40130405191159;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"ashley.childers@peoriaaz.org"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - OAKWOOD";"12900 NORTH 71ST AVENUE";"CDC-2075";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)878-0093";"(623)773-7180";150;"CDC2075";-112.211569;33.602191;40130715102000;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kathleen.pitts@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85381";"PEORIA A M/ P M RECREATION PROGRAM - OASIS";"7841 WEST SWEETWATER AVENUE";"CDC-2069";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)412-4815";"(623)773-7180";150;"CDC2069";-112.227729;33.602803;40130715124010;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"brian.carrico@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - PARKRIDGE";"9970 WEST BEARDSLEY ROAD";"CDC-11183";2/1/2022;1/31/2025;"PEORIA";"MARICOPA";"(623)773-7133";"(623)773-7180";125;"CDC11183";-112.273423;33.667304;40136136002009;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"nikita.uptain@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - PASEO VERDE";"7880 WEST GREENWAY ROAD";"CDC-5179";9/1/2021;8/31/2024;"PEORIA";"MARICOPA";"(623)764-0815";"(623)773-7180";125;"CDC5179";-112.22753;33.624833;40130715091029;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Kathleen.Kresl@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - PEORIA";"11501 NORTH 79TH AVENUE";"CDC-2074";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)764-1170";"(623)773-7180";59;"CDC2074";-112.228708;33.589012;40130719103009;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - SANTA FE";"9880 NORTH 77TH AVENUE";"CDC-4626";8/1/2021;7/31/2024;"PEORIA";"MARICOPA";"(623)773-7137";"(623)773-7180";58;"CDC4626";-112.224811;33.575094;40130719111015;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Katherine.Shreeve-Kaylor@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85381";"PEORIA A M/ P M RECREATION PROGRAM - SKY VIEW";"8624 WEST SWEETWATER AVENUE";"CDC-2070";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)412-4850";"(623)773-7180";59;"CDC2070";-112.245874;33.602764;40130715173006;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"anieto0900@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - SUN VALLEY";"8361 NORTH 95TH AVENUE";"CDC-2072";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)764-1057";"(623)773-7180";59;"CDC2072";-112.263603;33.557423;40130927081009;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Kathleen.Kresi@peoriaaz.org"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - SUNDANCE";"7051 WEST CHOLLA AVENUE";"CDC-2071";11/1/2019;10/31/2022;"PEORIA";"MARICOPA";"(623)764-0881";"(   )   -";125;"CDC2071";-112.210439;33.588689;40130719037002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Katherine.Shreeve-Kaylor@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - SUNRISE FAMILY CENTER";"21303 NORTH 86TH DRIVE";"CDC-11450";9/1/2019;8/31/2022;"PEORIA";"MARICOPA";"(623)773-8498";"(623)773-7180";80;"CDC11450";-112.244562;33.677874;40136138002016;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"ashley.childers@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - SUNSET HEIGHTS";"9687 WEST ADAM AVENUE";"CDC-16884";8/1/2020;7/31/2023;"PEORIA";"MARICOPA";"(623)312-8973";"(623)773-7180";145;"CDC16884";-112.268118;33.678926;40136136001017;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Howard.Stanton@peoriaaz.org"
3/1/2022;"CHILD CARE CENTER";"85382";"PEORIA A M/ P M RECREATION PROGRAM - VISTANCIA";"30009 NORTH SUNRISE POINT";"CDC-12682";9/1/2021;8/31/2024;"PEORIA";"MARICOPA";"(623)764-7170";"(623)773-7180";59;"CDC12682";-112.333409;33.755488;40130405201026;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Ashley.Childers@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA A M/ P M RECREATION PROGRAM - ZUNI HILLS";"10851 WEST WILLIAMS ROAD";"CDC-9541";5/1/2020;4/30/2023;"PEORIA";"MARICOPA";"(623)773-7137";"(623)773-7180";305;"CDC9541";-112.29321856;33.68833594;40136134002014;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Howard.Stanton@peoriaaz.gov"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA AVENUE PRESCHOOL";"8815 WEST PEORIA AVENUE # 12";"CDC-12967";8/1/2021;7/31/2024;"PEORIA";"MARICOPA";"(623)878-8035";"(623)878-7182";189;"CDC12967";-112.248942;33.580757;40130719061000;"C11";"AZ";"18";"36";"LICENSED";"LICENSED";"LICENSED";"ccollins62721@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85345";"PEORIA CHILD DEVELOPMENT CENTER & HEAD START";"11708 NORTH 80TH AVENUE";"CDC-3158";11/1/2021;10/31/2024;"PEORIA";"MARICOPA";"(623)486-7211";"(623)776-1722";59;"CDC3158";-112.231229;33.591146;40130719102005;"C11";"AZ";"N/A";"17";"LICENSED";"LICENSED";"N/A";"mjohnson@cc-az.org"
3/1/2022;"CHILD CARE CENTER";"85251";"PERFORM TO LEARN - PERFORMING ARTS PRESCHOOL";"4221 NORTH WINFIELD SCOTT PLAZA";"CDC-17868";5/1/2020;4/30/2023;"SCOTTSDALE";"MARICOPA";"(480)656-2333";"(   )   -";64;"CDC17868";-111.925044;33.497262;40132172012020;"C11";"AZ";"N/A";"23";"LICENSED";"LICENSED";"LICENSED";"info@performtolearn.com"
3/1/2022;"CHILD CARE CENTER";"85295";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL";"2315 SOUTH LINDSAY ROAD";"CDC-11704";7/1/2020;6/30/2023;"GILBERT";"MARICOPA";"(480)963-1155";"(480)963-5552";238;"CDC11704";-111.772699;33.308602;40138150001012;"C11";"AZ";"22";"24";"LICENSED";"LICENSED";"N/A";"director.lindsay@pca-school.com"
3/1/2022;"CHILD CARE CENTER";"85083";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL # 225";"25155 NORTH 39TH AVENUE";"CDC-14905";7/1/2021;6/30/2024;"PHOENIX";"MARICOPA";"(623)582-0011";"(623)582-9585";196;"CDC14905";-112.144234;33.716094;40136116001001;"C11";"AZ";"22";"26";"LICENSED";"LICENSED";"LICENSED";"director.happyvalley@pcapreschool.com"
3/1/2022;"CHILD CARE CENTER";"85338";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL # 229";"17670 WEST ELLIOT ROAD";"CDC-15590";12/1/2019;11/30/2022;"GOODYEAR";"MARICOPA";"(602)396-5990";"(602)396-5991";190;"CDC15590";-112.430148;33.356155;40137233071004;"C11";"AZ";"20";"24";"LICENSED";"LICENSED";"LICENSED";"director,estrella@pcapreschool.com"
3/1/2022;"CHILD CARE CENTER";"85381";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL #221";"7629 WEST THUNDERBIRD ROAD";"CDC-10357";6/1/2021;5/31/2024;"PEORIA";"MARICOPA";"(623)376-2344";"(   )   -";210;"CDC10357";-112.222412;33.610119;40130715122000;"C11";"AZ";"20";"25";"LICENSED";"LICENSED";"LICENSED";"director.thunderbird@cadence-.education"
3/1/2022;"CHILD CARE CENTER";"85382";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL #222";"18820 NORTH 83RD AVENUE";"CDC-11033";1/1/2022;12/31/2024;"PEORIA";"MARICOPA";"(623)561-0212";"(   )   -";219;"CDC11033";-112.237932;33.654748;40136156002014;"C11";"AZ";"21";"29";"LICENSED";"LICENSED";"LICENSED";"unionhills@pcapreschool.com"
3/1/2022;"CHILD CARE CENTER";"85298";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL #224";"6288 SOUTH HIGLEY ROAD";"CDC-14493";11/1/2020;10/31/2023;"GILBERT";"MARICOPA";"(480)633-5588";"(480)279-0073";214;"CDC14493";-111.72077;33.235263;40138160003039;"C11";"AZ";"20";"24";"LICENSED";"LICENSED";"LICENSED";"Director.224@pcapreschool.com"
3/1/2022;"CHILD CARE CENTER";"85374";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL #226";"15562 NORTH REEMS ROAD";"CDC-14901";8/1/2021;7/31/2024;"SURPRISE";"MARICOPA";"(623)201-2480";"(623)201-2481";209;"CDC14901";-112.394064;33.624747;40130610275000;"C11";"AZ";"20";"25";"LICENSED";"LICENSED";"LICENSED";"Talbright@pcapreschool.com"
3/1/2022;"CHILD CARE CENTER";"85286";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL #228";"1850 WEST GERMANN ROAD";"CDC-14934";8/1/2021;7/31/2024;"CHANDLER";"MARICOPA";"(480)855-5959";"(480)855-6426";213;"CDC14934";-111.876;33.276383;40138119001020;"C11";"AZ";"22";"26";"LICENSED";"LICENSED";"LICENSED";"director.dobson@pcapreschool.com"
3/1/2022;"CHILD CARE CENTER";"85015";"PHOENIX CHRISTIAN PRESCHOOL";"4002 NORTH 18TH AVENUE";"CDC-12619";6/1/2021;6/30/2024;"PHOENIX";"MARICOPA";"(602)265-7728";"(602)264-6012";139;"CDC12619";-112.097958;33.49423;40131104004002;"C11";"AZ";"16";"9";"LICENSED";"LICENSED";"LICENSED";"Lmiller@phoenixchristian.org"
3/1/2022;"CHILD CARE CENTER";"85008";"PHOENIX CHRISTIAN SCHOOL";"2425 NORTH 26TH STREET";"CDC-7623";9/1/2019;8/31/2022;"PHOENIX";"MARICOPA";"(602)956-9330";"(602)956-4207";33;"CDC7623";-112.025726;33.474558;40131115021014;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sdenbleyker@phoenixchristianschool.org"
3/1/2022;"CHILD CARE CENTER";"85253";"PHOENIX COUNTRY DAY SCHOOL";"3901 EAST STANFORD DRIVE";"CDC-1969";1/1/2022;12/31/2024;"PARADISE VALLEY";"MARICOPA";"(602)955-8200";"(602)381-4552";59;"CDC1969";-111.997201;33.517097;40131051033038;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lsoffice@pcda.org"
3/1/2022;"CHILD CARE CENTER";"85012";"PHOENIX HEBREW ACADEMY PRE SCHOOL";"515 EAST BETHANY HOME ROAD";"CDC-16939";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)277-7479";"(602)274-0713";59;"CDC16939";-112.066812;33.523617;40131075002000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"zupnick.alyssa@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85013";"PHOENIX PREPARATORY PRESCHOOL & CHILD CARE";"802 WEST OSBORN ROAD";"CDC-18064";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(602)274-7557";"(   )   -";106;"CDC18064";-112.084352;33.487821;40131104001018;"C11";"AZ";"11";"26";"LICENSED";"LICENSED";"LICENSED";"director@phxprep.com"
3/1/2022;"CHILD CARE CENTER";"85007";"PHOENIX RESCUE MISSION CHANGING LIVES CENTER";"338 NORTH 15TH AVENUE";"CDC-16806";7/1/2020;6/30/2023;"PHOENIX";"MARICOPA";"(602)688-6224";"(602)419-2201";58;"CDC16806";-112.091419;33.452637;40131129004031;"C11";"AZ";"12";"18";"LICENSED";"LICENSED";"N/A";"amodra@phoenixrescuemission.org"
3/1/2022;"CHILD CARE CENTER";"85040";"PIKES PEAK ACADEMY DBA MEADOW OAKS ACADEMY";"1903 EAST ROESER ROAD";"CDC-19062";9/28/2021;8/31/2024;"PHOENIX";"MARICOPA";"(602)609-2824";"(   )   -";74;"CDC19062";-112.038407;33.39953;40131160002010;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"jyoti@meadowoaksacademy.com"
3/1/2022;"CHILD CARE CENTER";"85213";"PILGRIM LUTHERAN CHURCH AND SCHOOL";"3257 EAST UNIVERSITY DRIVE";"CDC-8369";8/1/2021;7/31/2024;"MESA";"MARICOPA";"(480)830-1724";"(480)807-2921";52;"CDC8369";-111.76101;33.422592;40134207072002;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kdrexler2@cox.net"
3/1/2022;"CHILD CARE CENTER";"85716";"PIMA COUNTRY DAY SCHOOL";"3107 EAST PIMA STREET";"CDC-17117";12/1/2020;11/30/2023;"TUCSON";"PIMA";"(520)323-8375";"(   )   -";99;"CDC17117";-110.926406;32.243391;40190018012015;"C11";"AZ";"10";"10";"LICENSED";"LICENSED";"LICENSED";"kelli@smallmiraclesedu.com"
3/1/2022;"CHILD CARE CENTER";"86004";"PINE FOREST CHARTER SCHOOL";"2257 EAST CEDAR AVENUE";"CDC-17407";9/1/2021;8/31/2024;"FLAGSTAFF";"COCONINO";"(928)779-9880";"(928)779-9792";59;"CDC17407";-111.615205;35.217875;40050003002001;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"croe@pineforestschool.org"
3/1/2022;"CHILD CARE CENTER";"86004";"PINECONE PRESCHOOL L.L.C.";"2901 NORTH KING STREET";"CDC-16927";4/1/2020;3/31/2023;"FLAGSTAFF";"COCONINO";"(928)526-0072";"(   )   -";199;"CDC16927";-111.610762;35.215616;40050004003013;"C11";"AZ";"22";"20";"LICENSED";"LICENSED";"LICENSED";"pineconepreschool@live.com"
3/1/2022;"CHILD CARE CENTER";"85255";"PINNACLE PRESBYTERIAN DAY SCHOOL";"25150 NORTH PIMA ROAD";"CDC-5532";9/1/2019;8/31/2022;"SCOTTSDALE";"MARICOPA";"(480)585-9448";"(480)473-3575";165;"CDC5532";-111.890841;33.714338;40132168402013;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sball@pinnaclepres.org"
3/1/2022;"CHILD CARE CENTER";"85701";"PIO DECIMO CENTER";"848 SOUTH 7TH AVENUE";"CDC-0007";1/1/2020;12/31/2022;"TUCSON";"PIMA";"(520)622-2801";"(520)622-4704";212;"CDC0007";-110.970219;32.211392;40190009001043;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"MTylutki@ccs-pio.org"
3/1/2022;"CHILD CARE CENTER";"85033";"PIONEER PREPARATORY SCHOOL";"6510 WEST CLARENDON AVENUE";"CDC-18836";7/23/2020;6/30/2023;"PHOENIX";"MARICOPA";"(623)933-3733";"(   )   -";48;"CDC18836";-112.200152;33.491345;40131098012005;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kimberly.shoat@ppslions.org"
3/1/2022;"CHILD CARE CENTER";"85254";"PLAY AND LEARN CHILD CARE L L C";"4859 EAST GREENWAY ROAD";"CDC-15879";6/1/2020;5/31/2023;"SCOTTSDALE";"MARICOPA";"(602)788-0191";"(602)788-1007";59;"CDC15879";-111.975933;33.625886;40131032123002;"C11";"AZ";"5";"10";"LICENSED";"LICENSED";"N/A";"playandlearn@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85021";"PRE-KADEMY L.L.C.";"1535 WEST DUNLAP AVENUE";"CDC-18479";3/1/2022;2/28/2025;"PHOENIX";"MARICOPA";"(602)373-7004";"(   )   -";21;"CDC18479";-112.092708;33.567302;40131054002004;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"prekademyllc@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85705";"PRECIOUS MOMENTS DAYCARE";"3655 NORTH FLOWING WELLS RD";"CDC-12442";2/1/2021;1/31/2024;"TUCSON";"PIMA";"(520)293-7410";"(   )   -";59;"CDC12442";-110.995184;32.272869;40190045052001;"C11";"AZ";"N/A";"17";"N/A";"N/A";"N/A";"fbarlow65@aol.com"
3/1/2022;"CHILD CARE CENTER";"86336";"PRECIOUS STONES PRESCHOOL";"390 DRY CREEK ROAD";"CDC-9761";6/1/2020;5/31/2023;"SEDONA";"COCONINO";"(928)282-4091";"(928)282-5660";59;"CDC9761";-111.818774;34.866633;40250018021123;"C11";"AZ";"4";"22";"LICENSED";"LICENSED";"LICENSED";"gioia@preciousstonespreschool.com"
3/1/2022;"CHILD CARE CENTER";"85226";"PRECIOUS TREASURES CHILDCARE";"4939 WEST RAY ROAD # 21";"CDC-15446";8/1/2019;7/31/2022;"CHANDLER";"MARICOPA";"(480)893-7774";"(480)893-0577";94;"CDC15446";-111.925815;33.319764;40138106004004;"C11";"AZ";"7";"10";"LICENSED";"LICENSED";"LICENSED";"kwoods@precioustreasures.org"
3/1/2022;"CHILD CARE CENTER";"85053";"PREMIER CHILDREN'S CENTER";"3335 WEST GREENWAY ROAD";"CDC-8368";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)993-7153";"(602)993-5108";189;"CDC8368";-112.129083;33.624981;40131041004002;"C11";"AZ";"10";"28";"LICENSED";"LICENSED";"LICENSED";"premier3335@yahoo.com"
3/1/2022;"CHILD CARE CENTER";"85249";"PREMIER LEARNING ACADEMY";"940 EAST RIGGS ROAD SUITE 4";"CDC-15029";9/1/2021;8/31/2024;"CHANDLER";"MARICOPA";"(480)237-9790";"(   )   -";205;"CDC15029";-111.825137;33.218948;40138134001017;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"myplapreschool@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85142";"PREMIER LEARNING ACADEMY";"22048 SOUTH ELLSWORTH ROAD";"CDC-19031";8/27/2021;7/31/2024;"QUEEN CREEK";"MARICOPA";"(480)277-4947";"(480)237-9790";95;"CDC19031";-111.634678;33.247999;40138170002000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"myplaypreschool@gmail.com"
3/1/2022;"CHILD CARE CENTER";"85012";"PRESCHOOL AT NORTH PHOENIX, WEEKDAY";"5757 NORTH CENTRAL AVENUE";"CDC-6109";8/1/2021;7/31/2024;"PHOENIX";"MARICOPA";"(602)707-5821";"(602)707-5819";181;"CDC6109";-112.073521;33.521976;40131075002000;"C11";"AZ";"22";"40";"LICENSED";"LICENSED";"LICENSED";"jenw@nphx.org"
3/1/2022;"CHILD CARE CENTER";"85364";"PRESCHOOL EXPRESS, L.L.C.";"183 EAST 24TH STREET #8";"CDC-18365";8/1/2021;7/31/2024;"YUMA";"YUMA";"(928)782-3290";"(928)782-0204";86;"CDC18365";-114.617833;32.683875;40270011002002;"C11";"AZ";"N/A";"9";"LICENSED";"LICENSED";"LICENSED";"FANNINGKD@HOTMAIL.COM"
3/1/2022;"CHILD CARE CENTER";"86301";"PRESCOTT CHRISTIAN PRESCHOOL";"2980 WILLOW CREEK ROAD";"CDC-18451";1/1/2022;12/31/2024;"PRESCOTT";"YAVAPAI";"(928)899-0920";"(   )   -";48;"CDC18451";-112.470331;34.593205;40250010011002;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"prescottpreschool@gmail.com"
3/1/2022;"CHILD CARE CENTER";"86314";"PRESCOTT VALLEY CHARTER SCHOOL";"9451 EAST LORNA LANE";"CDC-19028";6/3/2021;5/31/2024;"PRESCOTT VALLEY";"YAVAPAI";"(928)899-6666";"(928)775-4457";57;"CDC19028";-112.300232;34.581641;40250006102010;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"Mfuller@preschool.com"
3/1/2022;"CHILD CARE CENTER";"86301";"PRESCOTT Y M C A EARLY CHILDHOOD CENTER";"750 WHIPPLE STREET";"CDC-1065";10/1/2021;9/30/2024;"PRESCOTT";"YAVAPAI";"(928)445-7221";"(928)445-5135";345;"CDC1065";-112.47882;34.557045;40250009002000;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"nicole.locke@prescottymca.org"
3/1/2022;"CHILD CARE CENTER";"85719";"PRESIDIO SCHOOL AFTER CARE";"1615 EAST FORT LOWELL ROAD";"CDC-17307";7/1/2021;6/30/2024;"TUCSON";"PIMA";"(520)881-5222";"(520)881-5522";59;"CDC17307";-110.947759;32.264963;40190027033012;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kpetrikowski@presidioschool.com"
