"License No";"Name";"Address";"County";"City";"Zip";"Phone Number";"Type";"Capacity";"Status";"Services";"Age Group Served";"Months Of Operation";"Days & Hours Of Operation";"MDHS Subsidy";"Note"
"41CCPFA-7266";"BOWS & BOW TIES CHILDCARE AND LEARNING CENTER";"4927 A RAYMOND AVENUE";"LEE";"VERONA";38879;"662-810-7470";"Center based Child Care Facility";46;"PENDING-INSPECTION (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"41CBPFA-3907";"BROWN BEAR CHILD CARE AND LEARNING CENTER";"1811 S GLOSTER ST";"LEE";"TUPELO";38801;"662-620-6330";"Center based Child Care Facility";27;"ACTIVE (11/01/2022 - 10/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"41CDIFA-6386";"CALVARY BAPTIST CHURCH CASA";"538 MAGAZINE ST";"LEE";"TUPELO";38804;"662-842-3887";"Center based Child Care Facility";60;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day";"5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"41CERM-2264";"CALVARY BAPTIST KINDERGARTEN & PRESCHOOL";"501 W MAIN ST";"LEE";"TUPELO";38804;"662-842-3338";"Center based Child Care Facility";150;"PENDING-INSPECTION (12/01/2023 - 11/30/2024)";"Half Day Morning";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 12:00 PM";"No";
"Y-0140";"CAMP SONSHINE";"610 HIGHWAY 45";"LEE";"BALDWYN";38824;"662-401-3983";"Youth Camp";62;"ACTIVE (06/01/2023 - 05/31/2024)";;;"May, Jun";"Monday-Friday 05:57 AM To 05:58 AM, Saturday 05:57 AM To 05:58 AM, Sunday 05:57 AM To 05:58 AM";"No";
"UnLicensed";"CARMELA GATES";"104 MULBERRY DR";"LEE";"TUPELO";38801;"662-401-1003";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"41CDPFA-6156";"CHANGING LIVES DAY CARE";"94 S THOMAS ST";"LEE";"TUPELO";38801;"662-205-4153";"Center based Child Care Facility";100;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"41CDIF-7502";"COLOR MY WORLD 2 CHILD CARE ACA. INC.";"4506 N GLOSTER ST";"LEE";"TUPELO";38804;"662-269-2488";"Center based Child Care Facility";91;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CCPA-6181";"COLOR MY WORLD CHILD CARE ACADEMY AFTER SCHOOL";"2045 MCCULLOUGH BLVD";"LEE";"TUPELO";38801;"662-844-0830";"Center based Child Care Facility";48;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:45 AM To 06:00 PM";"Yes";
"41CEPF-4260";"COLOR MY WORLD CHILD CARE ACADEMY INC";"2045 MCCULLOUGH BLVD";"LEE";"TUPELO";38801;"662-844-0830";"Center based Child Care Facility";136;"ACTIVE (01/01/2023 - 12/31/2023)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:45 AM To 06:00 PM";"Yes";
"41CCPFA-7188";"CREATIVE MINDS CHILDCARE & LEARNING CENTER";"2121 W MAIN ST";"LEE";"TUPELO";38801;"662-584-2115";"Center based Child Care Facility";40;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CFPFA-7515";"CREATIVE MINDS TOO CHILDCARE & LEARNING CENTER";"2451 MCCULLOUGH BLVD";"LEE";"TUPELO";38801;"662-205-4147";"Center based Child Care Facility";180;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"UnLicensed";"DARLENE BOWERS";"357 OLD HWY 45";"LEE";"SHANNON";38868;"662-213-5072";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"41CBPFA-6279";"DAVID'S ARMY LEARNING CENTER";"641 W MAIN ST";"LEE";"TUPELO";38804;"662-844-9234";"Center based Child Care Facility";20;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"41CDPFSA-7892";"EMPOWER KIDZ";"601 E PRESIDENT AVE";"LEE";"TUPELO";38801;"662-305-5117";"Center based Child Care Facility";90;"TEMPORARY (07/07/2023 - 12/31/2023)";"School Age After School, Full Day, Summer Day,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CCPSA-7917";"EMPOWER KIDZ - MOOREVILLE";"3617 HIGHWAY 178 STE C";"LEE";"MOOREVILLE";38857;"662-305-5117";"Center based Child Care Facility";50;"TEMPORARY (09/04/2023 - 02/29/2024)";"School Age After School, Summer Day";"5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"No";
"41CEPFA-1845";"FAYE'S PLAYHOUSE & LEARNING CENTER";"5038 RAYMOND STREET";"LEE";"VERONA";38879;"662-566-1104";"Center based Child Care Facility";115;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"41CERF-4961";"FIRST BAPTIST DAY SCHOOL";"300 N CHURCH ST";"LEE";"TUPELO";38804;"662-718-0018";"Center based Child Care Facility";150;"ACTIVE (08/01/2023 - 07/31/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"41CDRFA-7894";"FIRST BAPTIST PRESCHOOL AND DAYCARE";"500 S FOURTH ST";"LEE";"BALDWYN";38824;"662-365-5201";"Center based Child Care Facility";100;"TEMPORARY (07/13/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CDPSA-6427";"FIRST PRESBYTERIAN CHURCH CASA";"400 W JEFFERSON ST";"LEE";"TUPELO";38804;"662-842-3887";"Center based Child Care Facility";60;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Summer Day";"5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"41CERM-2034";"FIRST UMC KID'S PAD";"412 W MAIN ST";"LEE";"TUPELO";38804;"662-690-8100";"Center based Child Care Facility";150;"ACTIVE (12/01/2022 - 11/30/2023)";"Half Day Morning";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 02:00 PM";"No";
"41CDIA-5036";"FIRST UNITED METHODIST CHURCH CASA";"412 W MAIN ST";"LEE";"TUPELO";38804;"662-842-3887";"Center based Child Care Facility";100;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School";"5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"41CBPFA-1203";"FOR LITTLE PEOPLE ONLY DAYCARE";"1247 NELLE ST";"LEE";"TUPELO";38801;"662-844-0573";"Center based Child Care Facility";30;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM, Saturday 00:00 AM To 00:00 PM";"Yes";
"41CDPF-5475";"GENESIS CHILDCARE & LEARNING CENTER";"162 ANTHONY";"LEE";"VERONA";38879;"662-566-7477";"Center based Child Care Facility";56;"ACTIVE (08/01/2023 - 07/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"41CDPSA-4932";"GENESIS LEARNING CENTER #2";"118 HOLLOWAY ST";"LEE";"VERONA";38879;"662-810-7478";"Center based Child Care Facility";93;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"41CEPFA-6610";"GIGGLES N GRINS PRESCHOOL AND EARLY EDUCATION CENTER";"2651 TRACELAND DR";"LEE";"TUPELO";38801;"662-842-7100";"Center based Child Care Facility";125;"ACTIVE (10/01/2023 - 09/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"41CCPFA-7038";"GOD'S CREATION LEARNING CENTER";"811 S CANAL ST";"LEE";"TUPELO";38804;"662-840-5509";"Center based Child Care Facility";43;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"41CCPFA-5454";"HAPPY FEET DAYCARE & LEARNING CENTER";"130 RICHARDSON ST";"LEE";"SHANNON";38868;"662-767-3737";"Center based Child Care Facility";74;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:00 PM";"Yes";
"41CDRFSA-7437";"HARRISBURG BAPTIST CHURCH CASA";"4675 CLIFF GOOKIN BLVD";"LEE";"TUPELO";38801;"662-842-3887";"Center based Child Care Facility";90;"PENDING-INSPECTION (09/01/2023 - 08/31/2024)";"School Age After School, Full Day, Summer Day";"5-9 yr old, 1 -12 yr old";"May, Jun, Jul, Aug";"Monday-Friday 07:30 AM To 05:30 PM";"No";
"41CFRF-0881";"HARRISBURG DAY SCHOOL";"4675 CLIFF GOOKIN BLVD";"LEE";"TUPELO";38801;"662-841-1308";"Center based Child Care Facility";200;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"No";
"41CDIH-5807";"HAVEN ACRES";"3288 WILLIE MOORE RD";"LEE";"TUPELO";38801;"662-566-7494";"Center based Child Care Facility";69;"ACTIVE (05/01/2023 - 04/30/2024)";"Head Start";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 02:30 PM";"No";
"41CCPFWA-6288";"IN HIS HANDS CHILDCARE & LEARNING CENTER";"1221 W MAIN ST";"LEE";"TUPELO";38801;"662-841-0051";"Center based Child Care Facility";42;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 06:00 PM";"Yes";
"41CCPFA-7386";"IN HIS HANDS TOO CHILDCARE AND LEARNING CENTER";"1220 W MAIN ST";"LEE";"TUPELO";38801;"662-422-6427";"Center based Child Care Facility";40;"ACTIVE (11/01/2022 - 10/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CDRFA-5109";"IT'S A SMALL WORLD";"181 MILL ST";"LEE";"GUNTOWN";38849;"662-348-5888";"Center based Child Care Facility";75;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CCGF-4778";"ITAWAMBA COMMUNITY COLLEGE EARLY LEARNING CENTER";"2176 S EASON BLVD";"LEE";"TUPELO";38804;"662-620-5236";"Center based Child Care Facility";45;"PENDING (11/01/2023 - 10/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"Yes";
"41CCPWA-7330";"JACK & JILL";"1443 HIGHWAY 145";"LEE";"GUNTOWN";38849;"662-255-3041";"Center based Child Care Facility";50;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Special Needs,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 01:00 PM To 06:00 PM";"Yes";
"41CFRFWA-7289";"JOURNEY KIDS LEARNING CENTER";"1649 HIGHWAY 45";"LEE";"SALTILLO";38866;"662-869-3111";"Center based Child Care Facility";255;"PENDING-INSPECTION (12/01/2023 - 11/30/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"UnLicensed";"KAYLA CLARK";"1316 ERIN ST";"LEE";"TUPELO";38801;"662-374-7082";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"41CEPFA-1188";"KID'S LANDING CHILD CARE & LEARNING CENTER";"4071 ROB DR";"LEE";"TUPELO";38801;"662-844-4144";"Center based Child Care Facility";139;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CDPFA-3203";"KIDDIE KASTLE PRESCHOOL, INC";"122 S MADISON ST";"LEE";"TUPELO";38804;"662-841-1709";"Center based Child Care Facility";63;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"41CDPFA-3667";"KIDS LANDING TOO";"123 WILLOWBROOK DR";"LEE";"SALTILLO";38866;"662-869-3322";"Center based Child Care Facility";100;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"41CEPFA-6485";"KIDS' WORLD TUPELO";"1403 W JACKSON ST";"LEE";"TUPELO";38801;"662-350-3977";"Center based Child Care Facility";129;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"41CDPFA-7716";"KINGDOM KIDS";"754 HIGHWAY 371";"LEE";"MOOREVILLE";38857;"662-260-3746";"Center based Child Care Facility";70;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"No";
"41CDPFA-6597";"KINGDOM KIDS LEARNING CENTER, LLC";"741 ROAD 1349";"LEE";"MOOREVILLE";38857;"662-620-8899";"Center based Child Care Facility";60;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"UnLicensed";"LAUREN MORGAN";"119 MURPHY DR";"LEE";"SHANNON";38868;"662-255-9544";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"41CCIFW-7492";"LIL LEAP ACADEMY";"120 LAKE ST";"LEE";"TUPELO";38804;"662-690-3980";"Center based Child Care Facility";45;"ACTIVE (09/01/2023 - 08/31/2024)";"Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"41CDPFWA-7173";"LIL LEAP ACADEMY TOO";"780 POPLARVILLE ST";"LEE";"TUPELO";38801;"662-690-9123";"Center based Child Care Facility";87;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"41CDPF-0446";"LITTLE ANGELS LEARNING & CHILD CARE CENTER";"1246 BOGGAN DR";"LEE";"TUPELO";38801;"662-840-2555";"Center based Child Care Facility";76;"ACTIVE (11/01/2022 - 10/31/2023)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 06:00 PM";"Yes";
"41CEPFA-5528";"LITTLE ANGELS LEARNING AND CHILD CARE CENTER #2";"1246 BOGGAN DR";"LEE";"TUPELO";38801;"662-840-2555";"Center based Child Care Facility";150;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 06:00 PM";"Yes";
"41CDPF-5664";"LITTLE ANGELS LEARNING AND CHILD CARE CENTER #3";"1361 IDA ST";"LEE";"TUPELO";38801;"662-680-5718";"Center based Child Care Facility";95;"ACTIVE (08/01/2023 - 07/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 06:00 PM";"Yes";
"41CDPFSA-2258";"LITTLE EAGLES PLAYHOUSE";"528 ROAD 2878";"LEE";"BALDWYN";38824;"662-365-7075";"Center based Child Care Facility";95;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:15 AM To 05:30 PM";"Yes";
"41CDPFA-7869";"LITTLE HANDS LEARNING CENTER LLC";"261 CDF BLVD";"LEE";"SHANNON";38868;"662-553-4289";"Center based Child Care Facility";90;"TEMPORARY (05/01/2023 - 10/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"41CBPSA-7842";"LITTLE LEGENDS CHILDCARE AND DEVELOPMENT CENTER LLC";"4532 N GLOSTER ST";"LEE";"TUPELO";38804;"662-346-1707";"Center based Child Care Facility";25;"ACTIVE (02/14/2023 - 01/31/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:30 PM To 07:30 PM";"Yes";
"41CDPFA-6699";"MINI MIRACLES";"399 MILFORD ST";"LEE";"TUPELO";38801;"662-844-0450";"Center based Child Care Facility";73;"RESTRICTED (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"41CEPA-7712";"MINI MIRACLES TOO";"578 CARANATION STREET";"LEE";"TUPELO";38801;"662-844-0450";"Center based Child Care Facility";145;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 03:30 PM To 05:30 PM";"Yes";
"41CCPF-6262";"MONTESSORI SCHOOL OF TUPELO";"1955 MOUNT VERNON RD";"LEE";"TUPELO";38804;"662-840-9917";"Center based Child Care Facility";50;"PENDING (11/01/2023 - 10/31/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:45 AM To 05:30 PM";"No";
