"Provider ID";"Type";"Regulation/Restriction";"Create Date";"Due Date";"Corrected Date";"Status"
183784;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"04/07/2021";"05/06/2021";"05/06/2021";"Final"
183784;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years. When the CBCCPP counts lock-down drills as allowed in the rules in section 3.7.2 of these regulations, the licensee shall maintain a record of the date of each lock-down drill, the number of CBCCPP children and staff who participated, and note that the drill performed was a lock-down drill.";"04/07/2021";"04/30/2021";"04/29/2021";"Final"
183784;"Violation";"6.2.6: Supervision of Children Staff shall ensure visual supervision of children, except as allowed in rules 6.2.6.1-6.2.6.4 of these regulations.";"07/24/2019";"08/21/2019";"08/08/2019";"Final"
183784;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"06/21/2018";"06/21/2018";"06/21/2018";"Final"
73802;"Violation";"3.4.4.2: Each child's file shall be complete with all required information within the first week that the child begins to attend care. The required annual physical shall be obtained within forty-five (45) days of enrollment as required in rule 5.1.2 of these regulations. School age children visiting a CBCCPP withing the public school building, of which they are a student, shall be exempt from needing to have a child's file as required in rule 3.4.4.1 of these regulations.";"03/08/2021";"03/25/2021";"03/16/2021";"Final"
354126;"Violation";"13.17: All medications shall be inaccessible to children but immediately accessible to designated Staff. A child with parent permission to self-medicate may do so under direct Staff supervision.";"09/20/2022";"09/20/2022";"09/26/2022";"Final"
354126;"Violation";"18.50: The Licensee shall be responsible for compliance with these regulations and shall operate the Afterschool Child Care Program at all times within the terms and conditions of the license.";"04/01/2021";"04/07/2021";"04/23/2021";"Final"
354126;"Violation";"5.11: The licensee shall ensure that any new individuals regularly present at the Afterschool Child Care Program submit a Records Check Authorization form to the Division prior to working with children in the Afterschool Child Care Program.";"04/01/2021";"04/20/2021";"04/20/2021";"Final"
354126;"Violation";"5.12: The licensee shall ensure that all new staff prior to working with children in the Afterschool Child Care Program; and any new individual designated as the representative of the licensee shall submit a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"04/01/2021";"05/30/2021";"04/20/2021";"Final"
4201;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"01/28/2022";"02/14/2022";"02/18/2022";"Final"
4201;"Violation";"5.1.4: The licensee shall submit a Vermont Child Care Immunization Report at least once every 365 days to the Vermont Department of Health, Immunization Office as required by 18 V.S.A. SS 1120 - 1129.";"02/11/2021";"03/11/2021";"03/26/2021";"Final"
4201;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"02/11/2021";"03/11/2021";"03/25/2021";"Final"
