"Name";"Last Name";"First Name";"Type Of Care";"Street Address";"City";"ID";"Zip";"Area Code";"Phone";"Age Range";"Accepts ICCP";"Financial Assistance";"Quality Rating";"Health & Safety Check";"Type of Registration";"Website";"Full/Part Time Care";"Environment";"Accreditation";"Meals";"Elementary Schools";"Special Needs";"Languages";"Education";"Age Groups & Rates"
"A CHILDS CHOICE MONTESSORI SCHOOL";"LIEBERMAN";"WENDY";"Child Care Center";"1797 S MILLENNIUM WAY";"MERIDIAN";442273;83642;208;"870-1144";"2 years 5 months to 12 years";"ICCP, State Licensed";"Multi-child discount, Other";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2313";"ICCP, State Licensed";"http://www.achildschoicemontessori.com";"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English";"Bachelor's Degree, other";"<br/>13-30 Months (1-2.5 years) : 400.00 Monthly PT, 575.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 400.00 Monthly PT, 575.00 Monthly FT<br/>5 - 6 Years : 400.00 Monthly PT, 575.00 Monthly FT<br/>6 - 12 Years : 400.00 Monthly PT, 575.00 Monthly FT"
"THE LEARNING GARDEN CHILDRENS CENTER";"GRAVER";"SHANALEE";"Child Care Center";"1322 E OVERLAND RD";"MERIDIAN";333809;83642;208;"888-6171";"1 month 2 weeks to 12 years";"ICCP, State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/3449";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"MARY McPHERSON, Pepper Ridge Elementary-Boise, SIENA ELEMENTARY, SPAULDING";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD, Other";"English";"Some College, child related";"<br/>0 - 12 Months : 190.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 175.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 165.00 Weekly FT<br/>5 - 6 Years : 135.00 Weekly FT<br/>6 - 12 Years : 92.00 Weekly FT"
"CHALLENGER SCHOOL FOUNDATION";"ANDERSON";"KEITH";"Child Care Center";"2020 W EVEREST LN";"MERIDIAN";640570;83646;208;"846-8888";"3 years to 14 years";"State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/11672";"State Licensed";"http://www.challengerschool.com";"Full-Time";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";;;"English";"Ask Provider";"<br/>31-60 Months (2.5-5 years) : 594.00 Monthly PT, 1019.00 Monthly FT<br/>5 - 6 Years : 659.00 Monthly PT, 951.00 Monthly FT<br/>6 - 12 Years : 1158.00 Monthly FT"
"ADVANTAGE EARLY LEARNING CENTERS LLC";"SMITH";"TAYLOR";"Child Care Center";"3677 E COPPER POINT WAY";"MERIDIAN";696589;83642;208;"391-2200";"1 month 2 weeks to 12 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/12579";"ICCP, State Licensed";"http://www.advantageelc.com";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Special Meal Request";"CHRISTINE DONNELL SCH OF ARTS, LAKE HAZEL, MARY McPHERSON, Pepper Ridge Elementary-Boise, SIENA ELEMENTARY, SPAULDING";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English";"Bachelor's Degree, Child Related";"<br/>0 - 12 Months : 207.00 Weekly FT, 897.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 190.00 Weekly FT, 823.33 Monthly FT<br/>31-60 Months (2.5-5 years) : 172.00 Weekly FT, 745.33 Monthly FT<br/>5 - 6 Years : 133.00 Weekly FT, 576.33 Monthly FT<br/>6 - 12 Years : 64.00 Weekly PT, 93.00 Weekly FT, 403.00 Monthly FT"
"DREAMLAND LEARNING CENTER INC";"MILLER";"ERICA";"Child Care Center";"2501 N STOKESBERRY PL";"MERIDIAN";481703;83646;208;"713-0837";"1 month 2 weeks to 11 years";"ICCP, State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/2361";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Smoking Outside Only, Computer for children's use";;"Breakfast, Lunch, Afternoon Snack";"CHIEF JOSHEPH, Discovery Elementary-Meridian, PROSPECT Elementary-Meridian, River Valley";"Developmental Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English";"Ask Provider";"<br/>0 - 12 Months : 180.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 157.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 142.00 Weekly FT<br/>5 - 6 Years : 115.00 Weekly FT, 148.00 Other FT<br/>6 - 12 Years : 67.00 Weekly PT, 79.00 Weekly FT, 148.00 Other FT"
"TIGGERIFFIC KIDS";"GALUSHKIN";"BRANDY";"Child Care Center";"1302 N MAIN ST";"MERIDIAN";234991;83642;208;"912-3517";"1 week to 12 years";"ICCP, State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/450";"ICCP, State Licensed";"http://www.tiggerifficdaycare.org";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Breakfast, Morning Snack, Afternoon Snack, Parent to Provide Meals";"CHIEF JOSHEPH";;"English, Other";"High School Diploma/GED";"<br/>0 - 12 Months : 175.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 175.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 160.00 Weekly FT, 150.00 Other PT<br/>5 - 6 Years : 125.00 Weekly FT<br/>6 - 12 Years : 80.00 Weekly FT"
"CREATIVE IMAGINATION LLC";"JONES";"STACEY";"Child Care Center";"1930 N LINDER RD";"MERIDIAN";800775;83646;208;"887-0050";"3 months to 5 years";"ICCP, State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13296";"ICCP, State Licensed";"http://www.creativeimaginationsidaho.com";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;;"English";"Bachelor's Degree, other";"<br/>0 - 12 Months : 180.00 Weekly FT, 805.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 165.00 Weekly FT, 761.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 150.00 Weekly FT, 718.00 Monthly FT, 674.00 Other FT<br/>5 - 6 Years : 140.00 Weekly FT, 653.00 Monthly FT"
"A STEP AHEAD PRESCHOOL & CHILDCARE";"SULLIVAN";"CHRISTINA";"Child Care Center";"3348 N MERIDIAN RD";"MERIDIAN";304433;83646;208;"473-2420";"1 year 6 months to 7 years";"State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/4484";"State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Morning Snack, Lunch, Afternoon Snack";"Hunter Elementary, Paramount Elementary, PROSPECT Elementary-Meridian";"Developmental Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";"Bachelor's Degree, Child Related";"<br/>13-30 Months (1-2.5 years) : 190.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 175.00 Weekly FT<br/>5 - 6 Years : 135.00 Weekly FT<br/>6 - 12 Years : 90.00 Weekly FT"
"TREE HOUSE LEARNING CENTER";"CAMPBELL";"TANA";"Child Care Center";"385 S LOCUST GROVE RD";"MERIDIAN";704161;83642;208;"895-7964";"3 weeks to 8 years";"State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/12751";"State Licensed";"http://thetreehousepreschool.com";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;;"English";"Master's Degree, child related";"<br/>0 - 12 Months : 27.00 Daily PT, 540.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 27.00 Daily PT, 540.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 27.00 Daily PT, 540.00 Monthly FT<br/>5 - 6 Years : 27.00 Daily PT, 540.00 Monthly FT"
"YMCA - HUNTER YS KIDS";"CHIDESTER";"WILLIAM";"Child Care Center";"4550 W COPPER CLOUD";"MERIDIAN";319429;83646;208;"885-5871";"5 years to 13 years";"ICCP, State Licensed";"Continuing Scholarship Program";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/6985";"ICCP, State Licensed";"http://www.ymcatvidaho.org";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Morning Snack, Afternoon Snack";"Barbara Morgan STEM School, CHAPARRAL, Discovery Elementary-Meridian, Hunter Elementary, Paramount Elementary, PROSPECT Elementary-Meridian, Willow Creek Elementary";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD, Other";"English";"Bachelor's Degree, Child Related";"<br/>5 - 6 Years : 106.00 Weekly FT, 102.00 Other FT<br/>6 - 12 Years : 106.00 Weekly FT, 102.00 Other FT"
"DREAMLAND EDUCATIONAL CENTER INC - FRANKLIN";"EHTESHAMI";"SUSAN";"Child Care Center";"875 W FRANKLIN RD";"MERIDIAN";269513;83642;208;"288-2282";"1 month 2 weeks to 9 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/1833";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Breakfast, Lunch, Afternoon Snack";"Barbara Morgan STEM School, CHAPARRAL, MERIDIAN, PEREGRINE";;"English, Bosnian";"Master's Degree, child related";"<br/>0 - 12 Months : 180.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 157.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 152.00 Weekly FT<br/>5 - 6 Years : 115.00 Weekly FT<br/>6 - 12 Years : 79.00 Weekly FT, 67.00 Other PT, 148.00 Other FT"
"YMCA - SIENA YS KIDS";"WOOD-ADAMS";"TERESA";"Child Care Center";"2900 E ROME DR";"MERIDIAN";649902;83642;208;"861-4832";"5 years to 12 years";"ICCP, State Licensed";"One-time Scholarship Program";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/11905";"ICCP, State Licensed";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";"CHRISTINE DONNELL SCH OF ARTS, DESERT SAGE ELEMENTARY, LAKE HAZEL, MARY McPHERSON, SIENA ELEMENTARY, SPAULDING";;"English";;"<br/>5 - 6 Years : 106.00 Weekly FT, 424.00 Monthly FT<br/>6 - 12 Years : 106.00 Weekly FT, 424.00 Monthly FT, 158.00 Other FT"
"LITTLE STARS DAYCARE";"KALINOVSKIY";"DINAH";"Family Child Care";;"MERIDIAN";1138418;83642;208;"600-8680";"2 weeks to 5 years";"ICCP, State Licensed";;"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/14724";;;"Full-Time";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Dinner";;;"English";;"<br/>0 - 12 Months : 25.00 Daily FT<br/>13-30 Months (1-2.5 years) : 25.00 Daily FT<br/>31-60 Months (2.5-5 years) : 25.00 Daily FT<br/>5 - 6 Years : 25.00 Daily FT<br/>6 - 12 Years : 25.00 Daily FT"
"ELISABETHS CHILD CARE";"SONGE";"ELISABETH";"Family Child Care";;"MERIDIAN";1095195;83646;208;"202-9717";"1 month to 12 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14315";;;"Full-Time";"Smoke Free Facility, No Pets";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner";;;"Swahili";"Ask Provider";"<br/>0 - 12 Months : 680.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 588.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 555.00 Monthly FT<br/>5 - 6 Years : 468.88 Monthly FT<br/>6 - 12 Years : 488.00 Monthly FT"
"BRIGHT SHINING STARS LEARNING CENTER";"BIRD";"DIANA";"(FCC)Group Child Care";;"MERIDIAN";1037366;83642;208;"901-0550";"3 years to 5 years";"State Licensed";"Multi-child discount";"Type of Registration State Licensed";"http://idahochildcarecheck.org/provider/14023";;"http://Brightshiningstars.com";"Part-Time";"Smoke Free Facility, Special needs accessible";;"Morning Snack, Afternoon Snack";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English";"Associate's Degree, Child Related";"<br/>31-60 Months (2.5-5 years) : 110.00 Other PT<br/>5 - 6 Years : 145.00 Other PT"
"NICOLE SANCHEZ CHILD CARE";"SANCHEZ";"NICOLE";"Family Child Care";;"MERIDIAN";1098893;83646;208;"949-1740";"2 months to 12 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14352";;;"Full-Time";"Smoke Free Facility, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 750.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 750.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 750.00 Monthly FT<br/>5 - 6 Years : 750.00 Monthly FT<br/>6 - 12 Years : 750.00 Monthly FT"
"FEDHA MUZURIS CHILD CARE";"MUZURI";"FEDHA";"Family Child Care";;"MERIDIAN";1126538;83642;208;"371-5398";"3 months to 13 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14585";;;"Full-Time";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;;"English";"Master's Degree, other";"<br/>0 - 12 Months : 500.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 500.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 500.00 Monthly FT<br/>5 - 6 Years : 500.00 Monthly FT<br/>6 - 12 Years : 500.00 Monthly FT"
"THE GODDARD SCHOOL";"ANTL";"RICK";"Child Care Center";"2009 S WELLS AVE";"MERIDIAN";1147246;83642;208;"427-8800";"2 months 2 weeks to 5 years";"State Licensed";"Multi-child discount, Other";"Type of Registration State Licensed";"http://idahochildcarecheck.org/provider/14855";;;"Full-Time";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";;;"English";;"<br/>0 - 12 Months : 1125.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 975.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 925.00 Monthly FT, 875.00 Other FT"
"MY FIRST STEPS";"KRAVTSOVA";"DARYA";"(FCC)Group Child Care";;"MERIDIAN";1045576;83642;208;"371-0019";"1 week to 6 years";"ICCP, State Licensed";"Multi-child discount";"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/14100";;;"Both";"Smoke Free Facility, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;;"English, Russian";"Some College, other";"<br/>0 - 12 Months : 600.00 Monthly PT, 700.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 500.00 Monthly PT, 600.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 500.00 Monthly PT, 600.00 Monthly FT<br/>5 - 6 Years : 500.00 Monthly PT, 600.00 Monthly FT"
"MERIDIAN LITTLE SCHOOL";"HAMMER";"DARLA";"(FCC)Group Child Care";;"MERIDIAN";1128114;83646;530;"864-4904";"2 years 6 months to 5 years 11 months";"ICCP, State Licensed";;"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/14600";;;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program";;;"English";"Bachelor's Degree, Child Related";"<br/>31-60 Months (2.5-5 years) : 600.00 Monthly FT<br/>5 - 6 Years : 600.00 Monthly FT"
"PRIMETIME CHILD & FAMILY EDUCATION CENTER INC";"LINDBERG";"TRACY";"Child Care Center";"510 E WATERTOWER ST";"MERIDIAN";356081;83642;208;"884-0383";"1 month 2 weeks to 11 years";"ICCP, State Licensed";"Multi-child discount, Other";"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/10320";;"http://www.primetimechildandfamily.com";"Full-TimeBoth";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Breakfast, Lunch, Afternoon Snack";"Barbara Morgan STEM School, CHIEF JOSHEPH, SPAULDING";;"English";"Bachelor's Degree, Child Related";"<br/>0 - 12 Months : 55.00 Daily PT, 192.50 Weekly FT<br/>13-30 Months (1-2.5 years) : 55.00 Daily PT, 182.50 Weekly FT<br/>31-60 Months (2.5-5 years) : 45.00 Daily PT, 42.50 Daily FT, 167.50 Weekly PT, 157.50 Weekly FT<br/>5 - 6 Years : 32.50 Daily PT, 132.50 Weekly FT<br/>6 - 12 Years : 20.00 Daily PT, 15.00 Daily FT, 45.00 Weekly PT, 85.00 Weekly FT, 70.00 Monthly PT, 142.50 Monthly FT, 167.50 Other PT"
"RAINBOW DAYS PRESCHOOL";"DAY";"KARISA";"Family Child Care";;"MERIDIAN";1129568;83642;208;"420-7918";"2 years to 5 years";"State Licensed";;"Type of Registration State Licensed";"http://idahochildcarecheck.org/provider/14634";;;"Full-Time";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Parent to Provide Meals";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";;"<br/>31-60 Months (2.5-5 years) : 125.00 Weekly PT<br/>5 - 6 Years : 0.00 Weekly PT<br/>6 - 12 Years : 0.00 Weekly PT"
"NYOTAS DAYCARE";"MIALANO";"NYOTA";"Family Child Care";;"MERIDIAN";1138813;83642;208;"807-5409";"1 week to 12 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14729";;;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";;;"English, Other, Swahili";"High School Diploma/GED";"<br/>0 - 12 Months : 618.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 588.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 555.00 Monthly FT<br/>5 - 6 Years : 506.00 Monthly FT<br/>6 - 12 Years : 488.00 Monthly FT"
"RAISIN ANGELS AT PARAMOUNT";"FEKETE";"JAYNE";"Child Care Center";"143 W ARCHERFIELD ST";"MERIDIAN";1125754;83646;208;"880-2895";"1 month 2 weeks to 12 years";"ICCP, State Licensed";;"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/14573";;;"Full-Time";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner";"Discovery Elementary-Meridian, Hunter Elementary, Paramount Elementary, PROSPECT Elementary-Meridian, Willow Creek Elementary";"Motor Physically Impaired, Visually Impaired, ADHD/ADD";"English";"Some College, child related";"<br/>0 - 12 Months : 45.00 Daily FT, 160.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 45.00 Daily FT, 160.00 Weekly FT, 145.00 Other FT<br/>31-60 Months (2.5-5 years) : 35.00 Daily FT, 130.00 Weekly FT, 120.00 Other FT<br/>5 - 6 Years : 30.00 Daily FT, 110.00 Weekly FT<br/>6 - 12 Years : 30.00 Daily FT, 100.00 Weekly FT, 75.00 Other PT, 52.50 Other FT"
"LITTLE WISE OWLS PRESCHOOL ENRICHMENT PROGRAM";"FRANKLIN";"DIONNA";"(FCC)Group Child Care";;"MERIDIAN";1042930;83646;208;"888-7357";"1 month 2 weeks to 5 years";"ICCP, State Licensed, PDS Facility";;"Type of Registration ICCP, State Licensed, PDS Facility";"http://idahochildcarecheck.org/provider/14062";;;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner, Infant Formula Provided";;"Developmental Disability, Hearing Impaired, ADHD/ADD";"English, Sign Language";"Associate's Degree, Child Related";"<br/>0 - 12 Months : 40.00 Daily PT, 40.00 Daily FT<br/>13-30 Months (1-2.5 years) : 40.00 Daily PT, 40.00 Daily FT<br/>31-60 Months (2.5-5 years) : 40.00 Daily PT, 40.00 Daily FT"
"THE ANGELS HOME CHILDCARE";"MUHAWENIMANA";"DESANGE";"Family Child Care";;"MERIDIAN";1145643;83646;208;"392-5593";"1 week to 13 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14821";;;"Full-Time";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Morning Snack, Lunch, Afternoon Snack, Dinner";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Significant Chronic Illness, ADHD/ADD";"English, Kinyarwanda, Kiswahili";"High School Diploma/GED";
"THE OWLS NEST DAYCARE & PRESCHOOL";"FELTENBERGER";"RACHEL";"Child Care Center";"3605 N LOCUST GROVE RD";"MERIDIAN";1122000;83646;208;"898-9700";"2 weeks to 12 years";"State Licensed";;"Type of Registration State Licensed";"http://idahochildcarecheck.org/provider/14530";;"http://www.owlsnestdaycare.com";"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"CHIEF JOSHEPH, Discovery Elementary-Meridian, PROSPECT Elementary-Meridian, River Valley";"ADHD/ADD";"English";"Master's Degree, other";"<br/>0 - 12 Months : 183.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 173.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 168.00 Weekly FT<br/>5 - 6 Years : 140.00 Weekly FT<br/>6 - 12 Years : 55.00 Weekly PT, 81.00 Weekly FT"
