"ID";"Inspection Date";"Primary Type";"Complaint";"Rule Description";"Finding Category";"Non Compliance Level";"Correction Date";"Correction Verification";"Finding Description"
3810;"2019-11-18";"Unannounced, Annual Inspection";;;;;;;
3810;"2019-08-21";"Non On-Site Inspection";;;;;;;
3810;"2019-08-09";"Announced, Annual Inspection";;;;;;;
3810;"2019-01-18";"Follow-Up Inspection";;;;;;;
3810;"2019-01-03";"Unannounced, Annual Inspection";;"100-8(1)(a)-(d); New covered individual background check";"Citation";"High";"2019-01-18";"Correction Verified";"The provider did not comply with the Background Checks rule by allowing a covered individual to become involved with children in care before they had a complete background check.  At the time of the inspection, a new caregiver was part of the caregiver-to-child ratio before notification that the covered individual had passed a background check."
3810;"2018-08-31";"Follow-Up Inspection";;;;;;;
3810;"2018-08-16";"Announced, Annual Inspection";;;;;;;
14781;"2020-12-09";"Follow-Up Inspection";;;;;;;
14781;"2020-11-16";"Announced, Annual Inspection";;;;;;;
14781;"2020-08-03";"Unannounced, Annual Inspection";;;;;;;
14781;"2019-11-13";"Announced, Annual Inspection";;;;;;;
14781;"2019-07-01";"Unannounced, Annual Inspection";;;;;;;
14781;"2018-12-11";"Follow-Up Inspection";;;;;;;
14781;"2018-11-09";"Announced, Annual Inspection";;;;;;;
14781;"2018-08-28";"Unannounced, Annual Inspection";;;;;;;
64054;"2021-02-23";"Unannounced, Annual Inspection";;;;;;;
64054;"2020-06-23";"Follow-Up Inspection";;;;;;;
64054;"2020-06-15";"Announced, Annual Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2020-06-15";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that toxic or hazardous chemicals such as cleaners were kept inaccessible from the children in care. In the nap room, there was toilet cleaner on a shelf. This was a repeat rule violation."
64054;"2019-10-24";"Unannounced, Annual Inspection";;;;;;;
64054;"2019-08-13";"Non On-Site Inspection";;;;;;;
64054;"2019-06-26";"Follow-Up Inspection";;;;;;;
64054;"2019-06-12";"Announced, Annual Inspection";;"90-13(10)(a)-(d); matches or cigarette lighters, open flames, hot wax, portable space heaters";"Citation";"Moderate";"2019-06-12";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having items that could burn a child accessible.  In the nap and media rooms, there were space heaters in use. This was a repeat rule violation."
64054;"2018-11-02";"Follow-Up Inspection";;;;;;;
64054;"2018-09-28";"Unannounced, Annual Inspection";;"90-11(1)(a)-(d); active supervision";"Citation";"High";"2018-09-28";"Correction Verified";"The provider did not comply with the Child Supervision and Security requirements.  At the time of the inspection, there were three children left unattended outside and one child left unattended inside."
64054;"2018-09-28";"Unannounced, Annual Inspection";;"90-9(17); fence gaps";"Citation";"High";"2018-11-02";"Correction Verified";"The provider did not comply with the Facility requirements. In the outdoor play area, there was a 5 by 5 inch gap at the bottom of the fence."
64054;"2018-09-28";"Unannounced, Annual Inspection";;"90-9(20)(a)-(b); hot tubs";"Citation";"High";"2018-11-02";"Correction Verified";"The provider did not comply with the Facility requirements.  In the outdoor play area, the hot tub was not locked."
64054;"2018-07-09";"Pre-Inspection";;;;;;;
67000;"2020-12-04";"Non On-Site Inspection";;;;;;;
67000;"2020-11-13";"Announced, Annual Inspection";;;;;;;
67000;"2020-08-25";"Non On-Site Inspection";;;;;;;
67000;"2020-08-11";"Unannounced, Annual Inspection";;;;;;;
67000;"2019-12-23";"Non On-Site Inspection";;;;;;;
67000;"2019-12-18";"Follow-Up Inspection";;;;;;;
67000;"2019-11-20";"Announced, Annual Inspection";;;;;;;
67000;"2019-04-24";"Follow-Up Inspection";;;;;;;
67000;"2019-04-10";"Unannounced, Annual Inspection";;"90-13(8); standing water";"Citation";"High";"2019-04-10";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having  standing water that is 2 inches or deeper and 5 by 5 inches or greater in diameter accessible. In the outdoor play area, there was a wheel barrow with standing water deeper than 2 inches and greater than 5 by 5 inches in diameter."
67000;"2018-12-19";"Pre-Inspection";;;;;;;
28915;"2020-09-16";"Follow-Up Inspection";;;;;;;
28915;"2020-08-31";"Announced, Annual Inspection";;;;;;;
28915;"2020-05-11";"Follow-Up Inspection";;;;;;;
28915;"2020-03-10";"Unannounced, Annual Inspection";;;;;;;
28915;"2019-09-05";"Announced, Annual Inspection";;;;;;;
28915;"2019-07-12";"Follow-Up Inspection";;;;;;;
28915;"2019-06-12";"Unannounced, Annual Inspection";;;;;;;
28915;"2018-09-07";"Non On-Site Inspection";;;;;;;
28915;"2018-09-07";"Non On-Site Inspection";;;;;;;
28915;"2018-08-31";"Announced, Annual Inspection";;;;;;;
28915;"2018-05-22";"Follow-Up Inspection";;;;;;;
28915;"2018-04-18";"Unannounced, Annual Inspection";;;;;;;
28915;"2018-04-10";"Non On-Site Inspection";;;;;;;
51034;"2020-12-11";"Non On-Site Inspection";;;;;;;
51034;"2020-12-10";"Announced, Annual Inspection";;;;;;;
51034;"2020-09-16";"Unannounced, Annual Inspection";;;;;;;
51034;"2020-01-07";"Announced, Annual Inspection";;;;;;;
51034;"2019-07-08";"Unannounced, Annual Inspection";;;;;;;
51034;"2019-02-07";"Follow-Up Inspection";;;;;;;
51034;"2019-01-03";"Announced, Annual Inspection";;;;;;;
51034;"2018-08-01";"Unannounced, Annual Inspection";;;;;;;
15395;"2020-10-21";"Non On-Site Inspection";;;;;;;
15395;"2020-09-03";"Announced, Annual Inspection";;;;;;;
15395;"2020-05-18";"Unannounced, Annual Inspection";;;;;;;
15395;"2019-08-15";"Non On-Site Inspection";;;;;;;
15395;"2019-08-08";"Announced, Annual Inspection";;;;;;;
15395;"2019-02-12";"Unannounced, Annual Inspection";;;;;;;
15395;"2018-08-23";"Announced, Annual Inspection";;;;;;;
15395;"2018-05-24";"Follow-Up Inspection";;;;;;;
15395;"2018-04-12";"Unannounced, Annual Inspection";;;;;;;
27264;"2020-12-10";"Non On-Site Inspection";;;;;;;
27264;"2020-12-09";"Announced, Annual Inspection";;;;;;;
27264;"2020-08-12";"Unannounced, Annual Inspection";;;;;;;
27264;"2019-12-04";"Follow-Up Inspection";;;;;;;
27264;"2019-11-27";"Announced, Annual Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2019-11-27";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that all toxic or hazardous chemicals were kept inaccessible from the children in care. In the kitchen, there was disinfecting spray underneath the kitchen sink. This was a repeat rule violation."
27264;"2019-08-07";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
27264;"2019-07-22";"Follow-Up Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2019-07-22";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible to children. In the shed, there was gasoline, rat poison and other chemicals accessible to children."
27264;"2019-06-28";"Unannounced, Annual Inspection";;"90-13(4); choking hazards";"Citation";"Moderate";"2019-06-28";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having choking hazards accessible.  In the bedroom, kitchen and outdoor area, there were plastic pen pieces, decorrocks, safety pins, clips, Starbursts, erasers, game pieces and a broken basket stick accessible to children. This was a repeat rule violation."
27264;"2019-01-16";"Follow-Up Inspection";;;;;;;
27264;"2018-12-18";"Announced, Annual Inspection";;;;;;;
27264;"2018-10-15";"Follow-Up Inspection";;;;;;;
27264;"2018-07-26";"Unannounced, Annual Inspection";;;;;;;
64394;"2021-02-26";"Unannounced, Annual Inspection";;;;;;;
64394;"2020-07-28";"Follow-Up Inspection";;;;;;;
64394;"2020-06-11";"Announced, Annual Inspection";;;;;;;
64394;"2019-09-06";"Follow-Up Inspection";;;;;;;
64394;"2019-07-25";"Announced, Annual Inspection";;;;;;;
64394;"2019-01-29";"Follow-Up Inspection";;;;;;;
64394;"2019-01-04";"Unannounced, Annual Inspection";;;;;;;
64394;"2018-08-30";"Pre-Inspection";;;;;;;
73980;"2020-10-19";"Non On-Site Inspection";;;;;;;
73980;"2020-09-29";"Announced, Annual Inspection";;"50-9(23); no fence gaps";"Citation";"High";"2020-10-19";"Correction Verified";"The provider did not comply with the Facilities rule by having a gap five by five inches or greater in or under the fence. At the time of the inspection, there was a gap greater than five by five inches in the fence."
73980;"2020-07-27";"Non On-Site Inspection";;;;;;;
73980;"2020-07-09";"Unannounced, Annual Inspection";;;;;;;
73980;"2019-10-23";"Pre-Inspection";;;;;;;
69341;"2021-03-09";"Announced, Annual Inspection";;;;;;;
69341;"2020-09-15";"Pre-Inspection";;;;;;;
52856;"2021-02-23";"Announced, Annual Inspection";;;;;;;
52856;"2020-09-09";"Unannounced, Annual Inspection";;;;;;;
52856;"2019-09-06";"DWS Pre-Approval, Follow-Up";;;;;;;
52856;"2019-08-28";"DWS Pre-Approval";;;;;;;
3711;"2020-10-28";"Non On-Site Inspection";;;;;;;
3711;"2020-10-09";"Non On-Site Inspection";;;;;;;
3711;"2020-09-30";"Unannounced, Annual Inspection";;"100-13(9)(a)-(d); Toxic/hazardous chemical requirements";"Repeat Citation";"Moderate";"2020-09-30";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible to children. In the Dragonflies Room, there was a spray bottle of sanitizer on the sink counter. In the Kindergarten Room, there were 2 cans of spray paint in a cabinet and in the bathroom there was a spray bottle of bleach cleaner and other cleaning chemicals accessible to children. In the Butterfly Room, there was a battery on the caregivers desk. This was a repeat rule violation."
3711;"2020-09-30";"Unannounced, Annual Inspection";;"100-13(7); Plastic bags, latex gloves, and balloons inaccessible to under 5";"Repeat Citation";"Moderate";"2020-09-30";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having empty plastic bags large enough for a child's head to fit inside accessible to children younger than 5 years of age. In the Butterfly Room and the Teddy Bear Room, there were empty plastic bags accessible to children. This was a repeat rule violation."
3711;"2020-09-30";"Unannounced, Annual Inspection";;"100-8(2)(a)-(d); New covered individual background check";"Repeat Citation";"High";"2020-10-09";"Correction Verified";"The provider did not comply with the Background Checks rule by allowing a covered individual to become involved with child care before a cleared background check was received. In the Teddy Bear Room, there was a covered individual without a cleared background check involved with child care and counted in ratio. This was a repeat rule violation."
3711;"2020-07-06";"Follow-Up Inspection";;;;;;;
3711;"2020-05-28";"Announced, Annual Inspection";;"100-19(4)(a)-(c); Use zones";"Repeat Citation";"Moderate";"2020-07-06";"Correction Verified";"The provider did not comply with the Play Equipment rule by not having a 6-foot use zone around stationary play equipment. In the Kindergarten playground, there was not a 6-foot use zone around the rock climber. This was a repeat rule violation."
3711;"2020-05-28";"Announced, Annual Inspection";;"100-13(9)(a)-(c); Toxic/hazardous chemical requirements";"Citation";"Moderate";"2020-05-28";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible to children. In the Raiders room, there were cleaning products, antifreeze, and glass cleaners in the room accessible to children. This was a repeat rule violation."
3711;"2019-11-25";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
3711;"2019-11-15";"Follow-Up Inspection";;"100-13(7); Plastic bags, latex gloves, and balloons inaccessible to under 5";"Citation";"Moderate";"2019-11-15";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having empty plastic bags large enough for a child's head to fit inside, accessible to children.  In the girl's bathroom, there were empty plastic bags under the changing table, accessible to children.  This was a repeat rule violation."
3711;"2019-11-12";"Non On-Site Inspection";;;;;;;
3711;"2019-10-11";"Unannounced, Annual Inspection";;"100-19(4)(a)-(c); Use zones";"Citation";"Moderate";"2019-11-15";"Correction Verified";"The provider did not comply with the Play Equipment rule by not having a surrounding use zone around the stationary play equipment.  On the Toddler/Two playground, the  use zone around the stationary play equipment did not meet use zone requirements.  This was a repeat rule violation."
3711;"2019-10-11";"Unannounced, Annual Inspection";;"100-8(1)(a)-(d); New covered individual background check";"Citation";"High";"2019-11-12";"Correction Verified";"The provider did not comply with the Background Checks rule by having covered individuals involved with childcare before receiving written notification from CCL of their passed background checks.  At the time of the inspection, there were two covered individuals who were involved with childcare who had not received written notification of passed background checks from CCL."
3711;"2019-05-10";"Follow-Up Inspection";;;;;;;
3711;"2019-04-10";"Announced, Annual Inspection";;;;;;;
3711;"2018-12-28";"Non On-Site Inspection";;;;;;;
3711;"2018-12-28";"Follow-Up Inspection";;;;;;;
3711;"2018-12-14";"Unannounced, Annual Inspection";;;;;;;
3711;"2018-05-31";"Follow-Up Inspection";;;;;;;
3711;"2018-04-25";"Announced, Annual Inspection";;;;;;;
3691;"2020-10-20";"Announced, Annual Inspection";;;;;;;
3691;"2020-07-08";"Non On-Site Inspection";;;;;;;
3691;"2020-06-05";"Unannounced, Annual Inspection";;"100-13(7); Plastic bags, latex gloves, and balloons inaccessible to under 5";"Citation";"Moderate";"2020-06-05";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having accessible safety hazards.  In the kitchen drawer, there were accessible empty plastic bags large enough for a child's head to fit inside. This was a repeat rule violation."
