"County";"CLR#";"Name";"Location Address";"City";"State";"Zip";"Phone";"Mailing Address";"Mailing City";"Mailing Zip";"Expiration Date";"Capacity";"Age Range Of Service";"Transporation Service";"Non Traditional";"Stars Rating";"Provider Type";"Active CCAP Children";"Address 2";"Serves Children with Special Needs"
"CHRISTIAN";"L358535";"Martin Luther King Jr. Elementary School Child Care Services";"14405 Dr. Martin Luther King Jr. Way";"Hopkinsville";"KY";42240;"(270) 887-7314";"14405 Dr. Martin Luther King Jr. Way";" Hopkinsville";42240;"08/31/2020";150;"School_Age";"Y";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L359341";"Mary Anita Nursery & Preschool";"2301 Lower Hunters Trace";"Louisville";"KY";40216;"(502) 447-1276";"2301 Lower Hunters Trace";" Louisville";40216;"02/29/2020";49;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"Y"
"DAVIESS";"L383699";"Mary Carrico Extended Care";"9546 Hwy 144";"Philpot";"KY";42366;"(270) 281-5526";"9546 Hwy 144";" Philpot";42366;"02/29/2020";24;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L354334";"Mary Queen of Peace Pre-School Pre-Kindergarten";"4007 Dixie Highway";"Louisville";"KY";40216;"(502) 447-0760";"4007 Dixie Highway";" Louisville";40216;"01/31/2020";30;"Toddler To Two_To_School";"N";"N";3;"Licensed";"Y";;"N"
"FAYETTE";"L356285";"Mary Queen of the Holy Rosary Preschool";"605 Hill-n-dale Drive";"Lexington";"KY";40503;"(859) 277-3030";"605 Hill-n-dale Drive";" Lexington";40503;"11/30/2020";150;"Two_To_School";"N";"No Information Available";5;"Licensed";"Y";;"Y"
"WEBSTER";"C71076";"Mary Rosario";"844 State Route 120 East";"Providence";"KY";42450;"(270) 875-6210";"844 State Route 120 East";" Providence";42450;"07/31/2021";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"MARSHALL";"L383624";"Mary's Little Lambs Childcare and Learning Center";"72 Aurora Highway";"Hardin";"KY";42048;"(270) 437-4054";"PO Box 49";" Dexter";42036;"09/30/2020";69;"Infant To School Age";"N";"No Information Available";2;"Licensed";"Y";;"Y"
"BULLITT";"L357732";"Maryville Head Start";"4504 Summers Drive";"Louisville";"KY";40229;"(502) 955-6532";"100 Alpine Drive, OVEC";" Shelbyville";40065;"08/31/2020";20;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"C54619";"Mascareno Home Day Care";"4911 Forest Park Drive";"Louisville";"KY";40219;"(502) 271-0699";"4911 Forest Park Drive";" Louisville";40219;"07/31/2020";6;"No Information Available";"N";"Y";1;"Certified";"N";;"No Information Available"
"MASON";"L384002";"Mason County Head Start";"627 Parker Road";"Maysville";"KY";41056;"(606) 743-3133";"Po Box 367";" West Liberty";41472;"04/30/2020";100;"Infant To Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"DAVIESS";"L358414";"Maximilian Montessori Academy";"1041 B Spring Bank Drive";"Owensboro";"KY";42303;"(270) 689-1402";"1041 B Spring Bank Drive";" Owensboro";42303;"01/31/2020";70;"Toddler To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"FLOYD";"L358621";"May Valley Early Childhood Center";"481 Stephens Branch Road";"Martin";"KY";41649;"(606) 285-0883";"481 Stephens Branch Road";" Martin";41649;"12/31/2020";20;"Two_To_School";"Y";"N";4;"Licensed";"N";;"Y"
"GRAVES";"L380484";"Mayfield City Y's Guys";"1004 Backusburg Road";"Mayfield";"KY";42066;"(270) 247-0049";"P.O. Box 402, Ymca";" Mayfield";42066;"01/31/2021";30;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"GRAVES";"L376981";"Mayfield Graves Y's Guys Early Child Care";"118 West South Street";"Mayfield";"KY";42066;"(270) 247-0049";"P.O. Box 402, YMCA";" Mayfield";42066;"07/31/2020";31;"Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"LETCHER";"L350589";"Mayking Head Start";"15 Highway 3410";"Mayking";"KY";41837;"(606) 633-5043";"398 Roy Campbell Drive";" Hazard";41701;"06/30/2020";57;"Infant To Two_To_School";"Y";"N";5;"Licensed";"N";;"No Information Available"
"CLARK";"L383302";"McClure Preschool Afterschool";"30 Beckner Street";"Winchester";"KY";40391;"(859) 745-1905";"P.O. Box 4192";" Winchester";40392;"02/29/2020";48;"Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"MCCREARY";"L356454";"McCreary County Head Start";"1941 North Hwy 27";"Whitley City";"KY";42653;"(606) 376-5437";"P.O. Box 830, 23 Industry Drive";" Jamestown";42629;"09/30/2020";60;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L355941";"McFerran Elementary Childcare Enrichment Program";"1900 South Seventh Street";"Louisville";"KY";40208;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"08/31/2020";286;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"C0289";"McMichen Child Care";"7303 York River Rd";"Louisville";"KY";40214;"(502) 367-0180";"7303 York River Rd";" Louisville";40214;"11/30/2020";6;"No Information Available";"N";"N";2;"Certified";"N";;"No Information Available"
"MEADE";"L354775";"Meade County Head Start";"6215 Brandenburg Road";"Brandenburg";"KY";40108;"(270) 828-4417";"PO Box 830";" Lebanon";40033;"01/31/2020";57;"Infant To Two_To_School";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"DAVIESS";"L357804";"Meadow Lands After School Program";"3500 Hayden Road";"Owensboro";"KY";42303;"(270) 852-7450";"3500 Hayden Road";" Owensboro";42303;"09/30/2020";175;"School_Age";"N";"N";1;"Licensed";"Y";;"Y"
"HARDIN";"L354026";"Meadow View Elementary School Age Child Care";"1255 West Vine Street";"Radcliff";"KY";40160;"(270) 769-7926";"65 W A Jenkins Rd, SACC Program";" Elizabethtown";42701;"01/31/2020";99;"School_Age";"N";"N";1;"Licensed";"Y";;"Y"
"FAYETTE";"L359147";"Meadowthorpe Elementary Post Time Program";"1710 N. Forbes Road";"Lexington";"KY";40511;"(859) 381-3521";"1710 N Forbes Road";" Lexington";40511;"06/30/2020";300;"School_Age";"N";"N";1;"Licensed";"Y";;"Y"
"FAYETTE";"L379507";"MegaMinds Educare";"679 Lima Drive";"Lexington";"KY";40511;"(859) 317-8888";"Po Box 12424";" Lexington";40583;"11/30/2020";138;"Infant To School Age";"Y";"Y";3;"Licensed";"Y";;"No Information Available"
"FRANKLIN";"C71044";"Melissa Newton";"221 Rolling Acres";"Frankfort";"KY";40601;"(502) 682-0373";"221 Rolling Acres";" Frankfort";40601;"01/31/2021";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"HARDIN";"L354550";"Memorial Angels Childcare";"631 North Miles Street";"Elizabethtown";"KY";42701;"(270) 769-7778";"631 North Miles Street";" Elizabethtown";42701;"12/31/2020";164;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"N"
"PULASKI";"L356698";"Memorial Childcare Center";"222 Langdon Street";"Somerset";"KY";42501;"(606) 678-4100";"222 Langdon Street";" Somerset";42501;"09/30/2020";114;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"MENIFEE";"L383247";"Menifee County Head Start";"Hcr 71, Hwy 460";"Frenchburg";"KY";40322;"(606) 743-3313";"P.O. Box 367";" West Liberty";41472;"12/31/2020";40;"Infant To Two_To_School";"Y";"No Information Available";3;"Licensed";"N";;"No Information Available"
"KENTON";"C54683";"Mercedith Behanan";"320 Trevor Street";"Covington";"KY";41011;"(859) 491-2385";"320 Trevor Street";" Covington";41011;"09/30/2020";6;"No Information Available";"N";"Y";4;"Certified";"Y";;"Y"
"MERCER";"L350646";"Mercer-Boyle County Head Start";"580 Perryville St.";"Harrodsburg";"KY";40330;"(859) 734-4788";"580 Perryville St.";" Harrodsburg";40330;"07/31/2020";40;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L357094";"Meriday Preschool";"3728 Taylorsville Road";"Louisville";"KY";40220;"(502) 459-7800";"3728 Taylorsville Road";" Louisville";40220;"05/31/2020";107;"Infant To School Age";"Y";"N";1;"Licensed";"N";;"No Information Available"
"METCALFE";"L357254";"Metcalfe Enrichment Center";"770 Industrial Park";"Edmonton";"KY";42129;"(270) 432-7236";"921 Beauty Avenue";" Bowling Green";42101;"11/30/2020";80;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"HENDERSON";"L352818";"Methodist Hospital Child Development Center";"1411 North Elm Street";"Henderson";"KY";42420;"(270) 827-7173";"P O Box 48, 1305 N. Elm Street";" Henderson";42420;"03/31/2020";100;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"N"
"CLARK";"L356470";"Methodist Little Learners Preschool";"204 South Main";"Winchester";"KY";40391;"(859) 745-0909";"204 South Main";" Winchester";40391;"09/30/2020";49;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"PERRY";"C3455";"Michael's Child Care";"200 Kentucky Blvd";"Hazard";"KY";41701;"(606) 439-2628";"200 Kentucky Blvd";" Hazard";41701;"07/31/2021";6;"No Information Available";"N";"N";2;"Certified";"N";;"No Information Available"
"FAYETTE";"C6686";"Michelle Curtis";"3384 Carriage Lane";"Lexington";"KY";40517;"(859) 273-4329";"3384 Carriage Lane";" Lexington";40517;"01/31/2021";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"HOPKINS";"L383991";"Michelle's Busy Bees Family Preschool";"101 Bishop Scott Ln";"Nortonville";"KY";42442;"(270) 339-1496";"101 Bishop Scott Ln";" Nortonville";42442;"02/29/2020";12;"Infant To School Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"C71012";"Michelle's Home Childcare";"6512 Bridleview Circle";"Louisville";"KY";40228;"(502) 654-2204";"6512 Bridleview Circle";" Louisville";40228;"12/31/2019";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"LEWIS";"C70965";"Michelle's Kiddie Korner";"103 Cooper Drive";"Tollesboro";"KY";41189;"(606) 798-2122";"103 Cooper Drive";" Tollesboro";41189;"04/30/2020";6;"No Information Available";"No Information Available";"No Information Available";4;"Certified";"Y";;"No Information Available"
"BELL";"L357236";"Middlesboro Bell-Whitley Early Head Start Head Start/ Preschool";"502 Ashbury Avenue";"Middlesboro";"KY";40965;"(606) 242-3111";"P.O. Box 159";" Pineville";40977;"09/30/2020";19;"Infant To Toddler";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L355043";"Middletown Christian Preschool & Kindergarten";"500 North Watterson Trail";"Louisville";"KY";40243;"(502) 244-7971";"500 North Watterson Trail";" Louisville";40243;"12/31/2020";193;"Toddler To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L354347";"Middletown Elementary Childcare Enrichment Program";"218 North Madison Avenue";"Louisville";"KY";40243;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"02/29/2020";250;"Two_To_School To School_Age";"Y";"N";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L354765";"Middletown United Methodist Child Development Center";"11902 Old Shelbyville Road";"Middletown";"KY";40243;"(502) 254-5191";"11902 Old Shelbyville Road";" Middletown";40243;"09/30/2020";98;"Infant To Two_To_School";"N";"N";1;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L354502";"Middletown United Methodist Preschool";"11902 Old Shelbyville Road";"Louisville";"KY";40243;"(502) 245-8830";"11902 Old Shelbyville Road";" Louisville";40243;"02/29/2020";126;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"FLEMING";"L355375";"Mignon Rucker Day Care";"523 Foxspring Avenue";"Flemingsburg";"KY";41041;"(606) 849-1984";"523 Foxspring Avenue";" Flemingsburg";41041;"12/31/2020";12;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"FAYETTE";"L384005";"Migrant Prep Academy at Winburn";"1100 Winburn Drive";"Lexington";"KY";40511;"(859) 687-2489";"1100 Winburn Drive";" Lexington";40511;"03/31/2021";36;"Infant To Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"CLINTON";"L383529";"Mig's Place";"5693 Ky Hwy 90 W";"Albany";"KY";42602;"(606) 387-5228";"5909 Ky Hwy 90 W";" Albany";42602;"01/31/2021";33;"Infant To School Age";"N";"No Information Available";3;"Licensed";"Y";;"No Information Available"
"KENTON";"L359265";"Miles Elementary YMCA Kids";"208 Sunset Avenue";"Erlanger";"KY";41018;"(859) 534-5700";"5874 Veterans Way";" Burlington";41005;"08/31/2020";100;"School_Age";"N";"No Information Available";4;"Licensed";"Y";;"No Information Available"
"CALLOWAY";"L383858";"Milestones Learning Center";"310 CC Lowry Dr.";"Murray";"KY";42071;"(270) 917-5000";"310 CC Lowry Dr.";" Murray";42071;"02/29/2020";90;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"FAYETTE";"L355324";"Milk and Honey Preschool";"2700 Old Todds Road";"Lexington";"KY";40509;"(859) 269-5498";"2700 Old Todds Rd";" Lexington";40509;"08/31/2020";147;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"N"
"CHRISTIAN";"L357781";"Millbrooke Elementary Child Care Services";"415 Millbrooke Drive";"Hopkinsville";"KY";42240;"(270) 887-7277";"415 Millbrooke Drive";" Hopkinsville";42240;"08/31/2020";200;"School_Age";"N";"N";3;"Licensed";"Y";;"Y"
"BREATHITT";"L354658";"Miller II & Miller III Head Start";"1930 Quicksand Road, Lots 1 & 2";"Jackson";"KY";41339;"(606) 666-8584";"171 Howell Heights";" Jackson";41339;"03/31/2020";40;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"BUTLER";"C70966";"MiMi Day Care";"726 E. Whalen Rd.";"Morgantown";"KY";42261;"(270) 999-0941";"726 E. Whalen Rd.";" Morgantown";42261;"05/31/2020";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"JEFFERSON";"L359493";"MiMi's Family Learning Center";"4007 Cane Run Road";"Louisville";"KY";40216;"(502) 447-6810";"4007 Cane Run Road";" Louisville";40216;"11/30/2020";29;"Infant To School Age";"N";"Y";3;"Licensed";"Y";;"No Information Available"
"MARION";"C6901";"Mimi's Little Blessings";"229 Gloria Avenue";"Lebanon";"KY";40033;"(270) 692-3449";"229 Gloria Avenue";" Lebanon";40033;"08/31/2021";6;"No Information Available";"N";"N";1;"Certified";"N";;"No Information Available"
"FAYETTE";"L359424";"Mini Movers Learning Center";"338 Blackburn Ave";"Lexington";"KY";40508;"(859) 433-7428";"338 Blackburn Ave";" Lexington";40508;"08/31/2020";30;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L355885";"MiniVersity Downtown Child Development Center";"306 Roy Wilkins Avenue";"Louisville";"KY";40203;"(502) 583-7352";"306 Roy Wilkins Avenue";" Louisville";40203;"06/30/2020";123;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"N"
"LAUREL";"L383335";"Miss Barbara's Day Care";"1366 South Laurel Road";"London";"KY";40744;"(606) 864-0783";"1366 South Laurel Road";" London";40744;"04/30/2020";46;"Infant To School Age";"N";"No Information Available";3;"Licensed";"Y";;"Y"
"JEFFERSON";"C6726";"Miss Kat's Daycare";"4517 Norene Lane";"Louisville";"KY";40219;"(502) 969-9343";"4517 Norene Lane";" Louisville";40219;"03/31/2021";6;"No Information Available";"N";"N";1;"Certified";"Y";;"No Information Available"
"JEFFERSON";"L357367";"Miss Mary's Child Care";"2700 Dumesnil";"Louisville";"KY";40211;"(502) 774-8568";"2700 Dumesnil Street";" Louisville";40211;"02/29/2020";60;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"JEFFERSON";"C54518";"Mister Robert's Home Education";"1711 Bachman Dr";"Louisville";"KY";40216;"(502) 690-8304";"1711 Bachman Dr";" Louisville";40216;"01/31/2020";10;"No Information Available";"N";"Y";1;"Certified";"Y";;"Y"
"CALLOWAY";"L355855";"MMS Kid's Company";"801 Main Street";"Murray";"KY";42071;"(270) 759-1075";"801 Main Street";" Murray";42071;"03/31/2020";200;"School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"PIKE";"L350688";"Model City Day Care Center, Inc.";"152 Bank Street";"Pikeville";"KY";41501;"(606) 432-5427";"152 Bank Street";" Pikeville";41501;"08/31/2020";290;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"PIKE";"L358539";"Model City Head Start";"152 Bank Street";"Pikeville";"KY";41501;"(606) 432-7448";"152 Bank Street";" Pikeville";41501;"08/31/2020";73;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"WAYNE";"L383932";"Momma Hen's Daycare";"177 High Street";"Monticello";"KY";42633;"(606) 307-3590";"177 High Street";" Monticello";42633;"09/30/2020";25;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"WASHINGTON";"L383162";"Mommy Lynn's";"35 O' Daniel Court";"Springfield";"KY";40069;"(859) 336-3501";"35 O' Daniel Court";" Springfield";40069;"03/31/2020";80;"Infant To School Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"BOYD";"C70971";"Monkey Business Childcare";"1219 Gallaher";"Ashland";"KY";41101;"(606) 393-5190";"1219 Gallaher";" Ashland";41101;"05/31/2020";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"JEFFERSON";"L354319";"Monsignor Horrigan - St. James Children's Care";"1818 Edenside Avenue";"Louisville";"KY";40204;"(502) 454-0330";"1818 Edenside Avenue";" Louisville";40204;"01/31/2020";60;"Two_To_School To School_Age";"Y";"N";3;"Licensed";"Y";;"N"
"BARREN";"L357474";"Montessori Academy of Glasgow";"100 Montessori Way";"Glasgow";"KY";42141;"(270) 651-9440";"100 Montessori Way";" Glasgow";42141;"08/31/2020";80;"Toddler To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"KENTON";"L354772";"Montessori and Early Learning Academy";"419 Altamont Road";"Covington";"KY";41011;"(859) 491-1455";"419 Altamont Road";" Covington";41011;"08/31/2020";110;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L358225";"Montessori School of Louisville";"10263 Champion Farms Drive";"Louisville";"KY";40241;"(502) 640-8585";"10263 Champion Farms Drive";" Louisville";40241;"08/31/2020";140;"Toddler To School_Age";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"WAYNE";"L352782";"Monticello/Wayne County Head Start";"265 Hwy 3106";"Monticello";"KY";42633;"(606) 348-4078";"P.O. Box 830, 23 Industry Road";" Jamestown";42629;"11/30/2020";35;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383879";"MooMoo's Child Enrichment Center";"3401 Dixie Hwy.";"Louisville";"KY";40216;"(502) 709-4888";"6915 Rock Hollow Dr.";" Louisville";40219;"04/30/2020";20;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"FAYETTE";"L383284";"Moore Luv'n Care";"722 Biskoff Court";"Lexington";"KY";40505;"(859) 293-4067";"722 Biskoff Court";" Lexington";40505;"02/29/2020";12;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"ROWAN";"L353807";"Morehead United Methodist Church Preschool";"227 West Main Street";"Morehead";"KY";40351;"(606) 783-0320";"227 West Main Street";" Morehead";40351;"05/31/2020";36;"Toddler To Two_To_School";"N";"No Information Available";2;"Licensed";"Y";;"Y"
"MORGAN";"L356449";"Morgan Central Head Start";"3201 Hwy. 460 West";"West Liberty";"KY";41472;"(606) 743-2252";"P O Box 367";" West Liberty";41472;"08/31/2020";44;"Two_To_School";"Y";"N";5;"Licensed";"Y";;"Y"
