"ID";"Name";"Address";"State";"City";"Zip";"Phone";"Services";"License Expires";"Capacity";"Facility Type";"DetailsRef";"Contact Name";"Financial Assistance";"Additional Classroom Types";"Night and Weekend Hours";"Meals Served";"Languages Spoken";"Bright Stars Rating";"RIDE CECE Approval";"Foundational Regulations";"Accepts CCAP";"Last date updated";"Website";"About Us";"Operation Hours Monday";"Operation Hours Tuesday";"Operation Hours Wednesday";"Operation Hours Thursday";"Operation Hours Friday";"Operation Hours Saturday";"Operation Hours Sunday";"Age Group"
910;"The Early Learning Ctr of RI - EP";"676 Warren Avenue";"RI";"East Providence";2914;"(401) 432-7720";;;62;"Center";"https://exceed.ri.gov/program-search-details/910";"Michelle Marandola";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"Spanish";1;"No";"DHS";"Yes";6/1/2020;"http://www.elcofri.com";"Educational excellence, unwavering dedication and outstanding child care. Those are the values that The Early Learning Centers of Rhode Island stands for. Demand for daycare facilities continue to grow day by day, but all too often, institutions are only able to focus on either allowing the child to enjoy their childhood and develop naturally or forcing the child to focus only on mental development in order to achieve high test scores later on in life.         The Early Learning Centers of Rhode Island is different. We promote physical activities in large open areas and a wide variety of educational games, but we also have a small library and various arts and crafts for your child to unleash his or her full creative and intellectual potential.         Our goal is to promote every child's development individually using an appropriate mix of academic and recreational activities.      When it comes to your kids, nothing less than the highest standards will do. Our institution provides a safe environment for your child to explore his or her full potential. If you're looking for a daycare center that meets these stringent demands, look no further!           The Early Learning Centers of Rhode Island is family owned and operated, providing for the learning needs of Rhode Island based families. Our centers provide essential care for children from six weeks to twelve years of age. ELC of RI was created in order to establish a safe and happy learning environment for children of all school ages and backgrounds. Our setting not only teaches essential developmental skills, but also allows your child to experience the joy and thrill of learning through play. Our staff uses years of education and first hand experience to produce the highest standard of learning for your child, while still achieving the heightened levels of fun and happiness sought by young minds. The current goal of the owner is to continuously upgrade all centers and provide additional programs while providing child care to the families at the same cost as other local centers. The owner knows that families want the best for their children even during these hard economic times. He hopes that by improving our current centers and keeping tuition at reasonable rates, it will not only help the financial situation of our families, but also the overall economy of our great state. Our goal is to provide the best child care, and daycare at the best possible price. This is the very reason our motto is &quot;The Best Care, for the Best Price!&quot; Stop by our centers and meet our staff, and you will see we truly are a family run business. May all of our families and our courageous troops both home and abroad have a safe and happy year.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
1067;"The Nurturing Nook Child Care";"9 George Street";"RI";"North Providence";2911;"(401) 323-0959";;;38;"Center";"https://exceed.ri.gov/program-search-details/1067";"Nicole Kopka";"CCAP";"Not Applicable";"None";;;1;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
1074;"Fannys Reyes";"89 Clarence Street";"RI";"Providence";2909;"(401) 944-3569";;;6;"Home";"https://exceed.ri.gov/program-search-details/1074";"Fanny Reyes";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1116;"Warwick Early Learning Center at John Brown Francis";"325 Miantonomo Dr";"RI";"Warwick";2888;"(401) 734-3490";;;;"School";"https://exceed.ri.gov/program-search-details/1116";" ";"Information  by program";"Not Applicable";"None";"Breakfast,Lunch";;1;"No";"Basic Education Program";"No";6/22/2020;"https://welc.warwickschools.org";"This program has not yet provided this information.";"8:45am - 2:55pm";"8:45am - 2:55pm";"8:45am - 2:55pm";"8:45am - 2:55pm";"8:45am - 2:55pm";;;"3 - 5 years"
1131;"Wendy Berard";"1009 Victory Highway";"RI";"North Smithfield";2896;"(401) 597-5970";;;6;"Home";"https://exceed.ri.gov/program-search-details/1131";"Wendy Berard";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;;"Accepting infants through age 5 and after school care. With more than 20 years experience, we teach through play to incorporate learning in a fun, safe, stimulating environment! There is always something new and exciting however there is enough which remains the same to give each child a sense of security and the comfort of familiarity on a daily basis. Call to schedule a visit!";;;;;;;;"All age groups"
1132;"Mt. Hope Learning Center";"35 Camp Street";"RI";"Providence";2906;"(401) 455-8875";;;110;"Center";"https://exceed.ri.gov/program-search-details/1132";"MJ Daly";"CCAP";"Not Applicable";"None";"Breakfast,Afternoon,Snack";"Creole,French,Spanish";1;"N/A";"DHS";"Yes";6/1/2020;"http://www.mthopelc.org";"The Mt. Hope Learning Center provides before and after school services for children from Pre-k to grade 5 at the Martin Luther King Elementary School on Camp Street.";"3:00pm - 5:45pm";"3:00pm - 5:45pm";"3:00pm - 5:45pm";"3:00pm - 5:45pm";"3:00pm - 5:45pm";;;"3 - 5 years, 5+ years"
1140;"Dreamland Learning Center II";"1253 Hartford Avenue";"RI";"Johnston";2919;"(401) 280-1400";;;153;"Center";"https://exceed.ri.gov/program-search-details/1140";"Stacy Riker";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Afternoon,Snack";"Other,Spanish";1;"N/A";"DHS";"Yes";6/1/2020;"http://www.dreamlandlearningcenter.com";"Our philosophy at Dreamland Learning Center: We aim to provide quality care that will funnel each child to explore and discover the infinite possibilities available to them through the power of learning.  Our enviornment was created to enhance the natural curiosity and desire to learn.   At our center, situations are provided to help children prepare to make the social, emotional, cognitive, and physical adjustments in life.  We believe children learn best from their own experiences.  In a positive learning enviornment we will help promote self- awareness, perceptual motor skills through planned activities and give children the hands-on experience they need for total growth and development.  ";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
1151;"Club Creative";"614 Tiogue Avenue";"RI";"Coventry";2816;"(401) 615-3846";;;83;"Center";"https://exceed.ri.gov/program-search-details/1151";"Joyce Knott";"Financial Aid,CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/8/2020;;"Club Creative LLC is the first of its design. The facility is the only вЂњstate of the artвЂќ School-Age and Kindergarten enrichment program in the Kent County area. Club Creative serves many families community wide and has an established reputation in accommodating all of these families based on demographic statistics and childcare needs. Club Creative services most of the KENT COUNTY area and provides transportation to and from 3 major towns during the school-year, including Coventry, EWG and West Warwick public schools.  Club Creative also has a вЂњstate of the artвЂќ play area, including a contained naturalistic playground, indoor/outdoor sound system, Wi-Fi, a dance floor, and recreational activity rooms, which are also used for scheduled birthday parties and celebrations.   ";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";;;"3 - 5 years, 5+ years"
1156;"Juana Peguero";"13 Alden Street";"RI";"Johnston";2919;"(401) 346-4487";;;8;"Home";"https://exceed.ri.gov/program-search-details/1156";"Juana Peguero";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";5/31/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1172;"Maria Miranda";"55 Trieste St.";"RI";"Pawtucket";2860;"(401) 475-9449";;;6;"Home";"https://exceed.ri.gov/program-search-details/1172";"Maria Miranda";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3053;"Soraya Peguero";"54 Metcalf Avenue";"RI";"North Providence";2911;"(401) 390-2540";;;8;"Home";"https://exceed.ri.gov/program-search-details/3053";"Soraya Peguero";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3157;"Abraham Bleh";"179 Ophelia St.";"RI";"Providence";2909;"(401) 223-3108";;;8;"Home";"https://exceed.ri.gov/program-search-details/3157";"Abraham Bleh";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3212;"Juana Hernandez";"125 Julia Street";"RI";"Cranston";2910;"(401) 499-9018";;;5;"Home";"https://exceed.ri.gov/program-search-details/3212";"Juana Hernandez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3417;"Amparo Moreno";"32 Englewood Ave";"RI";"Pawtucket";2860;"(401) 722-5093";;;6;"Home";"https://exceed.ri.gov/program-search-details/3417";"Amparo Moreno";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3456;"Maria Diaz";"225 Alabama Avenue";"RI";"Providence";2905;"(401) 467-6901";;;6;"Home";"https://exceed.ri.gov/program-search-details/3456";"Maria Diaz";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3472;"Little Acorn Academy Two, Inc";"1526 Louisquissett Pike";"RI";"Lincoln";2865;"(401) 475-2170";;;51;"Center";"https://exceed.ri.gov/program-search-details/3472";"Karen Scothon";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";"Spanish";1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";;;"3 - 5 years, 1 - 4 years"
3565;"Tanika Furtado";"136 Roland Street";"RI";"Cumberland";2864;"(401) 239-9565";;;6;"Home";"https://exceed.ri.gov/program-search-details/3565";"Tanika Furtado";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3600;"Cranston YMCA at Edgewood Highland";"160 Pawtuxet Avenue";"RI";"Cranston";2905;"(401) 943-0444";;;40;"Center";"https://exceed.ri.gov/program-search-details/3600";"Jessica Tate";"CCAP";"Not Applicable";"None";"Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/8/2020;;"Email contact is jtate@gpymca.org.   Cory Guglietti has left the YMCA organization.";"2:30pm - 6:00pm";"2:30pm - 6:00pm";"2:30pm - 6:00pm";"2:30pm - 6:00pm";"2:30pm - 6:00pm";;;"5+ years"
3606;"Manouchky Satine";"23 Church Street";"RI";"Barrington";2806;"(401) 245-2984";;;6;"Home";"https://exceed.ri.gov/program-search-details/3606";"Manouchky Satine";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3644;"Deokie Persaud";"11 Calumet Avenue";"RI";"Johnston";2919;"(401) 714-0379";;;10;"Home";"https://exceed.ri.gov/program-search-details/3644";"Deokie Persaud";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";5/31/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3670;"Munchkin Land Preschool 2";"28 Nooseneck Hill Rd.";"RI";"West Greenwich";2817;"(401) 397-3777";;;84;"Center";"https://exceed.ri.gov/program-search-details/3670";"Joelle  Cipolla";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
3676;"Brandi El Adnani";"142 Cornell Street";"RI";"Cranston";2920;"(401) 588-1745";;;7;"Home";"https://exceed.ri.gov/program-search-details/3676";"Brandi El Adnani";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3768;"Natasha Gonzalez";"87 Burnside St";"RI";"Providence";2905;"(401) 941-1305";;;5;"Home";"https://exceed.ri.gov/program-search-details/3768";"Natasha Gonzalez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3795;"Estefany Ortiz";"86 Wadsworth Street";"RI";"Providence";2907;"(401) 443-5373";;;7;"Home";"https://exceed.ri.gov/program-search-details/3795";"Estefany Ortiz";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3815;"Regina Ramos";"63 Gallatin Street";"RI";"Providence";2907;"(401) 649-9117";;;6;"Home";"https://exceed.ri.gov/program-search-details/3815";"Regina Ramos";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3816;"Leapfrog Children's Academy";"48 Tollgate Road";"RI";"Warwick";2886;"(401) 732-2700";;;52;"Center";"https://exceed.ri.gov/program-search-details/3816";"Alyson McMahon";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;"http://leapfrogri.com";"new phone: 401-732-2700  new fax: 401-732-7005";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
541;"Dora Iboy";"112 Eliza St";"RI";"Providence";2909;"(401) 383-1517";;;8;"Home";"https://exceed.ri.gov/program-search-details/541";"Dora Iboy";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
543;"Irma Miranda";"94 Appleton Ave Appartment 2R";"RI";"Pawtucket";2860;"(401) 726-2849";;;6;"Home";"https://exceed.ri.gov/program-search-details/543";"Irma Miranda";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
546;"Lilian Acosta";"61 Armington Ave";"RI";"Providence";2908;"(401) 280-4303";;;8;"Home";"https://exceed.ri.gov/program-search-details/546";"Lilian Acosta";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
550;"Antonia Ferreras";"15 Waverly St";"RI";"Providence";2907;"(401) 421-6479";;;6;"Home";"https://exceed.ri.gov/program-search-details/550";"Antonia Ferreras";"CCAP";"Not Applicable";"Night";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner";"Spanish";1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"06:30 AM - 08:30 PM";"06:30 AM - 08:30 PM";"06:30 AM - 08:30 PM";"06:30 AM - 08:30 PM";"06:30 AM - 08:30 PM";;;"All age groups"
551;"Rosa Carrasco Navarro";"180 Vermont Avenue";"RI";"Providence";2905;"(401) 751-1016";;;8;"Home";"https://exceed.ri.gov/program-search-details/551";"Rosa Carrasco";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
552;"Maria Olivo";"24 Fallon Ave";"RI";"Providence";2908;"(401) 521-5326";;;6;"Home";"https://exceed.ri.gov/program-search-details/552";"Maria Olivo";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
555;"Colleen Wilmot";"221 Garden St";"RI";"Cranston";2910;"(401) 680-3453";;;8;"Home";"https://exceed.ri.gov/program-search-details/555";"Colleen Wilmot";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
560;"Zully Ortega";"163 Webster Ave";"RI";"Providence";2909;"(401) 944-3324";;;6;"Home";"https://exceed.ri.gov/program-search-details/560";"Zully Ortega";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner";"Spanish";1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:00am - 5:00pm";"6:00am - 5:00pm";"6:00am - 5:00pm";"6:00am - 5:00pm";"6:00am - 5:00pm";;;"All age groups"
561;"Johani Villegas";"64 Boutwell St";"RI";"Pawtucket";2860;"(401) 728-7702";;;6;"Home";"https://exceed.ri.gov/program-search-details/561";"Johani Villegas";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
565;"Mildred DeLeon";"8 Pezzullo Street";"RI";"Johnston";2919;"(401) 383-3321";;;6;"Home";"https://exceed.ri.gov/program-search-details/565";"Mildred DeLeon";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";5/31/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
