"ShortName";"ProviderName";"ProviderNumber";"Address";"City";"State";"Zip";"County";"LocationNumber";"FacilityNumber";"Regulations";"ContactName";"ContactPhone";"LicenseeName";"AgesServed";"Stars";"DayCapacity";"NightCapacity";"MonthsOpen";"Accreditation";"Mon";"Tue";"Wed";"Thu";"Fri";"Sat";"Sun";"FacilityID";"GroupSize";"ChildrenUnder7"
"Lafordables Childcare Center Llc";"Lafordables Childcare Center Llc";2000584572;"6183 N 39Th St";"Milwaukee";"WI";53209;"Milwaukee County";2;1015025;"Licensed Family";"Ledena Ford";"(414) 535-0318";"Ledena Ford";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";;"2000584572_2";;
"Lc Academy Child Dev Center Llc";"Lc Academy Child Dev Center Llc";9000584989;"6900 N 43Rd St";"Milwaukee";"WI";53209;"Milwaukee County";1;1014638;"Licensed Group";"Choua Her";"(414) 540-9775";"Choua Her";"4 Week(s) - 14 Year(s)";"3 Stars";58;58;"Jan - Dec";;"6:00AM - 10:30PM";"6:00AM - 10:30PM";"6:00AM - 10:30PM";"6:00AM - 10:30PM";"6:00AM - 10:30PM";"Closed";"Closed";"9000584989_1";;
"Learning Paradise Family Daycare";"Learning Paradise Family Daycare";3000585393;"1109 S 22Nd St";"Milwaukee";"WI";53204;"Milwaukee County";1;1015347;"Licensed Family";"Eduviges Jimenez";"(414) 672-7030";"Eduviges Jimenez";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"3000585393_1";;
"Learning Through Technology";"Learning Through Technology";1000586221;"7633 W Fond Du Lac Ave";"Milwaukee";"WI";53218;"Milwaukee County";1;1016000;"Licensed Group";"Lakesha Barnes";"(414) 466-5437";"Jason Balaban";"6 Week(s) - 14 Year(s)";"3 Stars";222;0;"Jan - Dec";;"5:00AM - 8:00PM";"5:00AM - 8:00PM";"5:00AM - 8:00PM";"5:00AM - 8:00PM";"5:00AM - 8:00PM";"Closed";"Closed";"1000586221_1";;
"Learning With Passion Childcare";"Learning With Passion Childcare";589880;"3718 N 39Th St";"Milwaukee";"WI";"53216-3068";"Milwaukee County";1;"N/A";"Regular Certified";"Jackie Clayborn";"(414) 940-2622";"Jackie Clayborn";"0 Week(s) - 13 Year(s)";"3 Stars";;;"Jan - Dec";;"5:30AM - 9:30PM";"5:30AM - 9:30PM";"5:30AM - 9:30PM";"5:30AM - 9:30PM";"5:30AM - 9:30PM";"5:30AM - 7:30PM";"6:00AM - 7:30PM";"589880_1";6;3
"Libby's Faith Child Care Llc";"Libby's Faith Child Care Llc";3000588613;"4132 N 25Th St";"Milwaukee";"WI";"53209-6614";"Milwaukee County";1;2002373;"Licensed Family";"John Merritt";"(414) 212-8252";"John Merritt";"6 Week(s) - 14 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"3000588613_1";;
"Lifes Little Treasures Lrng Ctr Llc";"Lifes Little Treasures Lrng Ctr Llc";2000588732;"3834 N 21St St";"Milwaukee";"WI";"53206-1930";"Milwaukee County";1;2003805;"Licensed Family";"Jayme Rogers";"(414) 292-7395";"Jayme Rogers";"6 Week(s) - 12 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"2000588732_1";;
"Lifeways Early Childhood Center";"Lifeways Early Childhood Center";8000566168;"3224 N Gordon Pl";"Milwaukee";"WI";53212;"Milwaukee County";2;1005828;"Licensed Group";"Jaimmie Stugard";"(414) 562-0818";"Catherine Porter";"3 Month(s) - 13 Year(s)";"3 Stars";23;0;"Jan - Dec";;"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"Closed";"Closed";"8000566168_2";;
"Like Home Family Daycare Center";"Like Home Family Daycare Center";3000576993;"4827 W Fairmount Ave";"Milwaukee";"WI";"53218-4429";"Milwaukee County";2;2004119;"Licensed Family";"Sareea Watson";"(414) 214-0892";"Sareea Watson";"4 Week(s) - 14 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"Closed";"Closed";"3000576993_2";;
"Lil Dinks And Bubbles Lrng Academy";"Lil Dinks And Bubbles Lrng Academy";4000582824;"531 E Burleigh St";"Milwaukee";"WI";"53212-2118";"Milwaukee County";4;2000629;"Licensed Group";"Debra Morgan";"(414) 988-2004";"Tamara Collins";"4 Week(s) - 13 Year(s)";"3 Stars";109;109;"Jan - Dec";;"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"Closed";"Closed";"4000582824_4";;
"Linda Jean Learn And Play Ctr";"Linda Jean Learn And Play Ctr";3000589073;"5874 N 72Nd St";"Milwaukee";"WI";"53218-1822";"Milwaukee County";1;2003057;"Licensed Family";"Sophia Washington Tillman";"(414) 616-1646";"Sophia Washington Tillman";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"3000589073_1";;
"Linny's Lullaby";"Linny's Lullaby";8000569818;"2455 N 51St St";"Milwaukee";"WI";53210;"Milwaukee County";1;1007378;"Licensed Family";"Leonara Howard";"(414) 442-7953";"Leonara Howard";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"8000569818_1";;
"Lisbon Learning Center";"Lisbon Learning Center";586060;"6610 W Lisbon Ave";"Milwaukee";"WI";53210;"Milwaukee County";1;1015903;"Licensed Group";"Cassandra Mckinley";"(414) 226-6491";"Carl Mckinley";"6 Week(s) - 13 Year(s)";"3 Stars";50;50;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"586060_1";;
"Lit'l Scholars Day Care";"Lit'l Scholars Day Care";5000563825;"3320 W Wren Ave";"Milwaukee";"WI";53209;"Milwaukee County";2;225828;"Licensed Group";"Erma Belin";"(414) 461-4848";"Erma Belin";"6 Week(s) - 13 Year(s)";"3 Stars";60;0;"Jan - Dec";;"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"Closed";"Closed";"5000563825_2";;
"Little Achievers Family Daycare Llc";"Little Achievers Family Daycare Llc";6000589736;"2201 W Silver Spring Dr";"Milwaukee";"WI";"53209-4338";"Milwaukee County";1;2004286;"Licensed Family";"Denise Allison";"(414) 797-0889";"Denise Allison";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6000589736_1";;
"Little Angel Childcare Center Llc";"Little Angel Childcare Center Llc";8000588488;"7805 W Beechwood Ave";"Milwaukee";"WI";"53223-4958";"Milwaukee County";1;2002234;"Licensed Family";"Dora Agyeman-Ampaw";"(414) 526-9049";"Dora Agyeman-Ampaw";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"Closed";"8:00AM - 6:00PM";"Closed";"Closed";"8000588488_1";;
"Little Hands And Feet 1 Step At A Time";"Little Hands And Feet 1 Step At A Time";2000590332;"3542 N 13Th St";"Milwaukee";"WI";"53206-3048";"Milwaukee County";1;2005375;"Probationary Licensed Family";"Angela Curry";"(414) 800-6040";"Angela Curry";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"2000590332_1";;
"Little Hidden Treasures Learning Center";"Little Hidden Treasures Learning Center";4000588474;"9818 W Sheridan Ave";"Milwaukee";"WI";"53225-3308";"Milwaukee County";1;2002230;"Licensed Group";"Carmen Rodgers";"(414) 462-2708";"Carmen Rodgers";"6 Week(s) - 13 Year(s)";"3 Stars";42;42;"Jan - Dec";;"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"Closed";"Closed";"4000588474_1";;
"Little Leaders Learning Academy";"Little Leaders Learning Academy";4000588514;"832 E Meinecke Ave";"Milwaukee";"WI";"53212-3436";"Milwaukee County";1;2002218;"Licensed Group";"Latasha Dawson";"(414) 264-4440";"Latasha Dawson";"4 Week(s) - 13 Year(s)";"3 Stars";39;20;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"Closed";"Closed";"4000588514_1";;
"Little Light Of Mine Llc";"Little Light Of Mine Llc";5000589405;"4175 S 112Th St";"Greenfield";"WI";"53228-1913";"Milwaukee County";1;2003748;"Licensed Group";"Ann Bieringer";"(414) 430-7090";"Ann Bieringer";"3 Week(s) - 7 Year(s)";"3 Stars";68;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"5000589405_1";;
"Little Movers Child Care";"Little Movers Child Care";6000587576;"11009 W Courtland Ave";"Wauwatosa";"WI";"53225-4420";"Milwaukee County";1;2001087;"Licensed Family";"Lee Xiong";"(414) 460-7168";"Lee Xiong";"0 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"6000587576_1";;
"Little Mr And Ms Childcare Services";"Little Mr And Ms Childcare Services";7000588467;"3214 N 80Th St";"Milwaukee";"WI";"53222-3804";"Milwaukee County";2;2002402;"Licensed Family";"Carletha Watson";"(414) 722-8268";"Carletha Watson";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"Closed";"Closed";"7000588467_2";;
"Little Starr's Childcare";"Little Starr's Childcare";9000587469;"1575 S 81St St";"West Allis";"WI";"53214-4519";"Milwaukee County";2;2001745;"Licensed Group";"Starr Mcdonald";"(414) 212-8754";"Starr Mcdonald";"4 Week(s) - 13 Year(s)";"3 Stars";25;0;"Jan - Dec";;"5:00AM - 9:30PM";"5:00AM - 9:30PM";"5:00AM - 9:30PM";"5:00AM - 9:30PM";"5:00AM - 9:30PM";"6:00AM - 6:00PM";;"9000587469_2";;
"Little Treasures 2";"Little Treasures 2";5000563225;"6664 W Brentwood Ave";"Milwaukee";"WI";"53223-5722";"Milwaukee County";4;2002509;"Licensed Family";"Barbette Francis";"(414) 587-8260";"Barbette Francis";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"5000563225_4";;
"Littlest Flowers Ctr For Achvmt Llc";"Littlest Flowers Ctr For Achvmt Llc";2000588712;"1725 College Ave";"South Milwaukee";"WI";"53172-1004";"Milwaukee County";1;2002670;"Licensed Group";"Peggy Clark";"(414) 764-0412";"Peggy Clark";"6 Week(s) - 12 Year(s)";"3 Stars";76;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"2000588712_1";;
"Living Well Academy Llc";"Living Well Academy Llc";5000587785;"2901 W North Ave";"Milwaukee";"WI";"53208-1553";"Milwaukee County";1;2001170;"Licensed Group";"Virginia Davis";"(414) 372-2200";"Willie Davis Sr";"4 Week(s) - 13 Year(s)";"3 Stars";29;20;"Jan - Dec";;"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"Closed";"Closed";"5000587785_1";;
"Loafy Little Lovebugs";"Loafy Little Lovebugs";9000577399;"809 S 32Nd St";"Milwaukee";"WI";"53215-1105";"Milwaukee County";1;1011886;"Licensed Family";"Daniella Hansen";"(414) 643-5181";"Daniella Hansen";"2 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"Closed";"Closed";"9000577399_1";;
"Los Angelitos Family Day Care";"Los Angelitos Family Day Care";2000587472;"808 W Scott St";"Milwaukee";"WI";"53204-2344";"Milwaukee County";1;2000689;"Licensed Family";"Maria Cruz";"(414) 216-1097";"Maria Cruz";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"2000587472_1";;
"Los Parbulitos Daycare Llc";"Los Parbulitos Daycare Llc";6000585966;"1228 S 50Th St";"Milwaukee";"WI";"53214-3532";"Milwaukee County";1;1015799;"Licensed Family";"Olga Valenciano";"(414) 210-5099";"Olga Valenciano";"6 Week(s) - 7 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"6000585966_1";;
"Louise's Playhouse";"Louise's Playhouse";1000563191;"5610 W Sheridan Ave";"Milwaukee";"WI";53218;"Milwaukee County";1;1010756;"Licensed Family";"Karen Calhoun-Harris";"(414) 527-9235";"Karen Calhoun Harris";"2 Week(s) - 14 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"1000563191_1";;
"Lucille's Learning Center Llc";"Lucille's Learning Center Llc";8000587188;"3820 W Florist Ave";"Milwaukee";"WI";"53209-3638";"Milwaukee County";1;2000058;"Licensed Group";"Lorena Owens";"(414) 464-4000";"Lorena Owens";"4 Week(s) - 13 Year(s)";"3 Stars";84;20;"Jan - Dec";;"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"8000587188_1";;
"M And M's Family Lrng Center Llc";"M And M's Family Lrng Center Llc";2000585072;"3201 N 44Th St";"Milwaukee";"WI";53216;"Milwaukee County";1;1014751;"Licensed Family";"Michelle Yeko";"(414) 535-9882";"Michelle Yeko";"6 Week(s) - 14 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"Closed";"Closed";"2000585072_1";;
"Manitas Creativas Family Childcare";"Manitas Creativas Family Childcare";6000586896;"2042 S 7Th St";"Milwaukee";"WI";"53204-3920";"Milwaukee County";1;2000563;"Licensed Family";"Maria Rojas";"(414) 672-9793";"Maria Rojas";"6 Week(s) - 12 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"Closed";"Closed";"6000586896_1";;
"Manitas De Angel Family Day Care";"Manitas De Angel Family Day Care";581260;"1443 S 34Th St";"Milwaukee";"WI";53215;"Milwaukee County";1;1010708;"Licensed Family";"Patricia Salazar";"(414) 248-0724";"Patricia Salazar";"4 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"581260_1";;
"Marisela's Family Daycare";"Marisela's Family Daycare";2000587442;"2406 S 9Th Pl";"Milwaukee";"WI";"53215-3214";"Milwaukee County";1;2000562;"Licensed Family";"Marisela Carpio";"(414) 810-1123";"Marisela Carpio";"6 Week(s) - 12 Year(s)";"3 Stars";8;0;"Jan - Dec";;"5:30AM - 8:30PM";"5:30AM - 8:30PM";"5:30AM - 8:30PM";"5:30AM - 8:30PM";"5:30AM - 8:30PM";"Closed";"Closed";"2000587442_1";;
"Mary A Rome";"Mary A Rome";1000582621;"4550 N 85Th St";"Milwaukee";"WI";"53225-5110";"Milwaukee County";1;"N/A";"Regular Certified";"Mary Rome";"(414) 464-5261";"Mary Rome";"4 Week(s) - 18 Year(s)";"3 Stars";;;"Jan - Dec";;"7:00AM - 11:00PM";"7:00AM - 11:00PM";"7:00AM - 11:00PM";"7:00AM - 11:00PM";"7:00AM - 11:00PM";"7:00AM - 11:00PM";"7:00AM - 11:00PM";"1000582621_1";6;3
"Mary Linsmeier School - Marshall";"Mary Linsmeier School - Marshall";8000557958;"1327 Marshall Ave";"S Milwaukee";"WI";"53172-2425";"Milwaukee County";35;1009746;"Licensed Group";"Kathleen Monson";"(414) 762-2366";"David Linsmeier";"6 Week(s) - 12 Year(s)";"3 Stars";50;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"8000557958_35";;
"Maysoun R Ahmad";"Maysoun R Ahmad";8000574528;"8467 S Orchard View Ln";"Oak Creek";"WI";53154;"Milwaukee County";1;"N/A";"Regular Certified";"Maysoun Ahmad";"(414) 213-5065";"Maysoun Ahmad";"0 Week(s) - 13 Year(s)";"3 Stars";;;"Jan - Dec";;"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"8000574528_1";6;3
"Mi Pequeno Mundo";"Mi Pequeno Mundo";2000582552;"1804 S 17Th St";"Milwaukee";"WI";"53204-3110";"Milwaukee County";1;2000670;"Licensed Family";"Maria Nuncio";"(414) 383-2648";"Maria Nuncio";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"5:00AM - 11:59PM";"Closed";"Closed";"2000582552_1";;
"Milestones Prog For Child-Indian Hi";"Milestones Prog For Child-Indian Hi";2000563872;"1101 W Brown Deer Rd";"River Hills";"WI";53217;"Milwaukee County";13;1004008;"Licensed Group";"Cathy Schmidt";"(414) 351-0810";"Charles Hass";"8 Week(s) - 14 Year(s)";"3 Stars";125;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"2000563872_13";;
"Milestones Prog For Child-Lydell";"Milestones Prog For Child-Lydell";2000563872;"5205 N Lydell Ave";"Whitefish Bay";"WI";53217;"Milwaukee County";9;220343;"Licensed Group";"Lisa Sprink";"(414) 967-2160";"Charles Hass";"8 Week(s) - 8 Year(s)";"3 Stars";45;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"2000563872_9";;
"Milestones Prog For Child-Plymouth";"Milestones Prog For Child-Plymouth";2000563872;"2717 E Hampshire St";"Milwaukee";"WI";53211;"Milwaukee County";11;220346;"Licensed Group";"Kathy Wiarek";"(414) 967-2178";"Charles Hass";"8 Week(s) - 9 Year(s)";"3 Stars";65;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"2000563872_11";;
"Milwaukee Buckaroos";"Milwaukee Buckaroos";7000588537;"3529 W Vliet St";"Milwaukee";"WI";"53208-2830";"Milwaukee County";1;2002262;"Licensed Group";"Ernest Zazueta";"(414) 933-9673";"Ernest Zazueta";"6 Week(s) - 12 Year(s)";"3 Stars";18;18;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";;"7000588537_1";;
"Milwaukee's Learning Academy";"Milwaukee's Learning Academy";3000588503;"1612 S 55Th St";"W Milwaukee";"WI";"53214-5244";"Milwaukee County";1;2004913;"Licensed Family";"Leah Whatley";"(414) 400-8694";"Leah Whatley";"6 Week(s) - 14 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"3000588503_1";;
"Mini Miracles Learning Center Llc 2";"Mini Miracles Learning Center Llc 2";5000586995;"2707 N 54Th St";"Milwaukee";"WI";"53210-2331";"Milwaukee County";2;2002745;"Licensed Group";"Keana Allen";"(414) 269-9390";"Keana Allen";"4 Week(s) - 13 Year(s)";"3 Stars";33;20;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 7:00PM";;"5000586995_2";;
"Miracles Safe Haven Development Ii Llc";"Miracles Safe Haven Development Ii Llc";2000570682;"5117 N 32Nd St";"Milwaukee";"WI";"53209-5429";"Milwaukee County";3;1015141;"Licensed Group";"Melia Jackson";"(414) 438-7233";"Melia Jackson";"6 Week(s) - 13 Year(s)";"3 Stars";43;23;"Jan - Dec";;"6:30AM - 11:59PM";"6:30AM - 11:59PM";"6:30AM - 11:59PM";"6:30AM - 11:59PM";"6:30AM - 11:59PM";"7:30AM - 5:30PM";;"2000570682_3";;
"Mirna's Day Care";"Mirna's Day Care";584640;"1417 W Walker St";"Milwaukee";"WI";"53204-2124";"Milwaukee County";2;1016033;"Licensed Family";"Mirna Saavedra";"(414) 389-1463";"Mirna Saavedra";"6 Week(s) - 13 Year(s)";"3 Stars";8;8;"Jan - Dec";;"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"584640_2";;
"Moctezumitas Child Care";"Moctezumitas Child Care";9000588389;"2675 S 15Th St";"Milwaukee";"WI";"53215-3311";"Milwaukee County";1;2001909;"Licensed Family";"Martha Moctezuma";"(414) 982-7764";"Martha Moctezuma Saavedra";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"9000588389_1";;
"Molly Playhouse";"Molly Playhouse";1000589841;"7001 W Hampton Ave";"Milwaukee";"WI";"53218-4811";"Milwaukee County";1;"N/A";"Regular Certified";"Marlana Moore";"(414) 627-1123";"Marlana Moore";"0 Week(s) - 13 Year(s)";"3 Stars";;;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"1000589841_1";7;3
"Most Precious Journee Day Care";"Most Precious Journee Day Care";1000587781;"4248 W Fond Du Lac Ave";"Milwaukee";"WI";"53216-3528";"Milwaukee County";2;2001793;"Licensed Group";"Talmah Flowers";"(414) 873-5437";"Laquisha Jackson";"2 Week(s) - 13 Year(s)";"3 Stars";49;20;"Jan - Dec";;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"1000587781_2";;
"Mother And Dghter Child Nurt Ctr Inc";"Mother And Dghter Child Nurt Ctr Inc";3000587983;"5001 W Mill Rd";"Milwaukee";"WI";"53218-1410";"Milwaukee County";2;2002967;"Licensed Group";"Demetria Perkins";"(414) 797-0763";"Olethia Perkins";"4 Week(s) - 12 Year(s)";"3 Stars";78;78;"Jan - Dec";;"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";;"3000587983_2";;
"Mother's Love Child Care";"Mother's Love Child Care";9000565239;"2549 N Grant Blvd";"Milwaukee";"WI";"53210-2943";"Milwaukee County";1;"N/A";"Regular Certified";"Imani Perry";"(414) 759-6641";"Imani Perry";"2 Year(s) - 13 Year(s)";"3 Stars";;;"Jan - Dec";;"12:00AM - 7:00AM7:00PM - 11:59PM";"12:00AM - 7:00AM7:00PM - 11:59PM";"12:00AM - 7:00AM7:00PM - 11:59PM";"12:00AM - 7:00AM7:00PM - 11:59PM";"12:00AM - 7:00AM7:00PM - 11:59PM";;"7:00PM - 11:59PM";"9000565239_1";6;3
"Mps - Acad Of Accelerated Lrng Camp";"Mps - Acad Of Accelerated Lrng Camp";2000563892;"3727 S 78Th St";"Milwaukee";"WI";"53220-1603";"Milwaukee County";96;2100174;"Public School";"Jodie Spence";"(414) 604-7379";"Larry Miller";"4 Year(s) - 13 Year(s)";"3 Stars";175;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"2000563892_96";;
"Mps - Allen Field Clc";"Mps - Allen Field Clc";2000563892;"730 W Lapham Blvd";"Milwaukee";"WI";"53204-3428";"Milwaukee County";68;2100198;"Public School";"Jill Burton";"(414) 902-9341";"Larry Miller";"4 Year(s) - 12 Year(s)";"3 Stars";175;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"2000563892_68";;
