"Application Type";"County";"Facility Name";"Facility Number";"Line Address 1";"City";"ZIP Code";"Contact Name";"Contact Phone";"License Date";"Capacity";"From Age";"To Age";"Hours";"Months";"Full Time"
"LICENSED FAMILY";"53. ROCK";"BEAR FAMILY CHILD CARE";"1001826";"5362 N Newville Rd";"Milton";"53563";"Holland, Louise  ";"608-757-1648";2/11/2001;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BEHM'S FAMILY DAYCARE";"130627 ";"1417 E Van Buren";"Janesville";"53545";"Behm, Kim  ";"608-754-2983";3/12/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BRIGHT BEGINNINGS DAY CARE";"1015619";"1413 N Wuthering Hills Dr";"Janesville";"53546";"Heeren, Peggy M ";"608-314-3977";4/19/2010;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BRIGHT HORIZONS FAMILY CHILD CARE";"1005951";"28 S John Paul Rd";"Milton";"53563";"Lock, Dawn  ";"608-868-5223";12/26/2003;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BRIGHT TYKES DAYCARE";"1014804";"324 Pease Ct";"Janesville";"53545";"Chrostowski, Lindsey A ";"608-563-4318";2/4/2007;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BROWNIE'S CHILD CARE";"1012726";"2020 Joliet St";"Janesville";"53546";"Vlasak, Melanie  ";"608-931-4596";6/10/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BUILDING BLOCKS DAYCARE";"1009791";"4927 N Old Orchard Dr";"Janesville";"53546";"Fuerstenberg, Kristina  ";"608-756-5484";9/15/2005;8;"0 Year(s), 2 Month(s), 0 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"BUSY BEES FAMILY CHILD CARE";"1005776";"1514 Myra Ave";"Janesville";"53548";"Wooden, Orissa  ";"608-757-0114";11/3/2002;8;"0 Year(s), 0 Month(s), 6 Week(s)";"13 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"CARE A LOT FAMILY DAY CARE";"130170 ";"956 Newman St";"Janesville";"53545";"Christianson, Elizabeth  ";"608-754-1997";12/29/1996;8;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"CHILD'S PLAY FAMILY DAY CARE";"1016114";"23 S 1st St";"Evansville";"53536";"Kleisch, Johann  ";"608-882-2531";6/20/2011;8;"1 Year(s), 0 Month(s), 0 Week(s)";"13 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"CINDY'S DAYCARE";"2000001";"611 E Church St";"Orfordville";"53576";"Jacobson, Cindy  ";"608-879-2053";8/12/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"CONNIE'S HOME DAY CARE";"1002160";"3640 Braemore Dr";"Janesville";"53548";"King, Connie  ";"608-752-6198";1/30/2000;8;"0 Year(s), 0 Month(s), 1 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"DEB'S FAMILY DAY CARE";"1002665";"4404 Saratoga Dr";"Janesville";"53546";"Edgar, Debra  ";"608-756-3461";3/12/1997;8;"0 Year(s), 0 Month(s), 1 Week(s)";"4 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-04:45 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"GEHRI FAMILY DAY CARE HOME";"130049 ";"1420 E Stratford Dr";"Beloit";"53511";"Gehri, Mary  ";"608-362-1104";3/12/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"HAPPY TIMES DAYCARE";"1014831";"667 Rivendell Dr";"Milton";"53563";"Houser, Holly  ";"608-868-7984";11/30/2009;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"HEY DIDDLE DIDDLE DAY CARE";"1007477";"3711 Teal Ln";"Janesville";"53546";"Ransom, Stacy  ";"608-290-3843";2/23/2004;8;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"HUGGABLE LOVEABLE FAMILY DC INC";"131126 ";"1331 Frederick St";"Beloit";"53511";"Hankins, Vicki  ";"608-362-8997";1/5/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"11:00 AM-11:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"JILL'S PLAYHOUSE LLC";"1011596";"923 Merrill Ave";"Beloit";"53511";"Etringer, Jill K ";"608-365-5623";2/1/2007;8;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 10 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"KATHY'S DAY CARE";"130609 ";"923 Dean St";"Edgerton";"53534";"Davis, Kathy  ";"608-884-3881";3/13/1997;8;"0 Year(s), 0 Month(s), 4 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"KERI'S DAY CARE";"1007777";"1876 Fayette Ave";"Beloit";"53511";"Repta, Keri  ";"608-921-7830";3/31/2002;8;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"KIDDIE CARE FAMILY DAYCARE";"1007007";"2005 Mole Ave";"Janesville";"53548";"Williams, Stephanie  ";"608-289-8269";10/20/2003;7;"0 Year(s), 0 Month(s), 1 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LADY BUG";"1006752";"710 Bluff St";"Beloit";"53511";"Amstutz, Deborah  ";"608-371-3252";11/16/2002;8;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LIL LEARNING CENTER LLC";"1008431";"419 N Terrace St";"Janesville";"53548";"Dillavou-Brigham, Anne  ";"608-743-0903";10/22/2004;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LIL' MUNCHKINS FAMILY CHILD CARE";"1013912";"4463 Red Oak Dr";"Janesville";"53546";"Zak, Heather  ";"608-449-4631";4/23/2009;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LINDA'S DAY CARE CENTER";"130621 ";"14 W Ash Ln";"Milton";"53563";"Dutcher, Linda  ";"608-868-2159";12/29/1996;8;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LISA'S FAMILY DAY CARE";"1001777";"8206 N North Ct";"Evansville";"53536";"Rauch, Lisa  ";"608-882-5743";8/12/1998;8;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LITTLE EAGLES NEST";"1011307";"5114 S Driftwood Dr";"Janesville";"53546";"Hoffman, Christine  ";"608-531-0281";12/1/2006;8;"0 Year(s), 0 Month(s), 6 Week(s)";"3 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LITTLE RASCALS";"1013200";"8216 N Robert Dr";"Evansville";"53536";"Dickenson, Lori  ";"608-882-4161";11/7/2008;6;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LOBBY FAMILY CHILD CARE";"1013385";"1615 N Washington St";"Janesville";"53548";"Laube, Maurita  ";"608-756-1879";11/10/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-12:30 AM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LORI'S DAY CARE";"131154 ";"1544 S Grant Ave";"Janesville";"53546";"Long, Lori  ";"608-757-0372";3/13/1997;8;"0 Year(s), 0 Month(s), 6 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-04:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"LOTS OF TOTS FAMILY DAY CARE";"1002666";"11403 Mcmillin Rd";"Whitewater";"53190";"Oldenburg, Lori  ";"262-473-8718";5/23/1997;8;"0 Year(s), 0 Month(s), 1 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"MAGIC CARPET CHILD CARE";"131915 ";"2017 Mineral Point Ave";"Janesville";"53548";"Wu, Kathryn  ";"608-346-4203";12/29/1996;8;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"MICHELLES FAMILY DAYCARE";"1002693";"8106 N Cemetery Rd";"Evansville";"53536";"Janes, Michelle  ";"608-882-4017";7/15/2000;8;"1 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"NANCY'S HOME DAY CARE";"131589 ";"1332 S Chatham St";"Janesville";"53546";"Larson, Nancy  ";"608-756-2464";3/13/1997;8;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"NATURESENSE LLC";"1015726";"4209 W State Rd 59";"Edgerton";"53534";"Hansen, Catherine  ";"608-884-3591";12/1/2010;8;"0 Year(s), 2 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"ONE 2 3 YOU AND ME";"1010522";"731 W Grand Ave";"Beloit";"53511";"Hanna, Jan Lynette  ";"608-362-5822";4/28/2006;8;"0 Year(s), 0 Month(s), 6 Week(s)";"13 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"PAMS LAMBS";"1001160";"411 Eisenhower Ave";"Janesville";"53545";"Haase, Pamela  ";"608-756-4838";11/21/1999;8;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"PEGGYS PUMPKIN PATCH DAYCARE";"130052 ";"7664 Terwilliger Rd";"Clinton";"53525";"Clothier, Margaret  ";"608-676-4190";3/12/1997;8;"0 Year(s), 0 Month(s), 2 Week(s)";"13 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"PRECIOUS ANGELS CHILD CARE";"1009160";"4420 Windfield Way";"Janesville";"53546";"Behm, Kelli  ";"608-756-3063";5/16/2005;8;"0 Year(s), 0 Month(s), 1 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"SARAH J. AHRENS";"1015143";"851 E Mckearn Ln";"Beloit";"53511";"Ahrens, Sarah  ";"815-601-7125";4/30/2010;6;"2 Year(s), 0 Month(s), 0 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"THE DUTTER HOUSE INC";"1016032";"1981 Luety Pkwy";"Beloit";"53511";"Dutter, Rosemary  ";"608-365-2392";8/8/2011;8;"2 Year(s), 0 Month(s), 0 Week(s)";"15 Year(s), 11 Month(s), 0 Week(s)";"-11:59 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"THE PEANUT PALACE";"1013090";"731 N Arch St";"Janesville";"53548";"Modie, Claudia  ";"608-314-1255";4/14/2008;8;"0 Year(s), 0 Month(s), 6 Week(s)";"13 Year(s), 11 Month(s), 0 Week(s)";"-01:00 AM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"TINY TOWN FAMILY DAYCARE";"1003739";"851 Townline Ave";"Beloit";"53511";"Perales, Sara  ";"608-363-9661";4/1/2001;8;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Feb-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"TLC DAYCARE";"1010416";"2807 Blackbridge Rd";"Janesville";"53545";"Schemehorn, Phyllis  ";"608-754-8495";5/4/2006;8;"0 Year(s), 0 Month(s), 0 Week(s)";"14 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"TRISHA'S FAMILY CHILD CARE";"1002705";"2205 Clover Ln";"Janesville";"53545";"Rust, Trisha  ";"608-322-8338";7/8/1998;6;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"WOFFORD FAMILY DAY CARE";"1002854";"2443 Shopiere Rd";"Beloit";"53511";"Wofford, Bobbie J ";"608-365-7187";12/29/1996;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"YOUNG HEARTS CHILDCARE";"1016045";"2004 Afton Rd";"Beloit";"53511";"Wainwright, Aynthia  ";"608-362-6534";7/13/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-09:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"YOUNG HEARTS CHILDCARE TWO";"1016045";"2004 Afton Rd";"Beloit";"53511";"Wainwright, Aynthia  ";"608-362-6534";7/13/2011;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-09:00 PM";"Jan-Dec";"Y"
"LICENSED FAMILY";"53. ROCK";"ZASTY'S FAMILY CHILD CARE";"1009327";"731 Rivendell Dr";"Milton";"53563";"Zastoupil, Leah  ";"608-868-6240";8/5/2005;8;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"ABC PLAYHOUSE CHILD CARE CENTER INC";"120110 ";"2255 Prairie Ave";"Beloit";"53511";"Jensen, Janet  ";"608-365-8388";12/29/1996;55;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"ANGEL ACADEMY";"1013096";"511 Public Ave";"Beloit";"53511";"Schimke, Susan  ";"608-364-4256";6/9/2008;65;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"AQUA WORLD DAYCARE";"1011510";"246 W Grand";"Beloit";"53511";"Farr, Augunetta  ";"608-362-5223";3/19/2007;51;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-12:30 AM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"BRIGHTER BEGINNINGS";"1004326";"709 Brown School Rd";"Evansville";"53536";"Vinarsky, Tanya  ";"608-882-5805";9/15/1999;50;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"BRIGHT START CHILD CARE CENTER";"1007148";"724 Dodge St";"Orfordville";"53576";"Aasen, Tina  ";"608-879-2711";10/10/2003;30;"0 Year(s), 0 Month(s), 6 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"CARGILL CHRISTIAN PRESCHOOL AND D C";"120266 ";"2000 Wesley Ave";"Janesville";"53545";"Adams, Arolyn  ";"608-752-2140";12/29/1996;135;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"CENTRAL LUTHERAN PRESCHOOL AND 4K";"120095 ";"100 W Rollin St";"Edgerton";"53534";"Grabow, Barbara  ";"608-884-9418";2/1/1997;38;"3 Year(s), 0 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-";"Sep-May";" "
"LICENSED GROUP";"53. ROCK";"COMMUNITY KIDS BELOIT LRNG CTR";"1004310";"706 Emerson St";"Beloit";"53511";"Truckey, Wendy  ";"608-362-2965";8/19/2001;28;"0 Year(s), 0 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"COMMUNITY KIDS JANESVILLE LRNG CTR";"120067 ";"2230 Center Ave";"Janesville";"53546";"Theiding, Nancy  ";"608-755-2488";12/29/1996;100;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-11:59 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"COMMUNITY KIDS ROCK CO DROP-IN CTR";"1004619";"1900 Center Ave";"Janesville";"53546";"Gondreau, Mary  ";"608-741-3423";11/12/2001;16;"0 Year(s), 0 Month(s), 1 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"08:00 AM-12:15 PM";"Jan-Dec";" "
"LICENSED GROUP";"53. ROCK";"COMMUNITY KIDS WRAP AROUND LRNG CTR";"1008334";"1221 Henry Ave";"Beloit";"53511";"Hayd, Becky  ";"608-362-8029";9/13/2004;20;"2 Year(s), 6 Month(s), 0 Week(s)";"8 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"CRADLES TO CRAYONS LLC";"1009173";"1930 Lafayette St";"Janesville";"53546";"Weir, Mary  ";"608-758-3241";6/8/2005;40;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"CREATIVE ARTS CLASS LLC";"1004409";"800 S Main St";"Edgerton";"53534";"Fox, Beth  ";"608-884-6162";9/4/2001;50;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 11 Month(s), 0 Week(s)";"06:45 AM-05:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"CREATIVE BEGINNINGS PRESCHOOL";"1013985";"347 S John Paul Rd";"Milton";"53563";"Smerud, Becky  ";"608-868-5866";1/5/2009;21;"2 Year(s), 6 Month(s), 0 Week(s)";"6 Year(s), 11 Month(s), 0 Week(s)";"08:30 AM-04:00 PM";"Sep-Jun";"N"
"LICENSED GROUP";"53. ROCK";"CREATIVE CHILDRENS LEARNING CENTER";"1011138";"2419 Harvard Dr";"Janesville";"53548";"Horan, Carol  ";"608-754-7599";9/26/2006;50;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"DISCOVERING OUR WORLD LEARNING CTR";"1012808";"605 Swift St";"Edgerton";"53534";"Hyams, Brenda  ";"608-884-8481";2/1/2008;20;"0 Year(s), 0 Month(s), 2 Week(s)";"4 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"DISCOVERING OUR WORLD TOO";"2000642";"512b B N Main St";"Edgerton";"53534-1636";"Hyams, Brenda  ";"608-884-8481";6/4/2012;40;"2 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:45 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"EDGERTON CHILDRENS CENTER";"1015398";"414 Albion St";"Edgerton";"53534";"Engler, Catherine  ";"608-884-6393";8/30/2010;50;"2 Year(s), 0 Month(s), 0 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"EVANSVILLE KID CONNECTION LLC";"1013730";"420 S 4th St";"Evansville";"53536";"Stoker, Erika  ";"608-220-4931";9/26/2008;25;"4 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"FAITH'S LITTLE FRIENDS";"1004220";"2116 Mineral Point Ave";"Janesville";"53548";"Bird, Nichole  ";"608-754-9336";11/5/2001;56;"0 Year(s), 0 Month(s), 6 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"FOOTVILLE AFTER SCHOOL PROGRAM LLC";"1014128";"121 Janesville St";"Footville";"53537";"Parmer, Dawn  ";"608-289-8973";4/16/2009;26;"0 Year(s), 0 Month(s), 4 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"GOELZER'S FIRST STEP NURSERY SCHOOL";"1009650";"1600 E Milwaukee St";"Janesville";"53545";"Hackett, Cindy  ";"608-752-7355";9/1/2005;48;"3 Year(s), 0 Month(s), 0 Week(s)";"7 Year(s), 11 Month(s), 0 Week(s)";"09:00 AM-05:00 PM";"Jan-Dec";"N"
"LICENSED GROUP";"53. ROCK";"HAND IN HAND LEARNING CENTER";"1003020";"2200 Ruger Ave";"Janesville";"53545";"Dye, Janis  ";"608-758-3607";9/13/2000;25;"2 Year(s), 6 Month(s), 0 Week(s)";"5 Year(s), 11 Month(s), 0 Week(s)";"08:15 AM-04:15 PM";"Jan-Dec";"N"
"LICENSED GROUP";"53. ROCK";"JANESVILLE COMMUNITY DAY CARE CTR";"120072 ";"3103 Ruger Ave";"Janesville";"53546";"Marshall, Theresa  ";"608-752-8035";1/5/1997;97;"2 Year(s), 0 Month(s), 0 Week(s)";"9 Year(s), 11 Month(s), 0 Week(s)";"05:15 AM-07:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"JCDCC LITTLE TREE HOUSE";"1005668";"2020 E Milwaukee St Ste 11 #9";"Janesville";"53546";"Marshall, Theresa  ";"608-531-5232";9/3/2002;31;"0 Year(s), 0 Month(s), 4 Week(s)";"3 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"JNVL MONTESSORI CHILDRENS HOUSE LLC";"1010458";"1219 S Oakhill Ave";"Janesville";"53546";"Yanchik, Tara  ";"608-754-9196";5/4/2006;70;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"KIDDIE RANCH DAYCARE AND LRNG CTR";"120408 ";"1702 House St";"Beloit";"53511";"Butzler, Candice  ";"608-365-6141";12/29/1996;72;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"KIDDIE RANCH EASTSIDE LEARNNG CTR";"1003200";"1400 E Inman Pkwy";"Beloit";"53511";"Miller, Sue  ";"608-361-6311";9/25/2000;36;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"KIDDIE RANCH SCHOOL AGE CENTER LLC";"1006430";"1230 House St";"Beloit";"53511";"Robinson, Julie  ";"608-856-0124";8/18/2000;60;"3 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"LICENSED GROUP";"53. ROCK";"KIDS CLUB SUMMER DAYCAMP EVANSVILLE";"2000586";"420 S 4th St";"Evansville";"53536-1271";"Nyman, Lisa  ";"608-490-1233";6/8/2012;15;"5 Year(s), 0 Month(s), 0 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jun-Aug";"Y"
