"Provider Id";"Complaint Received";"Requirement";"Description";"Allegation Description";"Plan to Correct";"Allegation Findings"
"K830024469";"6/25/2019";"340:110-3-288(c)(1)";"Physical. Examples of inappropriate physical discipline include:";"Inappropriate Discipline-serious";"Staff is terminated and has been gone since 6-25-20219-allegation and investigation. Had cameras installed, a total of 14 in both the building and outside playground, cameras installed June 28, 2019. Has taken Requirement Training Expanded with Joan Also, all staff will be taking a 10hour course provided by CECPD for a total of 10 hrs in Appropriate Discipline, will have class completed by 8-15-2019. In addition, had Resource & Referral come out and work with teachers on discipline in the classroom and classroom arrangement.";"Substantiated"
"K820054570";"10/1/2019";"340:110-3-84(a)";"Total number of children. The maximum number of children in care at one time, whether on or off the premises, does not exceed the number of children specified on the license. The total number of children in a family child care home is limited to seven that includes:";"Licensed capacity-serious";"I will Keep within ratio in daycare, I will keep accurate attendance in and out of daycare.";"Substantiated"
"K820054570";"10/1/2019";"340:110-3-88(c)(3)";"Daily attendance records, including arrival and departure times for each child, are maintained and on file a minimum of 120 calendar days.";"Records/attendance";"I will keep accurate attendance in and out of daycare.";"Substantiated"
"K830055007";"5/5/2021";"340:110-3-292(a)(3)";"Parents are notified of the presence of animals per Oklahoma Administrative Code (OAC) 340:110-3-280(d).";"1. Animal: Parent wasn't informed a dog was on the premise.";"A Notice to Comply was completed 5/13/2021, If an animal is on site the parents will be notified before the animal is at the program by letter, posted notice or the Bright Wheel App.";"Substantiated"
"K830022217";"7/19/2019";"340:110-3-282(a)(1)";"Required individuals. Background investigations are required, per Section 401 et seq. of Title 10 of the Oklahoma Statutes (10 O.S.  401 et seq.), Oklahoma Child Care Facilities Licensing Act (Licensing Act), unless an exception per (3) of this subsection applies for:";"Additional non-compliances found during the course of the investigation: Background investigation: Staff on site with no background check.";"Program will complete a background check. Director will check with Licensing Specialist to make sure all staff background checks are complete.";"Substantiated"
"K830022217";"7/19/2019";"340:110-3-298(b)(1)";"Meals and snacks. Meals and snacks are required to meet the current Child and Adult Care Food Program (CACFP) guidelines per Oklahoma Administrative Code (OAC) 340 Appendix LL - Meal and Snack Patterns, with the exception of infants per (f) of this Section.";"Additional non-compliance found during the course of the investigation: Nutrition: Program not meeting nutritional guidelines at meals.";"Program will check the handbook & menu to make sure guidelines are met. Director will educate all staff on the guidelines.";"Substantiated"
"K820051745";"7/11/2019";"340:110-3-97.1(d)";"Capacity. Large family child care homes are required to meet the rules found in OAC 340:110-3-84(a), except the total number of children in care in a large family child care home is limited to 12.";"Allegation-Over Capacity. Allegations of 19 children in care on one day at once.";"Notice to Comply was mailed on 8/23/2019.";"Substantiated"
"K820051745";"7/11/2019";"340:110-3-86.1(m)(1)(C)";"full names of children and caregivers currently in attendance; and";"Additional non compliance found during the course of the complaint investigation. Attendance Records: Personnel and childrens attendance records were not current or documented.";"Notice to Comply was mailed on 8/23/2019.";"Substantiated"
"K830024448";"7/1/2019";"340:110-3-285(a)";"Licensed capacity. The maximum number of children in care at one time, whether on- or off-site, does not exceed the licensed capacity specified on the current permit or license. This includes the personnel's children who are present and not filling a position listed in Oklahoma Administrative Code (OAC) 340:110-3-284.1 through 340:110-3-284.4.";"Report alleged the center was over capacity.";"A Notice to Comply was completed and signed on 7/2/2019 by Owner/Director, Candyce Medlin. Director will confirm day before to ensure capacity is compliant. Will not take drop ins if at capacity.";"Substantiated"
"K830023151";"11/6/2020";"340:110-3-288(c)(1)(F)";"restraining a child by any means other than holding and then for only as long as necessary for the child to regain self-control.";"Behavior & guidance/discipline: (SERIOUS) 3-year-old child placed in high-chair as discipline";"We will review our policy regarding restraining a child. We will make sure all staff is aware of facility policy and DHS regulations regarding behavior and guidance.";"Substantiated"
"K830024680";"1/10/2020";"340:110-3-281.2(b)(1)";"Requirements. Oklahoma Department of Human Services (DHS) Publication No. 14-05, Licensing Requirements for Child Care Programs, is accessible.";"Records: Licensing Requirements for Child Care programs was not in a noticeable location and parents would have to ask personnel to access it";"At the time of visit we moved a copy of Licensing Requirements from the desk to the parent counter with the compliance file.";"Substantiated"
"K830055273";"6/18/2021";"340:110-3-281.4(b)(9)";"Injury or poison exposure report. A DHS or program form that contains similar information is completed for each injury or poison exposure that occurs while in care.";"Records: Alleged that an injury report had not been completed or given to parent after injury of child while in care.";"Program will follow child care program requirements due to notifying incidents/accidents to parents and guardians in every situation including written documentation.";"Substantiated"
