"Name";"City";"County";"Zip";"Address";"Phone";"Email";"Type of Care";"License Effective Date";"License Expiration Date";"Facility Total Capacity";"Facility Age Range";"Hours of operation";"UrlID";"Mailing Address";"Mailing City";"Mailing State";"Mailing ZIP";"Email2";"Director";"Child Care Specialist";"ID"
"LITTLE TREASURES ACADEMY, LLC";"ST CHARLES";"ST CHARLES";63303;"1524 HERITAGE LANDING ";"(636) 922-1900";;"CHILD CARE CENTER";"08/28/2021";;49;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002462491";" ";;;;"LITTLETREASURESACADEMY@GMAIL.COM";"VAUGHN, AMY LYNN";"KATHERINE D SIMS";2462491
"LIVING LORD LUTHERAN PRESCHOOL";"LAKE ST LOUIS";"ST CHARLES";63367;"500 CEDAR CIRCLE DR ";"(636) 327-7729";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;38;"36 MONTHS - 6 YEARS";" 9:00 AM- 3:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001116974";" ";;;;"MHIATT@LIVINGLORD.ORG";"HIATT, MICHELLE RAE";"AMY MUSSELMAN";1116974
"LULLABY INN";"WENTZVILLE";"ST CHARLES";"63385-3409";"1652 W MEYER RD ";"(636) 332-8830";;"CHILD CARE CENTER";"08/28/2021";;115;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002637294";" ";;;;"gadkins@lullabyinn.com";"ADKINS, GABRIELLE S";"AMY MUSSELMAN";2637294
"MAGIC WORLD PRESCHOOL";"WENTZVILLE";"ST CHARLES";63385;"106 KENT DR ";"(636) 327-8008";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;40;"36 MONTHS - 6 YEARS";" 9:00 AM- 2:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000364243";" ";;;;"PRESCHOOL@FAITHUCC.NET";"BECKMANN, STEPHANIE";"AMY MUSSELMAN";364243
"MID RIVERS DAY CARE";"ST PETERS";"ST CHARLES";63376;"349 MID RIVERS MALL DR ";"(636) 278-1163";;"CHILD CARE CENTER";"08/28/2021";;99;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000237569";" ";;;;"MIDRIVERSDAYCARE@YAHOO.COM";"PODHORSKY, EMILY KATHLEEN";"KATHERINE D SIMS";237569
"MILLER, KIMBERLY ";"ST PETERS ";"ST CHARLES";63376;"21 MILL SPRING CT ";"(636) 626-8719";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002382694";;;;;;;;2382694
"NEWBURY, JENNIFER";"O FALLON";"ST CHARLES";"63366-1758";"902 TAYLOR PL ";"(636) 448-5296";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002601189";" ";;;;"makingmemories06@hotmail.com";"NEWBURY, JENNIFER";"AMY MUSSELMAN";2601189
"O'FALLON EARLY CHILDHOOD CENTER LLC";"O FALLON";"ST CHARLES";"63366-2627";"220 SONDEREN ST ";"(636) 272-0970";;"CHILD CARE CENTER";"08/28/2021";;60;"BIRTH - 10 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002464962";" ";;;;"Ofallonearlychildhoodcenter@yahoo.com";"WHYTE, JERI ANNE";"AMY MUSSELMAN";2464962
"OUR SAVIOR LUTHERAN PRESCHOOL";"ST CHARLES";"ST CHARLES";63301;"2800 W ELM ";"(636) 947-8010";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;120;"BIRTH - 12 YEARS";" 7:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000407652";" ";;;;"OSLC.PRESCHOOL@SBCGLOBAL.NET";"HUNING, LINDA J";"CHARMEL WILLIAMS";407652
"PATTERSON SCHOOLS, INCORPORATED";"ST CHARLES";"ST CHARLES";63301;"717 S 6TH ST ";"(636) 940-7797";;"CHILD CARE CENTER";"08/28/2021";;56;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000172281";" ";;;;"PATTERSONSCHOOL3@YMAIL.COM";"VAN HOOK, REISA SHENELLE";"AMY MUSSELMAN";172281
"PATTERSON SCHOOLS, INCORPORATED";"ST CHARLES";"ST CHARLES";63301;"2019 N 3RD ";"(636) 940-1946";;"CHILD CARE CENTER";"08/28/2021";;62;"1 MONTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000172290";" ";;;;"PATTERSONSCHOOLS@YAHOO.COM";"MALONE, AMANDA ALEXANDRIA LEE";"AMY MUSSELMAN";172290
"PEANUTS GANG LEARNING CENTER WEST";"LAKE ST LOUIS";"ST CHARLES";"63367-1471";"10390 VETERANS MEMORIAL PKWY ";"(636) 387-1481";;"CHILD CARE CENTER";"06/01/2023";;50;"6 WEEKS - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002968632";" ";;;;"michael.backers@gmail.com";"GANZER, MARJORIE";"AMY MUSSELMAN";2968632
"PETERSON, AUDREY ";"SAINT CHARLES ";"ST CHARLES";63303;"26 HIDDEN HILLS DR ";"(636) 916-0707";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002998341";;;;;;;;2998341
"PREFERRED FAMILY HEALTHCARE, INCORPORATED";"ST CHARLES";"ST CHARLES";63303;"1601 OLD SOUTH RIVER RD ";"(636) 224-1039";;"CHILD CARE CENTER";"08/28/2021";;28;"BIRTH - 13 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002603589";" ";;;;"stacey.young@pfh.org";"YOUNG, STACEY";"NANCY SMITH";2603589
"PRIMROSE SCHOOL AT ST. CHARLES COMMUNITY COLLEGE";"COTTLEVILLE";"ST CHARLES";"63376-2865";"4601 MID RIVERS MALL DR ";"(636) 329-6040";;"CHILD CARE CENTER";"08/28/2021";;166;"6 WEEKS - 10 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002856511";" ";;;;"LRUPPERT@PRIMROSESCC.COM";"HUGHES, AMY MARIE";"KATHERINE D SIMS";2856511
"PRIMROSE SCHOOL OF O'FALLON AT WINGHAVEN";"O FALLON";"ST CHARLES";"63368-3601";"7778 WINGHAVEN BLVD ";"(636) 281-1183";;"CHILD CARE CENTER";"02/01/2022";;174;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002495429";" ";;;;"JROTHERMICH@PRIMROSEWINGHAVEN.COM";"MAHONEY, HEATHER LYNNE";"KATHERINE D SIMS";2495429
"PRIMROSE SCHOOL OF ST. CHARLES AT HERITAGE";"ST PETERS";"ST CHARLES";63303;"1001 HERITAGE CROSSING ";"(636) 317-6200";;"CHILD CARE CENTER";"08/28/2021";;187;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002651563";"34 TOWERBRIDGE PL ";"ST CHARLES";"MO";"63303-4802";"jovlia@primrosestcharles.com";"HENDERSON, BYRON";"CHARMEL WILLIAMS";2651563
"RALLO, REBECCA ";"O FALLON ";"ST CHARLES";63368;"6516 LONG TIMBER DR ";"(314) 565-1117";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002649165";;;;;;;;2649165
"ROGERS, RAQUEL ";"SAINT CHARLES ";"ST CHARLES";63301;"2850 QUENLEY ST ";"(314) 265-8326";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002765253";;;;;;;;2765253
"ST. PETER EARLY LEARNING CENTER";"ST CHARLES";"ST CHARLES";63301;"333 S SECOND ST ";"(636) 344-7000";;"LICENSE EXEMPT PROGRAM";"12/08/2022";;135;"6 WEEKS - 12 YEARS";" 7:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002406515";;;;;;;;2406515
"STEP BY STEP LEARNING CENTER LLC";"COTTLEVILLE";"ST CHARLES";"63304-7733";"5285 HIGHWAY N STE 107 ";"(314) 609-9115";;"CHILD CARE CENTER";"08/28/2021";;73;"6 WEEKS - 12 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002691743";" ";;;;"stepbysteplc.llc@gmail.com";"ARNOLD, VANESSA";"CHARMEL WILLIAMS";2691743
"SUNRISE CHURCH OF O'FALLON, MISSOURI";"O FALLON";"ST CHARLES";"63368-8166";"7116 TWIN CHIMNEYS BLVD ";"(636) 978-0461";;"LICENSE EXEMPT PROGRAM";"03/01/2023";;116;"36 MONTHS - 5 YEARS";" 8:30 AM- 3:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000889972";" ";;;;"jhuddleston@sunrisefamily.org";"HUDDLESTON, JENNIFER MARIE";"AMY MUSSELMAN";889972
"SUNSHINE KIDS DAY OUT AND PRESCHOOL";"ST PETERS";"ST CHARLES";63376;"3115 MCCLAY RD ";"(636) 441-7997";;"LICENSE EXEMPT PROGRAM";"08/01/2023";;66;"24 MONTHS - 5 YEARS";" 8:00 AM- 3:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002165017";" ";;;;"sunshinekids@harvesternaz.com";"SMITH, VICKI";"KATHERINE D SIMS";2165017
"TAYLOR, ANNETTE ";"FORISTELL ";"ST CHARLES";63348;"228 LIBERTY VALLEY DR ";"(636) 578-8129";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002556630";;;;;;;;2556630
"TEDDY BEAR DAYCARE AND LEARNING ACADEMY, LLC";"ST CHARLES";"ST CHARLES";63303;"2120 OLD HIGHWAY 94 SOUTH ";"(636) 940-0990";;"CHILD CARE CENTER";"08/28/2021";;78;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002048519";" ";;;;"JJ1254@SBCGLOBAL.NET";"ROHNE, JENNIFER DAWN";"CHARMEL WILLIAMS";2048519
"TENDERCARE LEARNING CENTER #11";"ST CHARLES";"ST CHARLES";63304;"4778 CENTRAL SCHOOL RD ";"(636) 928-9907";;"CHILD CARE CENTER";"08/28/2021";;57;"1 MONTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000760396";" ";;;;"tclccsr11@yahoo.com";"SMITH, SAVANNAH LYNN";"AMY MUSSELMAN";760396
"TENDERCARE LEARNING CENTER #4";"ST CHARLES";"ST CHARLES";63301;"1804 BOONE'S LICK RD ";"(636) 946-8440";;"CHILD CARE CENTER";"08/28/2021";;68;"1 MONTH - 14 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001631569";" ";;;;"TCLCBN4@YAHOO.COM";"PAUL, SARAH LYNN";"AMY MUSSELMAN";1631569
"THE GAN ST. CHARLES";"ST CHARLES";"ST CHARLES";"63304-5005";"705 OAK GROVE BLUFFS CT ";"(314) 503-2148";;"LICENSE EXEMPT PROGRAM";"08/23/2023";;10;"12 MONTHS - 5 YEARS";" 8:00 AM-12:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002967866";;;;;;;;2967866
"THE GODDARD SCHOOL";"O FALLON";"ST CHARLES";"63368-4277";"9008 PHOENIX PKWY ";"(636) 561-8559";;"CHILD CARE CENTER";"05/25/2023";;190;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001811669";" ";;;;"OFALLONMO@GODDARDSCHOOLS.COM";"RENAUD, ERIN JEAN";"AMY MUSSELMAN";1811669
"THE GODDARD SCHOOL";"ST CHARLES";"ST CHARLES";63303;"1402 GETTYSBURG LANDING ROAD ";"(636) 244-8015";;"CHILD CARE CENTER";"08/28/2021";;206;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001886179";" ";;;;"DSAINTCHARLESMO@GODDARDSCHOOLS.COM";"NI THOIRNEACH NIC UAID, TREASA JACQUELINE";"THERESA ZEHNLE";1886179
"THE GODDARD SCHOOL";"WENTZVILLE";"ST CHARLES";"63385-3408";"1513 WENTZVILLE PKWY ";"(636) 327-5991";;"CHILD CARE CENTER";"08/28/2021";;134;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002675690";" ";;;;"WENTZVILLEMO@GODDARDSCHOOLS.COM";"CHLYSTA, TASHA";"AMY MUSSELMAN";2675690
"THE GODDARD SCHOOL";"ST PETERS";"ST CHARLES";"63376-3575";"700 OLD SALT LICK RD ";"(636) 397-0399";;"CHILD CARE CENTER";"07/07/2023";;131;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002681236";" ";;;;"saintpetersmo@goddardschools.com";"SOROSKI, ANDREA ELISE";"AMY MUSSELMAN";2681236
"THE LEARNING EXPERIENCE - ST. PETERS EAST";"ST PETERS";"ST CHARLES";"63376-7361";"600 BOND ST ";"(636) 244-0303";;"CHILD CARE CENTER";"05/06/2022";;132;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002803229";"39 FOUNTAINVIEW DR ";"ST CHARLES";"MO";"63303-3048";"zpatel@tlechildcare.com";"HOLLENBECK, ERIN LEIGH";"AMY MUSSELMAN";2803229
"THE LEARNING LODGE, L.L.C.";"O FALLON";"ST CHARLES";"63366-2875";"140 T R HUGHES BLVD ";"(636) 240-5634";;"CHILD CARE CENTER";"08/28/2021";;139;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002120690";" ";;;;"hmueller@thelearninglodge.net";"MUELLER, HOLLY JUDITH";"AMY MUSSELMAN";2120690
"THE LEARNING SAFARI, LLC";"ST CHARLES";"ST CHARLES";63304;"1505 CAULKS HILL RD ";"(636) 447-4575";;"CHILD CARE CENTER";"08/28/2021";;32;"6 WEEKS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002166918";" ";;;;"sueguignard@yahoo.com";"GUIGNARD, SUSAN LEE";"AMY MUSSELMAN";2166918
"THE MORGAN SCHOOL";"DARDENNE PRAIRIE";"ST CHARLES";"63368-7014";"7401 S OUTER 364 ";"(636) 379-0880";;"CHILD CARE CENTER";"08/28/2021";;277;"6 WEEKS - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002361091";" ";;;;"meghann@themorganschool.com";"TRIBLEY, MARCY MARIE";"AMY MUSSELMAN";2361091
"THE MORGAN SCHOOL-WENTZVILLE";"WENTZVILLE";"ST CHARLES";"63385-4719";"100 PERRY CATE BLVD ";"(636) 856-9240";;"CHILD CARE CENTER";"08/28/2021";;160;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002684215";" ";;;;"Meghann@themorganschool.com";"ROLEN, MEGAN LICHIUS";"AMY MUSSELMAN";2684215
"THE PEANUTS GANG LEARNING CENTER, INCORPORATED";"ST PETERS";"ST CHARLES";"63376-1288";"551 SALT LICK RD ";"(636) 387-1481";;"CHILD CARE CENTER";"07/06/2022";;87;"BIRTH - 16 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002703033";" ";;;;"michael.backers@gmail.com";"BACKERS, CARRIE ANN";"AMY MUSSELMAN";2703033
"THE SOLID ROCK PRESCHOOL & MDO";"WENTZVILLE";"ST CHARLES";"63385-1239";"653 LUETKENHAUS BLVD ";"(636) 327-8696";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;120;"BIRTH - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000862482";" ";;;;"laurajo.smith@fbcwentzville.com";"SMITH, LAURA JO";"AMY MUSSELMAN";862482
"THE SPARROW'S NEST";"O FALLON";"ST CHARLES";"63368-8184";"6730 HICKORY TREE LN ";"(636) 336-2534";;"FAMILY HOME";"03/31/2023";;5;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002947511";;;;;;;;2947511
"TREEHOUSE LEARNING CENTER, INC.";"WENTZVILLE";"ST CHARLES";"63385-3257";"23 TIFFANY LYNN CT ";"(636) 332-1055";;"CHILD CARE CENTER";"08/28/2021";;132;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001763837";" ";;;;"thlc@thetreehouselc.com";"MORROW, TIFFANY LYNN";"AMY MUSSELMAN";1763837
"TYKE TOWN";"LAKE ST LOUIS";"ST CHARLES";"63367-2327";"2240 LAKE SAINT LOUIS BLVD ";"(636) 561-8953";;"CHILD CARE CENTER";"07/29/2022";;96;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002949555";"2240 LAKE SAINT LOUIS BLVD ";"LAKE ST LOUIS";"MO";"63367-2327";"lakestlouis@kidsandcompany.com";"SUITS, HANNAH";"AMY MUSSELMAN";2949555
"TYKE TOWN";"ST PETERS";"ST CHARLES";"63376-1106";"8368 MEXICO RD ";"(636) 294-5746";;"CHILD CARE CENTER";"07/29/2022";;101;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002950105";"25900 W APACHE LN ";"LAKE BARRINGTON";"IL";"60010-1338";"stpeters@kidsandcompany.com";;"AMY MUSSELMAN";2950105
"VASAIO ATELIER";"ST PETERS";"ST CHARLES";"63376-5351";"357 JUNGERMANN RD ";"(636) 244-2705";;"CHILD CARE CENTER";"12/29/2022";;60;"24 MONTHS - 8 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002456015";" ";;;;"HCA.STPETERS@GMAIL.COM";"LEWIS, JAMISON LAUREN";"AMY MUSSELMAN";2456015
"WARNOCK, JOANNA";"O FALLON";"ST CHARLES";"63368-8502";"6 STATESMAN CT ";"(405) 501-6900";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002740921";" ";;;;"joannaw84@ymail.com";"WARNOCK, JOANNA";"AMY MUSSELMAN";2740921
"WARREN VACATION STATION ";"SAINT PETERS ";"ST CHARLES";63376;"141 WEISS RD ";"(636) 851-5909";;"Sch";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001577379";;;;;;;;1577379
"WAVERLY FOREST ACADEMY, LLC";"ST CHARLES";"ST CHARLES";"63301-4041";"3545 FRANKS DR ";"(636) 940-0550";;"CHILD CARE CENTER";"08/28/2021";;93;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002140516";" ";;;;"INFO@WAVERLYFOREST.COM";"ELMENDORF, LEANNE MICHELLE";"KATHERINE D SIMS";2140516
"WENTZVILLE CHRISTIAN PRESCHOOL";"WENTZVILLE";"ST CHARLES";"63385-4536";"1507 HIGHWAY Z ";"(636) 327-6622";;"LICENSE EXEMPT PROGRAM";"08/22/2023";;109;"36 MONTHS - 5 YEARS";" 8:30 AM- 2:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002056377";" ";;;;"nyla@wentzvillecc.org";"SANDERSON, NYLA";"AMY MUSSELMAN";2056377
"WHITT, SHERMAINE ";"WENTZVILLE ";"ST CHARLES";63385;"1019 GLENGARRY DR ";"(314) 724-2375";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002953951";;;;;;;;2953951
"WILD POPPY ATELIER LLC";"ST PETERS";"ST CHARLES";"63376-5347";"230 JUNGERMANN RD ";"(636) 244-2209";;"CHILD CARE CENTER";"05/16/2023";;71;"BIRTH - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002528125";" ";;;;"hca.stpeters@gmail.com";"DETIENNE, KAYLA N";"AMY MUSSELMAN";2528125
"WONDER YEARS, LLC";"O FALLON";"ST CHARLES";63368;"7104 TWIN CHIMNEYS BLVD ";"(636) 978-3240";;"CHILD CARE CENTER";"08/28/2021";;84;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001930067";" ";;;;"WONDERYEARS@CENTURYLINK.NET";"BROWN, TRACEY DIONE";"AMY MUSSELMAN";1930067
"WORLD OF LITTLE PEOPLE, INC.";"O FALLON";"ST CHARLES";63366;"128 E ELM ST ";"(636) 272-6188";;"CHILD CARE CENTER";"08/28/2021";;54;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000232322";" ";;;;"ROLLI1260@AOL.COM";"WARD, ANGELIA R";"AMY MUSSELMAN";232322
"YMCA-O'FALLON BRANCH-DARDENNE ELEMENTARY";"O FALLON";"ST CHARLES";63366;"2621 HIGHWAY K ";"(636) 293-6484";;"CHILD CARE CENTER";"08/28/2021";;32;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000271978";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"Laurie.mctearnen@gwrymca.org";"MILLER, CHRISTINA";"CHARMEL WILLIAMS";271978
"YMCA-O'FALLON BRANCH-EMGE ELEMENTARY";"O FALLON";"ST CHARLES";"63368-7325";"250 FALLON PKWY ";"(314) 717-8983";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001719822";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"angie.murdough@GWRYMCA.ORG";;"AMY MUSSELMAN";1719822
"YMCA-O'FALLON BRANCH-FLINT HILL ELEMENTARY";"WENTZVILLE";"ST CHARLES";63385;"587 MEXICO RD ";"(314) 471-3501";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002610786";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"angie.murdough@gwrymca.org";"MURDOUGH, ANGELA";"AMY MUSSELMAN";2610786
"YMCA-O'FALLON BRANCH-HAWTHORN ELEMENTARY";"ST PETERS";"ST CHARLES";63376;"166 BOONE HILLS DR ";"(314) 749-7355";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000176465";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"laurie.mctearnen@gwrymca.org";"BEGEMANN, KARA LYNN";"CHARMEL WILLIAMS";176465
"YMCA-O'FALLON BRANCH-J.L. MUDD ELEMENTARY";"O FALLON";"ST CHARLES";"63366-1802";"610 PRINCE RUPPERT DR ";"(314) 471-1242";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000172414";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"courtney.stevenson@gwrymca.org";"YOUNG, BRADY";"AMY MUSSELMAN";172414
"YMCA-O'FALLON BRANCH-MID RIVERS ELEMENTARY";"ST PETERS";"ST CHARLES";"63376-1304";"7479 MEXICO RD ";"(314) 443-6184";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000984350";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"angie.murdough@gwrymca.org";;"KATHERINE D SIMS";984350
"YMCA-O'FALLON BRANCH-MOUNT HOPE ELEMENTARY";"O FALLON";"ST CHARLES";"63366-1000";"1099 MOUNT HOPE LN ";"(314) 471-4486";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000369917";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"angie.murdough@gwrymca.org";"MURDOUGH, ANGIE";"AMY MUSSELMAN";369917
"YMCA-O'FALLON BRANCH-OSTMANN ELEMENTARY";"O FALLON";"ST CHARLES";63368;"200 MERIWETHER LEWIS DR ";"(636) 293-4446";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001716530";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"Laurie.mctearnen@gwrymca.org";"GAWEDZINSKI, DONNA JEAN";"CHARMEL WILLIAMS";1716530
"YMCA-O'FALLON BRANCH-PHEASANT POINT ELEMENTARY";"O FALLON";"ST CHARLES";"63368-7324";"3450 PHEASANT MEADOW DR ";"(314) 471-3493";;"CHILD CARE CENTER";"08/28/2021";;48;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001169042";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"angie.murdough@gwrymca.org";"MURDOUGH, ANGELA";"AMY MUSSELMAN";1169042
"YMCA-O'FALLON BRANCH-PROGRESS SOUTH ELEMENTARY";"ST PETERS";"ST CHARLES";63376;"201 KNAUST RD ";"(636) 379-0092";;"CHILD CARE CENTER";"11/30/2022";;60;"5 YEARS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000176509";"3451 PHEASANT MEADOW DR ";"O FALLON";"MO";"63368-7324";"laurie.mctearnen@gwrymca.org";"KINNEAR, ABIGAIL";"CHARMEL WILLIAMS";176509
