"id";"provider_id";"compliance type";"inspection/investigation date";"findings";"violation date";"compliance date";"action taken";"statute/regulation";"section"
14814;10008733;"INSPECTION ANNOUNCED";"02/05/2019";"IN-COMPLIANCE";;"02/05/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14021;10008733;"INSPECTION UNANNOUNCED";"10/02/2018";"IN-COMPLIANCE";;"10/02/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12224;10008733;"INSPECTION ANNOUNCED";"03/27/2018";"IN-COMPLIANCE";;"03/27/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17977;10000016;"INVESTIGATION/PRIORITY 2";"09/29/2020";"IN-COMPLIANCE";;"09/29/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15239;10000016;"INSPECTION UNANNOUNCED";"04/17/2019";"IN-COMPLIANCE";;"04/17/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13968;10000016;"INSPECTION ANNOUNCED";"09/20/2018";"IN-COMPLIANCE";;"09/20/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12255;10000016;"INSPECTION UNANNOUNCED";"03/28/2018";"IN-COMPLIANCE";;"03/28/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17660;10005217;"INSPECTION ANNOUNCED";"08/12/2020";"IN-COMPLIANCE";;"08/12/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17324;10005217;"INVESTIGATION/PRIORITY 2";"12/06/2019";"IN-COMPLIANCE";;"12/06/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15926;10005217;"INSPECTION ANNOUNCED";"06/25/2019";"IN-COMPLIANCE";;"06/25/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15091;10005217;"INSPECTION UNANNOUNCED";"03/27/2019";"IN-COMPLIANCE";;"03/27/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13888;10005217;"INSPECTION ANNOUNCED";"09/12/2018";"IN-COMPLIANCE";;"09/12/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12281;10005217;"INSPECTION UNANNOUNCED";"04/04/2018";"IN-COMPLIANCE";;"04/04/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18289;10016275;"INSPECTION UNANNOUNCED";"02/24/2021";"IN-COMPLIANCE";;"02/24/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17205;10016275;"INSPECTION UNANNOUNCED";"02/14/2020";"IN-COMPLIANCE";;"02/14/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15501;10016275;"INSPECTION ANNOUNCED";"05/14/2019";"IN-COMPLIANCE";;"05/14/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15090;10016275;"INSPECTION UNANNOUNCED";"03/26/2019";"IN-COMPLIANCE";;"03/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12709;10016275;"INSPECTION ANNOUNCED";"05/10/2018";"IN-COMPLIANCE";;"05/10/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12243;10016275;"INSPECTION UNANNOUNCED";"03/29/2018";"IN-COMPLIANCE";;"03/29/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17947;10011555;"INSPECTION UNANNOUNCED";"10/28/2020";"IN-COMPLIANCE";;"10/28/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16639;10011555;"INSPECTION ANNOUNCED";"10/30/2019";"IN-COMPLIANCE";;"10/30/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16264;10011555;"INSPECTION UNANNOUNCED";"08/13/2019";"IN-COMPLIANCE";;"08/13/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16885;10011555;"INVESTIGATION/PRIORITY 3";"07/15/2019";"IN-COMPLIANCE";;"07/15/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16884;10011555;"INSPECTION ANNOUNCED";"01/07/2019";"IN-COMPLIANCE";;"01/07/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13504;10011555;"INSPECTION UNANNOUNCED";"07/23/2018";"IN-COMPLIANCE";;"07/23/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17667;10003627;"INSPECTION UNANNOUNCED";"07/29/2020";"IN-COMPLIANCE";;"07/29/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17662;10003627;"INVESTIGATION/PRIORITY 3";"01/02/2020";"NON-COMPLIANCE";"01/02/2020";"07/27/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
17572;10003627;"INVESTIGATION/PRIORITY 3";"01/02/2020";"NON-COMPLIANCE";"01/02/2020";"07/27/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
16359;10003627;"INSPECTION ANNOUNCED";"09/10/2019";"IN-COMPLIANCE";;"09/10/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14918;10003627;"INSPECTION UNANNOUNCED";"02/28/2019";"IN-COMPLIANCE";;"02/28/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13559;10003627;"INSPECTION ANNOUNCED";"07/26/2018";"IN-COMPLIANCE";;"07/26/2018";"NONE NEEDED";"MUNICIPALITY OF ANCHORAGE";"16.55.010-TITLE AND PURPOSE"
9278;10003627;"INVESTIGATION/PRIORITY 3";"06/19/2018";"IN-COMPLIANCE";;"06/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
9224;10003627;"INVESTIGATION/PRIORITY 3";"06/19/2018";"IN-COMPLIANCE";;"06/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18006;10016604;"INSPECTION UNANNOUNCED";"12/01/2020";"IN-COMPLIANCE";;"12/01/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17851;10016604;"INSPECTION ANNOUNCED";"09/23/2020";"IN-COMPLIANCE";;"09/23/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18183;10016604;"INVESTIGATION/PRIORITY 2";"09/10/2020";"IN-COMPLIANCE";;"09/10/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16895;10016604;"INSPECTION UNANNOUNCED";"12/17/2019";"IN-COMPLIANCE";;"12/17/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15413;10016604;"INSPECTION ANNOUNCED";"05/07/2019";"IN-COMPLIANCE";;"05/07/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15334;10016604;"INVESTIGATION/PRIORITY 2";"04/05/2019";"IN-COMPLIANCE";;"04/05/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14054;10016604;"INSPECTION UNANNOUNCED";"10/09/2018";"IN-COMPLIANCE";;"10/09/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12549;10016604;"INSPECTION ANNOUNCED";"05/01/2018";"IN-COMPLIANCE";;"05/01/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17757;10000378;"INSPECTION ANNOUNCED";"08/13/2020";"IN-COMPLIANCE";;"08/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16530;10000378;"INSPECTION ANNOUNCED";"10/08/2019";"IN-COMPLIANCE";;"10/08/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15743;10000378;"INSPECTION UNANNOUNCED";"05/23/2019";"IN-COMPLIANCE";;"05/23/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13686;10000378;"INSPECTION ANNOUNCED";"08/21/2018";"IN-COMPLIANCE";;"08/21/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18163;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
18162;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18161;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18160;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18159;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18158;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.550 - HEALTH"
18157;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
18156;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
18155;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
18154;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
18153;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
18152;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.340 - SUPERVISION OF EMPLOYEES"
18151;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.330 - ADDL EMPLOYEE QUAL IN CC CTR"
18150;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.330 - ADDL EMPLOYEE QUAL IN CC CTR"
18149;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
18148;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
18147;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
18146;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
18145;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"LICENSING STATUTES";"47.32.140 - ENFORCEMENT ACT."
18144;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
18143;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
18142;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
18141;10015780;"INSPECTION ANNOUNCED";"10/15/2020";"NON-COMPLIANCE";"10/15/2020";"11/23/2020";"ENFORCEMENT";"MUNICIPALITY OF ANCHORAGE";"16.55.180-MAX GROUP SIZE IN CC CENTERS"
18139;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
18138;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
18137;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
18136;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
18135;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18134;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.925 MONITORING & NOTIFICATION REQ"
18133;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.900 PURPOSE & APPLICABILITY; EXCEPT"
18132;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
18131;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
18130;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
18129;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
18128;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.180-MAX GROUP SIZE IN CC CENTERS"
18127;10015780;"INVESTIGATION/PRIORITY 3";"08/28/2020";"NON-COMPLIANCE";"08/28/2020";"10/06/2020";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.170-CH TO CAREGVER RATIO IN CC FAC"
18140;10015780;"INVESTIGATION/PRIORITY 3";"08/20/2020";"NON-COMPLIANCE";"08/20/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
18123;10015780;"INVESTIGATION/PRIORITY 3";"08/20/2020";"NON-COMPLIANCE";"08/20/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
18118;10015780;"INVESTIGATION/PRIORITY 3";"08/20/2020";"NON-COMPLIANCE";"08/20/2020";"10/06/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17697;10015780;"INVESTIGATION/PRIORITY 3";"07/15/2020";"IN-COMPLIANCE";;"07/15/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17433;10015780;"INSPECTION UNANNOUNCED";"03/18/2020";"NON-COMPLIANCE";"03/18/2020";"04/20/2020";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17418;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
17417;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
17416;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
17415;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
17414;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
17413;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
17412;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
17411;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
17410;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
17409;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
17408;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1040 GEN CLNING/SANITATION"
17407;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17406;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17405;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17404;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17403;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17400;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17397;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
17396;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
17395;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
17394;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
17393;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.560 - NUTRITION"
17392;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
17391;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
17390;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17389;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17388;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17387;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17386;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.300 - QUALIF OF ADMINISTRATOR"
17383;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.300 - QUALIF OF ADMINISTRATOR"
17380;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.220 - OPERATION AND MANAGEMENT"
17379;10015780;"INSPECTION UNANNOUNCED";"01/30/2020";"NON-COMPLIANCE";"01/30/2020";"03/17/2020";"ENFORCEMENT";"LICENSING STATUTES";"47.32.140 - ENFORCEMENT ACT."
16730;10015780;"INVESTIGATION/PRIORITY 2";"10/17/2019";"NON-COMPLIANCE";"10/17/2019";"11/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16729;10015780;"INVESTIGATION/PRIORITY 2";"10/17/2019";"NON-COMPLIANCE";"10/17/2019";"11/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
16728;10015780;"INVESTIGATION/PRIORITY 1";"09/18/2019";"NON-COMPLIANCE";"09/18/2019";"11/20/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1065 FOOD SVC/PREP"
16727;10015780;"INVESTIGATION/PRIORITY 1";"09/18/2019";"NON-COMPLIANCE";"09/18/2019";"11/20/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
