"ID";"Type";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Email";"Website";"Capacity";"Operational Information";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Infants (0-12 months)";"Toddler (12-24 months)";"Toddler (24-36 months)";"Pre-School (3-5 years old)";"School-Age (6-12 years old)";"Full Day Care";"Half Day Care";"Weekend Care";"Drop-In Care";"Night Care";"Provides Transportation";"Child and Adult Food Program";"Accepts Subsidies";"Certified Nature Explore Classroom";"Implementing WY ELG/ELF";"Accepts Special Needs";"Pet Free Environment";"Has Cat(s)";"Has Dog(s)";"Has Other Pet(s)"
2447;"CCC";"Miss Ashlee's Childcare";"1536 S. Oakcrest";"Casper";"WY";82601;"Natrona";"307-233-4057";"ashleelewis0724@yahoo.com";;386;"Regular/Year Round";"Closed";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
1953;"FCCH";"Miss Jeri's House: A Play School";"800 E. 9th St";"Cheyenne";"WY";82007;"Laramie";"307-761-3755";"missjerishouse@hotmail.com";;10;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
17086;"CCC";"Miss M's Little Daycare";"435 E. Birch";"Glenrock";"WY";82637;"Converse";"307-277-7151";"missmsdaycare@yahoo.com";;23;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";;;;"Yes";;;;;;;
2261;"FCCH";"Miss Rikki's Daycare";"6701 Sleepy Hollow Blvd.";"Gillette";"WY";82718;"Campbell";"307-299-3737";"rikkithies@hotmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;"Yes";;;;"Yes";;;;;;"Yes";
17298;"FCCH";"Miss Shy's Home Preschool";"5502 Liz Ranch Road";"Cheyenne";"WY";82007;"Laramie";"307-287-2318";"shyla.freeland@gmail.com";;9;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
17222;"FCCH";"Miss Tiff's Daycare";"106 Peppermint Lane";"Thermopolis";"WY";82443;"Hot Springs";"307-921-2869";"tnbruce1989@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
1787;"FCCC";"Monica's Day Care";"4426 EL CAMINO DRIVE";"Cheyenne";"WY";82001;"Laramie";"307-631-1551";"mgalicia4426@gmail.com";;15;"Regular/Year Round";"Closed";"05:00 AM - 05:30 PM";"05:00 AM - 05:30 PM";"05:00 AM - 05:30 PM";"05:00 AM - 05:30 PM";"05:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
17198;"FCCH";"Monkey's and Banana's";"2221 Kilmary Drive";"Rawlins";"WY";82301;"Carbon";"307-321-0649";"cciedra@yahoo.com";;8;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;;
2280;"CCC";"MONTESSORI SCHOOL OF CASPER";"417 S. Elm";"Casper";"WY";82601;"Natrona";"307-265-0249";"info@montessoriofcasper.com";;76;"Closed Summer : September to May";"Closed";"08:00 AM - 05:30 PM";"08:00 AM - 05:30 PM";"08:00 AM - 05:30 PM";"08:00 AM - 05:30 PM";"08:00 AM - 05:30 PM";"Closed";;"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
2327;"CCC";"MONTESSORI SCHOOL OF CHEYENNE";"5926 Townsend Place";"Cheyenne";"WY";82009;"Laramie";"307-635-2012";"director@montessorischoolofcheyenne.org";"https://www.montessorischoolofcheyenne.org";138;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;;;;;"Yes"
2534;"CCC";"Moorcroft Preschool";"13 Country Lane";"Moorcroft";"WY";82721;"Crook";"307-746-8733";"llovett@region3.co";;118;"Closed Summer : September to May";"Closed";"12:15 PM - 03:30 PM";"08:30 AM - 03:30 PM";"12:15 PM - 03:30 PM";"08:30 AM - 03:30 PM";"Closed";"Closed";;;"Yes";"Yes";;;"Yes";;;;;;;;;;"Yes";;;
2113;"CCC";"Moose Corner Children's Academy";"101 Carncross Dr";"Moose";"WY";83012;"Teton";"307-739-1189";"moosecorner@ymail.com";;27;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
1671;"CCC";"Mountain Academy Preschool & After School Program";"700 Coyote Canyon Road";"Jackson";"WY";83001;"Teton";"307-733-1327";"paige.fisher@tetonscience.org";;46;"Regular/Year Round";"Closed";"08:15 AM - 05:30 PM";"08:15 AM - 05:30 PM";"08:15 AM - 03:30 PM";"08:15 AM - 05:30 PM";"08:15 AM - 03:05 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;;;;
17049;"CCC";"Mountain Climbers Children's Center";"1738 Kroe";"Sheridan";"WY";82801;"Sheridan";"307-399-1437";"admin@mountainclimberschildrenscenter.com";;23;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
15476;"FCCH";"Mountain Kids";"560 S. Willow Street";"Jackson";"WY";83001;"Teton";"307-413-6739";"polino.cara@gmail.com";;10;"Regular/Year Round";"Closed";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"Closed";;;;"Yes";;"Yes";"Yes";;"Yes";;;;;;;;"Yes";;;
2158;"CCC";"Mountain Ridge Akidemy";"1520 Centennial Court";"Casper";"WY";82609;"Natrona";"307-439-2543";"Mountainridge15@gmail.com";;37;"Regular/Year Round";"Closed";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;"Yes";;"Yes";"Yes";;;;;;;
223;"FCCC";"Munchkin Manor Childcare and Preschool";"1523 Steele St.";"Laramie";"WY";82070;"Albany";"(307)";"munchkinmanor7@gmail.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;"Yes";;;;"Yes";"Yes";;;
1295;"FCCC";"Nana's House";"999 South 5th";"Lander";"WY";82520;"Fremont";"307-335-5088";"kaysteers@gmail.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;"Yes";"Yes";
2503;"CCC";"Nana's Learning Center";"136 S. 5th St.";"Douglas";"WY";82633;"Converse";"307-247-3028";"arianaavila1987@yahoo.com";;23;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;"Yes";;;;
2367;"FCCC";"Nature's Child";"312 S. 7th ST";"Laramie";"WY";82070;"Albany";"307-742-2222";"director@natureschild.org";;15;"Regular/Year Round";"Closed";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2305;"CCC";"NEIGHBORHOOD CHILD CARING CENTER";"2200 Richard Street";"Casper";"WY";82601;"Natrona";"307-265-2333";"tmspoiled@yahoo.com";;98;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
1659;"CCC";"NEIGHBORHOOD CHILD LEARNING CENTER";"3036 E. 8TH ST.";"Casper";"WY";82609;"Natrona";"307-265-5578";"ncccnclc@yahoo.com";;62;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
2484;"FCCC";"Nennyopolis Preschool and Child Care";"911 E. Roosevelt";"Riverton";"WY";82501;"Fremont";"307-851-7848";"nennyopolislaurie@gmail.com";;15;"Regular/Year Round";"Closed";"07:35 AM - 05:30 PM";"07:35 AM - 05:30 PM";"07:35 AM - 05:30 PM";"07:35 AM - 05:30 PM";"07:35 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";;"Yes";;;"Yes";"Yes";;;
1472;"FCCH";"Nickis Child Care";"714 Samuel Lane";"Cheyenne";"WY";82009;"Laramie";"307-635-9210";"bjorkidsn@gmail.com";;10;"Regular/Year Round";"Closed";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";;"Yes";;;;;;;
2262;"FCCH";"No Worries Childcare";"949 Smylie Rd.";"Douglas";"WY";82633;"Converse";"307-358-0909";"LewisNWC@gmail.com";;8;"Regular/Year Round";"Closed";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"08:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
1827;"FCCH";"NOAH'S ARK DAYCARE";"720 Road 7";"Powell";"WY";82435;"Park";"307-351-7745";"tjtestes@yahoo.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;"Yes";;"Yes";"Yes";
2052;"CCC";"NOAHS ARK";"135 CRESCENT DRIVE";"Sheridan";"WY";82801;"Sheridan";"307-672-3221";"nacpreschool@gmail.com";;16;"Closed Summer";"Closed";"08:00 AM - 03:15 AM";"08:30 AM - 03:15 AM";"08:00 AM - 03:15 AM";"08:30 AM - 03:15 AM";"08:00 AM - 03:15 AM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
16841;"CCC";"Ohana Child Care";"256 South Jones";"Powell";"WY";82435;"Park";"307-764-1880";"ohanachild@gmail.com";;42;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
17029;"CCC";"One Oak Activity Center/Cassidy's Care";"1115 Obie Sue Avenue";"Worland";"WY";82401;"Washakie";"307-431-0707";"cgriemsman@hotmail.com";;65;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;"Yes";;;
1810;"CCC";"OUR SAVIOR'S LUTHERAN PRESCHOOL/CHILDCARE";"531 SOUTH DURBIN";"Casper";"WY";82601;"Natrona";"307-577-4006";"director@oslwyo.org";;65;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";;;"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;"Yes";;;;
1834;"FCCC";"Our Savior Lutheran Preschool";"2973 EAST B";"Torrington";"WY";82240;"Goshen";"307-532-5801";"Cheryllapp@hotmail.com";;15;"Regular/Year Round";"Closed";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"08:30 AM - 11:30 AM";"Closed";;;;"Yes";;;"Yes";;;;;;"Yes";;;;;;;
47;"CCC";"Our Savior Lutheran School";"5101 Del Range Blvd.";"Cheyenne";"WY";82009;"Laramie";"307-632-2580";"preschool@oursaviorcheyenne.org";;18;"Closed Summer : August to May";"Closed";"08:30 AM - 12:00 PM";"08:30 AM - 12:00";"08:30 AM - 12:00";"08:30 AM - 12:00";"08:30 AM - 12:00";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;"Yes";;;
17167;"CCC";"Palmers Playhouse";"1425 East Murray #69";"Rawlins";"WY";82301;"Carbon";"307-328-2915";"chasm248@gmail.com";;23;"Regular/Year Round";"Closed";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
16875;"FCCH";"Pam Stevens Child Care";"545 Fremont";"Thermopolis";"WY";82443;"Hot Springs";"307-921-9085";"mpstevens.ps@gmail.com";;10;"Regular/Year Round";"Closed";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;"Yes";"Yes";
2418;"CCC";"Paradise Valley Christian School";"3041 Paradise Drive";"Casper";"WY";82604;"Natrona";"307-234-2450";"pvcs2450@gmail.com";;44;"Closed Summer : August to May";"Closed";"08:00 AM - 03:00 PM";"08:00 - 03:00 PM";"08:00 - 03:00 PM";"08:00 - 03:00 PM";"08:00 - 03:00 PM";"Closed";;;"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
17209;"FCCH";"Parks Learning Center";"222 N. 3rd St.";"Douglas";"WY";82633;"Converse";"307-351-1588";"coletirzah@gmail.com";;10;"Closed Summer : September to May";"Closed";"Closed";"08:00 AM - 12:00 PM";"08:00 AM - 12:00 PM";"08:00 AM - 12:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;"Yes";;;;;;;
17184;"CCC";"PeachTree School of Early Childhood Education";"2020 E 11th Street #4";"Cheyenne";"WY";82001;"Laramie";"307-220-3051";"peachtreesoece@gmail.com";"https://www.peachtreesoece.com";38;"Regular/Year Round";"Closed";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;;;;
2128;"CCC";"Peas in a Pod Child Care";"1212 Ridge Rd. Ste. #2 and 3";"Cheyenne";"WY";82001;"Laramie";"307-426-4769";"kimoniwalker2017@gmail.com";;70;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;"Yes";;"Yes";;;;;;"Yes";
236;"FCCC";"Peggy's Preschool and Child Care";"1525 ABERDEEN";"Rawlins";"WY";82301;"Carbon";"307-324-3320";"pegcolson@msn.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;"Yes";;;;;;;;;;
16877;"CCC";"Piccadilly Play School LLC";"1011 11th St.";"Wheatland";"WY";82201;"Platte";"307-322-9650";"lindsey@piccadillyplayschool.com";;64;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;;;"Yes";;;"Yes";;;;
278;"CCC";"PINEDALE PRESCHOOL";"216 S. MAYBELL";"Pinedale";"WY";82941;"Sublette";"307-367-2666";"pinedalepreschool@gmail.com";;33;"Regular/Year Round";"Closed";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"Closed";;;"Yes";"Yes";;"Yes";"Yes";;;;"Yes";;;;;;;;;
17010;"FCCC";"Planting Roots Preschool";"201 W. Otis St.";"Fort Laramie";"WY";82212;"Goshen";"307-759-0000";"llcurtsinger@gmail.com";"https://www.plantingrootspreschool.com/";15;"Closed Summer : August to May";"Closed";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"Closed";;;;"Yes";;;"Yes";;;;;;"Yes";;;;;;;
276;"CCC";"PLATTE COUNTY DAYCARE/KIDS KASTLE";"567 GILCHRIST";"Wheatland";"WY";82201;"Platte";"307-322-4360";"pcdc1979@hotmail.com";;40;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
17195;"CCC";"Play and Learn School of Wyoming LLC";"538 Pilot Butte Avenue";"Rock Springs";"WY";82901;"Sweetwater";"307-382-7257";"director@palswyoming.com";"https://www.PALSwyoming.com";70;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;"Yes";;;
17315;"FCCH";"Playful Hearts Home Daycare";"432 Sims Lane";"Evanston";"WY";82930;"Uinta";"307-679-3521";"playfulheartshomedaycare@yahoo.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;;;;;;;;
2151;"FCCC";"Pooh's Little Roos";"540 Grass Valley Drive";"Evanston";"WY";82930;"Uinta";"307-677-6874";"willy6373@gmail.com";;15;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;"Yes";;;
1677;"CCC";"Powell Christian Preschool";"532 East Madison Street, Suite B";"Powell";"WY";82435;"Park";"307-202-3317";"powellCPS@protonmail.com";"https://https://www.powellchristianschool.com/";22;"Regular/Year Round";"Closed";"08:00 AM - 11:15 AM";"08:00 AM - 11:15 AM";"08:00 AM - 11:15 AM";"08:00 AM - 11:15 AM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;"Yes";"Yes";;;
2453;"FCCH";"Precious Ones";"1771 West D St.";"Torrington";"WY";82240;"Goshen";"307-532-5689";"No email";;10;"Regular/Year Round";"Closed";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"06:30 AM - 07:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;
1790;"CCC";"PRINCE OF PEACE PRESCHOOL";"2300 E. 15th Street";"Casper";"WY";82601;"Natrona";"307-265-7016";"poppre@casperpoplc.org";;67;"Closed Summer : September to May";"Closed";"08:45 AM - 03:00 PM";"08:45 AM - 03:00 PM";"08:45 AM - 03:00 PM";"08:45 AM - 03:00 PM";"08:45 AM - 12:00 PM";"Closed";;;"Yes";"Yes";;;"Yes";;;;;;;;;;;;;
2132;"CCC";"PROJECT REACH";"1801 EDINBURGH";"Rawlins";"WY";82301;"Carbon";"307-324-9656";"nmaravilla@wyokids.org";;52;"Regular/Year Round";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;"Yes";;"Yes";;;;;;;
2089;"CCC";"Promise Patch Incorporated";"4510 Charles St.";"Cheyenne";"WY";82001;"Laramie";"307-638-6630";"promisepatchkids@gmail.com";;105;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
2095;"FCCC";"Puddle Jumpers Child Care";"508 Center Street";"Evanston";"WY";82930;"Uinta";"307-789-4506";"tabbyr@hotmail.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
1128;"FCCH";"Puddleducks";"3722 Hayford Ave";"Laramie";"WY";82072;"Albany";"307-760-6830";"ruthjaneshirley@hotmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;;
1504;"CCC";"PUMPKIN PATCH PRESCHOOL";"5655 Main Street";"Wilson";"WY";83014;"Teton";"307-733-1759";"kimparkerjh@gmail.com";;40;"Regular/Year Round";"Closed";"08:30 AM - 03:00 PM";"09:00 AM - 12:00 PM";"08:30 AM - 03:00 PM";"09:00 AM - 12:00 PM";"08:30 AM - 03:00 PM";"Closed";;;"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;"Yes";
2414;"FCCH";"Raggedy Annie's Daycare";"2603 Sammye";"Gillette";"WY";82718;"Campbell";"307-680-3219";"annklein68@gmail.com";;10;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
14872;"FCCH";"Rainbow Rascals";"1106 Rosebud Road";"Cheyenne";"WY";82001;"Laramie";"307-287-2314";"rainbowrascalsdc@gmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
14876;"FCCH";"Rebecca Hawke";"44 Vixen Circle";"Pinedale";"WY";82941;"Sublette";"774-488-6549";"jandrhawke@hotmail.com";;10;"Regular/Year Round";"Closed";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";"Yes";;;;;;;;;
16918;"CCC";"Red Rover Childcare";"63 N. Burritt Ave.";"Buffalo";"WY";82834;"Johnson";"307-621-0539";"redroverchildcare@yahoo.com";;39;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
2467;"FCCH";"Rhondas Daycare";"1060 Adair";"Sheridan";"WY";82801;"Sheridan";"307-751-0500";"rnash007@msn.com";;10;"Regular/Year Round";"Closed";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"05:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
