"id";"name";"street";"city";"state";"zip";"phone";"county";"email";"website";"rating";"ages_served";"schedule";"environment";"special_needs";"languages";"license_id";"care_type";"meals";"financial_assistance";"animals_pets";"transportation";"elementary_schools";"hours_of_operation_monday";"hours_of_operation_tuesday";"hours_of_operation_wednesday";"hours_of_operation_thursday";"hours_of_operation_friday";"hours_of_operation_saturday";"hours_of_operation_sunday";"latitude";"longitude";"alternate_phone"
3926;"NMPreK-C Just Us Big Kids Preschool Aztec 1 (EMERG OPEN)";"16114 Hwy 550";"Aztec";"NM";87410;"505-334-4945";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.8372504;-107.9785774;
11;"Just Us Kids Big Kids (EMERG OPEN)";"16114 Hwy 550";"Aztec";"NM";87410;"505-334-3233";"San Juan";"fosssheri@yahoo.com";;"5-STAR";"4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";89477;"School Age Program";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"School bus stop is close to Provider";"All Local Schools";"8:15 AM - 04:30 PM";"8:15 AM - 04:30 PM";"8:15 AM - 04:30 PM";"8:15 AM - 04:30 PM";"8:15 AM - 04:30 PM";;;36.8372504;-107.9785774;
4224;"The Navajo Nation Tribal Government - San Juan";"Inside the San Juan Chapter House Rt 36";"Fruitland";"NM";87416;"928-871-6902 EXT 7179";" ";;;" ";"3, 4, 5 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7399208;-108.5317373;
4211;"Navajo Head Start - Carson";"654-670 Co Rd 7150";"Bloomfield";"NM";87413;"505-960-9091";"San Juan";;;" ";"3, 4, 5 years old";"Full-Time, Full Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.4601657;-108.0089481;"505-368-1200"
4113;"The Navajo Nation Tribal Government - Shiprock";"30 Feet North of Shiprock Chapter House";"Shiprock";"NM";87420;"928-871-6902 EXT 7179";"San Juan";;;" ";"3, 4, 5 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7857195;-108.6792239;
3719;"NMPreK-P (CCS) Mesa Elementary";"U.S. 491";"Shiprock";"NM";87420;"505-368-4529";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7844548;-108.6861275;"505-598-4550"
4644;"NMPreK-P (CCS) Eva B. Stokely Elementary School";"West Hwy 64";"Shiprock";"NM";87420;"505-368-5109";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7844499;-108.6861368;"505-386-4984"
3781;"NMPreK-P (CCS) Nizhoni Elementary";"Highway 491";"Shiprock";"NM";87420;"505-368-4565";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.8052353;-108.6914076;
4199;"Journey Montessori School, Primary (EMERG OPEN)";"1209 Unity Way";"Santa Fe";"NM";87506;"505-652-1986";"Santa Fe";"admission@journeymontessorischool.org";"www.journeymontessorischool.org";"2-STAR Basic Licensure";"3, 4, 5 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English; Spanish; Bilingual";167590;"Child Care Center";"Parents must send meals/snacks";"No Child Care Assistance Accepted";"No Pets or Animals";"Transportation Not Provided";;"8:45 AM - 02:45 PM";"8:45 AM - 02:45 PM";"8:45 AM - 02:45 PM";"8:45 AM - 02:45 PM";"8:45 AM - 02:45 PM";;;35.7080709;-105.965845;
2057;"La Comunidad de los Ninos (EMERG OPEN)";"1121 Alto St.";"Santa Fe";"NM";87501;"505-820-3472";"Santa Fe";"michelle_quintana@pmsnet.org";"www.pmsnm.org";"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Full-Time, Full Year";;;"English; Spanish; Bilingual";52479;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Near Public Transportation; Transportation Not Provided";;;;;;;;;35.6856058;-105.9615286;
4621;"NMPreK-P Aspen Community School";"450 La Madera";"Santa Fe";"NM";87501;"505-467-4500";"Santa Fe";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.6842345;-105.9626504;
3865;"NMPreK-C United Way Of Santa Fe County";"430 La Madera St.";"Santa Fe";"NM";87501;"505-467-4551";"Santa Fe";"abbyb@uwsfc.org";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.6835856;-105.9613125;
12;"La Casita Pre School (EMERG OPEN)";"438 Alamo Dr";"Santa Fe";"NM";87501;"505-919-9875";"Santa Fe";"lacasitapreschool@gmail.com";"www.lacasita.edu";"5-STAR";"3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"English";11168;"Child Care Center";"Morning Snack; Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"8:30 AM - 05:30 PM";"8:30 AM - 05:30 PM";"8:30 AM - 05:30 PM";"8:30 AM - 05:30 PM";"8:30 AM - 05:30 PM";;;35.6966879;-105.9544047;"505-983-2803"
4548;"Holitomoli (EMERG OPEN)";"943 Alto St";"Santa Fe";"NM";87501;"551-795-0311";"Santa Fe";"holitomoli@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"Wheelchair Accessible; Swimming pool fenced & locked; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";172063;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";;;35.6871331;-105.9573881;
4282;"PMS Headstart - River Center EHS (EMERG OPEN)";"730 Alto St";"Santa Fe";"NM";87505;"505-820-3472";"Santa Fe";"mary.hendrix@pmsnm.org";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Part-Time, School Year";"Wheelchair Accessible; Swimming pool fenced & locked; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";168879;"(CCC) Head Start";"Breakfast; Morning Snack; Lunch";"Head Start; FREE-CALL FOR SESSION START/END TIMES";"No Pets or Animals";"Transportation Not Provided";;"8:30 AM - 03:30 PM";"8:30 AM - 03:30 PM";"8:30 AM - 03:30 PM";"8:30 AM - 03:30 PM";"8:30 AM - 03:30 PM";;;35.6878385;-105.9517197;
4432;"NMPreK-C First Presbyterian Preschool (EMERG OPEN)";"208 Grant Ave";"Santa Fe";"NM";87501;"505-982-8919";"Santa Fe";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.6902114;-105.9403374;
1144;"First Presbyterian Pre School (EMERG OPEN)";"208 Grant Ave";"Santa Fe";"NM";87501;"505-982-8919 EXT 20";"Santa Fe";"preschool@fpcsantafe.org";"www.fpcsantafe.org";"5-STAR";"1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English";106952;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Walking Distance to School; Transportation Not Provided";"Carlos Gilbert Elem. - Santa Fe";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";;;35.6902114;-105.9403374;"505-982-8544"
1231;"Temple Beth Shalom Preschool (EMERG OPEN)";"205 E. Barcelona Rd.";"Santa Fe";"NM";87505;"505-982-6888";"Santa Fe";"preschool@sftbs.org";"www.tbfpreschoolsantafe.org";"5-STAR";"2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";28582;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Hamsters/Guinea Pigs/Mice; Fish or Amphibian";"Transportation Not Provided";;"7:45 AM - 05:25 PM";"7:45 AM - 05:25 PM";"7:45 AM - 05:25 PM";"7:45 AM - 05:25 PM";"7:45 AM - 05:25 PM";;;35.672625;-105.9394884;"505-982-1376"
10;"Gentle Shepherd Preschool (EMERG OPEN)";"209 E. Barcelona Rd";"Santa Fe";"NM";87505;"505-983-9383";"Santa Fe";"gslpreschl@aol.com";"www.gentleshephardpreschool";"2-STAR Basic Licensure";"3, 4, 5, 6-12 years old";"Part-Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";24222;"Child Care Center";"Morning Snack; Parents must send meals/snacks";"Sibling Discount; Rates Negotiable; Scholarships; Sliding scale based on family size/income; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Not Provided";;"7:30 AM - 05:00 PM";"7:30 AM - 05:00 PM";"7:30 AM - 05:00 PM";"7:30 AM - 05:00 PM";"7:30 AM - 05:00 PM";;;35.6727359;-105.9388229;"505-577-5344"
4088;"May Center for Learning (EMERG OPEN)";"1200 Old Pecos Trail";"Santa Fe";"NM";87505;"505-780-5439";"Santa Fe";"daisy@maycenter.org";"www.maycenter.org";"2-STAR Basic Licensure";"3, 4, 5 years old";"Full-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish";167053;"Child Care Center";"Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"8:30 AM - 03:00 PM";"8:30 AM - 03:00 PM";"8:30 AM - 03:00 PM";"8:30 AM - 03:00 PM";"8:30 AM - 03:00 PM";;;35.6714547;-105.9362988;
1218;"Garcia Street Club Inc. (EMERG OPEN)";"569 Garcia St.";"Santa Fe";"NM";87505;"505-983-9512";"Santa Fe";"admin@garciastreetclub.com";"www.garciastreetclub.com";"5-STAR";"3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";54314;"Child Care Center";"Breakfast; Afternoon Snack; Parents must send meals/snacks";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Walking Distance to School; Transportation Not Provided";"Acequia Madre Elem. - Santa Fe";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";"8:00 AM - 04:00 PM";;;35.677996;-105.931596;
1199;"Desert Montessori School (EMERG OPEN)";"316 Camino Delora";"Santa Fe";"NM";87505;"505-983-8212";"Santa Fe";"desertmontessori@gmail.com";"www.desertmontessori.com";"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English";69495;"Child Care Center";"Parents must send meals/snacks";"Scholarships; No Child Care Assistance Accepted";"Hamsters/Guinea Pigs/Mice; Fish or Amphibian";"Walking Distance to School; Near Public Transportation; Transportation Not Provided";"Acequia Madre Elem. - Santa Fe; Atalaya Elem. - Santa Fe; Rio Grande School - Santa Fe";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";"8:00 AM - 05:30 PM";;;35.6787681;-105.9188427;
3755;"NMPreK-P Atalaya Elementary";"721 Camino Cabra";"Santa Fe";"NM";87501;"505-467-4400";"Santa Fe";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.6734923;-105.9121238;
1798;"Rio Grande School (EMERG OPEN)";"715 Camino Cabra";"Santa Fe";"NM";87505;"505-983-1621";"Santa Fe";"rachel_gantt@riograndeschool.org";"www.riograndeschool.org";"2-STAR Basic Licensure";"3, 4, 5 years old";"Full-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English";124441;"Child Care Center";"Parents must send meals/snacks";"Scholarships; No Child Care Assistance Accepted";"No Pets or Animals";"Transportation Not Provided";;"8:00 AM - 03:30 PM";"8:00 AM - 03:30 PM";"8:00 AM - 03:30 PM";"8:00 AM - 03:30 PM";"8:00 AM - 03:30 PM";;;35.6718877;-105.9119727;
3792;"NMPreK-P Tesuque Elementary";"1555 Bishops Lodge Rd";"Tesuque";"NM";87574;"505-467-4100";"Santa Fe";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.7613122;-105.9303932;
4128;"Eight Northern Indian Pueblos Council - Nambe HS Site";"16 A NP-102 East Rd";"Santa Fe";"NM";87506;"505-747-1593";"Santa Fe";;"www.enipc.org";" ";"3, 4, 5 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.8853386;-105.9594551;
4389;"PMS Headstart- Pojoaque High School Early HS (TEMP CLOSED)";"1574 NM 502";"Santa Fe";"NM";87506;"505-820-3472";"Santa Fe";"lara.vaughan@pmnm.org";;"2-STAR Basic Licensure";"Infant, 1 year old";"Part-Time, School Year";;;"English";170027;"(CCC) Head Start";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.8798129;-106.0660518;
3759;"NMPreK-P Pablo Roybal Elementary";"1574 State Road 502";"Santa Fe";"NM";87506;"505-455-7603";"Santa Fe";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.8798129;-106.0660518;
2071;"PMS Headstart - Nambe (EMERG OPEN)";"180-B State Road";"Nambe";"NM";87506;"505-820-3472";"Santa Fe";"michelle_quintana@pmsnet.org-inc.org";"www.pms";"5-STAR";"3, 4, 5 years old";"Full & Part Time, School Year";;;"English; Spanish; Bilingual";94604;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;35.9062475;-105.9808101;"505-455-3151"
3816;"NMPreK-P Pecos Elementary (Pecos)";"Main Street Highway 63";"Pecos";"NM";87552;"505-757-4770";"San Miguel";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.5625224;-105.6799082;
4140;"Santa Clara Pueblo Tribe - Santa Clara Pueblo HS Program";"1 Kee Rd";"Espanola";"NM";87532;"505-692-6235";"Rio Arriba";;;" ";"3, 4, 5 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.9715683;-106.0880538;
3557;"Creation Station Daycare & Development Center (EMERG OPEN)";"1732 El Llano Rd";"Espanola";"NM";87532;"505-747-6947";"Rio Arriba";"nnmcreationstation@gmail.com";;"3-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";161108;"Child Care Center";"Morning Snack; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";;;35.9944631;-106.0416906;"505-423-3483"
3958;"NMPreK-C McCurdy Preschool";"362 A South McCurdy Rd";"Espanola";"NM";87532;"505-753-7221 EXT 305";"Rio Arriba";"pialvarado@mccurdy.org";;" ";"4 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Outdoor play area fenced";"Specific training on inclusive practices";;;"(CCC) NM PreK";"Lunch";"FREE-CALL FOR SESSION START/END TIMES";"No Pets or Animals";;;"8:00 AM - 02:45 PM";"8:00 AM - 02:45 PM";"8:00 AM - 02:45 PM";"8:00 AM - 02:45 PM";"8:00 AM - 02:45 PM";;;35.9991542;-106.0495978;
3134;"Santa Fe Boys & Girls Club - Santa Cruz (EMERG OPEN)";"145 Quintana St";"Espanola";"NM";87532;"505-753-2922";"Rio Arriba";"tgomez@bgcsantafe.org";"www.santafebgc.org";"2-STAR Basic Licensure";"5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";153867;"School Age Program";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"All Local Schools; Hernandez Elem. - Espanola; Los Ninos Elementary - Espanola";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";;;35.988511;-106.0854407;"505-204-0303"
2088;"Hernandez Head Start - Hernandez Elementary (EMERG OPEN)";"HWY 84 US-285 #1934 B*";"Hernandez";"NM";87532;"505-831-6038";"Rio Arriba";"sbaca@ydinm.org";"www.ydinm.org";"2-STAR Basic Licensure";"3, 4, 5 years old";"Part-Time, School Year";;;"English; Spanish; Bilingual";94591;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;35.990576;-106.079813;
3943;"NMPreK-C Las Cumbres";"404 Hunter Street";"Espanola";"NM";87532;"505-753-4123";"Rio Arriba";"johnna.aguino@lccs-nm.org";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.9912848;-106.0786683;
1822;"Conjunto Pre-School (TEMP CLOSED)";"404 Hunter St";"Espanola";"NM";87532;"505-753-4123";"Rio Arriba";"johnna.aguino@lccsnm.org-nm.org";"www.lascumbres";"5-STAR";"3, 4 years old";"Full-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English";94622;"Child Care Center";"Breakfast; Lunch";"No Child Care Assistance Accepted";"No Pets or Animals";"Transportation Not Provided";;"8:00 AM - 03:00 PM";"8:00 AM - 03:00 PM";"8:00 AM - 03:00 PM";"8:00 AM - 03:00 PM";"8:00 AM - 12:00 PM";;;35.9912848;-106.0786683;"505-901-1119"
3901;"NMPreK-C Creative Kids Childcare Center (EMERG OPEN)";"241 Paseo de Onate";"Espanola";"NM";87532;"505-747-7090";"Rio Arriba";"marcie818@windstream.net";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;35.993535;-106.0823282;
2080;"Creative Kids Child Care Center (EMERG OPEN)";"241 Paseo De Onate";"Espanola";"NM";87532;"505-747-7090";"Rio Arriba";"creativekidsc@gmail.com";;"5-STAR";"2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";130470;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided; School bus stop is close to Provider";"Los Ninos Kindergarten Ctr. - Espanola";"7:15 AM - 05:45 PM";"7:15 AM - 05:45 PM";"7:15 AM - 05:45 PM";"7:15 AM - 05:45 PM";"7:15 AM - 05:45 PM";;;35.993535;-106.0823282;"505-927-6828"
