"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";
;"Early Years Network - Central Mississippi Resource & Referral Center";"175 North Union Street";"Canton";"MS";39046;"(601) 859-9730";;"(601) 859-9730";;"https://earlyyearsnetwork.msucares.com/";"Chelsea Steckler";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Fri: 8:00am - 5:00pm; Tues, Thurs: 8:00am - 5:00pm, 5:00pm - 6:00pm (by appointment); 4th Sat: 9:00am - noon (by appointment)";
;"Early Years Network - East Central Community College Resource & Referral Center";"513 10th Street";"Decatur";"MS";39327;"(601) 635-3986";;;;"https://earlyyearsnetwork.msucares.com/";;"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Wed: 9:00am - noon";
;"Early Years Network - Resource & Referral Center Hinds County";"350 W. Woodrow Wilson Ave., Suite 480";"Jackson";"MS";39213;"(601) 366-6956";;"(601) 982-4632";;"https://earlyyearsnetwork.msucares.com/";"Lakeisha Bland";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon - Fri: 8:00am - 5:00pm, 1st Sat: 8:00am - noon";
;"Early Years Network - North Central Mississippi Resource & Referral Center";"515 Northwest Avenue";"Durant";"MS";39507;"(662) 639-2419";;"(662) 639-2420";;"https://earlyyearsnetwork.msucares.com/";"Tracey Mallett";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon, Wed, Thurs: 8:00am - 5:00pm, Tues: 8:00am - 6:00pm; Fri: 8:00am - 4:00pm";
;"Early Years Network - Northwest Mississippi Resource & Referral Center";"1097 Jackson Avenue West";"Oxford";"MS";38655;"(662) 915-2704";;"(662) 915-2705";;"https://earlyyearsnetwork.msucares.com/";"Melissa A. Leach";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon, Wed, Thurs: 8:00am - 5:00pm, Tues: 8:00am - 6:30pm, Fri: 8:00am - 3:30pm, 2nd Sat: 8:00am - noon; Summer Hours - Mon - Fri: 8:00am - 5:00pm";
;"Early Years Network - Pearl River Community College Resource & Referral Center";"101 Highway 11 North";"Poplarville";"MS";39470;"(601) 403-1492";;;;"https://earlyyearsnetwork.msucares.com/";"Emily Davis";"The Early Years Network is a one-stop shop for early care and education providers and parents in Mississippi. We promote best practices for early childhood education that are backed by scientific research. The Network also contributes to the knowledge of best practices by conducting research around the state.";"For Parents: Training for Parents, Resources, Family Support, Parenting Tips, Referrals For Local Child Care; For Providers: Licensed, Training & Technical Assistance, Credential Opportunities, Quality Rating & Improvement System, Family, Friend and Neighbor Care Program; Lending Library";;"https://earlyyearsnetwork.msucares.com/sites/all/themes/earlyyearsnetwork/images/eyn-logo-web.png";"Mon, Wed, Thurs: 8:00am - 5:00pm, Tues: 8:00am - 6:00pm, Fri: 8:00am - 4:00pm";
;"State Early Childhood Advisory Council of Mississippi (SECAC)";"P.O. Box 139";"Jackson";"MS";39205;"(601) 576-2010";;"(601) 576-2791";;"https://secac.ms.gov/";;"The State Early Childhood Advisory Council provides counsel to the governor on issues related to young children and their families. SECAC is comprised of experts in education, health care, child welfare, and mental health and serves as the central meeting place for all stakeholders in Mississippi’s early childhood system, including the early care and education workforce, parents, and the general public. Building on the state and SECAC’s past achievements in the early childhood system, the council is working to create an environment that will prepare Mississippi’s children to become outstanding students, engaged citizens, successful professionals, and responsible parents.";"For Parents: Find a child care provider, Afford child care, Research and best practices in early childhood development, Programs and services families may qualify for, Access developmental screenings for children, Report child abuse and neglect; For Providers: How to become a child care provider, The Child Care Payment Program, Classroom materials such as sample lesson plans, curriculum and research on important topics in early childhood, The laws, rules, and policies that are related to early childhood care and education in Mississippi; For Community: Learn more about Mississippi’s early childhood system, Stay up to date with the SECAC, including access to council meeting, meeting minutes and council publications, Follow along with Child Care Development Fund implementation";"Statewide";"https://secac.ms.gov/wp-content/uploads/2016/08/SECAC-logo-2016.png";;
;"Albemarle Alliance for Children and Families - Windsor Office";"715 Highway 13 North";"Windsor";"NC";27983;"(252) 794-8190";"(800) 262-8314";"(252) 333-1201";"ccrr@albemarlessp.org";"http://albemarleacf.org/";"Dr. Denauvo M. Robinson";"Albemarle Alliance for Children and Families builds the capacity of families, communities and schools, to prepare the next generation for academic, emotional, social and economic success in a global world.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops";"Bertie County";"http://albemarleacf.org/img-png/aacf-logo.png";"Mon - Fri: 8:00am - 5:00pm";
;"Smart Start of New Hanover County";"3534 South College Road, Suite F";"Wilmington";"NC";28412;"(910) 815-3731";"(877) 722-7857";"(910) 815-3733";"info@newhanoverkids.org";"http://www.newhanoverkids.org/";"Jane Morrow";"Smart Start of New Hanover County envisions every child entering school with the health, family support and early education necessary to succeed. All families will receive the support and education that they need in order to have healthy children with necessary preventive and routine health care. Every child will grow up in an environment that is free of abuse, neglect and violence. Families and their children will have the necessary assistance in their efforts to reach their full potentialAffordable, quality early education will be available to all families, as appropriate, meeting individual child and family needs. New Hanover County corporate, philanthropic and community leaders will make quality early childhood services for children and their families a priority.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops";"New Hanover County";;"Mon - Fri: 8:00am - 5:00pm";
;"Pamlico Partnership for Children";"702 A Main St.";"Bayboro";"NC";28515;"(252) 745-7850";;"(252) 745-7860";"susan@pamlicopartnership.org";"http://pamlicopartnership.org/";"Susan Bridgman";"At Pamlico Partnership for Children (PPFC) our goal is to assure that all children in Pamlico County enter kindergarten healthy and ready to succeed. We have a passion for children and families, with a desire to bring together all sectors of our community to create better lives for our children. PPFC is a public-private “coordinating body”  which administers Smart Start funding, as well as private donations, to serve children birth to age five through a variety of programs which provide access to high quality and affordable child care, health care, family supports  and other critical services.";"Training and Technical Assistance for Providers; Child Care Subsidy; Lending Library; Childcare Quality Maintenance, Coaching and Consulting";"Pamlico County";;;
