"Name";"LegalEntityName";"Type";"StarRating";"Street";"City";"State";"Zip";"Latitude";"Longitude";"Phone";"Fax";"Email";"Website";"Program";"OtherProgramOffered";"ReferralStatus";"MaximumCapacity";"ProvisionalLicense";"RevokedLicense";"CountiesServed";"SchoolDistrict";"Curriculum";"LeadOrganization";"HoursSunday";"HoursMonday";"HoursTuesday";"HoursWednesday";"HoursThursday";"HoursFriday";"HoursSaturday";"CallerLanguage";"HeadStart";"Languages";"GeneralSchedule";"ServiceSchedule";"SpecialAccomodations";"SubsidyStatus";"PaymentOption";"AdditionalFee";"MealOptions";"Discounts";"CertificateNumber";"UID"
"Luz Paniagua";"Luz Paniagua";"FMY";1;"731 N Kiowa St";"Allentown";"PA";18109;40.620625;-75.437562;3479927947;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Allentown City - On Site at School";;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";"Spanish";"Evening Care, Weekdays, 24 Hour Care";"Evening Care, Weekdays, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";;"AM Snack, Lunch, PM Snack, Dinner";;"CER-00153602";"0d81bf97a3d6161b5082d8158890d2a6"
"Hands On Learning Childcare Center Llc";"Hands On Learning Childcare Center Llc";"CTR";1;"1719 Hanover Ave";"Allentown";"PA";18109;40.611872;-75.448314;4844264146;;;;"CCP";"CCP";"ACT";87;"N";"N";;"Allentown City - Pick-Up service to/from school";;;;"5:00 AM - 11:00 PM";"5:00 AM - 11:00 PM";"5:00 AM - 11:00 PM";"5:00 AM - 11:00 PM";"5:00 AM - 11:00 PM";"5:00 AM - 11:00 PM";;"No";"American Sign Language, Spanish";"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Weekend Care";"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Weekend Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Bounced Check, Field Trip, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner";"Employee (10% - all children), Multi-Child (10% - for younger child)";"CER-00156815";"8c067e0fe14100a17ee8b48f689b20d7"
"Jimenez Family Daycare";"Altagracia Jimenez";"FMY";1;"502 1/2 S Bradford St";"Allentown";"PA";18109;40.603482;-75.44729;9294429751;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Allentown City - Pick-Up Service to/from home, Allentown City - Pick-Up service to/from school";;;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 7:00 PM";;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Special Dietary Needs";;"CER-00162841";"1a7166c80460fa0e3697f726c7806bb1"
"Childrens Nest Day Care Center Corp";"Childrens Nest Day Care Center Corp";"CTR";2;"668 Hanover Ave";"Allentown";"PA";18109;40.614064;-75.446473;4843871534;;;;"CCP";"CCP";"ACT";39;"N";"N";;"Allentown City - Pick-Up service to/from school";;;;"6:00 AM - 9:00 PM";"6:00 AM - 9:00 PM";"6:00 AM - 9:00 PM";"6:00 AM - 9:00 PM";"6:00 AM - 9:00 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Evening Care, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Evening Care, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Late Payment, Late Pick-up, Tuition";"Breakfast, Lunch, PM Snack, Dinner";;"CER-00160674";"2280f6f6c09b642945740f84b9077eac"
"Elenas Home Child Care Inc";"Elenas Home Child Care Inc";"FMY";2;"408 E Mosser St";"Allentown";"PA";18109;40.605286;-75.442018;6107518261;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Allentown City - Pick-Up service to/from school";;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00161896";"466bb01bbfba618c375b878e2c987003"
"Live Laugh And Love Family Day Care";"Jose & Cynthia Perez";"FMY";2;"21 S Ellsworth St";"Allentown";"PA";18109;40.609841;-75.445487;6103332197;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Allentown City - Escorted to/from school, Allentown City - Pick-Up Service to/from home, Allentown City - Pick-Up service to/from school, Allentown City - Walking distance to school";;;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;;"No";;"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Flexible Schedule";"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Computer Usage, Late Payment, Late Pick-up, Registration, Transportation";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";"Multi-Child ($5.00 - apply to youngest)";"CER-00153111";"d71ba6253e0323018df8ff96c85a9881"
"Nayrobi Mercedes Melo Family Day Care";"Nayrobi Mercedes Melo";"FMY";2;"310 S Bradford St";"Allentown";"PA";18109;40.604749;-75.448467;9392475962;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Allentown City - Pick-Up service to/from school";;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Flexible Schedule, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Flexible Schedule, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals";;"CER-00161782";"701cc1e2a884622b980aba247fb2d2b3"
"Community Services For Children Inc";;;0;"1520 Hanover Ave";"Allentown";"PA";18109;40.619333;-75.431667;6104376000;;;;"NFP";"NFP";"INA";;"N";"N";"Lehigh";;;"Community Services For Children Inc";;;;;;;;;;;;;;;;;;;;"b4432dd74faad9c9bc6171494482c095"
"Head Start-Donley Campus";;;4;"1520 Hanover Ave";"Allentown";"PA";18109;40.619051;-75.432202;6104320800;;;"www.cscinc.org";"PKC";"HDS,PKC";"INN";;"N";"N";"Lehigh";"Allentown City";"Creative Curriculum";"Community Services For Children Inc";;;;;;;;;;;;;;;;;;;;"1c0db3213fb2e5b6563a053c0c9dda5f"
"Csc Early Learning Center";;;4;"555 Union Blvd";"Allentown";"PA";18109;40.62252;-75.451091;0;;;;"PKC";"HDS,PKC";"INA";;"N";"N";"Lehigh";"Allentown City";"Creative Curriculum";"Community Services For Children Inc";;;;;;;;;;;;;;;;;;;;"5ecfb9948cf47536161afbe524b0f194"
"Lehigh Valley Childrens Center On Union";"Lehigh Valley Childrens Centers Inc";;3;"1621 Union Blvd";"Allentown";"PA";18109;40.625187;-75.431823;6108205304;;;;"PKC";"CCP,PKC";"ACT";119;"N";"N";"Lehigh";"Allentown City";"Creative Curriculum";"Lehigh Valley Childrens Centers Inc";;;;;;;;;;;;;;;;;;;"CER-00159364";"4ba9bc149efb24c2d792ad059804757c"
"Allentown Overlook Park";;;0;"445 Hanover Ave";"Allentown";"PA";18109;40.613077;-75.447939;0;;;;"PKC";"HDS,PKC";"INA";;"N";"N";"Lehigh";"Allentown City";"Creative Curriculum";"Community Services For Children Inc";;;;;;;;;;;;;;;;;;;;"3a397821c8988bad7ad8e49e9670200d"
"Infant Toddler Family Center";;;4;"350 N Oswego St";"Allentown";"PA";18109;40.616289;-75.432374;6104376000;;;"www.cscinc.org";"HDS";"HDS";"INA";;"N";"N";"Lehigh";"Allentown City";;"Community Services For Children Inc";;;;;;;;;;;;;;;;;;;;"b255400c9631cd338dff986cc2c2380a"
"Wilfrida Heredia";"Wilfrida Heredia";"GRP";1;"128 S Church St";"Hazleton";"PA";18201;40.951693;-75.978647;9176580504;;;;"CCP";"CCP";"ACT";12;"N";"N";;;;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Drop-In Care, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Drop-In Care, 24 Hour Care";;"Eligible Subsidy Provider";;"Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00167803";"49e9a7c4483c62e6fa87d3944ef48d90"
"Altagracia Lara Daycare";"Altagracia Lara";"GRP";1;"514 W Diamond Ave";"Hazleton";"PA";18201;40.958989;-75.980252;5704552359;;;;"CCP";"CCP";"ACT";12;"N";"N";;"Hazleton Area - Walking distance to school";;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Sick Care, Drop-In Care, Flexible Schedule, 24 Hour Care";;"Eligible Subsidy Provider";;"Bounced Check, Registration";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals";;"CER-00164618";"05a07ac4c8aeb9d042ccc148db760669"
"Seily Abreu Vasquez";"Seily Abreu Vasquez";"GRP";1;"628 Carson St";"Hazleton";"PA";18201;40.964257;-75.970384;5704591954;;;;"CCP";"CCP";"ACT";10;"N";"N";;;;;;"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";"6:00 AM - 6:00 AM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Drop-In Care, Flexible Schedule, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Drop-In Care, Flexible Schedule, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, AM Snack, Lunch, PM Snack";"Multi-Child ($15.00 - Applies to and after 2nd child)";"CER-00160194";"65f25aef4f4f15f510f2837fc461a29b"
"Bumblebee Preschool";"Niurka De La Rosa";"CTR";1;"101 W Broad St";"Hazleton";"PA";18201;40.954531;-75.975541;5705010660;;;;"CCP";"CCP";"ACT";20;"N";"N";;"Hazleton Area - Walking distance to school";;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Drop-In Care, Flexible Schedule, 24 Hour Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Drop-In Care, Flexible Schedule, 24 Hour Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";;"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00154147";"e47deb46e512f230223e82096af5dd2a"
"Just Kiddin Llc";"Just Kiddin Llc";"CTR";1;"240 W Broad St";"Hazleton";"PA";18201;40.955165;-75.978416;5704546094;;;;"CCP";"CCP";"ACT";62;"N";"N";;;;;;"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";;"Breakfast, AM Snack, PM Snack";;"CER-00168182";"4766ef6399e6eb9560c9b209d59b01d3"
"Early Head Start Hazleton";;;4;"10 W Chestnut St";"Hazleton";"PA";18201;40.953029;-75.975338;5704530532;;;"www.lchs.hsweb.org";"HDS";"HDS";"INA";;"N";"N";"Luzerne";"Hazleton Area";;"Luzerne County Head Start Inc";;;;;;;;;;;;;;;;;;;;"e688877b09c23ec05e65246bc3ab07eb"
"Hazleton Center Vine West";;;4;"334 W Birch St";"Hazleton";"PA";18201;40.951246;-75.9816;5704535975;;;"www.lchs.hsweb.org";"HDS";"HDS";"INA";;"N";"N";"Luzerne";"Hazleton Area";;"Luzerne County Head Start Inc";;;;;;;;;;;;;;;;;;;;"05fc2e29c88d1977211c7ba5a6f5b0a8"
"Hazleton Integration Center";;;0;"225 E 4th St";"Hazleton";"PA";18201;40.963503;-75.967539;0;;;"www.lchs.hsweb.org";"HDS";"HDS";"INA";;"N";"N";"Luzerne";"Hazleton Area";"High Scope";"Luzerne County Head Start Inc";;;;;;;;;;;;;;;;;;;;"a9e4e324f04a58056df0202a258f7047"
"Hazleton Center - Carson";;;0;"663 Carson St";"Hazleton";"PA";18201;40.965293;-75.970488;0;;;;"HDS";"HDS";"INA";;"N";"N";"Luzerne";"Hazleton Area";"High Scope";"Luzerne County Head Start Inc";;;;;;;;;;;;;;;;;;;;"e8d80808959f59af283fcdd95995b780"
"Hazleton Child Development Center";"Child Development Council Of Nepa Inc";;3;"225 E 4th St";"Hazleton";"PA";18201;40.963503;-75.967539;5704556647;;;;"PKC";"CCP,PKC";"ACT";62;"N";"N";"Luzerne";"Hazleton Area";"Creative Curriculum";"Child Development Council Of Nepa Inc";;;;;;;;;;;;;;;;;;;"CER-00164623";"ced61f3c9ddbd2ef8eeb9ab2ef8dd476"
"Pixie Paradise Childcare Center Llc";"Pixie Paradise Child Care Center Llc";;4;"21 N 5th St";"West Hazleton";"PA";18202;40.95948;-75.993403;5704544238;;;;"PKC";"CCP,PKC";"ACT";81;"N";"N";"Luzerne";"Hazleton Area";"Creative Curriculum";"Pixie Paradise Child Care Center Llc";;;;;;;;;;;;;;;;;;;"CER-00163410";"e3c24fd563f1b5845d21a9fb669c6b98"
"Hazle Township Early Learning Center";;;0;"1400 W 23rd St";"Hazle Township";"PA";18202;40.972596;-75.990097;5704590101;;;;"PKC";"PKC";"INA";;"N";"N";"Luzerne";"Hazleton Area";"Creative Curriculum";"Hazelton Area School District";;;;;;;;;;;;;;;;;;;;"21cea7fa94900947cb2b6e7d6434937d"
"Tender Treasure Learning Center";"Zamans Corporation";"CTR";2;"515 N Broad St";"West Hazleton";"PA";18202;40.965265;-75.997378;5704557803;;;;"CCP";"CCP";"ACT";45;"N";"N";;"Hazleton Area - Pick-Up service to/from school, Hazleton Area - Walking distance to school";;;;"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Late Payment, Late Pick-up, Registration";"Breakfast, AM Snack, Lunch, PM Snack";"Multi-Child (10% - Oldest Child)";"CER-00156411";"9d562df9316e8de5449108b924cba656"
"Imagination Station Childcare Center Llc";"Imagination Station Childcare Center Llc";"CTR";2;"626 Can Do Expy";"Hazle Township";"PA";18202;40.93509;-76.048108;5704974764;;;;"CCP";"CCP";"ACT";86;"N";"N";;;;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Bounced Check, Cot, Late Payment, Late Pick-up, Tuition";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00167248";"24dfad0719d92fa0fae1d133bfbf1a04"
"Busy Bee Day Care Llc";"Busy Bee Day Care Llc";"CTR";2;"1059 N Locust St";"Hazle Township";"PA";18202;40.973567;-75.983298;5704559070;;;;"CCP";"CCP";"ACT";70;"N";"N";;;;;;"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";"6:00 AM - 9:30 PM";;;"No";"Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Evening Care, Weekdays";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Bounced Check, Late Payment, Registration";"Breakfast, AM Snack";"Multi-Child (10% - Apply to oldest child)";"CER-00156669";"85c1722aa5f44c017aa38333410e7336"
"Wellington Family Day Care";"Georgiann Wellington";"FMY";1;"16 E OAK ST";"WEST HAZLETON";"PA";18202;40.960633;-75.992735;5704557450;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Hazleton Area - Serviced by school bus";;;;"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Pick-up";"Breakfast, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals";;"CER-00159384";"f3f5120022afb69a18523990391ea66b"
