"Facility Name";"License Number";"Owner";"Program Type";"Address";"County";"City";"Zip";"License Effective Date";"License Expiration Date";"Facility Status";"Telephone Number";"Maximum Capacity";"recUrl";"ID"
"Terris Tots Daycare";"0032731-015";"Teresa Pratt";"Licensed Day Care Home";"1407 Virginia";"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";"316-841-1800";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=63759";63759
"The Learning Tree";"0077100-001";"The Learning Tree Center LLC";"Group Day Care Home";"1431 N Community Dr";"Sedgwick";"Derby";67037;"05/18/2018";"08/16/2018";"Open";"316-708-3522";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=150023";150023
"USD 260 Latchkey Pleasantview";"0024374-011";"USD 260";"School Age Program";;"Sedgwick";"Derby";67037;"05/01/2018";"04/30/2019";"Open";;167;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=47297";47297
"USD 260 Latchkey Swaney";"0063893-010";"USD 260";"School Age Program";;"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";;167;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=123609";123609
"Walk And Roll";"0062101-013";"Breauna Chambers";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"06/26/2017";"06/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120025";120025
"Wiggles And Giggles Home Daycare";"0068938-011";"Beth Dibben";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=133699";133699
"Country Pumkins Daycare";"0018980-015";"Connie Sharp";"Group Day Care Home";;"Butler";"Douglass";67039;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=36801";36801
"Happy Hearts Daycare";"0500962-004";"Kandyce Gunther";"Group Day Care Home";;"Butler";"Douglass";67039;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001927";5E+018
"Misty Megli Day Care Home";"0063909-010";"Misty Megli";"Licensed Day Care Home";;"Butler";"Douglass";67039;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=123641";123641
"Stephanie Worrell Day Care Home";"0069140-009";"Stephanie Worrell";"Licensed Day Care Home";"211 S Taylor";"Butler";"Douglass";67039;"10/01/2017";"09/30/2018";"Open";"316-746-3165";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134103";134103
"Tina M Weber Day Care Home";"0006883-010";"Tina Weber";"Licensed Day Care Home";;"Butler";"Douglass";67039;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13219";13219
"Amber Payton Day Care Home";"0068444-009";"Amber Payton";"Licensed Day Care Home";;"Butler";"El Dorado";67042;"05/01/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=132711";132711
"Ambers Little Tots Childcare";"0500877-004";"Amber Morgan";"Licensed Day Care Home";"605 E 7th Ave";"Butler";"El Dorado";67042;"06/01/2018";"05/31/2019";"Open";"316-621-9018";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001757";5E+018
"BCCC Educare Center";"0029273-012";"Butler County Community College";"Child Care Center";"901 South Haverhill Road";"Butler";"El Dorado";67042;"07/01/2017";"06/30/2018";"Open";"316-323-6845";121;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=56931";56931
"Busy Bees Daycare Home";"0038949-017";"Elizabeth Houck";"Group Day Care Home";"401 S Alleghany";"Butler";"El Dorado";67042;"10/01/2017";"09/30/2018";"Open";"316-377-3390";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=75931";75931
"Childrens Corner";"0075588-005";"Jennifer Dromey";"Licensed Day Care Home";"5086 SW Ohio Street Rd";"Butler";"El Dorado";67042;"12/19/2017";"12/31/2018";"Open";"816-516-3204";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=146999";146999
"El Dorado Head Start Child Care Center";"0070712-009";"Child Start Inc";"Head Start Child Care Center";;"Butler";"El Dorado";67042;"02/01/2018";"01/31/2019";"Open";;35;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=137247";137247
"Kingdom Kidz Christian Learning Preschool";"0071799-006";"Family Worship Center Church El Dorado KS";"Preschool";"701 S Atchison";"Butler";"El Dorado";67042;"11/01/2017";"10/31/2018";"Open";"316-323-4235";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=139421";139421
"Kris's Korral";"0047695-008";"Kristina Hasting";"Licensed Day Care Home";"2901 SE US Hwy 54";"Butler";"El Dorado";67042;"01/01/2018";"12/31/2018";"Open";"316-321-5040";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=92083";92083
"Little Blessings Daycare";"0070342-007";"Alana Kunkel";"Group Day Care Home";;"Butler";"El Dorado";67042;"08/01/2017";"07/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=136507";136507
"Maggies Group Home";"0046814-009";"Maggie McHugh";"Group Day Care Home";"1735 Ryan Ct";"Butler";"El Dorado";67042;"12/01/2017";"11/30/2018";"Open";"316-323-5778";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=90409";90409
"Magical Memories Daycare";"0501204-003";"Heather Spence";"Licensed Day Care Home";"860 Fredrick Dr";"Butler";"El Dorado";67042;"03/01/2018";"02/28/2019";"Open";"316-244-0984";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002411";5E+018
"Mockingbird Daycare";"0073329-006";"Breanna Harber";"Licensed Day Care Home";"1660 N Montana";"Butler";"El Dorado";67042;"01/01/2018";"12/31/2018";"Open";"316-665-0439";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142481";142481
"Ms Dennas Daycare";"0058685-014";"Denna Rice";"Licensed Day Care Home";"1935 Quail Run";"Butler";"El Dorado";67042;"10/02/2017";"10/31/2018";"Open";"316-323-8209";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=113193";113193
"Sandys Sandbox Daycare";"0068539-010";"Sandra Beyer";"Licensed Day Care Home";"1034 Douglas Rd";"Butler";"El Dorado";67042;"10/01/2017";"09/30/2018";"Open";"316-621-9240";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=132901";132901
"SheShes Munchkins";"0501357-003";"Shelita Kermode";"Licensed Day Care Home";"201 E Carr Ave";"Butler";"El Dorado";67042;"10/06/2017";"10/31/2018";"Open";"316-621-0552";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002717";5E+018
"Social Stars Learning Center";"0066000-010";"South Central Mental Health Counseling Center Inc";"Child Care Center";"340 Oil Hill Rd";"Butler";"El Dorado";67042;"06/01/2018";"05/31/2019";"Open";"316-452-5660";24;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127823";127823
"Teresa Ann Gardner Day Care Home";"0028650-011";"Teresa Gardner";"Licensed Day Care Home";;"Butler";"El Dorado";67042;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55715";55715
"The Playschool Day Care Home";"0003685-014";"Elda Bromlow";"Group Day Care Home";;"Butler";"El Dorado";67042;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=6863";6863
"Vivian Sue Copeland and Lara Beth Flug Day Care Home";"0003934-009";"Vivian Copeland";"Group Day Care Home";"425 S Race";"Butler";"El Dorado";67042;"01/01/2018";"12/31/2018";"Open";"316-321-1489";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7361";7361
"Wichita YMCA Grandview SACC";"0055517-010";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"1300 Lawndale";"Butler";"El Dorado";67042;"01/01/2018";"12/31/2018";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=106859";106859
"Wichita YMCA Oil Hill Elem SAP";"0056840-011";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"2700 W Sixth";"Butler";"El Dorado";67042;"01/01/2018";"12/31/2018";"Open";"316-264-1610";45;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109503";109503
"Wichita YMCA SACC El Dorado YMCA";"0054443-015";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"300 N Main";"Butler";"El Dorado";67042;"05/02/2018";"08/31/2018";"Open";"316-264-1610";45;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=104753";104753
"Dawn M Hilton Day Care Home";"0039028-012";"Dawn Hilton";"Group Day Care Home";;"Greenwood";"Eureka";67045;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=76085";76085
"Itsy Bitsy Daycare";"0076055-003";"Iris Mock";"Group Day Care Home";"207 N Sycamore St";"Greenwood";"Eureka";67045;"10/19/2017";"10/31/2018";"Open";"316-925-1826";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=147933";147933
"Jessicas Learning Daycare";"0501080-006";"Jessica Cornett";"Licensed Day Care Home";;"Greenwood";"Eureka";67045;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002163";5E+018
"Jodies Day Care Home";"0003844-011";"Jodie Cheever";"Licensed Day Care Home";"716 E 7th St";"Greenwood";"Eureka";67045;"07/01/2018";"06/30/2019";"Open";"620-583-9970";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7181";7181
"Kandy Land Day Care";"0015387-011";"Kandy Marks";"Licensed Day Care Home";;"Greenwood";"Eureka";67045;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=29777";29777
"La Casita Daycare";"0075671-002";"Amanda Miranda";"Licensed Day Care Home";;"Greenwood";"Eureka";67045;"08/03/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=147165";147165
"Little Star Daycare";"0501064-005";"Melissa Shepherd";"Licensed Day Care Home";"306 S Illinois St";"Greenwood";"Eureka";67045;"03/05/2018";"03/31/2019";"Open";"316-251-2435";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002131";5E+018
"Marissas Munchkins";"0501346-002";"Marissa Strickler";"Licensed Day Care Home";"1236 N Walnut St";"Greenwood";"Eureka";67045;"06/22/2017";"06/30/2018";"Open";"620-953-2406";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002695";5E+018
"Miles of Smiles Daycare";"0501473-002";"Caroline Woodie";"Licensed Day Care Home";"508 E 7th St";"Greenwood";"Eureka";67045;"10/02/2017";"10/31/2018";"Open";"620-437-6832";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002949";5E+018
"Miss Kylies Day Care";"0500510-006";"Kylie Ashlock";"Licensed Day Care Home";"802 East 1st";"Greenwood";"Eureka";67045;"10/01/2017";"09/30/2018";"Open";"620-344-2267";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001023";5E+018
"Susans Daycare";"0010947-014";"Susan Richling";"Group Day Care Home";;"Greenwood";"Eureka";67045;"04/03/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=21259";21259
"Christina Eve Rau Day Care Home";"0027616-015";"Christina Rau";"Licensed Day Care Home";;"Sedgwick";"Garden Plain";67050;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=53663";53663
"Wichita YMCA Garden Plain SAP";"0073002-005";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"700 Section Line Rd";"Sedgwick";"Garden Plain";67050;"11/01/2017";"10/31/2018";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=141827";141827
"Amelia Earhart Wichita YMCA SACC";"0046550-007";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"19201 W 23rd St S";"Sedgwick";"Goddard";67052;"10/01/2017";"09/30/2018";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=89919";89919
"Aretha Place Day Care Home";"0501353-003";"Aretha Place";"Group Day Care Home";"3530 S 215th St W";"Sedgwick";"Goddard";67052;"07/01/2018";"06/30/2019";"Open";"316-772-0472";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002709";5E+018
"Circle of Friends Daycare";"0021758-007";"Gayla Marshall";"Licensed Day Care Home";"16109 W Maple St";"Sedgwick";"Goddard";67052;"05/22/2018";"05/31/2019";"Open";"316-558-7361";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=42227";42227
"Kristis Kritters Daycare";"0010906-013";"Kristi Smith";"Group Day Care Home";;"Sedgwick";"Goddard";67052;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=21177";21177
"Little Gifts From God Daycare";"0074292-005";"Little Gifts From God Daycare LLC";"Group Day Care Home";;"Sedgwick";"Goddard";67052;"05/01/2018";"04/30/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=144407";144407
"Little Lions Learning Center LLC";"0073174-005";"Little Lions Learning Center LLC";"Child Care Center";"200 S Goddard Rd #5";"Sedgwick";"Goddard";67052;"06/01/2017";"05/31/2018";"Open";"316-794-2070";38;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142171";142171
"Ms Vickies Daycare";"0040859-010";"Vickie Price";"Group Day Care Home";;"Sedgwick";"Goddard";67052;"06/01/2017";"05/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=79503";79503
"Stay And Play Daycare";"0034502-013";"Gwen Burden";"Licensed Day Care Home";"1513 Sunset Ct";"Sedgwick";"Goddard";67052;"08/01/2017";"07/31/2018";"Open";"316-794-7907";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=67247";67247
"Stephanies Small Miracles";"0070525-007";"Stephanie Ghram";"Licensed Day Care Home";;"Sedgwick";"Goddard";67052;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=136873";136873
"Tina Cash Daycare Home";"0073684-004";"Tina Cash";"Licensed Day Care Home";;"Sedgwick";"Goddard";67052;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143191";143191
"Tiny Tots Daycare";"0050105-003";"Patricia Moseley";"Licensed Day Care Home";"2101 E Spring Hill Dr";"Sedgwick";"Goddard";67052;"01/08/2018";"01/31/2019";"Open";"316-641-4010";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=96551";96551
"Wichita YMCA Apollo SAP";"0067518-009";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"16158 W Apollo St";"Sedgwick";"Goddard";67052;"11/01/2017";"10/31/2018";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=130859";130859
"Wichita YMCA Clark Davidson Campus SACC";"0028375-009";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"333 S Walnut";"Sedgwick";"Goddard";67052;"01/01/2018";"12/31/2018";"Open";"316-264-1610";20;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55171";55171
"Wichita YMCA Explorer SACC";"0062098-011";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"16746 W Explorer St";"Sedgwick";"Goddard";67052;"02/01/2018";"01/31/2019";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120019";120019
"Grins and Giggles";"0062210-002";"Rachel Fulton";"Licensed Day Care Home";"314 W Morton Ave";"Kiowa";"Greensburg";67054;"06/07/2018";"09/05/2018";"Open";"620-826-5188";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120243";120243
"Kiowa County Memorial Hospital Child Care Center";"0061212-014";"Great Plains Health Alliance Inc";"Child Care Center";;"Kiowa";"Greensburg";67054;"09/01/2017";"08/31/2018";"Open";;23;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118247";118247
"Little Friends Daycare";"0059224-013";"Tammy Wolfley";"Licensed Day Care Home";;"Kiowa";"Greensburg";67054;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=114271";114271
"Happy Days Day Care Home";"0061075-010";"Penny Wambold";"Licensed Day Care Home";"513 Poplar St";"Harvey";"Halstead";67056;"06/01/2018";"05/31/2019";"Open";"316-835-2331";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=117973";117973
"Mirandas Munchkins";"0062047-006";"Miranda Homewood";"Licensed Day Care Home";;"Harvey";"Halstead";67056;"06/06/2018";"09/04/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119917";119917
"Shannons Little Super Heroes";"0057714-012";"Shannon Millspaugh";"Licensed Day Care Home";;"Harvey";"Halstead";67056;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=111251";111251
"Busy Blocks Child Care";"0039123-013";"Dedra Stansbury";"Group Day Care Home";;"Harper";"Harper";67058;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=76273";76273
"Kracker Jack Palace Child Care";"0024249-012";"Mary Misak";"Group Day Care Home";;"Harper";"Harper";67058;"05/01/2018";"04/30/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=47065";47065
"Lil Feet Day Care Home";"0047533-013";"Paula Hicks";"Group Day Care Home";"1018 Washington";"Harper";"Harper";67058;"04/01/2018";"03/31/2019";"Open";"620-896-7654";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=91797";91797
"Pleasant Valley Preschool";"0007336-007";"Pleasant Valley Mennonite Church Inc";"Preschool";"1020 E 14th";"Harper";"Harper";67058;"03/01/2018";"02/28/2019";"Open";"620-896-2004";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=14111";14111
"Martie Marie Williams Day Care Home";"0011520-011";"Martie Williams";"Licensed Day Care Home";"301 N Emporia";"Kiowa";"Haviland";67059;"09/01/2017";"08/31/2018";"Open";"620-770-9545";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=22397";22397
"A Step Ahead";"0064132-008";"Lacey Shoeneman";"Group Day Care Home";;"Sedgwick";"Haysville";67060;"03/01/2018";"02/28/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=124087";124087
"Barbs Day Care Home";"0050717-014";"Barbara Wiens";"Licensed Day Care Home";"253 Nelson Ave";"Sedgwick";"Haysville";67060;"01/01/2018";"12/31/2018";"Open";"316-796-4176";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=97715";97715
"Bright Minds Playgroup";"0501573-002";"Amanda Davis Taylor";"Group Day Care Home";;"Sedgwick";"Haysville";67060;"01/25/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003149";5E+018
"Caterpillars And Crayons";"0058460-015";"Lori Thompson";"Licensed Day Care Home";;"Sedgwick";"Haysville";67060;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=112743";112743
"Cuddle Bear Daycare";"0048427-011";"Laury Reiss";"Group Day Care Home";"1512 Sandalwood Dr";"Sedgwick";"Haysville";67060;"02/01/2018";"01/31/2019";"Open";"316-806-5018";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=93445";93445
"Endless Opportunities For Kids";"0501389-002";"Renee Conley";"Licensed Day Care Home";"243 Wire Ave";"Sedgwick";"Haysville";67060;"10/20/2017";"10/31/2018";"Open";"316-304-6859";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002781";5E+018
"Freeman Elementary School Age Program";"0042725-010";"City of Haysville";"School Age Program";;"Sedgwick";"Haysville";67060;"11/01/2017";"10/31/2018";"Open";;45;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=82869";82869
"Funshine Day Care Home";"0050870-015";"Linda French";"Group Day Care Home";;"Sedgwick";"Haysville";67060;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=97989";97989
"Haysville Activity Center SAC";"0048593-009";"City of Haysville";"School Age Program";"523 Sarah Lane";"Sedgwick";"Haysville";67060;"08/23/2017";"08/31/2018";"Open";"316-529-5922";120;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=93731";93731
"Kraola Korner Inc";"0000335-012";"Kraola Korner Inc";"Child Care Center";;"Sedgwick";"Haysville";67060;"05/01/2018";"04/30/2019";"Open";;86;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=461";461
"Little Lambs Daycare";"0057577-010";"Jacqueline Smith";"Licensed Day Care Home";"1572 W Hickory St";"Sedgwick";"Haysville";67060;"08/01/2017";"07/31/2018";"Open";"316-871-1531";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=110977";110977
"Little Ones Daycare";"0500504-005";"Michelle Musgrove";"Licensed Day Care Home";;"Sedgwick";"Haysville";67060;"06/15/2017";"06/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001011";5E+018
"Miss Megans Daycare";"0071851-006";"Megan Morgan";"Licensed Day Care Home";;"Sedgwick";"Haysville";67060;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=139525";139525
