"Program Type";"Number";"Program Name";"Address";"City";"State";"Zip";"Program Status";"Administrator(s)";"County";"License Begin Date";"License Expiration Date";"SUTQ Rating";"Phone";"Type";"Accreditations";"Meals";"Before School Care";"Evening Care";"Special Needs";"Transportation";"After School Care";"Overnight Care";"Field Trips";"Early Childhood Education Grant";"Head Start";"Private Kindergarten";"Publicly Funded Child Care";"Liability Insurance";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday"
"Licensed Type A Family Child Care Home";2200022001;"ALL NESTLED INN FCC";"142 TOWNSHIP ROAD 158,";"CHESAPEAKE";"OH";45619;"CONTINUOUS LICENSE";;"LAWRENCE";"August 28, 2020";"Continuous";3;"304-416-3387";"A";;"+";"+";"+";;;;"+";;;;;"+";"+";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";974279763;"BOGGS, KIMBERLY";"905 4TH STREET EAST";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";3;"740-646-5252";"B";;"+";"+";"+";;"+";"+";"+";;;;;"+";"+";"05:30 AM to 08:30 PM";"05:30 AM to 08:30 PM";"05:30 AM to 08:30 PM";"05:30 AM to 08:30 PM";"05:30 AM to 08:30 PM";"05:30 AM to 05:30 PM";"05:30 AM to 05:30 PM"
"Licensed Child Care Center";2210025372;"BRIGHT FUTURES EARLY LEARNING CENTER";"10509 COUNTY ROAD 1";"CHESAPEAKE";"OH";45619;"PROVISIONAL LICENSE";;"LAWRENCE";"January 28, 2022";"January 27, 2023";;"740-451-0558";"C";;;"+";;;;"+";;;;;;"+";;"06:30 AM to 08:00 PM";"06:30 AM to 08:00 PM";"06:30 AM to 08:00 PM";"06:30 AM to 08:00 PM";"06:30 AM to 08:00 PM";"06:30 AM to 08:00 PM";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1200022742;"BURLINGTON ELEMENTARY SCHOOL";"8781 COUNTY ROAD 1";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"October 12, 2020";"Continuous";;;"S";;"+";"+";;;"+";"+";;"+";;;;;;"07:00 AM to 05:45 PM";"07:00 AM to 05:45 PM";"07:00 AM to 05:45 PM";"07:00 AM to 05:45 PM";"07:00 AM to 08:15 AM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1200021963;"BURLINGTON ELEMENTARY SCHOOL";"8781 COUNTY ROAD 1";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"September 8, 2020";"Continuous";;;"P";;"+";;;;"+";;;;;"+";;;;"09:30 AM to 02:30 PM";"09:30 AM to 02:30 PM";"09:30 AM to 02:30 PM";"09:30 AM to 02:30 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1000018949;"CHESAPEAKE ELEMENTARY SCHOOL";"11359 COUNTY ROAD 1";"CHESAPEAKE";"OH";45619;"CONTINUOUS LICENSE";;"LAWRENCE";"September 24, 2011";"Continuous";;"740-867-3448";"S";;"+";"+";;;;"+";;;;;;;;"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 08:00 AM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1220026740;"CHESAPEAKE ELEMENTARY SCHOOL";"11359 COUNTY ROAD 1";"CHESAPEAKE";"OH";45619;"PROVISIONAL LICENSE";;"LAWRENCE";"September 2, 2022";"September 1, 2023";;;"P";;"+";;;;"+";;;;;"+";;;;"07:30 AM to 02:30 PM";"07:30 AM to 02:30 PM";"07:30 AM to 02:30 PM";"07:30 AM to 02:30 PM";"07:30 AM to 02:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1000019214;"CHESAPEAKE MIDDLE SCHOOL";"10335 COUNTY ROAD 1";"CHESAPEAKE";"OH";45619;"CONTINUOUS LICENSE";;"LAWRENCE";"September 24, 2011";"Continuous";;"740-867-3972";"S";;"+";"+";"+";;;;;;;;;;;"07:30 AM to 05:15 PM";"07:30 AM to 05:15 PM";"07:30 AM to 05:15 PM";"07:30 AM to 05:15 PM";"07:30 AM to 08:00 AM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";978690002;"CHILDERS, RHONDA";"311 HIGH STREET";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";2;"740-533-7041";"B";;"+";"+";"+";;;"+";;;;;;"+";;"05:45 AM to 08:00 PM";"05:45 AM to 08:00 PM";"05:45 AM to 08:00 PM";"05:45 AM to 08:00 PM";"05:45 AM to 08:00 PM";"05:45 AM to 08:00 PM";"CLOSED"
"Ohio Department of Education Licensed Preschool";1190020446;"DAWSON-BRYANT ELEMENTARY SCHOOL";"4503 STATE ROUTE 243";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"September 9, 2019";"Continuous";;;"P";;"+";;;;"+";;;"+";;"+";;;;"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1000019321;"DAWSON-BRYANT ELEMENTARY SCHOOL";"4503 STATE ROUTE 243";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"September 24, 2011";"Continuous";;"740-532-6898";"S";;"+";"+";;;"+";"+";;"+";;;;;;"07:00 AM to 04:45 PM";"07:00 AM to 04:45 PM";"07:00 AM to 04:45 PM";"07:00 AM to 04:45 PM";"07:00 AM to 08:15 AM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1170016224;"DAWSON-BRYANT MIDDLE SCHOOL";"1 HORNET LN";"COAL GROVE";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"October 9, 2017";"Continuous";;;"S";;"+";"+";;;"+";"+";;;;;;;;"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 07:45 AM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1180018088;"ESC FAIRLAND PS";"10732 COUNTY ROAD 107";"PROCTORVILLE";"OH";45669;"CONTINUOUS LICENSE";;"LAWRENCE";"August 20, 2018";"Continuous";;;"P";;"+";;;;"+";;;"+";"+";;;;;"08:00 AM to 02:00 PM";"08:00 AM to 02:00 PM";"08:00 AM to 02:00 PM";"08:00 AM to 02:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";973400741;"HALL, AMY";"72 PR 160 TR 294";"PEDRO";"OH";45659;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";;"740-533-2475";"B";;"+";"+";"+";;;"+";;;;;;"+";"+";"05:30 AM to 07:30 PM";"05:30 AM to 07:30 PM";"05:30 AM to 07:30 PM";"05:30 AM to 07:30 PM";"05:30 AM to 07:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1190020307;"IRONTON ELEMENTARY SCHOOL";"302 DELAWARE ST";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"August 22, 2019";"Continuous";;;"P";;"+";;;;"+";"+";;;"+";;;;;"08:00 AM to 05:00 PM";"08:00 AM to 05:00 PM";"08:00 AM to 05:00 PM";"08:00 AM to 05:00 PM";"08:00 AM to 04:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1220026843;"IRONTON MIDDLE SCHOOL";"302 DELAWARE ST";"IRONTON";"OH";45638;"PROVISIONAL LICENSE";;"LAWRENCE";"October 10, 2022";"October 9, 2023";;;"S";;"+";"+";;;"+";"+";;"+";;;;;;"07:30 AM to 05:15 PM";"07:30 AM to 05:15 PM";"07:30 AM to 05:15 PM";"07:30 AM to 05:15 PM";"07:30 AM to 08:30 AM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2180018409;"JESSICA MURNAHAN";"2711 S 9TH ST";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"June 11, 2019";"Continuous";;"740-550-3381";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"07:00 AM to 09:00 PM";"07:00 AM to 09:00 PM";"07:00 AM to 09:00 PM";"07:00 AM to 09:00 PM";"07:00 AM to 09:00 PM";"07:00 AM to 09:00 PM";"07:00 AM to 09:00 PM"
"Licensed Type A Family Child Care Home";2200022221;"KARE'N FOR KIDS";"165 COUNTY ROAD 56";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"August 28, 2020";"Continuous";2;"740-523-0041";"A";;"+";"+";"+";;;"+";;;;;;"+";;"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM"
"Licensed Child Care Center";405374;"KIDS ARE OUR FUTURE PRESCHOOL";"47 TOWNSHIP RD 509";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";"VIVIAN C MCCARTNEY";"LAWRENCE";"October 9, 1996";"Continuous";;"740-377-4200";"C";;;;;;;;;;;;;;;"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"06:30 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";400932;"KINDER KARE";"627 COUNTY ROAD 411";"PROCTORVILLE";"OH";45669;"CONTINUOUS LICENSE";"AIMEE SITES";"LAWRENCE";"July 27, 1976";"Continuous";;"740-886-5014";"C";;"+";"+";"+";;"+";"+";;"+";;;;"+";;"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";408304;"LAWRENCE CO. EARLY CHILDHOOD ACADEMY-DAWSON BRYANT";"1 HORNET LANE";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";"TRICIA Wente, Stephanie Huff, Jessica Hicks";"LAWRENCE";"October 21, 2003";"Continuous";4;"740-532-8258";"C";;;;;;;;;;;;;;;"07:15 AM to 03:15 PM";"07:15 AM to 03:15 PM";"07:15 AM to 03:15 PM";"07:15 AM to 03:15 PM";"07:15 AM to 03:15 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";408307;"LAWRENCE CO. EARLY CHILDHOOD ACADEMY-SYMMES VALLEY";"14860 STATE ROUTE 141";"WILLOW WOOD";"OH";45696;"CONTINUOUS LICENSE";"NAOMI DONNA HANEY";"LAWRENCE";"July 2, 2004";"Continuous";4;"740-643-2690";"C";;"+";;;;"+";;;;;"+";;;;"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";411224;"LAWRENCE COUNTY EARLY CHILDHOOD ACADEMY - IRONTON";"305 N. 7TH ST";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";"Shelly Crisp";"LAWRENCE";"September 8, 2009";"Continuous";4;"740-532-2905";"C";;"+";;;;"+";;;;"+";"+";;"+";;"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";400552;"LAWRENCE COUNTY EARLY CHILDHOOD ACADEMY- CHESAPEAKE";"11359 COUNTY ROAD 1";"CHESAPEAKE";"OH";45619;"CONTINUOUS LICENSE";"Anna Simmons";"LAWRENCE";"October 6, 2008";"Continuous";4;"740-867-4700";"C";;"+";"+";;;;"+";;;"+";"+";;"+";;"07:15 AM to 03:30 PM";"07:15 AM to 03:30 PM";"07:15 AM to 03:30 PM";"07:15 AM to 03:30 PM";"07:15 AM to 03:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";408306;"LAWRENCE COUNTY EARLY CHILDHOOD ACADEMY- GETAWAY";"11627 STATE ROUTE 243";"CHESAPEAKE";"OH";45619;"CONTINUOUS LICENSE";"ANGIE GOLDCAMP, Shelly Crank";"LAWRENCE";"September 17, 2004";"Continuous";4;"740-867-3893";"C";;;;;;;;;;;;;"+";;"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";410176;"LAWRENCE COUNTY EARLY CHILDHOOD ACADEMY- HANGING ROCK";"300 MAIN ST. (HANGING ROCK)";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";"Natilee Adams";"LAWRENCE";"June 4, 2007";"Continuous";4;"740-532-0178";"C";;"+";;;;;;;;"+";"+";;"+";;"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"07:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";408305;"LAWRENCE COUNTY EARLY CHILDHOOD ACADEMY- SYBENE";"8978 COUNTY ROAD 1";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";"Marilyn ""Jeannie"" Slone";"LAWRENCE";"June 29, 2004";"Continuous";4;"740-894-4100";"C";;;;;;;;;;;;;"+";;"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"08:00 AM to 04:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Child Care Center";408221;"LAWRENCE COUNTY EARLY CHILDHOOD ACADEMY-PROCTORVILLE";"384 TOWNSHIP ROAD 1053";"PROCTORVILLE";"OH";45669;"CONTINUOUS LICENSE";"Randy Henry";"LAWRENCE";"November 5, 2003";"Continuous";4;"740-886-0504";"C";;"+";;;;;;;;;"+";;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2200021850;"LITTLE BLESSINGS DAYCARE";"10038 STATE ROUTE 775";"SCOTTOWN";"OH";45678;"CONTINUOUS LICENSE";;"LAWRENCE";"July 7, 2020";"Continuous";4;"304-840-8668";"A";;"+";"+";"+";;;"+";;;;;;"+";"+";"06:00 AM to 07:00 PM";"06:00 AM to 07:00 PM";"06:00 AM to 07:00 PM";"06:00 AM to 07:00 PM";"06:00 AM to 07:00 PM";"06:00 AM to 07:00 PM";"06:00 AM to 07:00 PM"
"Licensed Type B Family Child Care Home";958055924;"MOORE, TRACY";"101 CEDAR COURT";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";;"304-942-5678";"B";;"+";"+";;;;"+";"+";;;;;"+";"+";"05:00 AM to MIDNIGHT";"05:00 AM to MIDNIGHT";"05:00 AM to MIDNIGHT";"05:00 AM to MIDNIGHT";"05:00 AM to MIDNIGHT";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";980608690;"MYERS, CASEY";"10002 STATE ROUTE 775";"SCOTTOWN";"OH";45678;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";2;"304-840-3030";"B";;"+";"+";"+";;;"+";"+";;;;;"+";;"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";943828630;"PHILLIPS, CARLA";"1109 WYANOKE STREET";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";;"740-646-3909";"B";;"+";"+";;;"+";"+";;"+";;;;"+";;"06:00 AM to 10:00 PM";"06:00 AM to 10:00 PM";"06:00 AM to 10:00 PM";"06:00 AM to 10:00 PM";"06:00 AM to 10:00 PM";"06:00 AM to 10:00 PM";"06:00 AM to 10:00 PM"
"Licensed Type B Family Child Care Home";990361646;"PLANTS, TRACI";"306 DELORES STREET";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";2;"740-377-2868";"B";;"+";"+";"+";;;"+";;;;;;"+";;"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"CLOSED"
"Licensed Type B Family Child Care Home";951749118;"RANSBOTTOM, KIMBERLY";"1173 CO.RD 1 #48";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";2;"304-962-1438";"B";;"+";"+";"+";;;"+";;;;;;"+";;"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM";"06:00 AM to 11:45 PM"
"Ohio Department of Education Licensed Preschool";1000018941;"ROCK HILL ELEMENTARY SCHOOL";"2676 COUNTY ROAD 26";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"September 24, 2011";"Continuous";4;"740-532-7016";"P";;"+";;;;"+";;;;"+";;;;;"08:30 AM to 03:15 PM";"08:30 AM to 03:15 PM";"08:30 AM to 03:15 PM";"08:30 AM to 03:15 PM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";908213959;"SARBIA, CHRISTINE";"306 PARK AVENUE";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";2;"740-534-8101";"B";;"+";;"+";;;;;;;;;"+";;"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM";"06:00 AM to 05:00 PM"
"Licensed Type A Family Child Care Home";407567;"SMALL MIRACLE'S DAYCARE";"410 SCIOTO AVENUE";"HANGING ROCK";"OH";45638;"CONTINUOUS LICENSE";"VICKIE MULLENS";"LAWRENCE";"March 6, 2003";"Continuous";4;"740-533-7424";"A";;;;;;;;;;;;;"+";;"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"06:00 AM to 11:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";901379005;"SMITH, KATHY M";"709 HECLA STREET";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"January 1, 2014";"Continuous";;"740-534-3470";"B";;"+";"+";"+";;"+";"+";"+";;;;;"+";;"05:00 AM to 11:00 PM";"05:00 AM to 11:00 PM";"05:00 AM to 11:00 PM";"05:00 AM to 11:00 PM";"05:00 AM to 11:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1200021975;"SOUTH POINT ELEMENTARY SCHOOL";"201 PARK AVE";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"September 8, 2020";"Continuous";;;"P";;"+";;;;"+";;;"+";;"+";;;;"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1200022743;"SOUTH POINT MIDDLE SCHOOL";"983 COUNTY ROAD 60";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";;"LAWRENCE";"October 12, 2020";"Continuous";;;"S";;"+";"+";;;"+";"+";;"+";;;;;;"06:45 AM to 04:45 PM";"06:45 AM to 04:45 PM";"06:45 AM to 04:45 PM";"06:45 AM to 04:45 PM";"06:45 AM to 07:45 AM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018548;"ST LAWRENCE";"315 S 6TH ST";"IRONTON";"OH";45638;"CONTINUOUS LICENSE";;"LAWRENCE";"September 24, 2011";"Continuous";;"740-532-5052";"P";;"+";;;;;;;"+";;;;;;"09:00 AM to 02:30 PM";"09:00 AM to 02:30 PM";"09:00 AM to 02:30 PM";"09:00 AM to 02:30 PM";"09:00 AM to 02:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";402323;"TRI-STATE BAPTIST DAY CARE CENTER";"1300 COUNTY ROAD 60";"SOUTH POINT";"OH";45680;"CONTINUOUS LICENSE";"ANGELA JENKINS";"LAWRENCE";"December 12, 1985";"Continuous";;"740-377-2911";"C";;"+";;;;;;;;;;;;;"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"07:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";405377;"WEE SHINE PRESCHOOL";"86 TOWNSHIP RD 1056";"PROCTORVILLE";"OH";45669;"CONTINUOUS LICENSE";"CONNIE MILLER";"LAWRENCE";"August 15, 1996";"Continuous";;"740-886-2622";"C";;;;;;;;;;;;;;;"08:00 AM to 12:00 PM";"08:00 AM to 12:00 PM";"08:00 AM to 12:00 PM";"08:00 AM to 12:00 PM";"08:00 AM to 12:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";410367;"ALL-STAR PRESCHOOL, LLC";"13455 BOLEN RD NE";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";"ROBIN BRADLEY";"LICKING";"October 1, 2007";"Continuous";;"740-763-0366";"C";;;;;;;;;;;;;;;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";410944;"ALMOST HOME DAYCARE, LLC";"15 NORTH 21ST STREET";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";"Kaylee Williams, GINGER DEHUS, Kelly Cain";"LICKING";"October 30, 2009";"Continuous";4;"740-281-3322";"C";;"+";"+";;;"+";"+";;"+";;;;"+";;"05:30 AM to 05:30 PM";"05:30 AM to 05:30 PM";"05:30 AM to 05:30 PM";"05:30 AM to 05:30 PM";"05:30 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2220026670;"AMANDA'S DAYCARE";"2170 RIGGS RD";"NEWARK";"OH";43055;"PROVISIONAL LICENSE";;"LICKING";"August 24, 2022";"August 23, 2023";;"740-877-8205";"A";;"+";;"+";;"+";"+";"+";;;;;"+";"+";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Type B Family Child Care Home";992911819;"ANDERSON, ELIZABETH";"794 LOGAN AVE.";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";;"LICKING";"January 1, 2014";"Continuous";2;"740-258-3746";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"05:00 AM to 11:45 PM";"05:00 AM to 11:45 PM";"05:00 AM to 11:45 PM";"05:00 AM to 11:45 PM";"05:00 AM to 11:45 PM";"05:00 AM to 11:45 PM";"05:00 AM to 11:45 PM"
"Ohio Department of Education Licensed School Age Childcare (SACC)";1000020710;"BEN FRANKLIN ELEMENTARY SCHOOL";"533 BEACON RD";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";;"LICKING";"September 25, 2015";"Continuous";;"740-670-7340";"S";;"+";;;;;"+";;"+";;;;;;"08:00 AM to 06:00 PM";"08:00 AM to 06:00 PM";"08:00 AM to 06:00 PM";"08:00 AM to 06:00 PM";"CLOSED";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1200022457;"BLESSED SACRAMENT";"394 E MAIN ST";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";;"LICKING";"August 18, 2020";"Continuous";;;"P";;"+";;;;;;;;;;;;;"08:15 AM to 02:45 PM";"08:15 AM to 02:45 PM";"08:15 AM to 02:45 PM";"08:15 AM to 02:45 PM";"08:15 AM to 02:45 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";409651;"BRIGHT BEGINNINGS CHILDCARE, LLC";"385 MT VERNON ROAD";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";"KIMBERLY BROWN";"LICKING";"November 10, 2005";"Continuous";;"740-345-2982";"C";;;;;;;;;;;;;"+";;"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2220026669;"BRIGHT EYES EARLY LEARNING ACADEMY";"12 NEAL AVE";"NEWARK";"OH";43055;"PROVISIONAL LICENSE";"brittany Klinkert";"LICKING";"October 3, 2022";"October 2, 2023";;"740-915-2289";"C";;;;"+";;;;;;;;;"+";;"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2170016664;"BRIGHT EYES IN-HOME CHILDCARE";"73 NEAL AVE";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";;"LICKING";"April 27, 2018";"Continuous";;"740-963-5031";"B";;;"+";"+";;;"+";"+";;;;;"+";"+";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Child Care Center";2210024558;"BRIGHT MINDS ACADEMY, LLC";"1787 N 21ST ST";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";"Jill Meldau";"LICKING";"July 7, 2021";"Continuous";;"740-644-4359";"C";;;;;;;;;;;;;;;"06:30 AM to 05:45 PM";"06:30 AM to 05:45 PM";"06:30 AM to 05:45 PM";"06:30 AM to 05:45 PM";"06:30 AM to 05:45 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2220025748;"BRIGHT START LEARNING CENTER INC";"316 NORTH MAIN STREET";"JOHNSTOWN";"OH";43031;"PROVISIONAL LICENSE";"Lacey Conley";"LICKING";"May 16, 2022";"May 15, 2023";;"740-967-8454";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";939558463;"BURDEN, ZENAIDE";"149 SOUTH WEBB STREET";"NEWARK";"OH";43055;"CONTINUOUS LICENSE";;"LICKING";"January 1, 2014";"Continuous";;"740-345-6690";"B";;"+";"+";"+";;"+";"+";;"+";;;;"+";;"05:00 AM to 10:00 PM";"05:00 AM to 10:00 PM";"05:00 AM to 10:00 PM";"05:00 AM to 10:00 PM";"05:00 AM to 10:00 PM";"05:00 AM to 10:00 PM";"05:00 AM to 10:00 PM"
