"FacilityID";"InspectionID";"Inspection Date";"Violation Summary";"Code Sub Section";"Violation Category";"Violation Status"
"ManhattanDC21851";"d62f1e58caaf6aa06ee21836d6b3be36";" 12/14/21";"At time of inspection it was determined/observed that child care service failed to conduct pre-employment verification of staff credentials.";"47.19(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC21851";"d62f1e58caaf6aa06ee21836d6b3be36";" 12/14/21";"At time of inspection records of enrolled children's periodic medical examination were Not provided or maintained.";"47.25(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC21851";"d62f1e58caaf6aa06ee21836d6b3be36";" 12/14/21";"Child care service fails to conduct and document daily health assessment of incoming children. Individual Not trained to identify disease.";"47.27(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC21851";"d62f1e58caaf6aa06ee21836d6b3be36";" 12/14/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC22599";"28b532260afae9a785a56fc241587cbc";" 9/29/21";"Qualified Group Teacher Not designated to cover for Education Director. Permittee failed to Notify Department of separation from service of Education Director";"47.13(c)(1)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC22599";"28b532260afae9a785a56fc241587cbc";" 9/29/21";"Education Director is Not qualified or certified";"47.13(c)(3)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC22599";"28b532260afae9a785a56fc241587cbc";" 9/29/21";"All teachers have Not received training in infectious disease control and reporting.";"47.37(b)(2)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC22599";"28b532260afae9a785a56fc241587cbc";" 9/29/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC22599";"28b532260afae9a785a56fc241587cbc";" 9/29/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC21091";"553ae88acfef766361dd63db968e5fde";" 2/1/22";"At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.";"47.49(c)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC21091";"553ae88acfef766361dd63db968e5fde";" 2/1/22";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC21091";"553ae88acfef766361dd63db968e5fde";" 2/1/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC21091";"553ae88acfef766361dd63db968e5fde";" 2/1/22";"Refrigeration units provided with thermometers; thermometers calibrated to (+)(-) 2 degree F accuracy; properly placed in warmest spot of unit";"81.18(a)(3)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC24706";"9829807d95e7b959641b0680990c9358";" 10/4/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC1249";"dddef697ed7d8795b083b3fb189b2f00";" 1/27/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC14416";"d6acfd3aed0c1a86e0fc401f0a8da549";" 11/15/21";"At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.";"47.45(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC1280";"26a1d19f0f492c980eceb957e272b565";" 1/27/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2839";"1b4498fd7898c4f4347c199f6830decf";" 1/5/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC39923";"a4358f68c62794185f74206b4a287ad8";" 11/17/21";"N person shall operate a food service or Non-retail food processing establishment without a permit issued by DOHMH";"81.05(a)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC39923";"a4358f68c62794185f74206b4a287ad8";" 11/17/21";"Potentially hazardous food is maintained at required temperatures except for necessary preparation; below 41 degree F or above 140 degree F; except for immediate service eggs 45 degree F processed fish 38 degree F unless properly salted or time monitored.";"81.09(a)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC39923";"a4358f68c62794185f74206b4a287ad8";" 11/17/21";"Sufficient handwash sinks with hot and cold running water, liquid soap, drying devices Not provided in commercial buildings.";"131.09(d)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC39923";"a4358f68c62794185f74206b4a287ad8";" 11/17/21";"Approved fire extinguishers provided in good working order and inspected";"43.22(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC33073";"3fddf4e85aa89a5e124ce1185b2316f4";" 12/1/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved";"47.19(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Permittee failed to prohibit unsupervised contact with children by any individual for whom screening results have Not been received";"47.19(h)(3)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Constant and competent supervision provided by adequate staff for children and groups of children";"47.23(a)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Commissioner may order a child care service to close or discontinue operations if the child care service is determined to be operating in a manner or maintaining one or more conditions that constitute an imminent health hazard";"47.77(a)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Education Director is Not qualified or certified";"47.13(c)(3)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"All teachers have Not received training in infectious disease control and reporting.";"47.37(b)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.";"47.13(d)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.";"47.13(f)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38100";"172935a6d9aff69ed87ead53293a82e6";" 9/28/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC31836";"8d27cc573e3856a31c4c134dc95a52c0";" 3/4/20";"Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved";"47.19(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"ManhattanDC31836";"8d27cc573e3856a31c4c134dc95a52c0";" 3/4/20";"Teacher to child ratios maintained in Group Child Care program";"47.23(f)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC36845";"c72760fad67afe733a9fc24f1f0308e7";" 4/16/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC36845";"c72760fad67afe733a9fc24f1f0308e7";" 4/16/21";"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff";"47.37(b)(4)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC36845";"c72760fad67afe733a9fc24f1f0308e7";" 4/16/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC36835";"2fd79b8e41b68fd140b378b7629dd387";" 4/16/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC36401";"c54743a10ab2ad0633eaf9781b182902";" 10/6/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC36350";"842da5e34669c9a09b7ba046987fabf8";" 10/6/21";"Cots or other sleep equipment Not placed two feet apart or separated by a partition";"47.55(b)(3)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC36350";"842da5e34669c9a09b7ba046987fabf8";" 10/6/21";"Refrigeration units Not located adjacent to cooking equipment or other high heat generating equipment unless specifically designed to be so located";"81.18(a)(4)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC23099";"be8801fc49852bd8e7d5e242c528d114";" 1/11/22";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC22333";"c3027afce809c42484b026afe9a98c5e";" 1/11/22";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC22333";"c3027afce809c42484b026afe9a98c5e";" 1/11/22";"Cots or other sleep equipment Not placed two feet apart or separated by a partition";"47.55(b)(3)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC22333";"c3027afce809c42484b026afe9a98c5e";" 1/11/22";"Frozen food observed being thawed by unacceptable method at time of inspection.";"81.09(g)";"Minor violations (General Violations)";"OPEN"
