"ID";"Program Name";"Permit Holder";"Address";"Borough";"Zip Code";"Phone";"Permit Number";"Permit Expiration Date";"Permit Status";"Age Range";"Maximum Capacity";"Certified to Administer Medication";"Site Type";"Program Type";"Years in Operation";"Last Inspection Date";"Last Inspection Result";"% of Annual Inspections w/Violations";"Number of Educational Staff";"Educational Staff Turnove"
"BrooklynDC40559";"THE FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTER INC";"The Friends of Crown Heights Educational Centers inc,";"405 DUMONT AVE";"Brooklyn";11212;"718-638-8686";105511;"09/23/2023";"Permitted";"2 - 5";89;"No";"Corporate";"Child Care - Pre School";1;;;"N/A";2;
"BrooklynDC34294";"The Friends of Crown Heights Educational Center # 5";"Friends of Crown Heights Educational Centers Inc";"374 PINE STREET";"Brooklyn";11208;"347-435-0990";103757;"08/05/2022";"Permitted";"2 - 5";154;"No";"ACS Dual";"Child Care - Pre School";6;" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";16;
"BrooklynDC18715";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.";"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.";"141 EAST 40TH STREET";"Brooklyn";11203;"718-284-2184";7893;"05/25/2022";"Permitted";"0 - 2";18;"No";"ACS Dual";"Child Care - Infants/Toddlers";14;" 7/27/21";" Initial Annual Inspection - Passed inspection with no violations";"28 %";1;
"BrooklynDC33855";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC.";"34-52 KOSCIUSZKO STREET";"Brooklyn";11205;"718-638-3209";103621;"05/25/2022";"Permitted";;52;"No";"ACS Contracted Preschools";"Child Care - Infants/Toddlers";6;" 1/5/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";28;
"BrooklynDC40614";"The Friends of Crown Heights Educational Centers Inc.";"The Friends of Crown Heights Educational Centers Inc.";"405 DUMONT AVE";"Brooklyn";11212;"718-638-8686";105510;"09/23/2023";"Permitted";"0 - 2";40;"No";"Private";"Child Care - Infants/Toddlers";1;;;"N/A";1;
"BrooklynDC32516";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC.";"2809 NEWKIRK AVENUE";"Brooklyn";11226;"917-966-4400";91238;"06/25/2023";"Permitted";"2 - 5";40;"No";"Private";"Child Care - Pre School";7;" 8/23/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";3;
"BrooklynDC303";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.";"36 FORD STREET";"Brooklyn";11213;"718-975-3375";4197;"03/13/2023";"Permitted";;38;"No";"ACS Contracted Preschools";"Child Care - Infants/Toddlers";"16 or more";" 7/9/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"BrooklynDC33859";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"34-52 KOSCIUSZKO STREET";"Brooklyn";11205;"718-638-3209";103622;"05/25/2022";"Permitted";;180;"No";"ACS Contracted Preschools";"Child Care - Pre School";6;" 1/20/22";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"0 %";24;
"BrooklynDC14422";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER,INC.";"36 FORD STREET";"Brooklyn";11213;"718-975-3375";4473;"08/13/2023";"Permitted";;100;"No";"DOE CBO";"Child Care - Pre School";"15 or more";" 12/2/21";" Compliance Inspection of Open Violations - Reinspection Required";"20 %";17;
"BrooklynDC18714";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"141 EAST 40TH STREET";"Brooklyn";11203;"718-284-2184";7892;"05/25/2022";"Permitted";"2 - 5";63;"No";"ACS Dual";"Child Care - Pre School";14;" 7/27/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";12;
"BrooklynDC24727";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.";"2505 PITKIN AVENUE";"Brooklyn";11208;"929-234-2850";25199;"10/16/2022";"Permitted";"2 - 5";122;"No";"DOE CBO";"Child Care - Pre School";10;" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";16;
"BrooklynDC156";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.";"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS,INC.";"671-675 PROSPECT PLACE";"Brooklyn";11216;"718-638-8686";4895;"05/06/2023";"Permitted";"2 - 5";123;"No";"DOE CBO";"Child Care - Pre School";"17 or more";" 1/13/22";" Monitoring Inspection Non-Routine - Reinspection Required";"20 %";20;
"BrooklynDC19685";"THE JOY OF LEARNING DAY CARE CENTER";"JOY OF LEARNING CHILD DEVELOPMENT CORP.";"992 GATES AVENUE";"Brooklyn";11221;"718-443-6463";8016;"06/01/2023";"Permitted";;55;"No";"Private";"Child Care - Pre School";13;" 9/23/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"40 %";5;
"BrooklynDC37706";"THE KATMINT LEARNING INITIATIVE";"THE KATMINT, LLC";"180 Malcolm X Boulevard";"Brooklyn";11221;"347-453-6609";105167;"07/13/2022";"Permitted";"2 - 5";24;"No";"Private";"Child Care - Pre School";2;" 10/1/21";" Initial Annual Inspection - Reinspection Not Required";"0 %";6;
"BrooklynDC14962";"The Language and Laughter Studio";"L & L Studio";"139 NEVINS STREET";"Brooklyn";11217;"718-596-2233";104816;"05/14/2023";"Permitted";"2 - 5";15;"No";"Private";"Child Care - Pre School";3;" 4/30/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";4;
"BrooklynDC20953";"THE LEAGUE SCHOOL";"THE LEAGUE SCHOOL Inc.'";"470 VANDERBILT AVENUE";"Brooklyn";11238;"718-643-5300";13457;"03/13/2022";"Permitted";"2 - 5";200;"No";"Private";"Child Care - Pre School";10;" 1/20/22";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"16 %";36;
"BrooklynDC35098";"THE LEARNING EXPERIENCE";"Yash Child Care Corp";"1012 BAY RIDGE AVE";"Brooklyn";11219;"718-238-3606";104341;"02/21/2022";"Permitted";"0 - 2";73;"No";"Corporate";"Child Care - Infants/Toddlers";4;" 1/19/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";10;
"BrooklynDC36522";"THE LEARNING EXPERIENCE";"MV 1975, LLC";"339 GREENE STREET";"Brooklyn";11238;"718-636-2000";105002;"08/13/2021";"In-Renewal";"0 - 2";46;"No";"Private";"Child Care - Infants/Toddlers";3;" 10/1/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";15;
"BrooklynDC26061";"THE LEARNING EXPERIENCE";"RONOMOZA INC.";"412 KINGS HIGHWAY";"Brooklyn";11223;"718-627-7340";52619;"09/30/2023";"Permitted";"0 - 2";38;"No";"DOE CBO";"Child Care - Infants/Toddlers";9;" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";17;
"BrooklynDC35099";"THE LEARNING EXPERIENCE";"Yash Child Care Corp";"1012 BAY RIDGE AVE";"Brooklyn";11219;"718-238-3606";104342;"02/21/2022";"Permitted";"2 - 5";82;"No";"Corporate";"Child Care - Pre School";4;" 1/19/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"BrooklynDC36858";"THE LEARNING EXPERIENCE";"MV 1975, LLC";"339 GREENE AVENUE";"Brooklyn";11238;"917-833-2863";104712;"01/15/2023";"Permitted";"2 - 5";111;"No";"Private";"Child Care - Pre School";3;" 10/1/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";14;
"BrooklynDC26062";"THE LEARNING EXPERIENCE";"RONOMOZA INC.";"412 KINGS HIGHWAY";"Brooklyn";11223;"718-627-7340";52637;"09/30/2023";"Permitted";;133;"No";"Private";"Child Care - Pre School";9;" 9/1/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"16 %";22;
"BrooklynDC34195";"THE MAPLE STREET SCHOOL";"The Maple Street School";"626 FLATBUSH AVENUE";"Brooklyn";11225;"718-282-4345";103808;"09/13/2022";"Permitted";"2 - 5";60;"No";"Private";"Child Care - Pre School";6;" 11/15/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";26;
"BrooklynDC14145";"THE MAPLE STREET SCHOOL";"THE MAPLE STREET SCHOOL";"21 LINCOLN ROAD";"Brooklyn";11225;"718-282-4345";7291;"06/25/2022";"Permitted";"2 - 5";51;"No";"Private";"Child Care - Pre School";"18 or more";" 12/1/21";" Initial Annual Inspection - Reinspection Required";"20 %";17;
"BrooklynDC35441";"THE MOUNT CARMEL EARLY CHILDHOOD CENTER";"THE MOUNT CARMEL EARLY CHILDHOOD CENTER";"10 WITHERS ST";"Brooklyn";11211;"917-993-1330";104234;"09/19/2023";"Permitted";"2 - 5";101;"No";"Private";"Child Care - Pre School";5;" 5/26/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";9;
"BrooklynDC31752";"THE PARK SLOPE DAY CAMP";"THE PARK SLOPE DAY CAMP, INC";"342 SMITH STREET";"Brooklyn";11231;"718-788-7732";65479;"09/15/2021";"In-Renewal";"4 - 16";320;"No";"Summer Day Camp";"Camp";"8 or more";" 7/19/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";0;
"BrooklynDC23519";"THE PARK SLOPE DAY CAMP AT HOLY NAME SCHOOL";"THE PARK SLOPE DAY CAMP, INC.";"241 PROSPECT PARK WEST";"Brooklyn";11215;"718-788-7732";34526;"09/15/2021";"In-Renewal";"4 - 16";666;"No";"Summer Day Camp";"Camp";"9 or more";" 7/30/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"100 %";0;
"BrooklynDC36177";"THE PURPLE CRAYON";"KIDDIEPRISE LLC";"1518 86TH ST";"Brooklyn";11228;"718-844-1916";104707;"01/08/2023";"Permitted";"2 - 5";31;"No";"Private";"Child Care - Pre School";3;" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";11;
"BrooklynDC25995";"THE PURPLE CRAYON";"KIDDIEPRISE, LLC.";"1520 86TH STREET";"Brooklyn";11228;"718-232-1936";73738;"09/25/2022";"Permitted";"2 - 5";28;"No";"DOE CBO";"Child Care - Pre School";8;" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";9;
"BrooklynDC39345";"The Reggio Emilia Montessori Center";"The Reggio Emilia Montessori Center, LLC";"1331 Flatbush Avenue";"Brooklyn";11226;"347-240-2648";105471;"08/19/2023";"Permitted";"2 - 5";33;"No";"Private";"Child Care - Pre School";1;;;"N/A";1;
"BrooklynDC14934";"THE RESEARCH FOUNDATION OF SUNY";"THE RESEARCH FOUNDATION OF SUNY";"670 PARKSIDE AVENUE";"Brooklyn";11226;"718-675-1249";7802;"09/28/2023";"Permitted";"2 - 5";99;"No";"Private";"Child Care - Pre School";15;" 11/12/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"60 %";11;
"BrooklynDC2032";"THE SALVATION ARMY";"THE SALVATION ARMY";"1151 BUSHWICK AVENUE";"Brooklyn";11221;"718-455-0100";4095;"07/28/2023";"Permitted";"2 - 5";55;"No";"ACS Contracted Preschools";"Child Care - Pre School";"18 or more";" 4/30/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"BrooklynDC14417";"THE SALVATION ARMY";"THE SALVATION ARMY";"280 RIVERDALE AVENUE";"Brooklyn";11212;"718-345-2488";4121;"07/15/2023";"Permitted";"2 - 5";80;"No";"ACS Contracted Preschools";"Child Care - Pre School";17;" 6/25/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";8;
"BrooklynDC2036";"THE SALVATION ARMY BEDFORD DAY CARE CENTER";"THE SALVATION ARMY";"110 KOSCIUSZKO STREET";"Brooklyn";11216;"917-886-6346";5695;"07/12/2022";"Permitted";"2 - 5";39;"No";"ACS Contracted Preschools";"Child Care - Pre School";"19 or more";" 12/21/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"25 %";4;
"BrooklynDC39157";"THE WILLIAMSBURG DAYCARE";"CONG SHARAY DITZA";"85 Rutledge Street";"Brooklyn";11249;"718-842-8200";105370;"06/07/2023";"Permitted";"0 - 2";61;"No";"Private";"Child Care - Infants/Toddlers";1;" 11/10/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection";"50 %";13;
"BrooklynDC21940";"THE WILLIAMSBURG NURSERY SCHOOL";"THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL";"54 SOUTH 2ND STREET";"Brooklyn";11249;"718-782-4181";23637;"10/01/2022";"Permitted";"2 - 5";62;"No";"Private";"Child Care - Pre School";10;" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";11;
"BrooklynDC1508";"THERAPY AND LEARNING CENTER, INC";"THERAPY AND LEARNING CENTER, INC.";"1723 8 AVENUE";"Brooklyn";11215;"718-290-2700";7129;"02/04/2022";"Permitted";"2 - 5";168;"No";"Private";"Child Care - Pre School";"18 or more";" 10/28/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";44;
"BrooklynDC38453";"THINK&CO. ADVANCED LEARNING LLC";"Think&Co.Advanced Learning LLC";"3044 CONEY ISLAND AVE";"Brooklyn";11235;"917-287-6087";104897;"09/15/2021";"In-Renewal";"4 - 16";;"No";"Private";"Camp";3;" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";0;
"BrooklynDC19855";"THURSDAY'S CHILD, INC.";"THURSDAY'S CHILD,INC";"7616 13TH AVENUE";"Brooklyn";11228;"718-630-5100";8131;"02/16/2022";"Permitted";"2 - 5";46;"No";"Private";"Child Care - Pre School";12;" 9/22/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";29;
"BrooklynDC22641";"THURSDAY'S CHILD, INC. (I /T)";"THURSDAY'S CHILD, INC.";"7616 13TH AVENUE";"Brooklyn";11228;"718-630-5100";17759;"06/05/2022";"Permitted";"0 - 2";4;"No";"Private";"Child Care - Infants/Toddlers";10;" 1/4/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";1;
"BrooklynDC36743";"TINY ACORNS CHILDCARE, INC";"TINY ACORNS CHILDCARE, INC";"1015 CHURCH AVENUE";"Brooklyn";11218;"646-208-0620";104639;"10/26/2022";"Permitted";"2 - 5";20;"No";"Private";"Child Care - Pre School";4;" 9/22/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";8;
"BrooklynDC22439";"TINY BUMBLEBEES DAY CARE INFANT/TODDLER";"TINY BUMBLEBEES, INC.";"2848 BRIGHTON 7TH STREET";"Brooklyn";11235;"718-975-3232";16618;"05/16/2022";"Permitted";"0 - 2";17;"No";"Private";"Child Care - Infants/Toddlers";10;" 3/30/21";" Initial Annual Inspection - Reinspection Required";"40 %";5;
"BrooklynDC22438";"TINY BUMBLEBEES, INC.";"TINY BUMBLEBEES, INC.";"2848 BRIGHTON 7TH STREET";"Brooklyn";11235;"718-975-3232";16617;"05/16/2022";"Permitted";"2 - 5";27;"No";"DOE CBO";"Child Care - Pre School";10;" 3/31/21";;"20 %";5;
"BrooklynDC435";"TINY TOTS PLAYHOUSE LLC";"TINY TOTS PLAYHOUSE LLC";"243 88 STREET";"Brooklyn";11209;"718-745-4509";1284;"10/21/2022";"Permitted";"2 - 5";26;"No";"Private";"Child Care - Pre School";18;" 10/8/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"BrooklynDC39065";"TLC";"KOLEL BEIS YITZCHOK D'SVALYIVA";"3915 14th Avenue";"Brooklyn";11219;"347-988-0469";105356;"05/28/2023";"Permitted";"0 - 2";56;"No";"Private";"Child Care - Infants/Toddlers";1;;;"N/A";5;
"BrooklynDC39096";"TLC";"Kolel Beis Yitzchok D'Svalyiva";"3915 14th Avenue";"Brooklyn";11219;"347-988-0469";105497;"09/03/2023";"Permitted";"2 - 5";30;"No";"Corporate";"Child Care - Pre School";1;;;"N/A";3;
"BrooklynDC12164";"TOMER D'VORA SCHOOL";"TOMER D'VORA SCHOOL";"1415 45 STREET";"Brooklyn";11219;"718-633-4802";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 11/23/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection";"0 %";4;
"BrooklynDC36174";"TOMER DVORA";"CONGREGATION KHAL CHASSIDEI SKWERA";"869 45 STREET";"Brooklyn";11220;"718-853-9400";"N/A";"11/27/2116";"Active";;;"No";"Corporate";"School Based Child Care";;" 11/18/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"50 %";10;
"BrooklynDC379";"TOMPKINS CHILDREN'S CENTER";"BROOKLYN KINDERGARTEN SOCIETY";"730 PARK AVENUE";"Brooklyn";11206;"718-782-9140";1998;"11/10/2022";"Permitted";"2 - 5";88;"No";"ACS Dual";"Child Care - Pre School";"18 or more";" 8/17/21";;"0 %";15;
"BrooklynDC40766";"TOTS AND TYKES";"Tots and Tykes";"5309 18TH AVE";"Brooklyn";11204;"718-215-1625";105566;"12/21/2023";"Permitted";"0 - 2";47;"No";"Private";"Child Care - Infants/Toddlers";1;;;"N/A";2;
"BrooklynDC40765";"TOTS AND TYKES";"Tots and Tykes";"5309 18TH AVE";"Brooklyn";11204;"718-215-1625";105565;"12/21/2023";"Permitted";"2 - 5";34;"No";"Private";"Child Care - Pre School";1;;;"N/A";2;
"BrooklynDC14120";"TRADITIONAL DAY CARE";"TRADITIONAL DAY CARE CENTER, INC.";"1112 WINTHROP STREET";"Brooklyn";11212;"718-346-5777";6563;"07/20/2022";"Permitted";"2 - 5";59;"No";"ACS Contracted Preschools";"Child Care - Pre School";"18 or more";" 10/21/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"BrooklynDC19662";"TRADITIONAL EDUCATIONAL CENTER";"TRADITIONAL EDUCATIONAL CENTER, INC.";"1469 BROADWAY";"Brooklyn";11221;"718-443-2577";8017;"05/12/2023";"Permitted";"2 - 5";126;"No";"ACS Contracted Preschools";"Child Care - Pre School";13;" 8/10/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";16;
"BrooklynDC18573";"TREASURE ISLAND";"TREASURE ISLAND";"347 74TH STREET";"Brooklyn";11209;"718-238-7676";7917;"09/09/2022";"Permitted";;90;"No";"Private";"Child Care - Pre School";14;" 10/27/21";;"0 %";16;
"BrooklynDC17217";"TREY WHITFIELD SCHOOL";"TREY WHITFIELD SCHOOL";"17 HINSDALE STREET";"Brooklyn";11207;"718-342-7722";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Private";"School Based Child Care";;" 11/5/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"100 %";6;
"BrooklynDC20170";"TRILOK FUSION CENTER FOR ARTS AND EDUCATION";"TRILOK FUSION ARTS INC";"143 WAVERLY AVENUE";"Brooklyn";11205;"718-797-1700";8264;"02/24/2023";"Permitted";"2 - 5";59;"No";"Private";"Child Care - Pre School";11;" 11/5/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";8;
"BrooklynDC955";"TUTOR TIME LEARNING CENTERS, LLC";"TUTOR TIME LEARNING CENTERS, LLC";"7817-25 3 AVENUE";"Brooklyn";11209;"718-680-6566";7250;"08/10/2023";"Permitted";"0 - 2";36;"No";"Private";"Child Care - Infants/Toddlers";19;" 8/31/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection";"20 %";11;
"BrooklynDC10600";"TUTOR TIME LEARNING CENTERS, LLC.";"TUTOR TIME LEARNING CENTERS, LLC.";"7817-25 3 AVENUE";"Brooklyn";11209;"718-680-6566";7249;"08/10/2023";"Permitted";"2 - 5";59;"No";"Private";"Child Care - Pre School";19;" 11/12/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";10;
"BrooklynDC40083";"TWINKLE";"ACHDUS YISROEL";"317 dahill road";"Brooklyn";11218;"845-866-7829";105476;"08/23/2023";"Permitted";;40;"No";"Private";"Child Care - Pre School";1;" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"BrooklynDC21475";"TWO BY TWO CHILD CARE";"TWO BY TWO CHILDCARE & CONSULTING, LLC";"418 KEAP STREET";"Brooklyn";11211;"718-388-5600";21777;"08/31/2022";"Permitted";"0 - 2";36;"No";"Private";"Child Care - Infants/Toddlers";10;" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";9;
"BrooklynDC20790";"TWO BY TWO CHILDCARE PRESCHOOL";"TWO BY TWO CHILDCARE & CONSULTING LLC";"418 KEAP STREET";"Brooklyn";11211;"718-388-5600";19817;"08/01/2022";"Permitted";"2 - 5";91;"No";"Private";"Child Care - Pre School";10;" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";8;
"BrooklynDC150";"UNITED ACADEMY";"UNITED ACADEMY, INC.";"722 WYTHE AVE";"Brooklyn";11249;"718-935-9848";6777;"05/19/2022";"Permitted";;259;"No";"Private";"Child Care - Pre School";"18 or more";" 6/2/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";53;
"BrooklynDC34461";"UNITED ACADEMY - SKILLMAN";"UNITED ACADEMY, INC.";"232 SKILLMAN ST";"Brooklyn";11205;"718-694-2550";104012;"05/02/2023";"Permitted";"0 - 2";39;"No";"Head Start (Direct Fed. Funding)";"Child Care - Infants/Toddlers";5;" 3/4/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";14;
"BrooklynDC39649";"UNITED ACADEMY INC.";"UNITED ACADEMY INC.";"926 Bedford Avenue";"Brooklyn";11205;"718-935-9848";105284;"01/15/2023";"Permitted";;28;"No";"Corporate";"Child Care - Infants/Toddlers";1;" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";11;
"BrooklynDC39650";"UNITED ACADEMY INC.";"UNITED ACADEMY INC.";"926 Bedford Avenue";"Brooklyn";11205;"718-935-9848";105277;"01/07/2023";"Permitted";;79;"No";"Corporate";"Child Care - Pre School";1;" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";30;
"BrooklynDC33478";"UNITED ACADEMY, INC.";"UNITED ACADEMY, INC.";"60 HARRISON AVENUE";"Brooklyn";11211;"718-387-8837";101237;"12/17/2023";"Permitted";"0 - 2";36;"No";"Private";"Child Care - Infants/Toddlers";7;" 11/23/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";21;
"BrooklynDC35310";"United Academy, Inc.";"United Academy, Inc.";"232 SKILLMAN ST";"Brooklyn";11205;"718-935-9848";104011;"05/02/2023";"Permitted";"2 - 5";18;"No";"Head Start (Direct Fed. Funding)";"Child Care - Pre School";5;" 3/4/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";9;
