"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"MINE, ME & US MONTESSORI SCHOOL";"2470 Research Center Drive";24060;"Blacksburg";"Montgomery";"VA";"(540) 808-3838";"Child Day Center";"Two Year";"Sept. 24, 2021";"Rachel Brunsma";"7:30 am - 5:30 pm";"Monday - Friday";100;"1 month - 9 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";40762;"No";;;;1107646;
"Ms. Carolyn Dowdy";"720 Lawn Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 449-3668";"Family Day Home";"One Year";"Nov. 18, 2020";;"7:00 am - 6:00 pm";"Monday - Friday";12;"3 months - 12 years 11 months";"Katie Gifford: (276) 698-9981";23799;"No";;;;1068818;
"Ms. Michelle Taylor";"580 Chinquapin Trail";24073;"Christiansburg";"Montgomery";"VA";"(540) 641-8012";"Family Day Home";"Two Year";"April 24, 2022";;"5:00 am - 10:00 pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";36774;"Yes";;;;1107970;
"Ms. Tammy Palmer";"745 Union Valley Road";24149;"Riner";"Montgomery";"VA";"(540) 391-2509";"Family Day Home";"One Year";"April 18, 2021";;"7:00 AM - 5:00 PM";"Monday - Friday";9;"Birth - 5 years 11 months";"Angela Farmer: (276) 608-2283";33015;"No";;;;1106762;
"Ms. Teresa Sowers";"80 Dunlap Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 381-5414";"Family Day Home";"One Year";"Nov. 27, 2020";;"5:00 am - 5:30 pm";"Monday - Friday";12;"2 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";19063;"Yes";;;;945199;
"Ms. Victoria Sowers";"5180 McCoy Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-7372";"Family Day Home";"Two Year";"Nov. 16, 2021";;"6:30am - 5:45pm";"Monday - Friday";9;"1 month - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";18879;"Yes";;;;940278;
"NRCA Blacksburg Head Start";"701 Church Street SE";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-0490";"Child Day Center";"Two Year";"March 20, 2021";"Mrs. Pam Wilson";"8:00 am - 4:00 pm";"Monday - Friday";40;"2 years 10 months - 5 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";17548;"No";;3;;890455;
"NRCA Christiansburg Head Start";"135 Church Street";24073;"Christiansburg";"Montgomery";"VA";"(540) 381-7559";"Child Day Center";"Two Year";"March 3, 2021";"Mrs. Sheryl Helm";"7:30 am - 4:00 pm";"Monday - Friday";74;"2 years 10 months - 5 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";26151;"No";;3;;1099217;
"Open Arms, Inc.";"2025 Sunset Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 381-3800";"Child Day Center";"Two Year";"Dec. 14, 2021";"Ms. Patricia Cooper";"7:00 am - 6:00 pm";"Monday - Friday";112;"1 month - 12 years 11 months";"Katie Gifford: (276) 698-9981";41155;"Yes";;;;1107740;
"Pathways Early Learning Center LLC";"364 Arbor Drive NE";24073;"Christiansburg";"Montgomery";"VA";"(540) 381-2208";"Child Day Center";"Two Year";"March 16, 2022";"Ms. Farida Mohamed";"6:00 am - 6:00 pm";"Monday - Friday";200;"1 month - 12 years 11 months";"Angela Farmer: (276) 608-2283";45605;"Yes";;;;1108671;
"Rainbow Riders Childcare Center";"307 North Knollwood Drive";24060;"Blacksburg";"Montgomery";"VA";"(540) 951-3636";"Child Day Center";"Two Year";"Jan. 10, 2022";"Mrs. Kristi Snyder";"7:15 a - 5:45 p";"Monday - Friday";230;"1 month - 12 years 11 months";"Katie Gifford: (276) 698-9981";22528;"Yes";;4;;1043173;
"Rainbow Riders Childcare Center";"1800 Research Center Drive";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-3636";"Child Day Center";"Two Year";"Feb. 16, 2022";"Kristi Snyder";"7:15 am - 5:45 pm";"Monday - Friday";230;"1 month - 12 years 11 months";"Katie Gifford: (276) 698-9981";36504;"Yes";;4;;1106577;
"Rainbow Riders at St Michael Lutheran Church";"2308 Merrimac Rd.";24060;"Blacksburg";"Montgomery";"VA";"(540) 808-9700";"Child Day Center";"Two Year";"March 7, 2022";"Ms. Kristi Snyder";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";20;"6 months - 3 years 6 months";"Angela Farmer: (276) 608-2283";41427;"Yes";;5;;1107849;
"Tall Oaks Montessori School";"703 Tall Oaks Drive";24060;"Blacksburg";"Montgomery";"VA";"(540) 951-0034";"Child Day Center";"Two Year";"Dec. 24, 2020";"Ms. Terry L. Cook";"7:30am - 5:00pm";"Monday - Friday";75;"1 year 6 months - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";15474;"No";;;;813442;
"The Adventure Club - Kipps";"2801 Price's Fork Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 382-3783";"Child Day Center";"Two Year";"May 16, 2021";"Mrs. Deanne Sowers";"6:30 am and 330 pm - 8:45 am and 6 pm";"Monday - Friday";75;"5 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";21936;"Yes";;;;1029294;
"The Adventure Club -Auburn";"1760 Auburn School Drive";24149;"Riner";"Montgomery";"VA";"(540) 382-3783";"Child Day Center";"Two Year";"March 15, 2021";"Ms. Deanne Sowers";"6 am and 3:45 pm - 8:45 am and 6 pm";"Monday - Friday";125;"5 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";14862;"Yes";;;;776411;
"The Adventure Club @ Scattergood Drive";"77 Scattergood Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-3783";"Child Day Center";"Two Year";"Dec. 21, 2021";"Ms. Deanne Sowers";"6:30am - 6:00pm";"Monday - Friday";125;"4 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";43651;"Yes";;;;1108202;
"The Adventure Club at Christiansburg Primary";"240 Betty Lane";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-3783";"Child Day Center";"Two Year";"Feb. 7, 2021";"Mrs. Deanne Sowers";"6am and 3pm - 8:45am and 6pm";"Monday - Friday";125;"5 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";32913;"Yes";;;;1105870;
"The Adventure Club of Falling Branch";"735 Falling Branch Road";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-3783";"Child Day Center";"Two Year";"May 16, 2021";"Mrs. Deanne Sowers";"6:30 am and 3:45 pm - 8:45 am and 6 pm";"Monday - Friday";100;"5 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";21937;"Yes";;;;1029308;
"The Children's Garden Primary School";"2100 North Main Street";24060;"Blacksburg";"Montgomery";"VA";"(540) 953-1931";"Child Day Center";"Two Year";"Feb. 22, 2022";"Ms. Kiyah Duffey";"8:30 am - 3:00 pm";"Monday - Friday";45;"2 years 6 months - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";34163;"No";;;;1106095;
"The Children's Nest Daycare Center";"1155 Draper Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 953-3945";"Child Day Center";"Two Year";"Aug. 15, 2022";"Ms. Kerri Edwards";"6:30am - 5:45pm";"Monday - Friday";219;"1 month - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";41690;"Yes";;1;;1107905;
"The Mayapple School";"404 Mt. Tabor Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-0284";"Child Day Center";"Two Year";"March 23, 2021";"Ms. Melissa West";"8:30 a.m. - 3:00 p.m.";"Monday - Friday";25;"2 years - 6 years 11 months";"Katie Gifford: (276) 698-9981";44723;"No";;1;;1108445;
"Valley Interfaith Child Care Center";"948 Heather Drive";24060;"Blacksburg";"Montgomery";"VA";"(540) 951-8101";"Child Day Center";"Two Year";"Oct. 23, 2022";"Ms. Judy Shelor";"7 am - 5 pm";"Monday - Friday";70;"1 month - 12 years 11 months";"Angela Farmer: (276) 608-2283";34981;"Yes";;2;;1106251;
"Virginia Tech Child Development Center for Learning and Research";"140 Wallace Hall";24061;"Blacksburg";"Montgomery";"VA";"(540) 231-6148";"Child Day Center";"Two Year";"Dec. 27, 2021";"Ms Karen Gallagher";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";48;"15 months - 5 years";"Katie Gifford: (276) 698-9981";43862;"Yes";;5;;1108249;
"Auburn Baptist Church";"3840 Riner Road";24149;"Riner";"Montgomery";"VA";"(540) 382-8824";"Religious Exempt Child Day Center";"Exempt";"Oct. 27, 2021";"Mr. Mike King";"8:30 am - 3:30 pm";"Monday - Friday";30;"3 years - 5 years 11 months";"Angela Farmer: (276) 608-2283";39213;"No";" Auburn Baptist Preschool";;;1105584;
"Blacksburg Presbyterian Church";"701 Church Street";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-2504";"Religious Exempt Child Day Center";"Exempt";"Sept. 2, 2021";"Ms. Kristy Ferrell";"9:15 am - 12:15 pm";"Monday - Thursday";9;"1 year 4 months - 4 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";40663;"No";" Parents Morning Out";;;1105717;
"Blacksburg United Methodist";"111 Church Street";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-5424 (8)";"Religious Exempt Child Day Center";"Exempt";"Dec. 8, 2020";"Ms. Kristy Hudson";"9:15am - 2:30pm";"Monday - Friday";68;"3 years - 5 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";15957;"No";" Blacksburg United Methodist Preschool";;;838127;
"Christiansburg Mennonite Fellowship";"40 Farmview Road";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-1200";"Religious Exempt Child Day Center";"Exempt";"Oct. 25, 2020";"Ms. Janet Yoder";"9:00 am - 12:15 pm";"Tu-Wed - Thursday";20;"2 years 6 months - 5 years 11 months";"Angela Farmer: (276) 608-2283";24333;"No";" Cedarwood Preschool";;;1075474;
"Dwelling Place Christian Fellowship";"3325 N. Franklin Street";24073;"Christiansburg";"Montgomery";"VA";"(540) 381-5512";"Religious Exempt Child Day Center";"Exempt";"Aug. 24, 2021";"Mr. Ted Keys";"7:00am - 6:00pm";"Monday - Friday";45;"2 months - 6 years 11 months";"Katie Gifford: (276) 698-9981";36338;"No";" Tree Of Life Daycare";;;1105314;
"Faith Missionary Baptist Church";"475 Clearview Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-6543";"Religious Exempt Child Day Center";"Exempt";"Aug. 5, 2021";"Ms. Monica Wallace";"8:30 am - 12:30 pm";"Monday - Friday";40;"3 years - 5 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";39104;"No";" Faith Missionary Baptist Preschool";;;1105574;
"First Church of God";"650 Canaan Rd";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-6350";"Religious Exempt Child Day Center";"Exempt";"Sept. 3, 2021";"Ms. Jessica Willis";"7:30 am - 5:30pm";"M_F";15;"5 years - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";46625;"No";" Journey Kids Day Center";;;1106022;
"Gateway Baptist Church";"2196 Harding Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 557-7013";"Religious Exempt Child Day Center";"Exempt";"Aug. 3, 2021";"Ms. Amy Wright";"7:30 am - 3:00 pm";"Monday - Friday";10;"2 years - 4 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";41401;"No";" Picket Fence Preschool & Daycare";;;1105776;
"St. John Neumann Academy";"3600 Yellow Sulphur Road";24060;"Blacksburg";"Montgomery";"VA";;"Certified Pre-School";;"June 29, 2021";"Ms. Julia Wharton";"8:00 a.m. - 3:30 p.m.";"Monday - Friday";30;"3 years - 5 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";46486;"No";;;;39;
"St. Michael Lutheran Church";"2308 Merrimac Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 951-8951";"Religious Exempt Child Day Center";"Exempt";"Aug. 11, 2021";"Ms. Valerie Jessee";"8:45 am - 11:45 am";"Monday - Thursday";10;"1 year 4 months - 5 years 11 months";"Angela Farmer: (276) 608-2283";40538;"No";" Mother's Morning Out Program";;;1105712;
"St. Paul United Methodist";"220 West Main Street";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-2410";"Religious Exempt Child Day Center";"Exempt";"Aug. 31, 2021";"Ms. Stephanie Walker";"9:00 a.m. - 12:00 p.m.";"Monday - Friday";20;"3 years - 5 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";17125;"No";" St. Paul Preschool";;;875685;
"White Memorial United Methodist Church";"4073 Old Town Road";24162;"Shawsville";"Montgomery";"VA";"(540) 268-5901";"Religious Exempt Child Day Center";"Exempt";"Sept. 3, 2021";"Ms. Julie Whitt";"8:45 am - 11:45 am";"Mon";20;"3 years - 5 years 11 months";"Angela Farmer: (276) 608-2283";39294;"No";" White Memorial Preschool";;;1105596;
"Monticello Area Community Action Agency - Rockfish";"200 Chapel Hollow Road";22920;"Afton";"Nelson";"VA";"(434) 361-9225";"Child Day Center";"Two Year";"May 12, 2022";"Ms. Barbara Smith";"7:35 a.m. - 2:30 p.m.";"Monday - Friday";20;"3 years - 5 years 11 months";"Chrystal King: (804) 297-4469";23285;"No";;3;;1059371;
"Monticello Area Community Action Agency - Tye River";"5198 Thomas Nelson Highway";22922;"Arrington";"Nelson";"VA";"(434) 263-4147";"Child Day Center";"Two Year";"April 17, 2022";"Ms. Barbara Smith";"7:45 a.m - 2:20 p.m.";"Monday - Friday";20;"3 years - 5 years 11 months";"Chrystal King: (804) 297-4469";23286;"No";;3;;1059398;
"North Branch School";"221 Mickens Road";22920;"Afton";"Nelson";"VA";"(540) 456-8450";"Child Day Center";"Two Year";"Nov. 22, 2021";"Ms. Autumn Fish";"8:30 am - 12:30 pm";"M";25;"2 years 9 months - 5 years 11 months";"Kelly Ann Campbell: (540) 309-2494";15999;"No";;;;839743;
"YMCA Child Care - Rockfish River Elementary";"200 Chapel Hollow Road";22920;"Afton";"Nelson";"VA";"(434) 420-2759";"Child Day Center";"Two Year";"Sept. 11, 2021";"Christina Williams";"2:00pm - 6:00pm";"Monday - Friday";100;"5 years - 12 years 11 months";"Kelly Ann Campbell: (540) 309-2494";34401;"No";;;;1106158;
"YMCA Child Care - Tye River Elementary";"5198 Thomas Nelson Highway";22922;"Arrington";"Nelson";"VA";"(434) 906-1009";"Child Day Center";"Two Year";"Sept. 11, 2021";"Christina Williams";"7:00 am - 6:00 pm";"Monday - Friday";100;"5 years - 12 years 11 months";"Kelly Ann Campbell: (540) 309-2494";34400;"Yes";;;;1106157;
"Church of the Blue Ridge";"9357 Critzer Shop Road";22920;"Afton";"Nelson";"VA";"(540) 456-8853";"Religious Exempt Child Day Center";"Exempt";"Dec. 16, 2020";"Kelli Fix";"7:00 am - 6:00 pm";"Monday - Friday";40;"1 month - 5 years 11 months";"Karen Fanin: (540) 204-9631";21192;"No";;;;1007924;
"Woodland Baptist Church";"4434 Thomas Nelson Highway";22922;"Arrington";"Nelson";"VA";"(434) 263-6811";"Religious Exempt Child Day Center";"Exempt";"Aug. 2, 2021";"Heather Lawhorne";"7:00 am - 6:00 pm";"Monday - Friday";69;"2 years - 10 years 11 months";"Kelly Ann Campbell: (540) 309-2494";22042;"No";;;;1031531;
"A Little Piece of Heaven Day Care, Inc.";"3500 New Kent Highway";23141;"Quinton";"New Kent";"VA";"(804) 932-4222";"Child Day Center";"Two Year";"Feb. 2, 2022";"Ms. Connie Terry";"6:30 AM - 6:00 PM";"Monday - Friday";63;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";26308;"No";;;;1101533;
"Creative Critters Learning Center III";"6540 Emmaus Church Road";23140;"Providence forge";"New Kent";"VA";"(804) 557-2688";"Child Day Center";"Two Year";"Dec. 4, 2021";"Ms. Kathlyn Gray";"7:00 am - 6:00 pm";"Monday - Friday";110;"1 month - 12 years 11 months";"Tiffany Harris: (757) 403-3045";39228;"Yes";" Suite 103";;;1107195;
"Creative Critters Learning Center V";"2701 New Kent Highway";23141;"Quinton";"New Kent";"VA";"(804) 932-3873";"Child Day Center";"Conditional";"Nov. 27, 2020";"Ms. Kathy Gray";"6:30am - 6:30pm";"Monday - Friday";110;"5 years - 12 years 11 months";"Michele Patchett: (757) 439-6816";46211;"No";;;;1108797;
"New Kent Head Start";"11819 New Kent Highway";23124;"New kent";"New Kent";"VA";"(804) 966-2776";"Child Day Center";"Two Year";"May 11, 2021";"Ms. Cassandra Strand";"8:00 am - 4:00 pm";"Monday - Friday";15;"3 years - 5 years 11 months";"Christine Mahan: (757) 404-0568";40805;"No";;3;;1107660;
"Stay & Play Childcare, LLC";"7770 Invicta Lane";23124;"New kent";"New Kent";"VA";"(804) 557-3799";"Child Day Center";"Two Year";"Nov. 21, 2021";"Ms. Kate Ferris";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";99;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";35988;"No";;;;1106467;
"Kentwood Heights Baptist Church";"2607 New Kent Highway";23141;"Quinton";"New Kent";"VA";"(804) 932-5370";"Religious Exempt Child Day Center";"Exempt";"Aug. 14, 2021";"Ms. Jenne Bickett";"9:00 a.m. - 12 noon";"Monday - Friday";35;"2 years 6 months - 5 years 11 months";"Shelika M Bowman: (757) 755-5389";18259;"No";;;;917489;
"Ms. Shirley Watkins";"14130 New Kent Highway";23089;"Lanexa";"New Kent";"VA";"(804) 966-2249";"Voluntary Registration";;"June 16, 2021";;"7:30 am. - 6:00 p.m.";"Monday - Sunday";4;;"Cynthia Carneal: (804) 726-7140";38165;"No";;;;4027;"Two Year"
"New Kent Christian Center";"9660 Tunstall Road";23124;"New kent";"New Kent";"VA";"(804) 557-3773";"Religious Exempt Child Day Center";"Exempt";"June 24, 2021";"Ms. Shelley Wilson";"7:00 am - 6:00 pm";"Monday - Friday";22;"5 years - 12 years 11 months";"Shelika M Bowman: (757) 755-5389";42064;"No";;;;1105819;
"New Kent Christian Center";"2700 Pocahontas Trail";23141;"Quinton";"New Kent";"VA";"(804) 557-2486";"Religious Exempt Child Day Center";"Exempt";"Dec. 7, 2020";"Ms. Shelley Wilson";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";150;"1 month - 12 years 11 months";"Shelika M Bowman: (757) 755-5389";44257;"No";;;;1105892;
"Providence Forge Presbyterian Church";" 9310 Townsend Road";23140;"Providence forge";"New Kent";"VA";"(804) 966-2079";"Religious Exempt Child Day Center";"Exempt";"Aug. 31, 2021";"Catherine Davis";"9:00 a.m. - 1:00 p.m.";"Tuesday - Thursday";35;"3 years - 5 years 11 months";"Shelika M Bowman: (757) 755-5389";31720;"No";"Sunshine Nursery School";;;1104984;
"A Heavenly Haven, Inc.";"15435 #L Warwick Boulevard";23608;"Newport news";"Newport News";"VA";"(757) 369-6082";"Child Day Center";"Two Year";"March 2, 2021";"Ms. Juanita D. Brown";"5:30am - 6:00pm";"Monday - Friday";83;"1 month - 12 years 11 months";"Tiffany Harris: (757) 403-3045";35727;"Yes";;1;;1106433;
"Amanda's Development Child Care, LLC.";"2004 Wickham Avenue";23607;"Newport news";"Newport News";"VA";"(757) 245-5200";"Child Day Center";"Two Year";"Aug. 1, 2022";"Ms. Betty Lee";"6:00 AM - 6:00PM";"Monday - Friday";40;"2 years 6 months - 12 years 11 months";"Anita Drewry: (757) 404-5261";27697;"Yes";;;;1105131;
"Arms of the King, Inc.";"10998 Jefferson Avenue";23601;"Newport news";"Newport News";"VA";"(757) 599-5737";"Child Day Center";"Two Year";"Nov. 20, 2021";"Ms. Coretta Y. Rodriguez";"5:30am - 12:00am";"Monday - Friday";92;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";33821;"Yes";;2;;1106031;
"BC Charles School Age Program";"701 Menchville Road";23602;"Newport news";"Newport News";"VA";"(757) 926-1400";"Child Day Center";"Two Year";"Jan. 20, 2022";"Mrs. Casey Paffrath";"6:00A-8:15A - 2:30P-6:30P";"Monday - Friday";90;"5 years - 12 years 11 months";"Michele Patchett: (757) 439-6816";16866;"Yes";;;"Parks and Recreation Program Located in a Public School";868085;
"Barnes Family Child Care Center";"596 Hemlock Road";23601;"Newport news";"Newport News";"VA";"(757) 706-3451";"Child Day Center";"Two Year";"Oct. 23, 2022";"Ms. Cynthia Barnes";"5:00am - 12:00am";"Monday - Friday";58;"Birth - 12 years 11 months";"Shelika M Bowman: (757) 755-5389";38875;"Yes";;1;;1107102;
"Beginnings Academy of Learning, LLC";"400 Sharon Drive";23602;"Newport news";"Newport News";"VA";"(757) 369-0670";"Child Day Center";"Two Year";"May 3, 2021";"Ms. Amanda Sargent-Lewis";"5:00 am - 12:00 am";"Monday - Saturday";99;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";35628;"Yes";;1;;1106413;
"Beginnings Child Development";"2815 Chestnut Avenue";23607;"Newport news";"Newport News";"VA";"(757) 380-0107";"Child Day Center";"Two Year";"March 10, 2021";"Ms. Amanda Sargent";"5:00 am - 7:00 pm";"Monday - Friday";53;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";39277;"Yes";;1;;1107218;
"Bright Heights Learning Center";"1403 Kiln Creek Parkway";23602;"Newport news";"Newport News";"VA";"(757) 875-5669";"Child Day Center";"Two Year";"Aug. 16, 2022";"Ms. Rebecca Dollins";"6:30AM - 6:00PM";"Monday - Friday";145;"1 month - 12 years 11 months";"Tiffany Harris: (757) 403-3045";14305;"No";;4;;745133;
"Bright Heights Learning Center II";"1405 G Kiln Creek Parkway";23602;"Newport news";"Newport News";"VA";"(757) 872-3448";"Child Day Center";"Conditional";"March 2, 2021";"Ms. Rebecca Dollins";"6:30 am - 6:00 pm";"Monday - Friday";45;"4 years - 12 years 11 months";"Tiffany Harris: (757) 403-3045";46668;"No";;;;1108934;
"Brittingham-Midtown CC School Age and Kids Program";"570 McLawhorne Drive";23601;"Newport news";"Newport News";"VA";"(757) 926-1400";"Child Day Center";"Two Year";"June 20, 2021";"Ms. Paffrath Casey";"6:00 am - 6:30 pm";"Monday - Friday";400;"3 years - 12 years 11 months";"Shelika M Bowman: (757) 755-5389";21897;"Yes";;;;1028522;
"Children of Valour Christian Academy, LLC";"7010 Chestnut Avenue";23605;"Newport news";"Newport News";"VA";"(757) 485-8395";"Child Day Center";"Two Year";"Nov. 2, 2020";"Ms. Tamara Lawrence";"6:00 am - 6:00 pm";"Monday - Friday";50;"1 month - 12 years 11 months";"Anita Drewry: (757) 404-5261";44452;"Yes";;1;;1108366;
