"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"Bethel Baptist Church";"1647 Briarfield Road";23669;"Hampton";"Hampton";"VA";"(757) 826-7711 (2)";"Religious Exempt Child Day Center";"Exempt";"Nov. 12, 2023";"Mr. Jeffrey Houck";"6:45 a.m. - 5:45 p.m.";"Monday - Friday";32;"3 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";8165;"No";;;;5568;
"Betty Bembury";"709 Morris Street";23663;"Hampton";"Hampton";"VA";"(757) 251-6301";"Voluntary Registration";;"Aug. 28, 2024";;"all shifts";"Monday - Sunday";4;;"Anita Drewry: (757) 404-5261";35370;"Yes";;;;3186;"Two Year"
"Broken Chains Ministry";"2845 N Armistead Avenue";23666;"Hampton";"Hampton";"VA";"(757) 300-7893";"Religious Exempt Child Day Center";"Exempt";"Sept. 25, 2024";"Sheila Clarke";"7:00 a.m. - 5:30 p.m.";"Monday - Friday";10;"3 years - 4 years 11 months";"Tiffany Jones: (757) 403-3045";48261;"Yes";" Suite C";;;1106146;
"Community Presbyterian Church";"400 Fox Hill Road";23669;"Hampton";"Hampton";"VA";"(757) 851-1292";"Religious Exempt Child Day Center";"Exempt";"July 1, 2024";"Ms. Lori Ward";"9:00am - 12:00pm";"Monday - Friday";60;"3 years - 5 years 11 months";"Christine Mahan: (757) 404-0568";17788;"No";;;;900667;
"Danae Stephenson";"218 Bailey Park Drive";23669;"Hampton";"Hampton";"VA";"(757) 593-7191";"Voluntary Registration";;"July 31, 2024";;"7:00 a.m. - 4:00 p.m.";"Mon";4;;"Anita Drewry: (757) 404-5261";46438;"Yes";;;;5583;"Two Year"
"Faith Church of God";"1115 Todds Lane";23666;"Hampton";"Hampton";"VA";"(757) 827-0732";"Religious Exempt Child Day Center";"Exempt";"Jan. 15, 2024";"Ms. Sherry Rich";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";63;"2 years - 12 years 11 months";"Tiffany Jones: (757) 403-3045";21029;"Yes";;;;1002671;
"Faith Outreach Church";"3105 W. Mercury Boulevard";23666;"Hampton";"Hampton";"VA";"(757) 838-8949";"Religious Exempt Child Day Center";"Exempt";"Feb. 17, 2024";"Ms. Tina Gravely";"615 a.m. - 6:00 p.m.";"Monday - Friday";150;"2 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";8423;"No";;;;18732;
"First Friends Church";"1062 Big Bethel Road";23666;"Hampton";"Hampton";"VA";"(757) 265-6966";"Religious Exempt Child Day Center";"Exempt";"Sept. 2, 2024";"Ms. Susanne Geimer";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";90;"2 years 6 months - 12 years 11 months";"Tiffany Jones: (757) 403-3045";25301;"Yes";;;;1088096;
"Hampton Christian Academy";"2424 North Armistead Avenue";23666;"Hampton";"Hampton";"VA";"(757) 838-2355 (213)";"Religious Exempt Child Day Center";"Exempt";"May 4, 2024";"Ms. Rose Cook";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";120;"4 years - 12 years 11 months";"Tiffany Jones: (757) 403-3045";36231;"No";;;;1105305;
"Latasha Gaud";"102 Ferry Landing Lane";23663;"Hampton";"Hampton";"VA";"(757) 975-3149";"Voluntary Registration";;"June 30, 2025";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";4;;"Melinda Popkin: (757) 802-5281";47275;"Yes";" Apt #201";;;5643;"Two Year"
"Leah Gittens";"1615 Victoria Boulevard";23661;"Hampton";"Hampton";"VA";"(757) 696-2459";"Voluntary Registration";;"Feb. 7, 2025";;"All Shifts";"Monday - Sunday";4;"1 month - 12 years 11 months";"Nicole Jeffress: (804) 773-1847";37933;"No";;;;3969;"Two Year"
"Lori Harvey";"906 Todds Lane";23666;"Hampton";"Hampton";"VA";"(757) 660-1281";"Voluntary Registration";;"Oct. 22, 2023";;"12:00 a.m. - 11:59 p.m.";"Monday - Saturday";4;;"Nicole Jeffress: (804) 773-1847";45675;"No";;;;5529;"Two Year"
"Ms. Annie Mae Bembury";"628 Hollomon Drive";23666;"Hampton";"Hampton";"VA";"(757) 788-8668";"Voluntary Registration";;"June 21, 2025";;"ALL SHIFTS/6:00 A.M. (Sun) - ALL SHIFTS/6:00 P.M. (Sun)";"Monday - FRI/SAT";4;;"Anita Drewry: (757) 404-5261";31333;"Yes";;;;2039;"Two Year"
"Ms. Antoinette Bradshaw";"7 Bickfield Drive";23666;"Hampton";"Hampton";"VA";"(757) 224-6261";"Voluntary Registration";;"Dec. 25, 2023";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";4;;"Nicole Jeffress: (804) 773-1847";45793;"No";;;;5536;"Two Year"
"Ms. Victoria Whitehead";"18 Markham Drive";23669;"Hampton";"Hampton";"VA";"(757) 848-2578";"Voluntary Registration";;"Aug. 15, 2025";;"6:30 a.m. - 6:00 p.m.";"Monday - Friday";4;"1 year - 5 years 11 months";"Nicole Jeffress: (804) 773-1847";39906;"No";;;;4590;"Two Year"
"New Mount Olive Baptist Church";"919 Aberdeen Road";23666;"Hampton";"Hampton";"VA";"(757) 838-8100";"Religious Exempt Child Day Center";"Exempt";"Dec. 18, 2023";"Ms. Lois Rylander";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";125;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";23986;"Yes";;;;1071304;
"Saint Mary Star of the Sea School";"14 North Willard Avenue";"23663-1799";"Hampton";"Hampton";"VA";"(757) 723-6358";"Religious Exempt Child Day Center";"Exempt";"Nov. 19, 2023";"Sr. Mary Ceilia Goodrum";"7:00 am - 5:30 pm";"Monday - Friday";40;"3 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";14170;"No";;;;734972;
"Sharon Baptist Church";"2625 North Armistead Avenue";23666;"Hampton";"Hampton";"VA";"(757) 838-1201";"Religious Exempt Child Day Center";"Exempt";"March 7, 2024";"Ms. Sarah Bailey";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";100;"1 month - 5 years 11 months";"Tiffany Jones: (757) 403-3045";41788;"No";;;;1105809;
"Tiffany Booker";"1771 Fruitwood Drive";23666;"Hampton";"Hampton";"VA";"(757) 768-8008";"Voluntary Registration";;"Feb. 18, 2025";;"6:00 a.m. - 6:00 p.m.";"Monday - Sunday";4;;"Anita Drewry: (757) 404-5261";39593;"Yes";" Apt. A";;;4492;"Two Year"
"Tonya Scott";"18 Dogwood Street";23669;"Hampton";"Hampton";"VA";"(757) 947-8014";"Voluntary Registration";;"April 23, 2025";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";4;"1 month - 3 years 12 months";"Nicole Jeffress: (804) 773-1847";49355;"No";;;;5737;"Two Year"
"Wesley United Methodist Church";"2510 N. Armistead Avenue";23666;"Hampton";"Hampton";"VA";"(757) 838-3044";"Religious Exempt Child Day Center";"Exempt";"Oct. 16, 2024";"Ms. Laurie Burt";"9:00 a.m. - 12:30 p.m.";"Monday - Friday";36;"2 years 6 months - 5 years 11 months";"Christine Mahan: (757) 404-0568";9571;"No";;;;340775;
"Wythe Presbyterian Church";"151 Robinson Road";23661;"Hampton";"Hampton";"VA";"(757) 245-8635";"Religious Exempt Child Day Center";"Exempt";"March 16, 2024";"Ms. Cindy A. Brown";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";64;"2 years - 8 years 11 months";"Tiffany Jones: (757) 403-3045";16178;"No";;;;847347;
"Advent Christian Childcare Center";"8079 Studley Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 746-0279";"Child Day Center";"Two Year";"Feb. 11, 2024";"Pamela Dicken";"7:00 AM - 5:45 PM";"Monday - Friday";188;"2 years - 12 years 11 months";"NeShara Gaston: (540) 280-0742";8079;"Yes";;;;3506;
"Ashland Community Preschool";"500 South Center Street";23005;"Ashland";"Hanover";"VA";"(804) 798-0409";"Child Day Center";"Two Year";"March 11, 2025";"Ms. Melanie Black";"9:00 AM - 2:00 PM";"Monday - Friday";25;"2 years 9 months - 5 years 11 months";"Tara Barton: (804) 381-8487";17638;"No";;;;894744;
"Bon Secours Family Center @ Memorial Regional Medical Center";"8210 Meadowbridge Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 559-0647";"Child Day Center";"Two Year";"July 19, 2025";"Ms. Wendi Hughes";"6:00am - 7:00pm";"Monday - Friday";150;"1 month - 12 years 11 months";"LaTasha Smith: (804) 588-2362";26335;"Yes";;;;1101975;
"Bundle of Joy - Atlee";"9550 Kings Charter Drive";23005;"Ashland";"Hanover";"VA";"(804) 550-1592";"Child Day Center";"Two Year";"July 31, 2024";"Ms. Carrie Jennings";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";244;"1 month - 12 years 11 months";"LaTasha Smith: (804) 588-2362";24626;"Yes";;;;1079224;
"Bundle of Joy VI, Inc.";"7620 Left Flank Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 559-2007";"Child Day Center";"Two Year";"Nov. 9, 2023";"Ms. Kelley W. Mulcunry";"6:30 am - 6:00 pm";"Monday - Friday";303;"1 month - 12 years 11 months";"LaTasha Smith: (804) 588-2362";45236;"Yes";;;;1108569;
"Childtime Learning Center-Windmill";"8226 Windmill Watch Drive";23116;"Mechanicsville";"Hanover";"VA";"(804) 730-0507";"Child Day Center";"Two Year";"Sept. 4, 2024";"Ms. Betsy Lachapelle";"6:30 AM - 5:30 PM";"Monday - Friday";125;"1 month - 12 years 11 months";"NeShara Gaston: (540) 280-0742";33620;"Yes";;;;1105999;
"Childtime Learning Centers - Old Hickory";"7452 Old Hickory Drive";23111;"Mechanicsville";"Hanover";"VA";"(804) 746-7333";"Child Day Center";"Provisional";"March 4, 2024";"Tami Howard";"7:00 AM - 6:00 PM";"Monday - Friday";244;"1 month - 12 years 11 months";"Heather Dapper: (804) 625-2304";33616;"Yes";;;;1105995;
"Country Day School LLC";"16241 Woodman Hall Road";23192;"Montpelier";"Hanover";"VA";"(804) 883-6085";"Child Day Center";"Two Year";"March 3, 2025";"Ms. Donna Anthony";"6:45 a.m. - 6:00 p.m.";"Monday - Friday";45;"2 years - 12 years 11 months";"Florence Martus: (804) 389-0157";14292;"No";;;;743963;
"County Line Montessori";"14662 Bethany Church Road";23192;"Montpelier";"Hanover";"VA";"(804) 510-0130";"Child Day Center";"Two Year";"July 15, 2025";"Sarah Macguiheen";"8:15 AM - 4:00 PM";"Monday - Friday";40;"2 years 6 months - 12 years 11 months";"Heather Dapper: (804) 625-2304";49060;"No";;;;1109424;
"Hanover Academy";"117 Frances Road";23005;"Ashland";"Hanover";"VA";"(804) 798-8413";"Child Day Center";"Two Year";"May 17, 2024";"Ms. Sarah Yager";"7:00am - 5:45pm";"Monday - Friday";110;"2 years - 12 years 11 months";"NeShara Gaston: (540) 280-0742";8843;"Yes";;;;142178;
"Just Like Home Child Care, Inc.";"8355 Meadowbridge Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 730-8998";"Child Day Center";"Two Year";"April 30, 2025";"Ms. Terri R. Sullivan";"7:00am - 6:00pm";"Monday - Friday";44;"1 year - 12 years 11 months";"NeShara Gaston: (540) 280-0742";29032;"No";;;;1105284;
"Kiddie Kingdom, Inc.";"813 Thompson Street";23005;"Ashland";"Hanover";"VA";"(804) 798-2767";"Child Day Center";"Two Year";"May 4, 2025";"Ms. Kathi Thomasson";"7:00am - 6:00pm";"Monday - Friday";130;"1 year - 12 years 11 months";"Florence Martus: (804) 389-0157";25409;"Yes";;;;1089505;
"LeafSpring School at Hanover";"8218 Atlee Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 730-1010";"Child Day Center";"Two Year";"May 30, 2025";"Ms. Lacy Hall";"6:30am - 6:30pm";"Monday - Friday";282;"Birth - 12 years 11 months";"LaTasha Smith: (804) 588-2362";41900;"Yes";;;;1107945;
"Learning at the Lake, LLC";"16050 Mountain Road";23192;"Montpelier";"Hanover";"VA";"(804) 363-9124";"Child Day Center";"Two Year";"March 19, 2024";"Rhonda Edmonds";"7:00am - 6:00pm";"Monday - Friday";32;"Birth - 12 years 11 months";"NeShara Gaston: (540) 280-0742";47478;"Yes";;;;1109153;
"Primrose School of Atlee Commons";"9650 Atlee Commons Drive";23005;"Ashland";"Hanover";"VA";"(804) 550-3400";"Child Day Center";"Two Year";"May 21, 2025";"Amit Thakor";"7:00 AM - 6:00 PM";"Monday - Friday";177;"1 month - 12 years 11 months";"LaTasha Smith: (804) 588-2362";48901;"Yes";;;;1109383;
"Skipwith Academy @ Hanover (#38)";"304 Ashcake Road";23005;"Ashland";"Hanover";"VA";"(804) 798-2886";"Child Day Center";"Two Year";"June 7, 2025";"Brittany Nedervelt";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";177;"1 month - 12 years 11 months";"Tara Barton: (804) 381-8487";35656;"Yes";;;;1106419;
"Skipwith Academy At Pebble Creek (#24)";"7386 Creighton Parkway";23111;"Mechanicsville";"Hanover";"VA";"(804) 569-1717";"Child Day Center";"Two Year";"Aug. 1, 2024";"Ms. Whitney Cope";"6:00 am - 6:00pm";"Monday - Friday";284;"1 month - 12 years 11 months";"Heather Dapper: (804) 625-2304";28563;"Yes";;;;1105252;
"Skipwith Academy Learning Center at Rutland (#44)";"9201 Rutlandshire Drive";23116;"Mechanicsville";"Hanover";"VA";"(804) 277-8952";"Child Day Center";"Two Year";"Jan. 5, 2025";"Ms. Amy Davis";"6:30am - 6:30pm";"Monday - Friday";180;"1 month - 12 years 11 months";"Tara Barton: (804) 381-8487";40160;"Yes";;;;1107473;
"SunnyVale Childcare Center, LLC";"10251 Timber Ridge Drive";23005;"Ashland";"Hanover";"VA";"(804) 800-5677";"Child Day Center";"Two Year";"Jan. 31, 2025";"Shannon Bellamy";"6:30am - 6:00pm";"Monday - Friday";150;"1 month - 12 years 11 months";"Heather Dapper: (804) 625-2304";48254;"Yes";;;;1109287;
"The Cherub School";"3263 Old Church Road";23111;"Mechanicsville";"Hanover";"VA";"(807) 770-7874";"Child Day Center";"Two Year";"July 2, 2024";"Ashley Phan";"9:00am - 12:00pm";"Monday - Friday";48;"2 years 6 months - 5 years 11 months";"Susan Ellington-Sconiers: (804) 588-2368";47383;"No";;;;1109114;
"The Day School at New Highland Baptist Church";"9200 New Ashcake Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 550-1557";"Child Day Center";"Two Year";"March 6, 2025";"Jennifer Perego";"9:00 a. m. - 12:00 p.m.";"Monday - Friday";90;"2 years 6 months - 5 years 11 months";"LaTasha Smith: (804) 588-2362";32297;"No";;;;1105757;
"The Gingerbread Cottage Preschool, Inc. - Mechanicsville";"8116 Walnut Grove Road";23111;"Mechanicsville";"Hanover";"VA";"(804) 569-6110";"Child Day Center";"Two Year";"Dec. 7, 2023";"Ms. Karen Fallin";"8:15am - 12:00pm";"Tuesday - Friday";45;"3 years - 6 years 9 months";"Jennifer Moore: (540) 430-0384";37946;"No";;;;1106895;
"The Goddard School (Hanover Co)";"7503 Old Hickory Drive";23111;"Mechanicsville";"Hanover";"VA";"(804) 746-2922";"Child Day Center";"Two Year";"Nov. 1, 2024";"Ms. Danielle Crowley";"7:00 am - 6:00 pm";"Monday - Friday";254;"1 month - 12 years 11 months";"LaTasha Smith: (804) 588-2362";44450;"No";;;;1108365;
"The Goddard School - Ashland";"9431 Atlee Commerce Boulevard";23005;"Ashland";"Hanover";"VA";"(804) 550-0092";"Child Day Center";"Two Year";"March 21, 2025";"Ms Susan Glymph";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";235;"1 month - 12 years 11 months";"Susan Ellington-Sconiers: (804) 588-2368";46607;"No";;;;1108905;
"The Learning Connection Child Development Center";"7172 Pole Green Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 559-1005";"Child Day Center";"Two Year";"Sept. 17, 2025";"Marcie Sovick";"6:30am - 6:00pm";"Monday - Friday";279;"1 month - 12 years 11 months";"LaTasha Smith: (804) 588-2362";32695;"No";;;;1105822;
"The Montpelier Center for Arts and Education";"17205 Mountain Road";23192;"Montpelier";"Hanover";"VA";"(804) 883-7378";"Child Day Center";"Two Year";"March 5, 2024";"Marie Armstrong";"9:15 am - 12:15 pm";"Monday - Thursday";20;"2 years 6 months - 5 years 11 months";"Sharon Curlee: (804) 840-8312";31414;"No";;;;1105615;
"The Nest School";"7147 Stonewall Parkway";23111;"Mechanicsville";"Hanover";"VA";"(804) 696-4018";"Child Day Center";"Two Year";"Aug. 31, 2025";"Sierra O'Brien";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";188;"1 month - 12 years 11 months";"Tara Barton: (804) 381-8487";49190;"No";;;;1109441;
"Toddler Town, Inc.";"12465 Maple Street";23005;"Ashland";"Hanover";"VA";"(804) 798-2028";"Child Day Center";"Two Year";"Oct. 20, 2023";"Ms. Lorraine Brown";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";163;"1 month - 12 years 11 months";"Tara Barton: (804) 381-8487";8653;"Yes";;;;27171;
"Toddler University, Inc.";"9001 Dickey Drive";23116;"Mechanicsville";"Hanover";"VA";"(804) 569-0301";"Child Day Center";"Two Year";"Feb. 13, 2025";"Mrs. Tracy Haneline";"7:00 AM - 6:00 PM";"Monday - Friday";262;"1 month - 12 years 11 months";"Heather Dapper: (804) 625-2304";23790;"Yes";;;;1068664;
"Tuckaway-Harbor Child Development Center";"6857 Cold Harbor Road";23111;"Mechanicsville";"Hanover";"VA";"(804) 730-2454";"Child Day Center";"Two Year";"Sept. 5, 2024";"Skylar Lukhard";"7:00 a";"m. - 6:00 p.m.";252;"Birth - 12 years 11 months";"Jennifer Moore: (540) 430-0384";9034;"Yes";;;;218551;
"Wee Care Christian Learning Center, LLC";"16151 Trainham Road";23015;"Beaverdam";"Hanover";"VA";"(804) 449-2411";"Child Day Center";"Two Year";"March 20, 2024";"Betsy Blackstone";"7:00 AM - 6:00 PM";"Monday - Friday";44;"Birth - 12 years 11 months";"Florence Martus: (804) 389-0157";36531;"No";;;;1106588;
"YMCA - Mechanicsville Elementary School";"7425 Mechanicsville Elementary Dr.";23111;"Mechanicsville";"Hanover";"VA";"(434) 962-0839";"Child Day Center";"Two Year";"March 2, 2024";"Josh Green";"2:00 PM - 6:00 PM";"Monday - Friday";70;"4 years 9 months - 12 years 11 months";"Sharon Curlee: (804) 840-8312";45331;"Yes";;;"Program Located in a Public School";1108589;
"Young Men's Christian Association - Kersey Creek";"10004 LEARNING LANE";23116;"Mechanicsville";"Hanover";"VA";"(804) 649-9622";"Child Day Center";"Two Year";"Feb. 28, 2025";"Josh Green";"2:30 p.m. - 6:00 p.m.";"Monday - Friday";100;"4 years 9 months - 12 years 11 months";"Tara Barton: (804) 381-8487";48346;"Yes";;;;1109302;
"Young Men's Christian Association of Greater Richmond-P. Henry";"217 Ashcake Road";23220;"Ashland";"Hanover";"VA";"(804) 474-4405";"Child Day Center";"Two Year";"June 24, 2025";"Josh Green";"2:00pm - 6:00pm (school year) - 7:00am - 6:00pm (summer)";"Monday - Friday";270;"4 years 9 months - 12 years 11 months";"Heather Dapper: (804) 625-2304";24960;"Yes";;;;1083655;
"Beaverdam Baptist Church";"19110 Beaver Dam Road";23015;"Beaverdam";"Hanover";"VA";"(804) 363-0877";"Religious Exempt Child Day Center";"Exempt";"Feb. 19, 2024";"Amanda Propst";"7:00AM - 6:00PM";"Monday - Friday";120;"3 years - 12 years 11 months";"Florence Martus: (804) 389-0157";41481;"No";;;;1105783;
"Berea Baptist Church";"15421 Pouncey Tract Road";23146;"Rockville";"Hanover";"VA";"(804) 749-4411";"Religious Exempt Child Day Center";"Exempt";"June 30, 2024";"Tammy Hynson";"8:45 am - 1:30 pm";"Monday - Thursday";80;"2 years - 6 years 11 months";"Florence Martus: (804) 389-0157";45464;"No";;;;1105964;
"Camp Hanover Inc.";"3163 Parsleys Mill Road";23111;"Mechanicsville";"Hanover";"VA";"(804) 779-2811";"Religious Exempt Child Day Center";"Exempt";"Dec. 14, 2023";"Laura Haney";"2:00pm - 6:00pm";"Monday - Friday";30;"5 years - 12 years 11 months";"Florence Martus: (804) 389-0157";47661;"No";;;;1106109;
"Cool Spring Baptist Church";"9283 Atlee Station Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 746-4179";"Religious Exempt Child Day Center";"Exempt";"Feb. 1, 2024";"Nicole Moore";"7:00 am - 6:00 pm";"Monday - Friday";130;"1 month - 12 years 11 months";"Florence Martus: (804) 389-0157";39572;"Yes";;;;1105628;
"Fairmount Christian Church";"6502 Creighton Road";23111;"Mechanicsville";"Hanover";"VA";"(804) 730-1420";"Religious Exempt Child Day Center";"Exempt";"Oct. 9, 2023";"Mr. Lawrence Haake";"6:30 am - 6:00 pm";"Monday - Friday";150;"4 years 11 months - 12 years 11 months";"Florence Martus: (804) 389-0157";21149;"No";;;;1006693;
"First Baptist Church of Ashland";"800 Thompson Street";23005;"Ashland";"Hanover";"VA";"(804) 214-3756";"Religious Exempt Child Day Center";"Exempt";"Sept. 26, 2023";"Ms. Crystal Hopper";"7:00am - 6:00pm";"Monday - Friday";90;"3 months - 12 years 11 months";"Florence Martus: (804) 389-0157";20053;"Yes";;;;968628;
"First Shiloh Baptist Church";"8150 Walnut Grove Road";23111;"Mechanicsville";"Hanover";"VA";"(804) 730-1706";"Religious Exempt Child Day Center";"Exempt";"Feb. 4, 2024";"Allison Burks-Robertson";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";35;"2 years 6 months - 12 years 11 months";"Florence Martus: (804) 389-0157";15043;"Yes";;;;784325;
"Hanover Evangelical Friends Church";"6420 Mechanicsville Turnpike";23111;"Mechanicsville";"Hanover";"VA";"(804) 746-0692";"Religious Exempt Child Day Center";"Exempt";"Jan. 9, 2024";"Ms. Nicole Langston";"7:00 am - 6:00 pm";"Monday - Friday";180;"2 years 6 months - 12 years 11 months";"Florence Martus: (804) 389-0157";39490;"No";;;;1105621;
"Harmony Vineyard Church";"10487 Lakeridge Pkwy";23005;"Ashland";"Hanover";"VA";"(518) 817-3476";"Religious Exempt Child Day Center";"Exempt";"Aug. 13, 2024";"Cindy Broughan";"7:00 AM - 6:00 PM";"Monday - Friday";20;"2 years - 4 years 11 months";"Florence Martus: (804) 389-0157";49753;"No";" Suite 450";;;1106199;
"Hope Community Church of the Nazarene";"8391 Atlee Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 746-3900";"Religious Exempt Child Day Center";"Exempt";"Oct. 31, 2023";"Ms. Penny Green";"7:00 am - 5:30 pm";"Monday - Friday";220;"2 years - 12 years 11 months";"Florence Martus: (804) 389-0157";24239;"No";;;;1074435;
"International Mission Board, SBC";"16492 MLC Lane";23146;"Rockville";"Hanover";"VA";"(804) 620-3180";"Religious Exempt Child Day Center";"Exempt";"March 16, 2024";"Ms. Kris Howington";"8:15 am - 4:45 pm";"Monday - Friday";161;"2 months - 12 years 11 months";"Florence Martus: (804) 389-0157";38032;"No";;;;1105458;
"New Hanover Presbyterian Church";"10058 Chamberlayne Road";23116;"Mechanicsville";"Hanover";"VA";"(804) 427-6418";"Religious Exempt Child Day Center";"Exempt";"Sept. 5, 2024";"Ms. Julie Moore";"8:00 a.m. - 2:00 p.m.";"Monday - Friday";120;"2 years 6 months - 5 years 11 months";"Florence Martus: (804) 389-0157";17804;"No";;;;901370;
