"Provider Name";"Address 1";"Address 2";"City";"State";"ZIP";"Mail Address 1";"Mail Address 2";"Mail City";"Mail State";"Mail ZIP";"Phone";"Fax Number";"Director/Owner";"Status";"License/Registration Issue Date";"Provider Type";"Approved to Accept Child Care Assistance?";"QRS Level";"Current Vacancies";"Capacity";"Monday hours";"Tuesday hours";"Wednesday hours";"Thursday hours";"Friday hours";"Saturday hours";"Sunday hours";"Rates";"County";"URL";"License Expiration Date";"Visit Report"
"Tabatha Stastny";"17205 E23 County Home RD ";;"Monticello";"IA";52310;"17205 E23 County Home RD ";;"Monticello";"IA";52310;"(319) 241-2246";;"Stastny, Tabatha";"Active";"5/22/2020";"Registered Child Development Home A";"Yes";;;8;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/16.00| Infant (up to 24 months)  Half-Day/16.00| Infant (up to 36 months)  Half-Day/16.00| Infant (up to 36 months)  Half-Day/16.00| Preschool (24 to Kindergarten)  Half-Day/16.00| Preschool (24 to Kindergarten)  Half-Day/16.00| Preschool (36 to Kindergarten)  Half-Day/16.00| Preschool (36 to Kindergarten)  Half-Day/16.00| School Age (K and up)  Half-Day/16.00| School Age (K and up)  Half-Day/16.00";"Jones";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30301";"3/31/2021";
"Tammys Tots";"905 E 1st ST";;"Anamosa";"IA";52205;"905 E 1st ST";;"Anamosa";"IA";52205;"(319) 480-1898";;"Marek, Tammy";"Active";"8/1/2020";"Registered Child Development Home C";"Yes";;;16;" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";;;"Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00";"Jones";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=33079";"7/31/2022";
"Valarie Schroeder";"468 Noah DR ";;"Anamosa";"IA";52205;"468 Noah DR ";;"Anamosa";"IA";52205;"(563) 357-2321";;"Schroeder, Valarie";"Active";"8/1/2019";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Jones";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=45542";"7/31/2021";
"Heather Little";"19213 150th AVE";;"What Cheer";"IA";50268;"19213 150th AVE";;"What Cheer";"IA";50268;"(641) 295-4598";;"Little, Heather";"Active";"3/1/2019";"Registered Child Development Home B";"Yes";;;12;" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";;;"Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00";"Keokuk";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=44836";"2/28/2021";
"Keokuk County Head Start";"114 W Washington St";;"Sigourney";"IA";52591;"725 W 2nd St";;"Ottumwa";"IA";52501;"(641) 622-9901";;", ";"Active";"10/1/2019";"Licensed Center";"No";;;15;" 9:00AM -  3:00PM";" 9:00AM -  3:00PM";" 9:00AM -  3:00PM";" 9:00AM -  3:00PM";;;;;"Keokuk";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=25100";"9/30/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/25100"
"Megan Ribble";"311 W Stroup ST";;"Richland";"IA";52585;"311 W Stroup ST";;"Richland";"IA";52585;"(319) 389-9134";;"Ribble, Megan";"Active";"2/1/2020";"Registered Child Development Home B";"Yes";2;"Infant/Toddler: 3+Preschool: 3+School Age: 2";12;" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";" 5:00AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Keokuk";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=49324";"1/31/2022";
"Vanessa White";"414 S East ST";;"Sigourney";"IA";52591;"414 S East ST";;"Sigourney";"IA";52591;"(641) 224-5874";;"White, Vanessa";"Active";"10/1/2020";"Registered Child Development Home A";"Yes";;;8;" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00";"Keokuk";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=50256";"9/30/2022";
"Algona Family YMCA Childcare  the YMCA";"2101 E McGregor";;"Algona";"IA";50511;"2101 E McGregor";;"Algona";"IA";50511;"(515) 295-7701";;", ";"Active";"6/1/2020";"Licensed Center";"Yes";;;89;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;"Preschool (24 to Kindergarten)  Hourly/3.10| Preschool (24 to Kindergarten)  Hourly/3.10| Preschool (24 to Kindergarten)  Hourly/3.10| Preschool (36 to Kindergarten)  Hourly/3.10| Preschool (36 to Kindergarten)  Hourly/3.10| Preschool (36 to Kindergarten)  Hourly/3.10| School Age (K and up)  Hourly/3.10| School Age (K and up)  Hourly/3.10| School Age (K and up)  Hourly/3.10";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29410";"5/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/29410"
"Barbara Fox";"1314 E Nebraska";;"Algona";"IA";50511;"1314 E Nebraska";;"Algona";"IA";50511;"(515) 341-6016";;"Fox, Barbara";"Active";"12/6/2019";"Non-Registered Child Care Home";"Yes";;;5;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/10.00| Infant (up to 24 months)  Half-Day/10.00| Infant (up to 36 months)  Half-Day/10.00| Infant (up to 36 months)  Half-Day/10.00| Preschool (24 to Kindergarten)  Half-Day/10.00| Preschool (24 to Kindergarten)  Half-Day/10.00| Preschool (36 to Kindergarten)  Half-Day/10.00| Preschool (36 to Kindergarten)  Half-Day/10.00| School Age (K and up)  Half-Day/10.00| School Age (K and up)  Half-Day/10.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=50837";"11/30/2021";
"Bear Care";"808 E Lucas St";;"Algona";"IA";50511;"808 E Lucas St";;"Algona";"IA";50511;"(515) 295-3509";;", ";"Active";"2/1/2020";"Licensed Center";"Yes";;;133;" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";" 6:30AM -  5:30PM";;;"Infant (up to 24 months)  Half-Day/17.00| Infant (up to 24 months)  Half-Day/17.00| Infant (up to 36 months)  Half-Day/17.00| Infant (up to 36 months)  Half-Day/17.00| Preschool (24 to Kindergarten)  Half-Day/17.00| Preschool (36 to Kindergarten)  Half-Day/17.00| School Age (K and up)  Half-Day/17.00| School Age (K and up)  Half-Day/17.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=46329";"1/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/46329"
"Darlene Rasmus";"1821 E Lucas ST";;"Algona";"IA";50511;"1821 E Lucas ST";;"Algona";"IA";50511;"(515) 295-2590";;"Rasmus, Darlene";"Active";"4/1/2019";"Registered Child Development Home B";"Yes";;;12;" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30147";"3/31/2021";
"Erika Bierstedt";"404 N Heckart ST";;"Algona";"IA";50511;"404 N Heckart ST";;"Algona";"IA";50511;"(515) 341-7081";;"Bierstedt, Erika";"Active";"10/1/2019";"Registered Child Development Home B";"Yes";4;;12;" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/3.75| Infant (up to 24 months)  Hourly/3.75| Infant (up to 24 months)  Hourly/3.75| Infant (up to 36 months)  Hourly/3.75| Infant (up to 36 months)  Hourly/3.75| Infant (up to 36 months)  Hourly/3.75| Preschool (24 to Kindergarten)  Hourly/3.75| Preschool (24 to Kindergarten)  Hourly/3.75| Preschool (24 to Kindergarten)  Hourly/3.75| Preschool (36 to Kindergarten)  Hourly/3.75| Preschool (36 to Kindergarten)  Hourly/3.75| Preschool (36 to Kindergarten)  Hourly/3.75| School Age (K and up)  Hourly/3.75| School Age (K and up)  Hourly/3.75| School Age (K and up)  Hourly/3.75";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=37105";"9/30/2021";
"Jane Culver";"503 E North ST";;"Algona";"IA";50511;"503 E North ST";;"Algona";"IA";50511;"(515) 295-5202";;"Culver, Jane";"Active";"3/1/2019";"Registered Child Development Home B";"Yes";;;12;" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";" 7:30AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29433";"2/28/2021";
"Jeanne Berkland";"107 N Ridgley ST";;"Algona";"IA";50511;"107 N Ridgley ST";;"Algona";"IA";50511;"(515) 295-6101";;"Berkland, Jeanne";"Active";"1/1/2020";"Registered Child Development Home B";"Yes";;;12;" 6:15AM -  5:15PM";" 6:15AM -  5:15PM";" 6:15AM -  5:15PM";" 6:15AM -  5:15PM";" 6:15AM -  5:15PM";;;"Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29475";"12/31/2021";
"Judy King";"603 E Chubb ST";;"Algona";"IA";50511;"PO BOX 154";;"Burt";"IA";50522;"(515) 320-2212";;"King, Judy";"Active";"7/1/2019";"Registered Child Development Home C1";"Yes";2;"Infant/Toddler: 0+Preschool: 4+School Age: 4";8;" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";;;"Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=45561";"6/30/2021";
"Judy Thilges";"220 Oak ST";;"Fenton";"IA";50539;"220 Oak ST";;"Fenton";"IA";50539;"(515) 889-2937";;"Thilges, Judy";"Active";"10/1/2019";"Registered Child Development Home B";"No";;;12;" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";" 6:00AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 24 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Infant (up to 36 months)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (24 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| Preschool (36 to Kindergarten)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75| School Age (K and up)  Hourly/2.75";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29466";"9/30/2021";
"Julie Reed and Paula Keith";"620 HWY 18 ";;"Algona";"IA";50511;"620 HWY 18 ";;"Algona";"IA";50511;"(515) 295-7510";;"Reed, Julie";"Active";"10/1/2019";"Registered Child Development Home C";"Yes";;;16;" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";"Infant (up to 24 months)  Half-Day/20.00| Infant (up to 24 months)  Half-Day/20.00| Infant (up to 36 months)  Half-Day/20.00| Infant (up to 36 months)  Half-Day/20.00| Preschool (24 to Kindergarten)  Half-Day/20.00| Preschool (24 to Kindergarten)  Half-Day/20.00| Preschool (36 to Kindergarten)  Half-Day/20.00| Preschool (36 to Kindergarten)  Half-Day/20.00| School Age (K and up)  Half-Day/20.00| School Age (K and up)  Half-Day/20.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29477";"9/30/2021";
"Kidstop Childcare Center";"304 S Summit Ave";;"Bancroft";"IA";50517;"PO Box 132";;"Bancroft";"IA";50517;"(515) 885-2379";;", ";"Active";"3/1/2019";"Licensed Center";"Yes";4;;62;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/4.60| Infant (up to 24 months)  Hourly/4.60| Infant (up to 36 months)  Hourly/4.60| Infant (up to 36 months)  Hourly/4.60| Preschool (24 to Kindergarten)  Hourly/4.60| Preschool (24 to Kindergarten)  Hourly/4.60| Preschool (36 to Kindergarten)  Hourly/4.60| Preschool (36 to Kindergarten)  Hourly/4.60";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=35155";"2/28/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/35155"
"Loving Hands Nursery";"201 E Nebraska St";;"Algona";"IA";50511;"PO Box 353";;"Algona";"IA";50511;"(515) 395-2273";;", ";"Active";"8/19/2020";"Licensed Center";"No";3;;45;" 9:00AM - 11:30AM";;" 9:00AM - 11:30AM";;;;;;"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30257";"8/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/30257"
"Mary Ann Brosnan";"804 E McGregor ST";;"Algona";"IA";50511;"804 E McGregor ST";;"Algona";"IA";50511;"(515) 295-3785";;"Brosnan, Mary Ann";"Active";"1/1/2020";"Registered Child Development Home C";"No";;;16;" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";" 6:45AM -  5:15PM";;;"Infant (up to 24 months)  Hourly/3.15| Infant (up to 24 months)  Hourly/3.15| Infant (up to 36 months)  Hourly/3.15| Infant (up to 36 months)  Hourly/3.15| Preschool (24 to Kindergarten)  Hourly/3.15| Preschool (24 to Kindergarten)  Hourly/3.15| Preschool (36 to Kindergarten)  Hourly/3.15| Preschool (36 to Kindergarten)  Hourly/3.15| School Age (K and up)  Hourly/3.15| School Age (K and up)  Hourly/3.15";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29411";"12/31/2021";
"Melissa Irmiter and Allyson Miles";"406 W Call ST";;"Algona";"IA";50511;"406 W Call ST";;"Algona";"IA";50511;"(515) 570-6179";;"Irmiter, Melissa";"Active";"4/1/2020";"Registered Child Development Home C";"Yes";;;16;" 5:00AM -  5:30PM";" 5:00AM -  5:30PM";" 5:00AM -  5:30PM";" 5:00AM -  5:30PM";" 5:00AM -  5:30PM";;;"Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 24 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Infant (up to 36 months)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (24 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| Preschool (36 to Kindergarten)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00| School Age (K and up)  Half-Day/15.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29465";"3/31/2022";
"Mollie Schimmelpfennig";"647 Dieckman ST NE";;"Titonka";"IA";50480;"647 Dieckman ST NE";;"Titonka";"IA";50480;"(815) 757-9627";;"Schimmelpfennig, Mollie";"Active";"8/1/2019";"Registered Child Development Home B";"Yes";;;12;" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";;;"Infant (up to 24 months)  Hourly/3.00| Infant (up to 24 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Infant (up to 36 months)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (24 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| Preschool (36 to Kindergarten)  Hourly/3.00| School Age (K and up)  Hourly/3.00| School Age (K and up)  Hourly/3.00";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=45872";"7/31/2021";
"NICAO Head Start-Algona";"613 Diagonal St";;"Algona";"IA";50511;"PO Box 1627";;"Mason City";"IA";50402;"(641) 494-1891";;", ";"Active";"10/1/2019";"Licensed Center";"No";;;20;" 9:00AM -  1:30PM";" 9:00AM -  1:30PM";" 9:00AM -  1:30PM";" 9:00AM -  1:30PM";" 9:00AM -  1:30PM";;;;"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=30259";"9/30/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/30259"
"Our Savior Little Lambs Day Care";"301 3rd Street N";;"Swea City";"IA";50590;"PO Box 134";;"Swea City";"IA";50590;"(515) 272-4696";;", ";"Active";"8/31/2020";"Licensed Center";"Yes";;;30;" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";" 5:30AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/2.50| Infant (up to 24 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Infant (up to 36 months)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (24 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| Preschool (36 to Kindergarten)  Hourly/2.50| School Age (K and up)  Hourly/2.50| School Age (K and up)  Hourly/2.50";"Kossuth";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=29420";"9/30/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/29420"
